id,name__it,name__fr,name__en,name__de,name,wikipedia__it,gender,identifier__VIAF,birth_date,given_name,original_wikiname,name__nl,name__nb,name__da,name__nn,name__sv,name__eo,name__fi,wikipedia__en,identifier__ISNI,identifier__SUDOC,identifier__SBN_it,identifier__freebase,family_name,website,identifier__openpolis,name__pl,name__es,name__hu,name__zh,wikipedia__fr,wikipedia__pl,image,identifier__italian_cod,wikipedia__de,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__NTA,name__la,name__ca,name__vec,name__uk,name__ru,name__eml,wikipedia__ca,wikipedia__commons,wikipedia__eml,wikipedia__es,wikipedia__fi,wikipedia__itwikiquote,wikipedia__la,wikipedia__ru,wikipedia__uk,wikipedia__vec,name__tr,wikipedia__tr,identifier__FAST,name__yi,wikipedia__nl,wikipedia__yi,name__en_ca,name__en_gb,name__pt,name__de_ch,name__pt_br,name__fa,name__lmo,wikipedia__fa,wikipedia__lmo,wikipedia__pt,identifier__PTBNP,name__ro,wikipedia__ro,identifier__EuroparlMEP,twitter,facebook,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__eu,name__he,name__ko,name__af,name__gl,name__ja,name__vi,name__el,name__ar,name__sk,name__mn,name__sr_el,name__sr_ec,name__ckb,name__th,name__cs,name__bg,name__ka,name__lt,name__sr,name__hr,name__war,name__be,name__is,name__be_tarask,name__az,name__mg,name__kk,name__hy,name__an,name__ast,name__bar,name__br,name__co,name__cy,name__de_at,name__et,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__id,name__ie,name__io,name__kg,name__lb,name__li,name__lij,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sl,name__sw,name__vls,name__vo,name__wa,name__wo,name__zu,name__sq,wikipedia__af,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ckb,wikipedia__cs,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__eu,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__is,wikipedia__ja,wikipedia__ka,wikipedia__kk,wikipedia__ko,wikipedia__lt,wikipedia__mg,wikipedia__mn,wikipedia__no,wikipedia__simple,wikipedia__sk,wikipedia__sl,wikipedia__sr,wikipedia__sv,wikipedia__th,wikipedia__vi,wikipedia__war,wikipedia__zh_min_nan,wikipedia__zh,identifier__ULAN,identifier__CiNii,identifier__NDL,identifier__NLA,identifier__OLID,identifier__NKC,identifier__BNE,identifier__NNDB,identifier__CANTIC,identifier__Munzinger,identifier__GNC,death_date,wikipedia__eo,name__bm,name__frc,name__jam,name__kab,name__lv,name__pap,name__prg,name__rgn,name__vmf,identifier__youtube,identifier__NUKAT,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__mk,wikipedia__als,wikipedia__br,wikipedia__cswikiquote,wikipedia__cy,wikipedia__eswikiquote,wikipedia__et,wikipedia__glwikiquote,wikipedia__lb,wikipedia__mk,wikipedia__nn,wikipedia__scn,identifier__IMDB,identifier__MusicBrainz,identifier__BMLO,identifier__SELIBR,identifier__NLI,identifier__senate_nl,identifier__treccani,wikipedia__plwikiquote,wikipedia__slwikiquote,identifier__GTAA,name__bi,name__fy,name__mr,name__roa_tara,name__sh,name__ta,name__uz,name__yo,name__tl,name__lad,name__jv,name__bn,name__mt,name__ml,name__tw,name__sgs,name__mi,name__mwl,name__fo,name__yue,wikipedia__bat_smg,wikipedia__bi,wikipedia__bn,wikipedia__fo,wikipedia__fy,wikipedia__gd,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__itwikisource,wikipedia__jv,wikipedia__lad,wikipedia__lv,wikipedia__mi,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mt,wikipedia__mwl,wikipedia__nap,wikipedia__nds,wikipedia__oc,wikipedia__pms,wikipedia__roa_tara,wikipedia__sco,wikipedia__sh,wikipedia__sq,wikipedia__ta,wikipedia__tl,wikipedia__tw,wikipedia__uz,wikipedia__wa,wikipedia__yo,wikipedia__zh_yue,identifier__CONOR,identifier__Britannica,name__os,wikipedia__os,identifier__AlloCine,identifier__allmovie,identifier__SFDb,identifier__PORT,wikipedia__itwikinews,name__cv,wikipedia__cv,identifier__britishmuseum,identifier__kinopoisk,identifier__BAV,name__pnb,name__hi,name__ht,name__ku_arab,name__ku_latn,name__ku,name__sa,name__new,name__ur,wikipedia__enwikiquote,wikipedia__ga,wikipedia__hi,wikipedia__ht,wikipedia__ku,wikipedia__new,wikipedia__pnb,wikipedia__sa,wikipedia__sw,wikipedia__ur,wikipedia__eswikinews,wikipedia__ruwikinews,wikipedia__srwikinews,identifier__parlement,name__qu,wikipedia__cawikiquote,wikipedia__qu,electoral_district,name__mzn,wikipedia__mzn,name__bcl,name__bs,name__ceb,name__ext,name__kn,name__ky,name__my,name__nov,name__vro,name__csb,name__wuu,wikipedia__an,wikipedia__bcl,wikipedia__bs,wikipedia__ceb,wikipedia__co,wikipedia__csb,wikipedia__eowikiquote,wikipedia__ext,wikipedia__fiu_vro,wikipedia__fiwikiquote,wikipedia__frwikiquote,wikipedia__hewikiquote,wikipedia__idwikiquote,wikipedia__kn,wikipedia__kowikiquote,wikipedia__ky,wikipedia__ltwikiquote,wikipedia__my,wikipedia__nov,wikipedia__nowikiquote,wikipedia__ptwikiquote,wikipedia__rm,wikipedia__ruwikiquote,wikipedia__sc,wikipedia__trwikiquote,wikipedia__ukwikiquote,wikipedia__wuu,wikipedia__zu,identifier__NLAtrove,identifier__elonet,identifier__CSFD,identifier__PACE,identifier__discogs,identifier__bigenc_ru,identifier__BIBSYS,occupation,identifier__nobel_prize,identifier__guardian_topic,identifier__nyt_topic,identifier__ORCID,name__hsb,name__dsb,name__pfl,name__frr,name__als,wikipedia__azb,name__azb,identifier__quora,identifier__snac,wikipedia__dewikinews,wikipedia__enwikinews,wikipedia__frwikinews,wikipedia__svwikinews,wikipedia__trwikinews,name__egl,identifier__wikitree,identifier__persee,wikipedia__tt,name__tt,wikipedia__am,name__am,identifier__google_plus,identifier__ne_se,identifier__songkick,identifier__ioc_athlete,identifier__NLP,identifier__LNB,wikipedia__bewikiquote,wikipedia__hsb,wikipedia__pap,instagram,name__arz,wikipedia__arz,identifier__dialnet,name__lfn,linkedin,identifier__google_knowledge,name__pa,wikipedia__pa,identifier__ssrn,identifier__TED,name__diq,name__ilo,name__tet,wikipedia__bswikiquote,wikipedia__eswikisource,wikipedia__ilo,wikipedia__itwikibooks,wikipedia__lfn,wikipedia__pmswikisource,wikipedia__tet,identifier__KLfG,identifier__DBNL,identifier__BVMC,identifier__BiblioNet,wikipedia__hrwikiquote,identifier__nlg,identifier__bna,identifier__N6I,identifier__CTHS,name__ay,wikipedia__ay,identifier__HDS,pseudonym,identifier__NPG,identifier__ODIS,wikipedia__bgwikiquote,identifier__zbMATH,identifier__MGP,name__zh_mo,name__zh_my,name__chr,name__ba,wikipedia__ba,wikipedia__chr,wikipedia__fawikiquote,identifier__JewishEnc,identifier__LAC,name__szl,name__kw,wikipedia__kw,wikipedia__szl,name__ee,name__kana,identifier__whoswho_france,identifier__italian_senate,name__te,wikipedia__nlwikinews,wikipedia__ne,name__ne,weblog
Q58011453,Maria Virginia Tiraboschi,Maria Virginia Tiraboschi,Maria Virginia Tiraboschi,,Maria Virginia Tiraboschi,Maria Virginia Tiraboschi,female,,1965-07-05,Maria,,Maria Virginia Tiraboschi,,,,,,,,,,,,Tiraboschi,,,,Maria Virginia Tiraboschi,,,,,https://upload.wikimedia.org/wikipedia/commons/0/04/Maria_Virginia_Tiraboschi_datisenato_2013.jpg,,,,,,,,Maria Virginia Tiraboschi,,,,,,Category:Maria Virginia Tiraboschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Virginia Tiraboschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Virginia Tiraboschi,,,,,,,Maria Virginia Tiraboschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=18&id=32722,,,,,
Q583533,Roberto Cassinelli,Roberto Cassinelli,Roberto Cassinelli,Roberto Cassinelli,Roberto Cassinelli,Roberto Cassinelli,male,,1956-12-10,Roberto,,Roberto Cassinelli,Roberto Cassinelli,Roberto Cassinelli,Roberto Cassinelli,Roberto Cassinelli,Roberto CASSINELLI,Roberto Cassinelli,Roberto Cassinelli,,,,/m/04mxf9f,Cassinelli,http://www.robertocassinelli.it,332699,Roberto Cassinelli,Roberto Cassinelli,Roberto Cassinelli,,,,https://upload.wikimedia.org/wikipedia/commons/1/19/Roberto_Cassinelli.jpg,302949,,,,,,,Roberto Cassinelli,,,,,,Category:Roberto Cassinelli,,Roberto Cassinelli,,,,,,,,,,,,,Roberto Cassinelli,Roberto Cassinelli,Roberto Cassinelli,Roberto Cassinelli,Roberto Cassinelli,,Roberto Cassinelli,,Roberto Cassinelli,,,Roberto Cassinelli,,,,robertocassinelli,,,,,,,,Roberto Cassinelli,,,,Roberto Cassinelli,,,,,Roberto Cassinelli,,,,,,Roberto Cassinelli,,,,,,Roberto Cassinelli,,,,,,,,,Roberto Cassinelli,,,,,Roberto Cassinelli,,,,,,,,Roberto Cassinelli,,,,,,,,,,,,,Roberto Cassinelli,,,,,,Roberto Cassinelli,Roberto Cassinelli,,,,,,,Roberto Cassinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto Cassinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto Cassinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=25539,,,,,
Q597654,Luigi Cesaro,Luigi Cesaro,Luigi Cesaro,Luigi Cesaro,Luigi Cesaro,Luigi Cesaro,male,,1952-02-19,Luigi,,Luigi Cesaro,Luigi Cesaro,Luigi Cesaro,Luigi Cesaro,Luigi Cesaro,,,,,,,,Cesaro,,291,Luigi Cesaro,Luigi Cesaro,,,,Luigi Cesaro,https://upload.wikimedia.org/wikipedia/commons/5/5e/Luigi_Cesaro_datisenato_2018.jpg,50442,,,,,,,Luigi Cesaro,,,,,,Category:Luigi Cesaro,,,,,,,,,,,,,,,,,,,,,,,,,,Luigi Cesaro,Luigi Cesaro,4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luigi Cesaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luigi Cesaro,,,,,,,Luigi Cesaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=18&id=4373,,,,,
Q604531,Antonio Razzi,Antonio Razzi,Antonio Razzi,Antonio Razzi,Antonio Razzi,Antonio Razzi,male,,1948-02-22,Antonio,,Antonio Razzi,Antonio Razzi,Antonio Razzi,Antonio Razzi,Antonio Razzi,Antonio Razzi,Antonio Razzi,Antonio Razzi,,,,,Razzi,http://www.antoniorazzi.eu,675,Antonio Razzi,Antonio Razzi,,安东尼奥·拉齐,Antonio Razzi,,https://upload.wikimedia.org/wikipedia/commons/8/88/Antonio_Razzi_datisenato_2013.jpg,301498,Antonio Razzi,,,,,Antonius Razzi,Antonio Razzi,,,,,,Category:Antonio Razzi,,,,Antonio Razzi,,,,,,,,,,,Antonio Razzi,Antonio Razzi,Antonio Razzi,Antonio Razzi,Antonio Razzi,,Antonio Razzi,,Antonio Razzi,,,Antonio Razzi,,,,,,,安東尼歐・拉齊,,,,,Antonio Razzi,,,,Antonio Razzi,,,,,Antonio Razzi,,,,,,Antonio Razzi,,,,,,Antonio Razzi,,,,,,,,,Antonio Razzi,,,,,Antonio Razzi,,,,,,,,Antonio Razzi,,,,,,,,,,,,,Antonio Razzi,,,,,,Antonio Razzi,Antonio Razzi,,,,,,,Antonio Razzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Razzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Razzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,antoniorazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=23054,,,,,
Q614172,Michelino Davico,Michelino Davico,Michelino Davico,Michelino Davico,Michelino Davico,Michelino Davico,male,,1961-03-01,,,Michelino Davico,Michelino Davico,Michelino Davico,Michelino Davico,Michelino Davico,,Michelino Davico,,,,,,Davico,http://www.michelinodavico.com/,,Michelino Davico,Michelino Davico,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0e/Michelino_Davico.jpg,,,,,,,,Michelino Davico,,,,,,Category:Michelino Davico,,,,,,,,,,,,,,,Michelino Davico,Michelino Davico,Michelino Davico,Michelino Davico,Michelino Davico,,Michelino Davico,,,,,Michelino Davico,,,michdavico,,,,,,,,,Michelino Davico,,,,Michelino Davico,,,,,Michelino Davico,,,,,,Michelino Davico,,,,,,Michelino Davico,,,,,,,,,Michelino Davico,,,,,Michelino Davico,,,,,,,,Michelino Davico,,,,,,,,,,,,,Michelino Davico,,Michelino Davico,,,,Michelino Davico,Michelino Davico,,,,,,,Michelino Davico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michelino Davico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michelino Davico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michelino Davico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=15&id=22730,,,,,
Q6164189,Francesco Palermo,Francesco Palermo,Francesco Palermo,Francesco Palermo,Francesco Palermo,Francesco Palermo,male,90189161,1969-10-11,Francesco,,Francesco Palermo,Francesco Palermo,Francesco Palermo,Francesco Palermo,Francesco Palermo,,,,0000 0000 7852 0445,,,,Palermo,,686897,,Francesco Palermo,Francesco Palermo,,,,https://upload.wikimedia.org/wikipedia/commons/1/1d/Francesco_Palermo_datisenato_2013.jpg,,Francesco Palermo,121227251,no00078343,,06766296X,,Francesco Palermo,,,,,,Category:Francesco Palermo,,,,,,,,,,,1558274,,,,,,,,,,Francesco Palermo,,Francesco Palermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francesco Palermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francesco Palermo,,,,,,,Francesco Palermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2011068987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=29155,,,,,
Q62121607,Nicola Calandrini,,Nicola Calandrini,,Nicola Calandrini,Nicola Calandrini,male,,1966-11-05,Nicola,,Nicola Calandrini,,,,,,,,,,,,,,,,Nicola Calandrini,,,,,https://upload.wikimedia.org/wikipedia/commons/a/ad/Nicola_Calandrini_datisenato_2019.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicola Calandrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicola Calandrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q63651710,Mario Turco,,,,,Mario Turco,male,,1968-06-14,,,Mario Turco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Turco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Turco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6403175,Albert Lanièce,Albert Lanièce,Albert Lanièce,Albert Lanièce,Albert Lanièce,Albert Lanièce,male,,1966-02-17,Albert,,,Albert Lanièce,Albert Lanièce,Albert Lanièce,Albert Lanièce,,,,,,,,Lanièce,,,,,,,Albert Lanièce,,https://upload.wikimedia.org/wikipedia/commons/0/03/Albert_Lanièce_datisenato_2018.jpg,,,,,,,,Albert Lanièce,,,,,,Category:Albert Lanièce,,,,,,,,,,,,,,,,,,,,,Albert Laniece,,Albert Laniece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Lanièce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Lanièce,,,,,,,Albert Lanièce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,Catégorie:Albert Lanièce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=18&id=29115,,,,,
Q642966,Domenico Scilipoti,Domenico Scilipoti,Domenico Scilipoti,Domenico Scilipoti,Domenico Scilipoti,Domenico Scilipoti,male,232889800,1957-08-26,Domenico,,Domenico Scilipoti,Domenico Scilipoti,Domenico Scilipoti,Domenico Scilipoti,Domenico Scilipoti,,Domenico Scilipoti,Domenico Scilipoti,0000 0003 6688 2950,,,,Scilipoti,,,Domenico Scilipoti,Domenico Scilipoti,Domenico Scilipoti,,Domenico Scilipoti,,https://upload.wikimedia.org/wikipedia/commons/5/5a/Domenico_Scilipoti.jpg,302997,,,,,,,Domenico Scilipoti,,,,,,Category:Domenico Scilipoti,,,,Domenico Scilipoti,,,,,,,,,,,Domenico Scilipoti,Domenico Scilipoti,Domenico Scilipoti,Domenico Scilipoti,Domenico Scilipoti,,,,,,,Domenico Scilipoti,,,,,,,,,,,,Domenico Scilipoti,,,,Domenico Scilipoti,,,,,Domenico Scilipoti,,,,,,Domenico Scilipoti,,,,,,Domenico Scilipoti,,,,,,,,,Domenico Scilipoti,,,,,Domenico Scilipoti,,,,,,,,Domenico Scilipoti,,,,,,,,,,,,,Domenico Scilipoti,,,,,,Domenico Scilipoti,Domenico Scilipoti,,,,,,,Domenico Scilipoti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domenico Scilipoti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domenico Scilipoti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=25398,,,,,
Q645165,Carlo Giovanardi,Carlo Giovanardi,Carlo Giovanardi,Carlo Giovanardi,Carlo Giovanardi,Carlo Giovanardi,male,73171989,1950-01-15,Carlo,,Carlo Giovanardi,Carlo Giovanardi,Carlo Giovanardi,Carlo Giovanardi,Carlo Giovanardi,Carlo GIOVANARDI,Carlo Giovanardi,Carlo Giovanardi,0000 0000 6162 8695,,,/m/02qqhw4,Giovanardi,http://www.carlogiovanardi.it/sito/,461,Carlo Giovanardi,Carlo Giovanardi,Carlo Giovanardi,,Carlo Giovanardi,Carlo Giovanardi,https://upload.wikimedia.org/wikipedia/commons/3/3f/Carlo_Giovanardi_datisenato_2013.jpg,33230,Carlo Giovanardi,,n98069747,,,,Carlo Giovanardi,,Карло Джованарді,"Джованарди, Карло",,,Category:Carlo Giovanardi,,,,Carlo Giovanardi,,"Джованарди, Карло",Карло Джованарді,,,,,,Carlo Giovanardi,,Carlo Giovanardi,Carlo Giovanardi,Carlo Giovanardi,Carlo Giovanardi,Carlo Giovanardi,,Carlo Giovanardi,,Carlo Giovanardi,,,Carlo Giovanardi,,,SenGiovanardi,CarloGiovanardiModena,,,,,,,,Carlo Giovanardi,,,,Carlo Giovanardi,,,,,Carlo Giovanardi,,,,,,Carlo Giovanardi,,,,,,Carlo Giovanardi,,,,,,,,,Carlo Giovanardi,,,,,Carlo Giovanardi,,,,,,,,Carlo Giovanardi,,,,,,,,,,,,,Carlo Giovanardi,,,,,,Carlo Giovanardi,Carlo Giovanardi,,,,,,,Carlo Giovanardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100955,,,,,,,,,Carlo Giovanardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlo Giovanardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=16&id=1148,,,,,
Q649382,Giulia Bongiorno,Giulia Bongiorno,Giulia Bongiorno,Giulia Bongiorno,Giulia Bongiorno,Giulia Bongiorno,female,39119161,1966-03-22,Giulia,,Giulia Bongiorno,Giulia Bongiorno,Giulia Bongiorno,Giulia Bongiorno,Giulia Bongiorno,,Giulia Bongiorno,Giulia Bongiorno,0000 0000 4900 0213,,,,Bongiorno,http://www.funzionepubblica.gov.it/,,Giulia Bongiorno,Giulia Bongiorno,Giulia Bongiorno,,Giulia Bongiorno,Giulia Bongiorno,https://upload.wikimedia.org/wikipedia/commons/c/ce/Giulia_Bongiorno_datisenato_2018.jpg,301529,Giulia Bongiorno,,no2005114603,,,Iulia Bongiorno,Giulia Bongiorno,,,"Бонджорно, Джулия",,,Category:Giulia Bongiorno,,,Giulia Bongiorno,Giulia Bongiorno,Iulia Bongiorno,"Бонджорно, Джулия",,,,,1629150,,,,Giulia Bongiorno,Giulia Bongiorno,Giulia Bongiorno,Giulia Bongiorno,Giulia Bongiorno,,,,,,,Giulia Bongiorno,,,avvgbongiorno,,,,,,,,,Giulia Bongiorno,,,,Giulia Bongiorno,,,,,Giulia Bongiorno,,,,,,Giulia Bongiorno,,,,,,Giulia Bongiorno,,,,,,,,,Giulia Bongiorno,,,,,Giulia Bongiorno,,,,,,,,Giulia Bongiorno,,,,,,,,,,,,,Giulia Bongiorno,,,,,,Giulia Bongiorno,Giulia Bongiorno,,,,,,,Giulia Bongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giulia Bongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giulia Bongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
