id,name,group,party_wikipedia,area,term,identifier__wikipedia_fo,source,name__fo,wikipedia__fo,name__da,wikipedia__da,name__en,wikipedia__en,gender,birth_date,given_name,image,identifier__freebase,death_date,identifier__viaf,identifier__gnd,identifier__lcauth,identifier__isni,identifier__bnf,website
john_johannessen,John Johannessen,Javnaðarflokkurin,Javnaðarflokkurin,Suðurstreymoy,2004,John Johannessen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,John Johannessen,John Johannessen,John Johannessen,John Johannessen,John Johannessen,"",male,1977-10-07,John,,,,,,,,,
jógvan_við_keldu,Jógvan við Keldu,Fólkaflokkurin,Fólkaflokkurin,Norðoyar,2004,Jógvan við Keldu,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Jógvan við Keldu,Jógvan við Keldu,,"",Jógvan við Keldu,"",male,1944-01-30,Jógvan,,,,,,,,,
jørgen_niclasen,Jørgen Niclasen,Fólkaflokkurin,Fólkaflokkurin,Vágar,2004,Jørgen Niclasen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,male,1969-01-17,Jørgen,https://upload.wikimedia.org/wikipedia/commons/9/9b/Jorgen_Niclasen_(2).jpg,/m/043ry58,,,,,,,
kaj_leo_johannesen,Kaj Leo Johannesen,Sambandsflokkurin,Sambandsflokkurin,Suðurstreymoy,2004,Kaj Leo Johannesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,,,,,,,,,,,,,,,,,,
karsten_hansen,Karsten Hansen,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Norðoyar,2004,Karsten Hansen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Karsten Hansen,Karsten Hansen,Karsten Hansen,Karsten Hansen,Karsten Hansen,"",male,1944-08-18,Karsten,,,,,,,,,
jógvan_á_lakjuni,Jógvan á Lakjuni,Fólkaflokkurin,Fólkaflokkurin,Eysturoy,2004,Jógvan á Lakjuni,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,male,1952-11-13,Jógvan,https://upload.wikimedia.org/wikipedia/commons/5/57/Jogvan_a_Lakjuni_2.jpeg,,,,,,,,
kári_p._højgaard,Kári P. Højgaard,Sjálvstýrisflokkurin,Sjálvstýrisflokkurin,Eysturoy,2004,Kári P. Højgaard,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,male,1951-07-21,,https://upload.wikimedia.org/wikipedia/commons/8/88/Kari_P_Hojgaard.jpg,/m/02q_qv7,,,,,,,
kristian_magnussen,Kristian Magnussen,Javnaðarflokkurin,Javnaðarflokkurin,Suðurstreymoy,2004,Kristian Magnussen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Kristian Magnussen,Kristian Magnussen,,"",,"",male,1956-02-22,Kristian,,,,,,,,,
lisbeth_l._petersen,Lisbeth L. Petersen,Sambandsflokkurin,Sambandsflokkurin,Suðurstreymoy,2004,Lisbeth L. Petersen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth Petersen,Lisbeth Petersen,Lisbeth Petersen,"",female,1939-02-28,Lisbeth,,,,43664080,,,,,
marjus_dam,Marjus Dam,Sambandsflokkurin,Sambandsflokkurin,Vágar,2004,Marjus Dam,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,,,,,,,,,,,,,,,,,,
páll_á_reynatúgvu,Páll á Reynatúgvu,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Sandoy,2004,Páll á Reynatúgvu,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,male,1967-07-26,,https://upload.wikimedia.org/wikipedia/commons/d/d9/Páll_á_Reynatúgvu_2012.jpg,/m/04ghrfc,,,,,,,
poul_michelsen,Poul Michelsen,Fólkaflokkurin,Fólkaflokkurin,Suðurstreymoy,2004,Poul Michelsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,"",male,1944-07-22,Poul,,,,,,,,,
sverre_midjord,Sverre Midjord,Javnaðarflokkurin,Javnaðarflokkurin,Suðuroy,2004,Sverre Midjord,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Sverre Midjord,Sverre Midjord,Sverre Midjord,Sverre Midjord,,"",male,1933-04-02,,,,,,,,,,
tórbjørn_jacobsen,Tórbjørn Jacobsen,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Eysturoy,2004,Tórbjørn Jacobsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,"",male,1955-10-07,,,,,,,,,,
vilhelm_johannesen,Vilhelm Johannesen,Javnaðarflokkurin,Javnaðarflokkurin,Norðoyar,2004,Vilhelm Johannesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Vilhelm Johannesen,Vilhelm Johannesen,Vilhelm Johannesen,Vilhelm Johannesen,,"",male,1942-08-04,Vilhelm,,,,,,,,,
alfred_olsen,Alfred Olsen,Sambandsflokkurin,Sambandsflokkurin,Eysturoy,2008,Alfred Olsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,"",male,1947-03-30,Alfred,,,,,,,,,
annika_olsen,Annika Olsen,Fólkaflokkurin,Fólkaflokkurin,Suðurstreymoy,2008,Annika Olsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Annika Olsen,Annika Olsen,Annika Olsen,Annika Olsen,Annika Olsen,Annika Olsen,female,1975-03-13,Annika,https://upload.wikimedia.org/wikipedia/commons/d/d5/Annika_Olsen_02.jpg,,,,,,,,
annita_á_fríðriksmørk,Annita á Fríðriksmørk,Tjóðveldi,Tjóðveldi,Eysturoy,2008,Annita á Fríðriksmørk,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,,"",female,1968-07-27,,,,,,,,,,
anfinn_kallsberg,Anfinn Kallsberg,Fólkaflokkurin,Fólkaflokkurin,Norðoyar,2008,Anfinn Kallsberg,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,male,1947-11-19,,https://upload.wikimedia.org/wikipedia/commons/c/c0/Anfinn_Kallsberg.jpg,/m/077f65,,,,,,,
bergtóra_høgnadóttir_joensen,Bergtóra Høgnadóttir Joensen,Tjóðveldi,Tjóðveldi,Suðurstreymoy,2008,Bergtóra Høgnadóttir Joensen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Bergtóra Høgnadóttir Joensen,Bergtóra Høgnadóttir Joensen,,"",,"",female,1971-02-15,,,,,,,,,,
bill_justinussen,Bill Justinussen,Miðflokkurin,Miðflokkurin,Eysturoy,2008,Bill Justinussen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Bill Justinussen,Bill Justinussen,Bill Justinussen,Bill Justinussen,,"",male,1963-08-27,Bill,,,,,,,,,
bjørn_kalsø,Bjørn Kalsø,Sambandsflokkurin,Sambandsflokkurin,Norðoyar,2008,Bjørn Kalsø,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Bjørn Kalsø,Bjørn Kalsø,Bjørn Kalsø,Bjørn Kalsø,,"",male,1966-03-23,Bjørn,,,,,,,,,
bjørt_samuelsen,Bjørt Samuelsen,Tjóðveldi,Tjóðveldi,Suðurstreymoy,2008,Bjørt Samuelsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Bjørt Samuelsen,Bjørt Samuelsen,Bjørt Samuelsen,Bjørt Samuelsen,Bjørt Samuelsen,"",female,1965-03-02,,,,,,,,,,
edmund_joensen,Edmund Joensen,Sambandsflokkurin,Sambandsflokkurin,Eysturoy,2008,Edmund Joensen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,male,1944-09-19,Edmund,https://upload.wikimedia.org/wikipedia/commons/6/63/Edmund_Joensen.JPG,/m/04n5gw7,,,,,,,
gerhard_lognberg,Gerhard Lognberg,Javnaðarflokkurin,Javnaðarflokkurin,Sandoy,2008,Gerhard Lognberg,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Gerhard Lognberg,Gerhard Lognberg,Gerhard Lognberg,Gerhard Lognberg,,"",male,1950-11-01,Gerhard,,,,,,,,,
hans_pauli_strøm,Hans Pauli Strøm,Javnaðarflokkurin,Javnaðarflokkurin,Norðurstreymoy,2008,Hans Pauli Strøm,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Hans Pauli Strøm,Hans Pauli Strøm,Hans Pauli Strøm,Hans Pauli Strøm,Hans Pauli Strøm,"",male,1947-12-28,Hans,,,,,,,,,
heini_o._heinesen,Heini O. Heinesen,Tjóðveldi,Tjóðveldi,Norðoyar,2008,Heini O. Heinesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,,,,,,,,,,,,,,,,,,
helena_dam_á_neystabø,Helena Dam á Neystabø,Javnaðarflokkurin,Javnaðarflokkurin,Suðurstreymoy,2008,Helena Dam á Neystabø,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Helena Dam á Neystabø,Helena Dam á Neystabø,Helena Dam á Neystabø,Helena Dam á Neystabø,Helena Dam á Neystabø,"",female,1955-12-10,Helena,,,,,,,,,
hergeir_nielsen,Hergeir Nielsen,Tjóðveldi,Tjóðveldi,Suðuroy,2008,Hergeir Nielsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Hergeir Nielsen,Hergeir Nielsen,Hergeir Nielsen,Hergeir Nielsen,,"",male,1949-08-27,,,,,,,,,,
høgni_hoydal,Høgni Hoydal,Tjóðveldi,Tjóðveldi,Suðurstreymoy,2008,Høgni Hoydal,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,male,1966-03-28,,https://upload.wikimedia.org/wikipedia/commons/9/93/Hogni_hoydal.jpg,/m/05t39z,,54326312,,,0000 0000 3619 7045,137465233,
jacob_vestergaard,Jacob Vestergaard,Fólkaflokkurin,Fólkaflokkurin,Suðuroy,2008,Jacob Vestergaard,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Jacob Vestergaard,Jacob Vestergaard,Jacob Vestergaard,Jacob Vestergaard,Jacob Vestergaard,Jacob Vestergaard,male,1961-04-07,Jacob,,,,,,,,,
jákup_mikkelsen,Jákup Mikkelsen,Fólkaflokkurin,Fólkaflokkurin,Norðoyar,2008,Jákup Mikkelsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,,,,,,,,,,,,,,,,,,
jenis_av_rana,Jenis av Rana,Miðflokkurin,Miðflokkurin,Suðuroy,2008,Jenis av Rana,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,"",male,1953-01-07,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Jenis_av_Rana.jpg,,,,,,,,
jóannes_eidesgaard,Jóannes Eidesgaard,Javnaðarflokkurin,Javnaðarflokkurin,Suðuroy,2008,Jóannes Eidesgaard,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,male,1951-04-19,,https://upload.wikimedia.org/wikipedia/commons/0/0a/Joannes_Eidesgaard_in_Gjogv.jpg,/m/037lqt,,,,,,,
jógvan_á_lakjuni,Jógvan á Lakjuni,Fólkaflokkurin,Fólkaflokkurin,Eysturoy,2008,Jógvan á Lakjuni,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,male,1952-11-13,Jógvan,https://upload.wikimedia.org/wikipedia/commons/5/57/Jogvan_a_Lakjuni_2.jpeg,,,,,,,,
johan_dahl,Johan Dahl,Sambandsflokkurin,Sambandsflokkurin,Suðuroy,2008,Johan Dahl,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Johan Dahl,Johan Dahl,Johan Dahl,Johan Dahl,,"",male,1959-09-19,Johan,,,,,,,,,
john_johannessen,John Johannessen,Javnaðarflokkurin,Javnaðarflokkurin,Suðurstreymoy,2008,John Johannessen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,John Johannessen,John Johannessen,John Johannessen,John Johannessen,John Johannessen,"",male,1977-10-07,John,,,,,,,,,
jørgen_niclasen,Jørgen Niclasen,Fólkaflokkurin,Fólkaflokkurin,Vágar,2008,Jørgen Niclasen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,male,1969-01-17,Jørgen,https://upload.wikimedia.org/wikipedia/commons/9/9b/Jorgen_Niclasen_(2).jpg,/m/043ry58,,,,,,,
kaj_leo_johannesen,Kaj Leo Johannesen,Sambandsflokkurin,Sambandsflokkurin,Suðurstreymoy,2008,Kaj Leo Johannesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,,,,,,,,,,,,,,,,,,
kári_á_rógvi,Kári á Rógvi,Sjálvstýrisflokkurin,Sjálvstýrisflokkurin,Suðurstreymoy,2008,Kári á Rógvi,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Kári á Rógvi,Kári á Rógvi,Kári á Rógvi,Kári á Rógvi,Kári á Rógvi,"",male,1973-05-04,,,,2015-02-14,,,,,,
kári_p._højgaard,Kári P. Højgaard,Sjálvstýrisflokkurin,Sjálvstýrisflokkurin,Eysturoy,2008,Kári P. Højgaard,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,male,1951-07-21,,https://upload.wikimedia.org/wikipedia/commons/8/88/Kari_P_Hojgaard.jpg,/m/02q_qv7,,,,,,,
karsten_hansen,Karsten Hansen,Miðflokkurin,Miðflokkurin,Norðoyar,2008,Karsten Hansen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Karsten Hansen,Karsten Hansen,Karsten Hansen,Karsten Hansen,Karsten Hansen,"",male,1944-08-18,Karsten,,,,,,,,,
katrin_dahl_jakobsen,Katrin Dahl Jakobsen,Javnaðarflokkurin,Javnaðarflokkurin,Suðurstreymoy,2008,Katrin Dahl Jakobsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,,"",,"",female,1951-05-20,Katrin,,,,,,,,,
magni_laksáfoss,Magni Laksáfoss,Sambandsflokkurin,Sambandsflokkurin,Suðurstreymoy,2008,Magni Laksáfoss,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Magni Laksáfoss,Magni Laksáfoss,,"",,"",male,1969-12-03,,,,,,,,,,
poul_michelsen,Poul Michelsen,Fólkaflokkurin / Framsókn,Fólkaflokkurin,Suðurstreymoy,2008,Poul Michelsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,"",male,1944-07-22,Poul,,,,,,,,,
rósa_samuelsen,Rósa Samuelsen,Sambandsflokkurin,Sambandsflokkurin,Vágar,2008,Rósa Samuelsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Rósa Samuelsen,Rósa Samuelsen,Rósa Samuelsen,Rósa Samuelsen,,"",female,1959-12-22,Rósa,,,,,,,,,
sjúrður_skaale,Sjúrður Skaale,Tjóðveldi,Tjóðveldi,Suðurstreymoy,2008,Sjúrður Skaale,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Sjúrður Skaale,Sjúrður Skaale,Sjúrður Skaale,Sjúrður Skaale,Sjúrður Skaale,Sjúrður Skaale,male,1967-03-08,,https://upload.wikimedia.org/wikipedia/commons/8/8d/Sjurdur_Skaale_on_a_conference.jpg,/m/0k813ch,,308694644,,,,,http://sjurdur.skaale.org
tórbjørn_jacobsen,Tórbjørn Jacobsen,Tjóðveldi,Tjóðveldi,Eysturoy,2008,Tórbjørn Jacobsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,"",male,1955-10-07,,,,,,,,,,
aksel_v._johannesen,Aksel V. Johannesen,Javnaðarflokkurin,Javnaðarflokkurin,Norðoyar,2011,Aksel V. Johannesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,Aksel V. Johannesen,male,1972-11-08,Aksel,https://upload.wikimedia.org/wikipedia/commons/6/60/Aksel_V_Johannesen_2012.jpg,,,,,,,,
alfred_olsen,Alfred Olsen,Sambandsflokkurin,Sambandsflokkurin,Eysturoy,2011,Alfred Olsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,"",male,1947-03-30,Alfred,,,,,,,,,
annika_olsen,Annika Olsen,Fólkaflokkurin,Fólkaflokkurin,Suðurstreymoy,2011,Annika Olsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Annika Olsen,Annika Olsen,Annika Olsen,Annika Olsen,Annika Olsen,Annika Olsen,female,1975-03-13,Annika,https://upload.wikimedia.org/wikipedia/commons/d/d5/Annika_Olsen_02.jpg,,,,,,,,
bill_justinussen,Bill Justinussen,Miðflokkurin,Miðflokkurin,Eysturoy,2011,Bill Justinussen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Bill Justinussen,Bill Justinussen,Bill Justinussen,Bill Justinussen,,"",male,1963-08-27,Bill,,,,,,,,,
bjarni_djurholm,Bjarni Djurholm,Fólkaflokkurin,Fólkaflokkurin,Suðurstreymoy,2011,Bjarni Djurholm,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,"",male,1957-03-19,Bjarni,,,,,,,,,
bjørn_kalsø,Bjørn Kalsø,Sambandsflokkurin,Sambandsflokkurin,Norðoyar,2011,Bjørn Kalsø,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Bjørn Kalsø,Bjørn Kalsø,Bjørn Kalsø,Bjørn Kalsø,,"",male,1966-03-23,Bjørn,,,,,,,,,
bjørt_samuelsen,Bjørt Samuelsen,Tjóðveldi,Tjóðveldi,Suðurstreymoy,2011,Bjørt Samuelsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Bjørt Samuelsen,Bjørt Samuelsen,Bjørt Samuelsen,Bjørt Samuelsen,Bjørt Samuelsen,"",female,1965-03-02,,,,,,,,,,
bárður_nielsen,Bárður Nielsen,Sambandsflokkurin,Sambandsflokkurin,Norðurstreymoy,2011,Bárður Nielsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Bárður Nielsen,Bárður Nielsen,Bárður Nielsen,Bárður Nielsen,,"",male,1972-04-16,Bárður,https://upload.wikimedia.org/wikipedia/commons/e/ec/Bardur_Nielsen.jpg,,,,,,,,
edva_jacobsen,Edva Jacobsen,Sambandsflokkurin,Sambandsflokkurin,Eysturoy,2011,Edva Jacobsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Edva Jacobsen,Edva Jacobsen,Edva Jacobsen,Edva Jacobsen,,"",female,1964-08-31,,https://upload.wikimedia.org/wikipedia/commons/b/bc/Edva_Jacobsen_2012.jpg,,,,,,,,
elsebeth_mercedis_gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,Fólkaflokkurin,Fólkaflokkurin,Norðoyar,2011,Elsebeth Mercedis Gunnleygsdóttur,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,,"",female,1963-10-26,,,,,,,,,,
eyðgunn_samuelsen,Eyðgunn Samuelsen,Javnaðarflokkurin,Javnaðarflokkurin,Norðoyar,2011,Eyðgunn Samuelsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Eyðgunn Samuelsen,Eyðgunn Samuelsen,Eyðgunn Samuelsen,Eyðgunn Samuelsen,,"",female,1959-05-23,,,,,,,,,,
gerhard_lognberg,Gerhard Lognberg,Javnaðarflokkurin,Javnaðarflokkurin,Sandoy,2011,Gerhard Lognberg,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Gerhard Lognberg,Gerhard Lognberg,Gerhard Lognberg,Gerhard Lognberg,,"",male,1950-11-01,Gerhard,,,,,,,,,
gunvør_balle,Gunvør Balle,Tjóðveldi,Tjóðveldi,Suðurstreymoy,2011,Gunvør Balle,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Gunvør Balle,Gunvør Balle,Gunvør Balle,Gunvør Balle,Gunvør Balle,"",female,1967-03-31,,,,,,,,,,
hanus_samró,Hanus Samró,Fólkaflokkurin,Fólkaflokkurin,Suðurstreymoy,2011,Hanus Samró,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Hanus Samró,Hanus Samró,Hanus Samró,Hanus Samró,,"",male,1988-05-01,,,,,,,,,,
helgi_abrahamsen,Helgi Abrahamsen,Sambandsflokkurin,Sambandsflokkurin,Eysturoy,2011,Helgi Abrahamsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Helgi Abrahamsen,Helgi Abrahamsen,Helgi Abrahamsen,Helgi Abrahamsen,,"",male,1966-11-24,,,,,,,,,,
henrik_old,Henrik Old,Javnaðarflokkurin,Javnaðarflokkurin,Suðuroy,2011,Henrik Old,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Henrik Old,Henrik Old,Henrik Old,Henrik Old,Henrik Old,Henrik Old,male,1947-06-20,Henrik,https://upload.wikimedia.org/wikipedia/commons/7/7d/Henrik_Old.jpg,,,,,,,,
høgni_hoydal,Høgni Hoydal,Tjóðveldi,Tjóðveldi,Suðurstreymoy,2011,Høgni Hoydal,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,male,1966-03-28,,https://upload.wikimedia.org/wikipedia/commons/9/93/Hogni_hoydal.jpg,/m/05t39z,,54326312,,,0000 0000 3619 7045,137465233,
jacob_vestergaard,Jacob Vestergaard,Fólkaflokkurin,Fólkaflokkurin,Suðuroy,2011,Jacob Vestergaard,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2011%E2%80%932015,Jacob Vestergaard,Jacob Vestergaard,Jacob Vestergaard,Jacob Vestergaard,Jacob Vestergaard,Jacob Vestergaard,male,1961-04-07,Jacob,,,,,,,,,
