id,name__en,name__sq,name__nl,name__de,name__fr,name,wikipedia__en,wikipedia__sq,gender,birth_date,given_name,original_wikiname,name__es,name__hu,name__szl,name__uk,name__ro,name__it,name__pl,name__zh,name__ru,name__nb,name__da,name__nn,name__sv,wikipedia__de,wikipedia__it,wikipedia__pl,wikipedia__ro,wikipedia__ru,wikipedia__szl,wikipedia__uk,wikipedia__zh,identifier__VIAF,identifier__LCAuth,identifier__freebase,wikipedia__fr,name__hy,wikipedia__hy,image,name__bg,wikipedia__bg,wikipedia__da,name__vep,name__ckb,name__el,name__en_ca,name__en_gb,wikipedia__el,wikipedia__nl,wikipedia__sv,wikipedia__vep,identifier__ISNI,identifier__GND,identifier__IMDB,identifier__SUDOC,death_date,name__fi,name__tr,name__ka,name__hr,wikipedia__fi,wikipedia__hr,wikipedia__ka,wikipedia__tr,name__sh,wikipedia__sh,name__cs,wikipedia__cs,name__pt,name__oc,name__mk,name__io,wikipedia__es,wikipedia__io,wikipedia__mk,wikipedia__oc,wikipedia__pt,name__cy,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__eo,name__et,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__is,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sk,name__sl,name__vec,name__vls,name__wa,name__be,name__ko,name__he,name__sr,name__pt_br,name__ar,name__ty,name__ja,name__id,name__fa,name__az,name__ie,name__la,name__th,name__mr,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__commons,wikipedia__et,wikipedia__fa,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__ie,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__mr,wikipedia__no,wikipedia__sco,wikipedia__simple,wikipedia__sr,wikipedia__th,wikipedia__tl,wikipedia__ty,identifier__SBN_it,name__yo,name__lv,wikipedia__ast,wikipedia__bar,wikipedia__br,wikipedia__ca,wikipedia__cswikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__ga,wikipedia__lmo,wikipedia__lv,wikipedia__nn,wikipedia__sl,wikipedia__sqwikiquote,wikipedia__yo,identifier__Munzinger,name__hi,name__sr_el,name__sr_ec,name__pa,name__mg,name__be_tarask,name__ms,wikipedia__als,wikipedia__be_x_old,wikipedia__hi,wikipedia__itwikiquote,wikipedia__mg,wikipedia__ms,wikipedia__pa,identifier__ULAN,name__tl,identifier__TED,last_seen,website,twitter,name__vi,identifier__AlloCine,identifier__allmovie,identifier__PORT,identifier__kinopoisk,facebook,identifier__filmportal_de,identifier__PACE,wikipedia__hsb,name__hsb,wikipedia__fawikiquote,occupation,identifier__google_knowledge,wikipedia__li,identifier__snac,identifier__NNDB,name__ba,wikipedia__ba,wikipedia__myv,wikipedia__ml,name__ml,name__zh_hant,name__zh_cn,identifier__Britannica,wikipedia__tg,name__tg,identifier__NKC,identifier__NLP,wikipedia__mn,name__mn,family_name,identifier__GTAA,identifier__NTA,wikipedia__uz,identifier__ne_se,identifier__bigenc_ru,wikipedia__af,wikipedia__azb,name__myv,name__azb,name__uz,honorific_suffix,identifier__FAST
Q463966,Genc Ruli,Genc Ruli,Genc Ruli,Genc Ruli,Genc Ruli,Genc Ruli,Genc Ruli,Genc Ruli,male,1958-04-11,Genc,Genc Ruli,Genc Ruli,Genc Ruli,,Генц Рулі,,,Genc Ruli,,"Рули, Генц",,,,,Genc Ruli,,Genc Ruli,,"Рули, Генц",,Генц Рулі,,,,/m/0g9wqw0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genc Ruli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4685171,Adrian Kollozi,,Adrian Kollozi,Adrian Kollozi,Adrian Kollozi,Adrian Kollozi,Adrian Kollozi,,male,,Adrian,Ardian Kollozi,,Adrian Kollozi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Kollozi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4685497,Adriana Gjonaj,Adriana Gjonaj,Adriana Gjonaj,Adriana Gjonaj,Adriana Gjonaj,Adriana Gjonaj,Adriana Gjonaj,Adriana Gjonaj,female,1954-05-05,Adriana,Adriana Gjonaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adriana Gjonaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,Gjonaj,,,,,,,,,,,,
Q4709025,Albana Vokshi,Albana Vokshi,Albana Vokshi,Albana Vokshi,Albana Vokshi,Albana Vokshi,Albana Vokshi,Albana Vokshi,female,1971-02-24,Albana,Albana Vokshi,Albana Vokshi,Albana Vokshi,,,,,,,,,,,,,,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/4/46/OSCE_PA_member_Albana_Vokshi_(Albania),_Moscow,_16_September_2016_(29717182725).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albana Vokshi,,,,,,,,,,,,,,,,,,,,,,Category:Albana Vokshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4784677,Arben Malaj,Arben Qamil Malaj,Arben Malaj,Arben Malaj,Arben Malaj,Arben Malaj,Arben Malaj,Arben Malaj,male,1961-09-19,Arben,Arben Malaj,,Arben Malaj,,Арбен Малай,,,Arben Malaj,,"Малай, Арбен",,,,,,,Arben Malaj,,"Малай, Арбен",,Арбен Малай,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/91/Arben_Malaj.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arben Malaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://web.archive.org/web/20090623062750/http://www.arben-malaj.com/,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4784679,Arben Ristani,Arben Ristani,Arben Ristani,Arben Ristani,Arben Ristani,Arben Ristani,Arben Ristani,Arben Ristani,male,1969-03-29,Arben,Arben Ristani,,,,,,Arben Ristani,,,,,,,,,,,,,,,,,,/m/0g5slmq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arben Ristani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4788049,Ardian Turku,Ardian Turku,Ardian Turku,Ardian Turku,Ardian Turku,Ardian Turku,Ardian Turku,Ardian Turku,male,,Ardian,Ardian Turku,,Ardian Turku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ardian Turku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4811460,Astrit Bushati,Astrit Bushati,Astrit Bushati,Astrit Bushati,Astrit Bushati,Astrit Bushati,Astrit Bushati,Astrit Bushati,male,1962-08-21,,Astrit Bushati,,Astrit Bushati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astrit Bushati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4811462,Astrit Patozi,Astrit Patozi,Astrit Patozi,Astrit Patozi,Astrit Patozi,Astrit Patozi,Astrit Patozi,Astrit Patozi,male,1964-07-22,,Astrit Patozi,,Astrit Patozi,,,,,,,,,,,,,,,,,,,,,,/m/0gfdvv6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astrit Patozi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4879385,Bedri Hoxha,Bedri Hoxha,Bedri Hoxha,Bedri Hoxha,Bedri Hoxha,Bedri Hoxha,Bedri Hoxha,Bedri Hoxha,male,,Bedri,Bedri Hoxha,,Bedri Hoxha,,,,Bedri Hoxha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bedri Hoxha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4896330,Besnik Dushaj,Besnik Dushaj,Besnik Dushaj,Besnik Dushaj,Besnik Dushaj,Besnik Dushaj,Besnik Dushaj,Besnik Dushaj,male,,Besnik,Besnik Dushaj,,Besnik Dushaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Besnik Dushaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972400,Lajla Pernaska,Lajla Përnaska,Lajla Pernaska,Lajla Pernaska,Lajla Përnaska,Lajla Pernaska,Lajla Pernaska,Lajla Përnaska,female,1961-06-14,,Lajla Pernaska,Lajla Pernaska,Lajla Pernaska,,,,,,,,,,,Lajla Pernaska,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6d/Lajla_Pernaska_Profil.jpg,,,,,,,,,,,Lajla Përnaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lajla Pernaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5212255,Damian Gjiknuri,Damian Gjiknuri,Damian Gjiknuri,Damian Gjiknuri,Damian Gjiknuri,Damian Gjiknuri,Damian Gjiknuri,Damian Gjiknuri,male,1972-05-25,Damian,Damian Gjiknuri,,Damian Gjiknuri,,,,Damian Gjiknuri,,,,,,,,Damian Gjiknuri,,,,,,,,,,,Damian Gjiknuri,,,https://upload.wikimedia.org/wikipedia/commons/3/3d/Damian_Gjiknuri.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damian Gjiknuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5226580,Dashamir Tahiri,Dashamir Tahiri,Dashamir Tahiri,Dashamir Tahiri,Dashamir Tahiri,Dashamir Tahiri,Dashamir Tahiri,Dashamir Tahiri,male,,,Dashamir Tahiri,,Dashamir Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dashamir Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5226652,Dashnor Sula,Dashnor Sula,Dashnor Sula,Dashnor Sula,Dashnor Sula,Dashnor Sula,Dashnor Sula,Dashnor Sula,male,,,Dashnor Sula,,Dashnor Sula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dashnor Sula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q531457,Gazmend Oketa,Gazmend Oketa,Gazmend Oketa,Gazmend Oketa,Gazmend Oketa,Gazmend Oketa,Gazmend Oketa,Gazmend Oketa,male,1968-12-14,Gazmend,Gazmend Oketa,Gazmend Oketa,Gazmend Oketa,,Газменд Окета,,Gazmend Oketa,Gazmend Oketa,,"Окета, Газменд",Gazmend Oketa,Gazmend Oketa,Gazmend Oketa,Gazmend Oketa,Gazmend Oketa,Gazmend Oketa,Gazmend Oketa,,"Окета, Газменд",,Газменд Окета,,,,/m/03y92gw,,Գազմենդ Օկետա,Գազմենդ Օկետա,https://upload.wikimedia.org/wikipedia/commons/d/d2/Gazmend_Oketa_080522-D-9880W-017.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gazmend Oketa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q531489,Arben Imami,Arben Imami,Arben Imami,Arben Imami,Arben Imami,Arben Imami,Arben Imami,Arben Imami,male,1958-01-21,Arben,Arben Imami,Arben Imami,Arben Imami,,Арбен Імамі,,Arben Imami,Arben Imami,,"Имами, Арбен",,,,,Arben Imami,,Arben Imami,,"Имами, Арбен",,Арбен Імамі,,,,/m/09gch9v,,,,https://upload.wikimedia.org/wikipedia/commons/1/13/Arben_Imami_091113-D-9880W-054.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arben Imami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q531531,Sokol Olldashi,Sokol Olldashi,Sokol Olldashi,Sokol Olldashi,Sokol Olldashi,Sokol Olldashi,Sokol Olldashi,Sokol Olldashi,male,1972-12-17,Sokol,Sokol Olldashi,Sokol Olldashi,Sokol Olldashi,,,,,Sokol Olldashi,,,,,,,Sokol Olldashi,,Sokol Olldashi,,,,,,,,/m/0g9xmdh,,,,,,,,,,,,,,,,,,,,,2013-11-20,,,,,,,,,,,,,,,,,,,,,,Sokol Olldashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sokol Olldashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5340403,Eduard Halimi,Eduard Halimi,Eduard Halimi,Eduard Halimi,Eduard Halimi,Eduard Halimi,Eduard Halimi,Eduard Halimi,male,1972-12-08,Eduard,Eduard Halimi,,,,,,,Eduard Halimi,,,,,,,,,Eduard Halimi,,,,,,,,,,Էդուարդ Հալիմի,Էդուարդ Հալիմի,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduard Halimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5340469,Eduard Selami,Eduard Selami,Eduard Selami,Eduard Selami,Eduard Selami,Eduard Selami,Eduard Selami,Eduard Selami,male,,Eduard,Eduard Selami,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/03/Eduard_Selami_-_February_2017.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduard Selami,,,,,,,,,,,,,,,,,,,,,,Category:Eduard Selami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5379020,Enkelejd Alibeaj,Enkelejd Alibeaj,Enkelejd Alibeaj,Enkelejd Alibeaj,Enkelejd Alibeaj,Enkelejd Alibeaj,Enkelejd Alibeaj,Enkelejd Alibeaj,male,1973-09-11,,Enkelejd Alibeaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/29/Enkelejd_Alibeaj.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enkelejd Alibeaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q539957,Arta Dade,Arta Dade,Arta Dade,Arta Dade,Arta Dade,Arta Dade,Arta Dade,Arta Dade,female,1953-03-15,Arta,Arta Dade,Arta Dade,Arta Dade,,Арта Даде,,,Arta Dade,阿爾塔·達戴,Арта Даде,,,,Arta Dade,Arta Dade,,Arta Dade,,"Даде, Арта",,Арта Даде,阿爾塔·達戴,,,,Arta Dade,Արտա Դադե,Արտա Դադե,https://upload.wikimedia.org/wikipedia/commons/0/03/Arta_Dade_(Albania)_-_July_2016_(cropped).jpg,Арта Даде,Арта Даде,,,,,,,,,Arta Dade,,,,,,,,Arta Dade,არტა დადე,,,,არტა დადე,Arta Dade,,,,,,,,,Arta Dade,,,,,,,,,,,,Arta Dade,,,,,,,,,,,,,,,,,,,,,,,,,,Arta Dade,,,,Арта Дадэ,,,,,أرتا داد,,,,آرتا دید,Arta Dade,,,,,أرتا داد,Arta Dade,Арта Дадэ,Category:Arta Dade,,آرتا دید,,,,,,,,,,,,,,,,,,,,,,,,Arta Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4136,,,,politician,,,,,,,,,,阿爾塔·達戴,,,,,,,,,Dade,,,,,,,,,,,,
Q5437339,Fatbardh Kadilli,Fatbardh Kadilli,Fatbardh Kadilli,Fatbardh Kadilli,Fatbardh Kadilli,Fatbardh Kadilli,Fatbardh Kadilli,Fatbardh Kadilli,male,,Fatbardh,Fatbardh Kadilli,,Fatbardh Kadilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fatbardh Kadilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5437935,Fatos Beja,Fatos Beja,Fatos Beja,Fatos Beja,Fatos Beja,Fatos Beja,Fatos Beja,Fatos Beja,male,1948-11-29,Fatos,Fatos Beja,,Fatos Beja,,,,,Fatos Beja,,,,,,,,,Fatos Beja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fatos Beja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,Beja,,,,,,,,,,,,
Q5437937,Fatos Hoxha,Fatos Hoxha,Fatos Hoxha,Fatos Hoxha,Fatos Hoxha,Fatos Hoxha,Fatos Hoxha,Fatos Hoxha,male,,Fatos,Fatos Hoxha,,Fatos Hoxha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fatos Hoxha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,Hoxha,,,,,,,,,,,,
Q5443929,Ferdinand Xhaferraj,Ferdinand Xhaferri,Ferdinand Xhaferraj,Ferdinand Xhaferraj,Ferdinand Xhaferraj,Ferdinand Xhaferraj,Ferdinand Xhaferraj,Ferdinand Xhaferri,male,1972-10-06,Ferdinand,Ferdinand Xhaferri,,Ferdinand Xhaferraj,,,,,Ferdinand Xhaferraj,,,,,,,,,Ferdinand Xhaferraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferdinand Xhaferraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5457338,Flamur Noka,Flamur Noka,Flamur Noka,Flamur Noka,Flamur Noka,Flamur Noka,Flamur Noka,Flamur Noka,male,1971-03-03,Flamur,Flamur Noka,,Flamur Noka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flamur Noka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5461923,Florjon Mima,Florjon Mima,Florjon Mima,Florjon Mima,Florjon Mima,Florjon Mima,Florjon Mima,Florjon Mima,male,1962-03-02,Florjon,Florjon Mima,,Florjon Mima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florjon Mima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5553235,Gerti Bogdani,Gerti Bogdani,Gerti Bogdani,Gerti Bogdani,Gerti Bogdani,Gerti Bogdani,Gerti Bogdani,Gerti Bogdani,male,1980-07-07,Gerti,Gerti Bogdani,Gerti Bogdani,Gerti Bogdani,,,,,,,,,,,Gerti Bogdani,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/19/Gb-pasport-photo.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerti Bogdani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5566000,Gjergji Papa,Gjergji Papa,Gjergji Papa,Gjergji Papa,Gjergji Papa,Gjergji Papa,Gjergji Papa,Gjergji Papa,male,,,Gjergji Papa,,Gjergji Papa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gjergji Papa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5566028,Gjoke Uldedaj,Gjoke Uldedaj,Gjoke Uldedaj,Gjok Uldedaj,Gjoke Uldedaj,Gjoke Uldedaj,Gjok Uldedaj,Gjok Uldedaj,male,1959-03-03,,Gjok Uldedaj,,Gjoke Uldedaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gjoke Uldedaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
