id,name__de,name__en,name__es,name__nl,name__fr,name__da,name__it,name__sv,name,wikipedia__commons,wikipedia__de,wikipedia__en,image,gender,occupation,birth_date,given_name,original_wikiname,name__pt,wikipedia__pt,name__ka,name__pl,name__ru,name__hu,wikipedia__es,wikipedia__fr,wikipedia__ka,wikipedia__pl,wikipedia__ru,identifier__freebase,name__cy,name__hy,wikipedia__hy,death_date,wikipedia__sv,identifier__VIAF,identifier__SUDOC,name__nb,name__nn,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SELIBR,identifier__PTBNP,identifier__NTA,identifier__FAST,name__ja,name__diq,wikipedia__it,wikipedia__ja,wikipedia__no,identifier__DBNL,name__id,name__sl,wikipedia__id,wikipedia__sl,name__zh,family_name,name__yo,name__uk,name__et,name__el,name__zh_hant,name__zh_cn,name__fa,wikipedia__el,wikipedia__et,wikipedia__fa,wikipedia__uk,wikipedia__yo,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__ast,name__vi,name__ko,wikipedia__ast,wikipedia__ko,wikipedia__simple,wikipedia__vi,name__lb,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__be,name__he,name__af,name__gl,name__sw,name__br,name__ar,name__sr_el,name__sr_ec,name__tr,name__fi,name__la,name__cs,name__eu,name__sr,name__ss,name__ca,name__sh,wikipedia__af,wikipedia__ar,wikipedia__be,wikipedia__br,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__eu,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__la,wikipedia__lb,wikipedia__nl,wikipedia__ptwikiquote,wikipedia__sh,wikipedia__sr,wikipedia__ss,wikipedia__sw,wikipedia__tr,wikipedia__zh,identifier__Munzinger,identifier__GTAA,name__mg,wikipedia__mg,name__bg,wikipedia__bg,name__eo,name__vep,name__mr,wikipedia__eo,wikipedia__mr,wikipedia__vep,name__kg,wikipedia__kg,identifier__CERL,identifier__CSPAN,name__oc,identifier__google_knowledge,identifier__Britannica,name__ro,wikipedia__ro,identifier__CANTIC,identifier__britishmuseum,identifier__MusicBrainz,identifier__discogs,identifier__quora,name__ms,name__am,name__bcl,name__frp,name__io,name__az,name__hr,name__tg,name__lt,name__bn,name__sco,name__ml,name__lv,name__th,wikipedia__am,wikipedia__az,wikipedia__bcl,wikipedia__frp,wikipedia__hr,wikipedia__io,wikipedia__lt,wikipedia__lv,wikipedia__ml,wikipedia__ms,wikipedia__oc,wikipedia__sco,wikipedia__tg,wikipedia__th,identifier__NNDB,identifier__nyt_topic,identifier__snac,identifier__ne_se,wikipedia__uz,name__uz,name__sk,name__fo,name__kl,identifier__NUKAT,identifier__ioc_athlete,identifier__GNC,identifier__BIBSYS,wikipedia__mzn,wikipedia__tl,name__mzn,name__tl,wikipedia__bn,wikipedia__ht,name__ht,identifier__NKC,name__bar
Q4777533,António Bento Bembe,António Bento Bembe,António Bento Bembe,António Bento Bembe,,,,,António Bento Bembe,,António Bento Bembe,António Bento Bembe,,male,politician,1950-04-24,António,António Bento Bembe,António Bento Bembe,António Bento Bembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,António Bento Bembe,,,,,,,,,,,,,,,,,,,,António Bento Bembe,António Bento Bembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,António Bento Bembe,,,,,,António Bento Bembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4778486,Anália de Victória Pereira,Anália de Victória Pereira,Anália de Victória Pereira,Anália de Victória Pereira,Anália de Victória Pereira,,,,Anália de Victória Pereira,,,Anália de Victória Pereira,,female,politician,1941-10-03,Analía,Anália de Victória Pereira,Anália de Victória Pereira,Anália de Victória Pereira,,,,Anália de Victória Pereira,,Anália de Victória Pereira,,,,,,,,2009-01-07,,,,,,,,,,,,,,,,,,,,,Anália de Victória Pereira,,,,,,,,,,,,,,,,,,,,Anália de Victória Pereira,Anália de Victória Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anália de Victória Pereira,,,,,,Anália de Victória Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48861147,,Manuel dos Santos Lima,Manuel dos Santos Lima,Manuel dos Santos Lima,,,,,Manuel dos Santos Lima,,,,,male,politician,1935,Manuel,Manuel dos Santos Lima,Manuel dos Santos Lima,Manuel dos Santos Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4931550,Boaventura Cardoso,Boaventura Cardoso,Boaventura Cardoso,Boaventura Cardoso,Boaventura Cardoso,,,,Boaventura Cardoso,,Boaventura Cardoso,Boaventura Cardoso,,male,politician,1944-07-26,Boaventura,Boaventura Silva Cardoso,Boaventura Silva Cardoso,Boaventura Silva Cardoso,,,,,,,,,,,,,,,,51821275,,,,0000 0001 0900 9835,1129393054,n81051170,,,,068264461,1448405,,,,,,,,Boaventura Cardoso,,,,Cardoso,,,,,,,,,,,,,,,,Boaventura Silva Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2005116023,,,90641269,,,,,,,,,
Q5044792,Carolina Cerqueira,Carolina Cerqueira,Carolina Cerqueira,Carolina Cerqueira,Carolina Cerqueira,,Carolina Cerqueira,,Carolina Cerqueira,,,Carolina Cerqueira,,female,politician,,Carolina,Carolina Cerqueira,Carolina Cerqueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carolina Cerqueira,,,,,,,,,,,,,,,,,,,,Carolina Cerqueira,Carolina Cerqueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q51883162,,Aldina da Lomba,,Aldina da Lomba,Aldina da Lomba,,,,Aldina da Lomba,,,Aldina Matilde Barros da Lomba,,female,politician,,,Aldina Matilde Barros da Lomba,Aldina da Lomba,Aldina da Lomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aldina da Lomba,,,,,,,,,,,,,,,,,,,,Aldina da Lomba,Aldina da Lomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q51883207,,Adelina Chilica,Adelina Chilica,Adelina Chilica,Adelina Chilica,,,,Adelina Chilica,,,Adelina Chilica,,female,politician,,,Adelina Chilica,Adelina Chilica,Adelina Chilica,,,,,,Adelina Chilica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adelina Chilica,,,,,,,,,,,,,,,,,,,,Adelina Chilica,Adelina Chilica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q51883208,,Albertina Navemba Ngolo,Albertina Navemba Ngolo,Albertina Navemba Ngolo,,,,,Albertina Navemba Ngolo,,,Albertina Navemba Ngolo Felisberto,,female,accountant,1977,Albertina,Albertina Navemba Ngolo Felisberto,Albertina Navemba Ngolo,Albertina Navemba Ngolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albertina Navemba Ngolo,,,,,,,,,,,,,,,,,,,,Albertina Navemba Ngolo,Albertina Navemba Ngolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q51883315,Amélia Calumbo Quinta,Amélia Calumbo Quinta,Amélia Calumbo Quinta,Amélia Calumbo Quinta,Amélia Calumbo Quinta,,,,Amélia Calumbo Quinta,,,Amélia Calumbo Quinta,,female,politician,"",Amélia,Amélia Calumbo Quinta,Amélia Calumbo Quinta,Amélia Calumbo Quinta,,,,,,Amélia Calumbo Quinta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amélia Calumbo Quinta,,,,,,,,,,,,,,,,,,,,Amélia Calumbo Quinta,Amélia Calumbo Quinta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q51883316,Amélia Judith Ernesto,Amélia Judith Ernesto,Amélia Judith Ernesto,Amélia Judith Ernesto,Amélia Judith Ernesto,,,,Amélia Judith Ernesto,,,Amélia Judith Ernesto,,female,politician,"",Amélia,Amélia Judith Ernesto,Amélia Judith Ernesto,Amélia Judith Ernesto,,,,,,Amélia Judith Ernesto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amélia Judith Ernesto,,,,,,,,,,,,,,,,,,,,Amélia Judith Ernesto,Amélia Judith Ernesto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q51883317,Ana Ndala Fernando,Ana Ndala Fernando,Ana Ndala Fernando,Ana Ndala Fernando,Ana Ndala Fernando,,,,Ana Ndala Fernando,,,Ana Ndala Fernando,,female,politician,"",Ana,Ana Ndala Fernando,Ana Ndala Fernando,Ana Ndala Fernando,,,,,,Ana Ndala Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ana Ndala Fernando,,,,,,,,,,,,,,,,,,,,Ana Ndala Fernando,Ana Ndala Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5216803,Daniel Chipenda,Daniel Chipenda,Daniel Chipenda,Daniel Chipenda,Daniel Chipenda,,,,Daniel Chipenda,,,Daniel Chipenda,,male,politician,1931-05-15,Daniel,Daniel Chipenda,Daniel Chipenda,Daniel Chipenda,,,,,,,,,,,,,,1996-02-28,,121218423,,,,0000 0000 7935 9083,,no2010077672,,,,,,ダニエル・チペンダ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Chipenda,,,,,,Daniel Chipenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5218278,,Daniel Ntongi-Nzinga,Daniel Ntongi-Nzinga,Daniel Ntongi-Nzinga,Daniel Ntongi-Nzinga,,Daniel Ntongi-Nzinga,,Daniel Ntongi-Nzinga,,,Daniel Ntongi-Nzinga,,male,politician,1946,Daniel,Daniel Ntongi-Nzinga,,,,,,Daniel Ntongi-Nzinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Ntongi-Nzinga,,,,,,,,,,,,,,,,,,,,,Daniel Ntongi-Nzinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5347539,Efigênia dos Santos Lima Clemente,Efigênia dos Santos Lima Clemente,Efigênia dos Santos Lima Clemente,Efigênia dos Santos Lima Clemente,,,,,Efigênia dos Santos Lima Clemente,,,Efigênia dos Santos Lima Clemente,,female,politician,,,Efigênia dos Santos Lima Clemente,,,,,,Efigênia dos Santos Lima Clemente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Efigênia dos Santos Lima Clemente,,,,,,,,,,,,,,,,,,,,,Efigênia dos Santos Lima Clemente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5350621,Ekuikui IV,Ekuikui IV,,Ekuikui IV,Ekuikui IV,,,,Ekuikui IV,,,Ekuikui IV,,male,politician,1913,,Ekuikui IV,Ekuikui IV,,,,,,,,,,,,,,,2012-01-14,,,,,,,,,,,,,,,,,,,,,Ekuikui IV,,,,,,,,,,,,,,,,,,,,Ekuikui IV,Ekuikui IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5360596,Elias Salupeto Pena,Elias Salupeto Pena,Elias Salupeto Pena,Elias Salupeto Pena,Elias Salupeto Pena,,Elias Salupeto Pena,,Elias Salupeto Pena,,,Elias Salupeto Pena,,male,politician,1952-04-09,Elias,Elias Salupeto Pena,,,,,Элиаш Салупето Пена,,,,,,"Пена, Элиаш Салупето",,,,,1992-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elias Salupeto Pena,,,,,,Elias Salupeto Pena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54824055,,Amália Maria Alexandre,,Amália Maria Alexandre,,,,,Amália Maria Alexandre,,,Amália Maria Alexandre,,female,politician,,Amália,Amália Maria Alexandre,Amália Maria Alexandre,Amália Maria Alexandre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amália Maria Alexandre,,,,,,,,,,,,,,,,,,,,Amália Maria Alexandre,Amália Maria Alexandre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54824056,,Anabela Caiovo Gunga,Anabela Caiovo Gunga,Anabela Caiovo Gunga,,,,,Anabela Caiovo Gunga,,,Anabela Caiovo Gunga,,female,politician,,,Anabela Caiovo Gunga,Anabela Caiovo Gunga,Anabela Caiovo Gunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anabela Caiovo Gunga,,,,,,,,,,,,,,,,,,,,Anabela Caiovo Gunga,Anabela Caiovo Gunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54824057,,Angélica Nené Curita,,Angélica Nené Curita,,,,,Angélica Nené Curita,,,Angélica Nené Curita Ihungo,,female,politician,,,Angélica Nené Curita Ihungo,Angélica Nené Curita,Angélica Nené Curita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angélica Nené Curita,,,,,,,,,,,,,,,,,,,,Angélica Nené Curita,Angélica Nené Curita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54824060,,Ansia Camuanga Correia,Ansia Camuanga Correia,Ansia Camuanga Correia,,,,,Ansia Camuanga Correia,,,Ansia Camuanga Correia,,female,politician,,,Ansia Camuanga Correia,Ansia Camuanga Correia,Ansia Camuanga Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ansia Camuanga Correia,,,,,,,,,,,,,,,,,,,,Ansia Camuanga Correia,Ansia Camuanga Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5483447,Francisco Higino Carneiro,Francisco Higino Carneiro,Francisco Higino Carneiro,Francisco Higino Carneiro,Francisco Higino Carneiro,,Francisco Higino Carneiro,,Francisco Higino Carneiro,,Francisco Carneiro,Higino Carneiro,,male,politician,1955-07-08,Francisco,Higino Carneiro,Francisco Higino Carneiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Higino Carneiro,,,,,,,,,,,,,,,,,,,,Francisco Higino Carneiro,Francisco Higino Carneiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Higino Carneiro,,,,,,Francisco Higino Carneiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54861215,,José Ndele,,José Ndele,,,,,José Ndele,,,José Ndele,,male,politician,,,José Ndele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5526551,Gaspar Martins,Ismael Martins,Gaspar Martins,Gaspar Martins,Gaspar Martins,,,,Ismael Martins,,,Ismael Martins,,male,diplomat,1940-01-12,Gaspar,Ismael Martins,,,,,,Gaspar Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaspar Martins,,Gaspar Martins,,Martins,,,,,,,,,,,,,,,,,Gaspar Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5607972,Jeremias Chitunda,Jeremias Chitunda,Jeremias Chitunda,Jeremias Chitunda,Jeremias Chitunda,,,Jeremias Chitunda,Jeremias Chitunda,,,Jeremias Chitunda,,male,politician,1942-02-20,Jeremias,Jeremias Chitunda,,,,,"Шитунда, Жеремиаc",,Jeremias Chitunda,,,,"Шитунда, Жеремиас",,,,,1992-11-02,Jeremias Chitunda,200009813,,,,,,,,,,,,,,,,,,,Jeremias Chitunda,,,,,,,,,,,,,,,,,,,,,Jeremias Chitunda,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremias Chitunda,,,,,,Jeremias Chitunda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57313,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,Category:José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,https://upload.wikimedia.org/wikipedia/commons/0/0f/José_Eduardo_dos_Santos_2.jpg,male,politician,1942-08-28,José,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,ჟოზე ედუარდო სანტუში,José Eduardo dos Santos,Жозе Эдуарду душ Сантуш,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,ჟოზე ედუარდო სანტუში,José Eduardo dos Santos,"Сантуш, Жозе Эдуарду душ",/m/022vmc,,,,,José Eduardo dos Santos,90594066,,José Eduardo dos Santos,José Eduardo dos Santos,0000 0000 7829 1400,1057552135,n93090556,,,,301749523,328453,ジョゼ・エドゥアルド・ドス・サントス,,José Eduardo dos Santos,ジョゼ・エドゥアルド・ドス・サントス,José Eduardo dos Santos,,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,,若泽·爱德华多·多斯桑托斯,dos Santos,José Eduardo dos Santos,Жозе Едуарду душ Сантуш,José Eduardo dos Santos,Ζοζέ Εντουάρντο ντος Σάντος,,,ژوزه ادوآردو دوس سانتوس,Ζοζέ Εντουάρντο ντος Σάντος,José Eduardo dos Santos,ژوزه ادوآردو دوس سانتوس,Жозе Едуарду душ Сантуш,José Eduardo dos Santos,,,,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,조제 에두아르두 두스산투스,José Eduardo dos Santos,조제 에두아르두 두스산투스,José Eduardo dos Santos,José Eduardo dos Santos,,,,,,Жазэ Эдуарду душ Сантуш,ז'וזה אדוארדו דוש סנטוש,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,جوزيه إدواردو دوس سانتوس,,,José Eduardo dos Santos,José Eduardo dos Santos,Iosephus Eduardus dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,Жозе Едуардо дос Сантос,,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,جوزيه إدواردو دوس سانتوس,Жазэ Эдуарду душ Сантуш,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,ז'וזה אדוארדו דוש סנטוש,José Eduardo dos Santos,Iosephus Eduardus dos Santos,,José Eduardo dos Santos,,José Eduardo dos Santos,Жозе Едуардо дос Сантос,,José Eduardo dos Santos,José Eduardo dos Santos,若泽·爱德华多·多斯桑托斯,,149381,José Eduardo dos Santos,José Eduardo dos Santos,Жузе Едуарду душ Сантуш,Жузе Едуарду душ Сантуш,José Eduardo dos Santos,Santuš Žoze Eduardu duš,होजे एदुआर्दो दोस सांतोस,José Eduardo dos Santos,होजे एदुआर्दो दोस सांतोस,Santuš Žoze Eduardu duš,,,,,José Eduardo dos Santos,,biography/Jose-dos-Santos,José Eduardo dos Santos,José Eduardo dos Santos,,,,,José-Eduardo-Dos-Santos,José Eduardo dos Santos,ሆዜ ኤድዋርዶ ዶስ ሳንቶስ,Jose Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,Joze Eduardu duş Santuş,José Eduardo dos Santos,Ҳосе Едуардо дос Сантос,José Eduardo dos Santos,জস্‌ এডোয়াদো ডোস সান্তোস্‌,José Eduardo dos Santos,ജോസ് എഡ്വാർഡോ ഡോസ് സാന്റോസ്,Žuzē Eduardu duš Santušs,ฌูแซ เอดัวร์ดู ดุช ซังตุช,ሆዜ ኤድዋርዶ ዶስ ሳንቶስ,Joze Eduardu duş Santuş,Jose Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,Žuzē Eduardu duš Santušs,ജോസ് എഡ്വാർഡോ ഡോസ് സാന്റോസ്,José Eduardo dos Santos,José Eduardo dos Santos,José Eduardo dos Santos,Ҳосе Едуардо дос Сантос,ฌูแซ เอดัวร์ดู ดุช ซังตุช,883/000162397,person/jose-eduardo-dos-santos,w6v99ztf,,José Eduardo dos Santos,José Eduardo dos Santos,,,,,,,,جزه ادوارد دو سناتو,José Eduardo dos Santos,جزه ادوارد دو سناتو,José Eduardo dos Santos,,,,,
Q59102882,,Pedro Tonho Pedale,Pedro Tonho Pedale,Pedro Tonho Pedale,,,,,Pedro Tonho Pedale,,,Pedro Tonho Pedale,,male,politician,,,Pedro Tonho Pedale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Tonho Pedale,,,,,,,,,,,,,,,,,,,,,Pedro Tonho Pedale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59102896,,Santana André Pitra,,Santana André Pitra,,,,,Santana André Pitra,,,Santana André Pitra,,male,politician,,,Santana André Pitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santana André Pitra,,,,,,,,,,,,,,,,,,,,,Santana André Pitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59102914,,Anibal Lopes Rocha,Anibal Lopes Rocha,Anibal Lopes Rocha,,,,,Anibal Lopes Rocha,,,José Aníbal Lopes Rocha,,male,politician,,,José Aníbal Lopes Rocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anibal Lopes Rocha,,,,,,,,,,,,,,,,,,,,,Anibal Lopes Rocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59102933,,Álvaro Arnaldo Craveiro,,Álvaro Arnaldo Craveiro,,,,,Álvaro Arnaldo Craveiro,,,Álvaro Arnaldo Craveiro,,male,politician,,,Álvaro Arnaldo Craveiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Álvaro Arnaldo Craveiro,,,,,,,,,,,,,,,,,,,,,Álvaro Arnaldo Craveiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59102953,,Idalino Manuel Mendes,Idalino Manuel Mendes,Idalino Manuel Mendes,,,,,Idalino Manuel Mendes,,,Idalino Manuel Mendes,,male,politician,,,Idalino Manuel Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Idalino Manuel Mendes,,,,,,,,,,,,,,,,,,,,,Idalino Manuel Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59102975,,Isaac Maria dos Anjos,Isaac Maria dos Anjos,Isaac Maria dos Anjos,,,,,Isaac Maria dos Anjos,,,Isaac Maria dos Anjos,,male,politician,,,Isaac Maria dos Anjos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isaac Maria dos Anjos,,,,,,,,,,,,,,,,,,,,,Isaac Maria dos Anjos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
