id,name,wikipedia__pl,term,group,source,area,area_id,start_date,wikidata,end_date,replaced,name__pl,name__en,gender,birth_date,given_name,image,identifier__viaf,identifier__freebase,identifier__lcauth,identifier__europarlmep,identifier__isni,identifier__bnf,website,identifier__gnd,identifier__sudoc,identifier__nta,identifier__imdb,facebook,family_name,identifier__muzinger,death_date,twitter,identifier__gtaa,identifier__parlement,identifier__ndl,identifier__nla,identifier__nkc,identifier__nukat,identifier__nlp,identifier__ptbnp,identifier__nli,identifier__bne,identifier__bav,identifier__fifa,identifier__catholic_hierarchy
zbigniew-komorowski,Zbigniew Komorowski,Zbigniew Komorowski,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo mazowieckie 16,16-4,,Q9388025,,,Zbigniew Komorowski,Zbigniew Komorowski,male,1944-03-17,Zbigniew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan-kubik,Jan Kubik,Jan Kubik,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo małopolskie 15,15-4,,Q11718172,,,Jan Kubik,,male,,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dorota-kwaśniewska,Dorota Kwaśniewska,Dorota Kwaśniewska,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo łódzkie 10,10-4,,Q9210209,,,Dorota Kwaśniewska,,female,,Dorota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
józef-mioduszewski,Józef Mioduszewski,Józef Mioduszewski,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo podlaskie 24,24-4,,Q11730978,,,Józef Mioduszewski,,male,,Józef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stefan-nowak-(polityk),Stefan Nowak,Stefan Nowak (polityk),4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo małopolskie 13,13-4,,Q9345251,,,Stefan Nowak (polityk),,male,,Stefan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krystyna-ozga,Krystyna Ozga,Krystyna Ozga,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo łódzkie 10,10-4,,Q6439833,,,Krystyna Ozga,Krystyna Ozga,female,1944-06-20,Krystyna,,,,,,,,,,,,,,Ozga,,,,,,,,,,,,,,,,
mirosław-pawlak,Mirosław Pawlak,Mirosław Pawlak,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo świętokrzyskie 33,33-4,,Q9296985,,,Mirosław Pawlak,Mirosław Pawlak,male,1942-04-02,Mirosław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waldemar-pawlak,Waldemar Pawlak,Waldemar Pawlak,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo mazowieckie 16,16-4,,Q55928,,,Waldemar Pawlak,Waldemar Pawlak,male,1959-09-05,Waldemar,https://upload.wikimedia.org/wikipedia/commons/a/ad/Waldemar_Pawlak_candidate_2010_B.jpg,6614714,/m/03d4tp,n93120611,,,,,119111632,,,,,,20855.0,,,,,,,,,,,,,,,
janusz-piechociński,Janusz Piechociński,Janusz Piechociński,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo mazowieckie 20,20-4,,Q6156078,,,Janusz Piechociński,Janusz Piechociński,male,1960-03-15,Janusz,,307175057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadeusz-polański,Tadeusz Polański,Tadeusz Polański,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo lubelskie 6,6-4,,Q9354744,,,Tadeusz Polański,,male,,Tadeusz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadeusz-samborski,Tadeusz Samborski,Tadeusz Samborski,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo dolnośląskie 1,1-4,,Q9354821,,,Tadeusz Samborski,,male,1945-08-08,Tadeusz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marek-sawicki,Marek Sawicki,Marek Sawicki,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo mazowieckie 18,18-4,,Q1249225,,,Marek Sawicki,Marek Sawicki,male,1958-04-08,Marek,,162344874,/m/0f6xjr,,,,,,,,,,,,,,,,,,,,,,,,,,,
zbigniew-sosnowski-(polityk),Zbigniew Sosnowski,Zbigniew Sosnowski (polityk),4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo kujawsko-pomorskie 5,5-4,,Q7329574,,,Zbigniew Sosnowski (polityk),Zbigniew Sosnowski,male,1963-12-10,Zbigniew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryszard-stanibuła,Ryszard Stanibuła,Ryszard Stanibuła,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo lubelskie 7,7-4,,Q3453995,,,Ryszard Stanibuła,Ryszard Stanibula,male,1950-11-24,Ryszard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
franciszek-stefaniuk,Franciszek Stefaniuk,Franciszek Stefaniuk,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo lubelskie 7,7-4,,Q5484330,,,Franciszek Stefaniuk,Franciszek Stefaniuk,male,1944-06-04,Franciszek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
józef-szczepańczyk,Józef Szczepańczyk,Józef Szczepańczyk,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo świętokrzyskie 33,33-4,,Q11731456,,,Józef Szczepańczyk,,male,,Józef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leszek-Świętochowski,Leszek Świętochowski,Leszek Świętochowski,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo lubelskie 6,6-4,,Q11755159,,,Leszek Świętochowski,,male,,Leszek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marian-wesołowski,Marian Wesołowski,Marian Wesołowski,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo lubelskie 6,6-4,,Q11769752,,,Marian Wesołowski,Marian Wesołowski,male,,Marian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wiesław-woda,Wiesław Woda,Wiesław Woda,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo małopolskie 15,15-4,,Q959463,,,Wiesław Woda,Wiesław Woda,male,1946-08-17,Wiesław,,,/m/0f6z4v,,,,,,,,,,,,,2010-04-10,,,,,,,,,,,,,,
wojciech-szczęsny-zarzycki,Wojciech Zarzycki,Wojciech Szczęsny Zarzycki,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo łódzkie 11,11-4,,Q9376904,,,Wojciech Szczęsny Zarzycki,Wojciech Szczęsny Zarzycki,male,,Wojciech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
józef-zych,Józef Zych,Józef Zych,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo lubuskie 8,8-4,,Q245785,,,Józef Zych,Józef Zych,male,1938-03-23,Józef,,120381627,/m/08jbgx,n83195471,,0000 0001 1456 2010,,,141140607,,70285101.0,,,,,,,,,,,,n97008078,,,,,,,
stanisław-Żelichowski,Stanisław Żelichowski,Stanisław Żelichowski,4,Klub Poselski Polskiego Stronnictwa Ludowego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo warmińsko-mazurskie 34,34-4,,Q7599265,,,Stanisław Żelichowski,Stanisław Żelichowski,male,1944-04-09,Stanisław,,165593595,,,,0000 0001 1339 2515,,,,,,,,,,,,,,,,,n97085923,,,,,,,
romuald-ajchler,Romuald Ajchler,Romuald Ajchler,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo wielkopolskie 38,38-4,,Q2165280,,,Romuald Ajchler,Romuald Ajchler,male,1949-01-19,Romuald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jolanta-banach,Jolanta Banach,Jolanta Banach,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo pomorskie 25,25-4,,Q11728041,,,Jolanta Banach,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anna-bańkowska,Anna Bańkowska,Anna Bańkowska,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo kujawsko-pomorskie 4,4-4,,Q559662,,,Anna Bańkowska,Anna Bańkowska,female,1946-04-30,Anna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marek-borowski,Marek Borowski,Marek Borowski,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo mazowieckie 19,19-4,,Q245792,,,Marek Borowski,Marek Borowski,male,1946-01-04,Marek,,249562012,/m/02zbk9,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan-byra,Jan Byra,Jan Byra,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo lubelskie 7,7-4,,Q11717154,,,Jan Byra,,male,,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-celiński,Andrzej Celiński,Andrzej Celiński,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo mazowieckie 20,20-4,,Q514808,,,Andrzej Celiński,Andrzej Celiński,male,1950-02-26,Andrzej,https://upload.wikimedia.org/wikipedia/commons/f/f5/Andrzej_Celinski_2009.jpg,272692591,/m/03d2mb6,n91128494,,,,,119147645,,,,,,,,,,,,,,,,,,,,,
barbara-ciruk,Barbara Ciruk,Barbara Ciruk,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo podlaskie 24,24-4,,Q9165321,,,Barbara Ciruk,,female,,Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stanisław-janas,Stanisław Janas,Stanisław Janas,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo podkarpackie 23,23-4,,Q11836197,,,Stanisław Janas,,male,,Stanisław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michał-kaczmarek-(poseł),Michał Kaczmarek,Michał Kaczmarek (poseł),4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo łódzkie 11,11-4,,Q11778852,,,Michał Kaczmarek (poseł),,male,,Michał,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zdzisław-kałamaga,Zdzisław Kałamaga,Zdzisław Kałamaga,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo świętokrzyskie 33,33-4,,Q9389700,,,Zdzisław Kałamaga,,male,,Zdzisław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacek-kasprzyk,Jacek Kasprzyk,Jacek Kasprzyk,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo śląskie 28,28-4,,Q11715359,,,Jacek Kasprzyk,,male,,Jacek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arkadiusz-kasznia,Arkadiusz Kasznia,Arkadiusz Kasznia,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo lubelskie 6,6-4,,Q9159739,,,Arkadiusz Kasznia,,male,1973-09-19,Arkadiusz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirosława-kątna,Mirosława Kątna,Mirosława Kątna,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo mazowieckie 19,19-4,,Q11781993,,,Mirosława Kątna,,female,,Mirosława,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antoni-kobielusz,Antoni Kobielusz,Antoni Kobielusz,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo śląskie 27,27-4,,Q9156928,,,Antoni Kobielusz,,male,,Antoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jerzy-kulej,Jerzy Kulej,Jerzy Kulej,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo mazowieckie 19,19-4,,Q1548851,,,Jerzy Kulej,Jerzy Kulej,male,1940-10-19,Jerzy,https://upload.wikimedia.org/wikipedia/commons/4/40/Jerzy_Kulej_2.jpg,164263608,/m/03d5jhb,,,,,,119504057,,,nm0474476,,,,2012-07-13,,,,,,,,,,,,,,
bogdan-lewandowski,Bogdan Lewandowski,Bogdan Lewandowski,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo kujawsko-pomorskie 5,5-4,,Q9175227,,,Bogdan Lewandowski,,male,,Bogdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marian-marczewski,Marian Marczewski,Marian Marczewski,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo wielkopolskie 37,37-4,,Q11769549,,,Marian Marczewski,Marian Marczewski,male,1948-08-09,Marian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jerzy-młynarczyk,Jerzy Młynarczyk,Jerzy Młynarczyk,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo pomorskie 25,25-4,,Q3808085,,,Jerzy Młynarczyk,Jerzy Młynarczyk,male,1931-08-02,Jerzy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomasz-nałęcz,Tomasz Nałęcz,Tomasz Nałęcz,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo mazowieckie 17,17-4,,Q7818447,,,Tomasz Nałęcz,Tomasz Nałęcz,male,1949-10-10,Tomasz,https://upload.wikimedia.org/wikipedia/commons/b/bf/Tomasz_Nałęcz_(10807280965).jpg,19718477,,,,0000 0000 7831 0878,121671197,,,,132868210,,,,,,,,,,,,,,,,,,,
agnieszka-pasternak,Agnieszka Pasternak,Agnieszka Pasternak,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo śląskie 32,32-4,,Q9142396,,,Agnieszka Pasternak,Agnieszka Pasternak,female,1972-01-26,Agnieszka,,,,,23890,,,,,,,,,,,,,,,,,,,,,,,,,
czesław-pogoda,Czesław Pogoda,Czesław Pogoda,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo dolnośląskie 2,2-4,,Q9199346,,,Czesław Pogoda,,male,,Czesław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maria-potępa,Maria Potępa,Maria Potępa,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo śląskie 32,32-4,,Q11769104,,,Maria Potępa,,female,,Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sylwia-pusz,Sylwia Pusz,Sylwia Pusz,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo wielkopolskie 39,39-4,,Q9348857,,,Sylwia Pusz,Sylwia Pusz,female,,Sylwia,,,,,23771,,,,,,,,,,,,,,,,,,,,,,,,,
elżbieta-romero,Elżbieta Romero,Elżbieta Romero,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo zachodniopomorskie 41,41-4,,Q9253251,,,Elżbieta Romero,,female,1952-12-25,Elżbieta,,,,,,,,,,,,,,,,2011-10-28,,,,,,,,,,,,,,
izabella-sierakowska,Izabella Sierakowska,Izabella Sierakowska,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo lubelskie 6,6-4,,Q527874,,,Izabella Sierakowska,Izabella Sierakowska,female,1946-09-22,Izabella,https://upload.wikimedia.org/wikipedia/commons/d/d6/I_sierakowska2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mariola-sokołowska,Mariola Sokołowska,Mariola Sokołowska,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo kujawsko-pomorskie 5,5-4,,Q11770029,,,Mariola Sokołowska,,female,1963-11-06,Mariola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joanna-sosnowska,Joanna Sosnowska,Joanna Sosnowska,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo warmińsko-mazurskie 35,35-4,,Q11727529,,,Joanna Sosnowska,,female,,Joanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cezary-stryjak,Cezary Stryjak,Cezary Stryjak,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo śląskie 31,31-4,,Q9188487,,,Cezary Stryjak,,male,1964-07-06,Cezary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
władysław-szkop,Władysław Szkop,Władysław Szkop,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo pomorskie 26,26-4,,Q9382334,,,Władysław Szkop,,male,,Władysław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan-sztwiertnia,Jan Sztwiertnia,Jan Sztwiertnia,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo śląskie 27,27-4,,Q11719203,,,Jan Sztwiertnia,,male,,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
małgorzata-winiarczyk-kossakowska,Małgorzata Winiarczyk-Kossakowska,Małgorzata Winiarczyk-Kossakowska,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo świętokrzyskie 33,33-4,,Q11772408,,,Małgorzata Winiarczyk-Kossakowska,Małgorzata Winiarczyk-Kossakowska,female,,Małgorzata,,,,,23777,,,,,,,,,,,,,,,,,,,,,,,,,
edward-wojtalik,Edward Wojtalik,Edward Wojtalik,4,Klub Parlamentarny Socjaldemokracji Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo zachodniopomorskie 40,40-4,,Q9251287,,,Edward Wojtalik,,male,,Edward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mieczysław-aszkiełowicz,Mieczysław Aszkiełowicz,Mieczysław Aszkiełowicz,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo warmińsko-mazurskie 35,35-4,,Q6843581,,,Mieczysław Aszkiełowicz,Mieczysław Aszkiełowicz,male,1957-01-12,Mieczysław,,,/m/0f6pmf,,,,,,,,,,,,,,,,,,,,,,,,,,,
renata-beger,Renata Beger,Renata Beger,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo wielkopolskie 38,38-4,,Q6593834,,,Renata Beger,Renata Beger,female,1958-07-18,Renata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alfred-budner,Alfred Budner,Alfred Budner,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo wielkopolskie 37,37-4,,Q327659,,,Alfred Budner,Alfred Budner,male,1950-08-30,Alfred,,,/m/0f6p_b,,,,,,,,,,,,,,,,,,,,,,,,,,,
józef-cepil,Józef Cepil,Józef Cepil,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo świętokrzyskie 33,33-4,,Q327629,,,Józef Cepil,Józef Cepil,male,1960-03-19,Józef,,,/m/0f6q4m,,,,,,,,,,,,,,,,,,,,,,,,,,,
marian-curyło,Marian Curyło,Marian Curyło,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo małopolskie 15,15-4,,Q587821,,,Marian Curyło,Marian Curyło,male,1955-01-01,Marian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
włodzimierz-czechowski,Włodzimierz Czechowski,Włodzimierz Czechowski,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo śląskie 31,31-4,,Q9382609,,,Włodzimierz Czechowski,,male,,Włodzimierz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krzysztof-filipek,Krzysztof Filipek,Krzysztof Filipek,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo mazowieckie 18,18-4,,Q6440129,,,Krzysztof Filipek,Krzysztof Filipek,male,1961-08-01,Krzysztof,,,,,23796,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-grzesik,Andrzej Grzesik,Andrzej Grzesik,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo śląskie 28,28-4,,Q4759607,,,Andrzej Grzesik,Andrzej Grzesik,male,1967-01-04,Andrzej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danuta-hojarska,Danuta Hojarska,Danuta Hojarska,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo pomorskie 25,25-4,,Q604392,,,Danuta Hojarska,Danuta Hojarska,female,1960-01-02,Danuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zdzisław-jankowski,Zdzisław Jankowski,Zdzisław Jankowski,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo wielkopolskie 37,37-4,,Q9389691,,,Zdzisław Jankowski,,male,,Zdzisław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
