id,name__bg,name__pl,name__uk,name__en,name__fr,name,wikipedia__bg,wikipedia__bgwikiquote,wikipedia__pl,wikipedia__uk,gender,birth_date,given_name,name__mk,name__nl,wikipedia__en,wikipedia__mk,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__SUDOC,name__lb,name__zh,name__he,name__ko,name__es,name__oc,name__ie,name__yo,name__hu,name__it,name__gl,name__et,name__de,name__ja,name__el,name__sv,name__pt,name__eo,name__ru,name__sr,name__tr,name__ro,name__fi,name__la,name__cs,name__io,name__az,name__hr,name__nb,name__ml,name__pt_br,name__ar,name__sh,name__ca,name__de_ch,name__en_ca,name__en_gb,name__pam,name__cy,name__fa,name__ku,name__da,name__nn,name__vi,name__be,name__id,name__bs,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eowikiquote,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ko,wikipedia__ku,wikipedia__la,wikipedia__lb,wikipedia__ml,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pam,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__trwikiquote,wikipedia__vi,wikipedia__yo,wikipedia__zh,image,identifier__LCAuth,identifier__freebase,identifier__NKC,identifier__Munzinger,identifier__parlement,twitter,name__sk,name__sr_el,name__sr_ec,name__sl,wikipedia__dewikiquote,wikipedia__sk,wikipedia__sl,identifier__EuroparlMEP,facebook,identifier__BNF,death_date,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__se,name__be_tarask,name__lt,name__sq,wikipedia__be_x_old,wikipedia__da,wikipedia__lt,wikipedia__nn,wikipedia__se,wikipedia__sq,name__kk,wikipedia__kk,identifier__IMDB,name__mn,wikipedia__mn,identifier__NTA,family_name,wikipedia__ukwikiquote,name__is,wikipedia__is,name__mg,wikipedia__mg,name__sco,wikipedia__sco,name__lv,name__cu,name__ka,name__hy,wikipedia__bs,wikipedia__cu,wikipedia__hy,wikipedia__ka,wikipedia__lv,identifier__NNDB,name__gd,name__br,name__ast,name__mr,name__qu,name__uz,wikipedia__ast,wikipedia__br,wikipedia__gd,wikipedia__mr,wikipedia__qu,wikipedia__uz,name__ms,name__bn,name__ckb,name__te,wikipedia__bn,wikipedia__ckb,wikipedia__ms,identifier__IIAF,website,original_wikiname,identifier__FAST,identifier__OLID,last_seen,identifier__PACE,wikipedia__hsb,name__hsb,identifier__Britannica,wikipedia__fawikiquote,name__bar,occupation,identifier__nlg,identifier__NLI,identifier__NUKAT,identifier__NLP,name__tt,wikipedia__frwikinews,wikipedia__arwikinews,identifier__google_plus,identifier__quora,identifier__ioc_athlete,wikipedia__eu,name__eu,identifier__google_knowledge,name__an,name__ang,name__th,name__nds,name__os,wikipedia__ang,wikipedia__an,wikipedia__nds,wikipedia__os,wikipedia__plwikiquote,wikipedia__th,identifier__bigenc_ru,identifier__whoswho_france,name__ur,identifier__SELIBR,identifier__GNC,identifier__CiNii,identifier__BIBSYS,identifier__NLA,identifier__NSK,identifier__ne_se,wikipedia__bgwikisource,pseudonym,identifier__persee,name__fy,wikipedia__fy,identifier__CERL,identifier__kinopoisk,identifier__allmovie,identifier__PORT,wikipedia__enwikisource,identifier__BAV,identifier__SFDb,identifier__CSFD,identifier__DNF,identifier__snac,identifier__MusicBrainz,name__ba,wikipedia__ba,identifier__filmportal_de,name__rup,wikipedia__roa_rup,identifier__NDL,name__war,name__ky,name__azb,wikipedia__azb,wikipedia__eowikisource,wikipedia__frwikisource,wikipedia__hywikiquote,wikipedia__ky,wikipedia__plwikisource,wikipedia__ukwikisource,wikipedia__war,identifier__Gutenberg,identifier__N6I,identifier__NLAtrove,identifier__HDS,identifier__SBN_it,identifier__PTBNP,name__tg,wikipedia__tg,identifier__MGP,identifier__zbMATH,identifier__AlloCine,identifier__elonet,identifier__LNB,wikipedia__species,name__kl,identifier__wikitree,identifier__CONOR,wikipedia__pa,wikipedia__af,name__pa,name__af,identifier__discogs,identifier__GTAA,identifier__google_scholar,wikipedia__hi,noble_title,identifier__BNE,name__cv,wikipedia__cv
Q42253537,Евгени Будинов,,,,,Евгени Будинов,Евгени Будинов,,,,male,1981-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c4/EvgeniBudinov.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Евгени Будинов,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q42615728,Коста Керемидчиев,,,,,Коста Керемидчиев,Коста Керемидчиев,,,,male,1922-08-16,Kosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q42615960,Димитър Йовчев,,,,,Димитър Йовчев,Димитър Йовчев,,,,male,1919-08-31,Dimitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yovchev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4270254,Светослав Лучников,,,Svetoslav Luchnikov,Svetoslav Luchnikov,Светослав Лучников,Светослав Лучников,,,,male,1922-02-03,Svetoslav,,Svetoslav Luchnikov,Svetoslav Luchnikov,,0000 0003 5842 3789,204166128,,146528131,,,,,,,,,,,,,,,,,,,"Лучников, Светослав Денчев",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Лучников, Светослав",,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q42898466,Борис Вангелов,,,,,Борис Вангелов,Борис Вангелов,,,,male,1972-04-04,Boris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Борис Вангелов,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q432080,Христина Христова,Christina Christowa,,Hristina Hristova,Hristina Hristova,Христина Христова,Христина Христова,,Christina Christowa,,female,1954-01-21,Christina,,Hristina Hristova,Hristina Hristova,,,,,,,,,,Hristina Hristova,,,,Hristina Hristova,,,,Christina Christowa,,,,,,,,,Hristina Hristova,,,,,,,Khristina Khristova,,,,,,,,,,,,,,Khristina Khristova,,,,,,,,,,,,Christina Christowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hristina Hristova,,,,,,,,,,,,,,/m/027gksf,,,,,,,,,,,,34248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Христина Христова,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q432093,Надежда Нейнски,Nadeżda Nejnski,,Nadezhda Mihailova,Nadezhda Mihailova,Надежда Нейнски,Надежда Михайлова,Надежда Михайлова,Nadeżda Nejnski,,female,1962-08-09,Nadezhda,,Nadezjda Nejnski,Nadezhda Neynsky,,,,,,,,,,Nadezhda Neynsky,,,,Nadezhda Neynsky,,,Nadezhda Neynski,Nadeschda Nejnski,,,,,,,,,,,,,,,,Nadezjda Mikhajlova,,,,,,,,,,,,,,Nadezjda Mikhajlova,,,,,,,,,Category:Nadezhda Mihaylova,,,Nadeschda Nejnski,,,,,Nadezhda Neinski,Nadezhda Neynski,,,Nadezhda Neynsky,,,,,,,,,,,,,,,,Nadezjda Nejnski,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b6/Nadezhda_Mihailova.jpg,,/m/0cm91ms,,,,,,,,,,,,96861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nadezhda Neinski,,,,,,,,,,,,,,,Надежда Михайлова,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43255438,Димитър Василев,,,,,Димитър Василев,Димитър Василев (БКП),,,,male,1925-10-28,Dimitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q433338,Илияна Йотова,Ilijana Jotowa,Іліяна Йотова,Iliana Yotova,Iliana Yotova,Илияна Йотова,Илияна Йотова,,Ilijana Jotowa,Іліяна Йотова,female,1964-10-24,Iliana,,Iliana Jotova,Iliana Iotova,,,,,,,伊利安納·依奧托娃,איליאנה יוטובה,,Iliana Yotova,,,,Iliana Yotova,,,,Ilijana Jotowa,,,,,,Илияна Йотова,,,Iliana Iotova,,,,,,,Ilijana Jotova,,,,,,,,,,,,,,Ilijana Jotova,,,,,,,,,Category:Iliana Iotova,,,Ilijana Jotowa,,,,,,,,,Iliana Iotova,,,,,,,,,,,,,,,,Iliana Jotova,,,,,Iliana Iotova,"Йотова, Илияна",,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/92/Iliana_Iotova_-_Bulgarian_part-_Citizens’_Corner_debate-_With_or_without_Schengen?_(26448779462).jpg,,/m/0j296nz,,,,,,,,,,,,38605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Илияна Йотова,,,,5613,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43358075,Кръстина Таскова,,,,,Кръстина Таскова,Кръстина Таскова,,,,female,1983-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Кръстина Таскова,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43358728,Александър Чапрашиков,,,,,Александър Чапрашиков,Александър Чапрашиков,,,,male,,Aleksandar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,military officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q438829,Георги Странски,,,Georgi Stranski,Georgi Stranski,Георги Странски,Георги Странски,,,,male,1847-08-13,Georgi,,Georgi Stranski,Georgi Stranski,,0000 0003 9727 7446,306212111,106782166X,,,,,,Georgi Stranski,,,,,,,,Georgi Stranski,ゲオルギ・ストランスキ,,Georgi Stranski,,,Георги Иванов Странский,,,,,,,,,,Georgi Stranski,,,,,,,,,,,,,,Georgi Stranski,,,,,,,,,Category:Georgi Stranski,,,Georgi Stranski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Странский, Георги Иванов",,,,,Georgi Stranski,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/35/Georgi_Stranski.jpg,,/m/09gl3yw,,,,,,,,,,,,,,,1904-01-17,,,,,,,,,,,,,,,,,,,,,,155930141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43988509,Тодор Недялков,,,,,Тодор Недялков,Тодор Недялков,,,,male,1865,Todor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4416121,Благовест Сендов,Błagowest Sendow,Благовест Сендов,Blagovest Sendov,Blagovest Sendov,Благовест Сендов,Благовест Сендов,Благовест Сендов,Błagowest Sendow,Благовест Сендов,male,1932-02-08,Blagovest,,Blagovest Sendov,Blagovest Sendov,,0000 0001 1046 4675,24647888,123734029,030577071,,,,,Blagovest Sendov,,,,,,,,,ブラゴヴェスト・センドフ,,,,,"Сендов, Благовест Христов",,,,,,,,,,Blagovest Sendov,,,,,,,,,,,,,,Blagovest Sendov,,,,,,,,,,,,,,,,,Blagovest Sendov,,,,,,,,,,,,,,,,,,,,,,,,,,"Сендов, Благовест",,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0c/Blagovest_Sendov.jpg,n81048422,,,,,,,,,,,,,,,12196454z,,,,,,,,,,,,,,,,,,,,,,,072444983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72069,,,,,,,,,mathematician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73605,sendov.blagovest-h,,,,,,,,,,,,,,,,,,,
Q4427187,Йордан Соколов,Jordan Sokołow,Йордан Соколов,Yordan Sokolov,Yordan Sokolov,Йордан Соколов,Йордан Соколов,Йордан Соколов,Jordan Sokołow,Йордан Соколов,male,1933-01-18,Jordan,,Yordan Sokolov,Yordan Sokolov,,0000 0003 9557 7904,,,,,約爾丹·索科洛夫,,,Yordan Sokolov,,,,Yordan Sokolov,,,,,,,,,,"Соколов, Йордан Георгиев",,,,,,,,,,Jordan Sokolov,,,,,,,,,,,,,,Jordan Sokolov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Соколов, Йордан",,,,,,,,,,,,,/m/0r8ps2w,,,,,,,,,,,,,,,2016-02-24,,,,,,,,,,,,,,,,,,,,,,181264684,Sokolov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Йордан Соколов,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q443480,Александър Цанков,Aleksandyr Cankow,Александр Цанков,Aleksandar Tsankov,Alexandre Tsankov,Александър Цанков,Александър Цанков,Александър Цанков,Aleksandyr Cankow,Александр Цанков,male,1879-06-29,Aleksandar,,Aleksandar Tsankov,Aleksandar Tsankov,,0000 0001 1035 8186,3338934,121868699,,,亞歷山大·常可夫,אלכסנדר צאנקוב,,Alejandro Tsankov,,,,,Aleksandăr Cankov,,Aleksandăr Cankov,Aleksandar Zankow,アレクサンドル・ツァンコフ,,Aleksandăr Tsankov,,,"Цанков, Александр Цолов",Александар Цанков,Aleksandar Cankov,,Aleksandăr Tsankov,Alexander Tsankov,,,,Aleksandar Cankov,Aleksandăr Tsankov,,,ألكسندر تسانكوف,,,,,,,,الکساندر تسانکوف,,,Aleksandăr Tsankov,,,,,ألكسندر تسانكوف,,,,Category:Aleksandar Tsankov,,,Aleksandar Zankow,,,,,Alejandro Tsankov,Aleksandăr Cankov,الکساندر تسانکوف,Aleksandăr Tsankov,Alexandre Tsankov,,אלכסנדר צאנקוב,Aleksandar Cankov,,,,,Aleksandăr Cankov,,,,,Alexander Tsankov,,,Aleksandar Tsankov,,,,,,"Цанков, Александр",,,,Александар Цанков,Aleksandăr Tsankov,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/43/Altsankov.jpeg,n00024252,/m/0b2t6w,,,,,,Aleksandar Cankov,Александар Цанков,,,,,,,165967243,1959-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444399,OL91837A,,,,,biography/Aleksandur-Tsankov,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,4673084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q444718,Йорданка Фандъкова,Jordanka Fandykowa,Йорданка Фандикова,Yordanka Fandakova,Jordanka Fandakova,Йорданка Фандъкова,Йорданка Фандъкова,,Jordanka Fandykowa,Йорданка Фандикова,female,1962-04-12,Jordanka,,Yordanka Fandakova,Yordanka Fandakova,,,,,,,,יורדנקה פנדקובה,,Yordanka Fandakova,,,,Yordanka Fandakova,,,,Jordanka Fandakowa,,,,Yordanka Fandakova,,"Фандыкова, Йорданка Асенова",,Yordanka Fandakova,,,,,,,,Jordanka Fandăkova,,,,,,,,,,,,,,Jordanka Fandăkova,,,,,,,,,Category:Yordanka Fandakova,,,Jordanka Fandakowa,,,,,,,,,Jordanka Fandakova,,יורדנקה פנדקובה,,,,,,,,,,,,,,,,,,Yordanka Fandakova,,"Фандыкова, Йорданка",,,,,,Yordanka Fandakova,,,,,https://upload.wikimedia.org/wikipedia/commons/1/13/Yordanka_Fandakova.jpg,,/m/06zl8xp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yordanka Fandakova,Yordanka Fandakova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q446584,Филиз Хюсменова,Filiz Hüsmenova,,Filiz Hyusmenova,Filiz Hyusmenova,Филиз Хюсменова,Филиз Хюсменова,,Filiz Chjusmenowa,,female,1966-06-10,Filiz,,Filiz Husmenova,Filiz Hyusmenova,,,,,,,,,,Filiz Husmenova,,,,Filiz Husmenova,,,,Filis Chusmenowa,,,,,,,,Filiz Hüsmenova,Filiz Hiusmenova,,,,,,,Filiz Khjusmenova,,,,,,,,,,,,,,Filiz Khjusmenova,,,,,,,,,,,,Filis Chusmenowa,,,,,,,,,Filiz Hyusmenova,,,,,,,,,,,,,,,,Filiz Hoesmenova,,,,,Filiz Hiusmenova,,,,,,,Filiz Hüsmenova,,,,,,,/m/027gktg,,,,,,,,,,,,34249,Filiz.Hyusmenova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Филиз Хюсменова,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44762352,Георги Търновалийски,,,,,Георги Търновалийски,Георги Търновалийски,,,,male,1963-07-24,Georgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Георги Търновалийски,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q447831,Андрей Ляпчев,Andrej Liapczew,Андрій Ляпчев,Andrey Lyapchev,Andreï Liaptchev,Андрей Ляпчев,Андрей Ляпчев,Андрей Ляпчев,Andrej Ljapczew,Андрій Ляпчев,male,1866-11-30,Andrei,Андреј Љапчев,Andrej Ljaptsjev,Andrey Lyapchev,Андреј Љапчев,0000 0000 5537 4270,22988272,121085430,,,,אנדריי ליאפצ'ב,,Andrey Lyapchev,,,,,Andrej Ljapčev,,Andrej Ljapčev,Andrei Ljaptschew,アンドレイ・リャプチェフ,,Andrej Ljaptjev,,,"Ляпчев, Андрей Тасев",,Andrey Liyapçev,,Andrei Ljaptšev,Andreas Ljapcev,,,,,Andrej Ljaptsjev,,,,,,,,,,,آندری لیاپچف,,,Andrej Ljaptsjev,,,Andrei Lyapchev,,,,,,Category:Andrey Lyapchev,,,Andrei Ljaptschew,,,,,,Andrej Ljapčev,آندری لیاپچف,Andrei Ljaptšev,Andreï Liaptchev,,אנדריי ליאפצ'ב,,,Andrei Lyapchev,,,Andrej Ljapčev,,,,,Andreas Ljapcev,,,Andrej Ljaptsjev,,,,,,"Ляпчев, Андрей",,,,,Andrej Ljaptjev,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/73/BASA-252K-3-23-1-Andrey_Lyapchev_-_Dimitar_Karastoyanov_Foto.jpg,no96023823,/m/0b3y9k,js2006358542,,,,,,,,,,,,,,1933-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrei Lyapchev,,,,,,Andrei Lyapchev,,,,374365,,,,,,biography/Andrei-Liapchev,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,Andrej Ljapczew,,2163608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q448026,Христо Марков,Christo Markow,,Khristo Markov,Khristo Markov,Христо Марков,Христо Марков,,Christo Markow,,male,1965-01-27,Hristo,,Khristo Markov,Khristo Markov,,,,,,,,,흐리스토 마르코프,Hristo Markov,,,,Hriszto Markov,Hristo Markov,,,Christo Markow,フリスト・マルコフ,,Christo Markov,Hristo Markov,,"Марков, Христо",Христо Марков,,,Hristo Markov,,Christo Markov,,,,Khristo Markov,,,,,,,,,,,,,Khristo Markov,Hristo Markov,,,,,,,,,,Christo Markov,,Christo Markow,,,,,Hristo Markov,,,Hristo Markov,Khristo Markov,,,,Hriszto Markov,,,,Hristo Markov,,フリスト・マルコフ,흐리스토 마르코프,,,,,,Khristo Markov,,,Hristo Markov,,"Марков, Христо",,,,Христо Марков,Christo Markov,,,,,,,,/m/081048,,,,,,Hristo Markov,Христо Марков,,,,,,,,,,,,,,,,,,,,,,Hristo Markov,,,,,,Христо Марков,Христо Марков,,Markov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742,,Христо Марков,,,,,,,,,,athletics competitor,,,,,,,,,,,,,,,,,,,,,,,,,2187002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44809548,Павел Гуджеров,,,,,Павел Гуджеров,Павел Гуджеров,,,,male,1983-04-14,Pavel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Павел Гуджеров,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
