id,name,fullname,party,party_id,district,phone,legislaturas,image,email,term,source
5830678,FERNANDO COELHO FILHO,FERNANDO BEZERRA DE SOUZA COELHO FILHO,PSB,PSB,PE,(61) 3215-5662 -  3215-2662,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141431.jpg,dep.fernandocoelhofilho@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830678
5830383,FERNANDO FRANCISCHINI,FERNANDO DESTITO FRANCISCHINI,SD,SD,PR,(61) 3215-5265 -  3215-2265,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160646.jpg,dep.fernandofrancischini@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830383
5830642,FERNANDO JORDÃO,FERNANDO ANTÔNIO CECILIANO JORDÃO,PMDB,PMDB,RJ,(61) 3215-5626 -  3215-2626,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/163831.jpg,dep.fernandojordao@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830642
5830812,FERNANDO MONTEIRO,FERNANDO MONTEIRO DE ALBUQUERQUE,PP,PP,PE,(61) 3215-5282 -  3215-2282,15/19,http://www.camara.gov.br/internet/deputado/bandep/92699.jpg,dep.fernandomonteiro@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830812
5830806,FERNANDO TORRES,FERNANDO DANTAS TORRES,PSD,PSD,BA,(61) 3215-5642 -  3215-2642,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160676.jpg,dep.fernandotorres@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830806
5830778,FLÁVIA MORAIS,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,PDT,PDT,GO,(61) 3215-5738 -  3215-2738,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160598.jpg,dep.flaviamorais@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830778
5830742,FLAVIANO MELO,FLAVIANO FLÁVIO BAPTISTA DE MELO,PMDB,PMDB,AC,(61) 3215-5224 -  3215-2224,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141434.jpg,dep.flavianomelo@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830742
5830493,FLAVINHO,FLAVIO AUGUSTO DA SILVA,PSB,PSB,SP,(61) 3215-5379 -  3215-2379,15/19,http://www.camara.gov.br/internet/deputado/bandep/178978.jpg,dep.flavinho@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830493
5830848,FLAVIO NOGUEIRA,FLAVIO RODRIGUES NOGUEIRA,PDT,PDT,PI,(61) 3215-5811 -  3215-2811,15/19,http://www.camara.gov.br/internet/deputado/bandep/191923.jpg,dep.flavionogueira@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830848
5830337,FRANCISCO CHAPADINHA,FRANCISCO ALVES DE AGUIAR,PSD,PSD,PA,(61) 3215-5385 -  3215-2385,15/19,http://www.camara.gov.br/internet/deputado/bandep/178907.jpg,dep.franciscochapadinha@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830337
5830707,FRANCISCO FLORIANO,FRANCISCO FLORIANO DE SOUSA SILVA,PR,PR,RJ,(61) 3215-5719 -  3215-2719,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160677.jpg,dep.franciscofloriano@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830707
5830611,GABRIEL GUIMARÃES,GABRIEL GUIMARÃES DE ANDRADE,PT,PT,MG,(61) 3215-5821 -  3215-2821,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/129037.jpg,dep.gabrielguimaraes@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830611
5830384,GENECIAS NORONHA,GENECIAS MATEUS NORONHA,SD,SD,CE,(61) 3215-5244 -  3215-2244,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160669.jpg,dep.geneciasnoronha@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830384
5830539,GEOVANIA DE SÁ,GEOVANIA DE SA RODRIGUES,PSDB,PSDB,SC,(61) 3215-5606 -  3215-2606,15/19,http://www.camara.gov.br/internet/deputado/bandep/178966.jpg,dep.geovaniadesa@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830539
5830512,GERALDO RESENDE,GERALDO RESENDE PEREIRA,PMDB,PMDB,MS,(61) 3215-5905 -  3215-2905,03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74374.jpg,dep.geraldoresende@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830512
5830713,GIACOBO,FERNANDO LÚCIO GIACOBO,PR,PR,PR,(61) 3215-5762 -  3215-2762,03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74383.jpg,dep.giacobo@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830713
5830514,GILBERTO NASCIMENTO,GILBERTO NASCIMENTO SILVA,PSC,PSC,SP,(61) 3215-5834 -  3215-2834,03/07 15/19,http://www.camara.gov.br/internet/deputado/bandep/74270.jpg,dep.gilbertonascimento@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830514
5830766,GIOVANI CHERINI,GIOVANI CHERINI,PDT,PDT,RS,(61) 3215-5468 -  32152468,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160673.jpg,dep.giovanicherini@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830766
5830559,GIUSEPPE VECCI,GIUSEPPE VECCI,PSDB,PSDB,GO,(61) 3215-5383 -  3215-2383,15/19,http://www.camara.gov.br/internet/deputado/bandep/178878.jpg,dep.giuseppevecci@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830559
5830400,GIVALDO CARIMBÃO,GIVALDO DE SÁ GOUVEIA,PROS,PROS,AL,(61) 3215-5732 -  3215-2732,99/03 03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74558.jpg,dep.givaldocarimbao@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830400
5830706,GIVALDO VIEIRA,GIVALDO VIEIRA DA SILVA,PT,PT,ES,(61) 3215-5805 -  3215-2805,15/19,http://www.camara.gov.br/internet/deputado/bandep/178872.jpg,dep.givaldovieira@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830706
5830397,GLAUBER BRAGA,GLAUBER DE MEDEIROS BRAGA,PSOL,PSOL,RJ,(61) 3215-5362 -  3215-2362,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/152605.jpg,dep.glauberbraga@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830397
5830575,GONZAGA PATRIOTA,LUIZ GONZAGA PATRIOTA,PSB,PSB,PE,(61) 3215-5430 -  3215-2430,87/91 95/99 99/03 03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74419.jpg,dep.gonzagapatriota@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830575
5830366,GORETE PEREIRA,MARIA GORETE PEREIRA,PR,PR,CE,(61) 3215-5206 -  3215-2206,03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/129618.jpg,dep.goretepereira@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830366
5830382,GOULART,ANTONIO GOULART DOS REIS,PSD,PSD,SP,(61) 3215-5533 -  3215-2533,15/19,http://www.camara.gov.br/internet/deputado/bandep/178980.jpg,dep.goulart@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830382
5830578,GUILHERME MUSSI,GUILHERME MUSSI FERREIRA,PP,PP,SP,(61) 3215-5712 -  3215-2712,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160667.jpg,dep.guilhermemussi@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830578
5830703,HEITOR SCHUCH,HEITOR JOSE SCHUCH,PSB,PSB,RS,(61) 3215-5277 -  3215-2277,15/19,http://www.camara.gov.br/internet/deputado/bandep/178964.jpg,dep.heitorschuch@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830703
5830351,HELDER SALOMÃO,HELDER IGNACIO SALOMAO,PT,PT,ES,(61) 3215-5573 -  3215-2573,15/19,http://www.camara.gov.br/internet/deputado/bandep/178873.jpg,dep.heldersalomao@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830351
5830299,HÉLIO LEITE,HELIO LEITE DA SILVA,DEM,DEM,PA,(61) 3215-5403 -  3215-2403,15/19,http://www.camara.gov.br/internet/deputado/bandep/178909.jpg,dep.helioleite@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830299
5830527,HENRIQUE FONTANA,HENRIQUE FONTANA JÚNIOR,PT,PT,RS,(61) 3215-5256 -  3215-2256,99/03 03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/73482.jpg,dep.henriquefontana@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830527
5830716,HERÁCLITO FORTES,HERÁCLITO DE SOUSA FORTES,PSB,PSB,PI,(61) 3215-5708 -  3215-2708,79/83 83/87 87/91 95/99 99/03 15/19,http://www.camara.gov.br/internet/deputado/bandep/97707.jpg,dep.heraclitofortes@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830716
5830513,HERCULANO PASSOS,HERCULANO CASTILHO PASSOS JUNIOR,PSD,PSD,SP,(61) 3215-5926 -  3215-2926,15/19,http://www.camara.gov.br/internet/deputado/bandep/178981.jpg,dep.herculanopassos@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830513
5830423,HERMES PARCIANELLO,HERMES PARCIANELLO,PMDB,PMDB,PR,(61) 3215-5234 -  3215-2234,95/99 99/03 03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/73772.jpg,dep.hermesparcianello@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830423
5830638,HEULER CRUVINEL,HEULER ABREU CRUVINEL,PSD,PSD,GO,(61) 3215-5536 -  3215-2536,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160596.jpg,dep.heulercruvinel@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830638
5830656,HILDO ROCHA,HILDO AUGUSTO DA ROCHA NETO,PMDB,PMDB,MA,(61) 3215-5734 -  3215-2734,15/19,http://www.camara.gov.br/internet/deputado/bandep/178884.jpg,dep.hildorocha@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830656
5830646,HIRAN GONÇALVES,HIRAN MANUEL GONCALVES DA SILVA,PMB,PMB,RR,(61) 3215-5274 -  3215-2274,15/19,http://www.camara.gov.br/internet/deputado/bandep/178959.jpg,dep.hirangoncalves@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830646
5830728,HISSA ABRAHÃO,HISSA NAGIB ABRAHAO FILHO,PPS,PPS,AM,(61) 3215-5272 -  3215-2272,15/19,http://www.camara.gov.br/internet/deputado/bandep/178849.jpg,dep.hissaabrahao@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830728
5830320,HUGO LEAL,HUGO LEAL MELO DA SILVA,PROS,PROS,RJ,(61) 3215-5631 -  3215-2631,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141450.jpg,dep.hugoleal@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830320
5830343,HUGO MOTTA,HUGO MOTTA WANDERLEY DA NÓBREGA,PMDB,PMDB,PB,(61) 3215-5237 -  3215-2237,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160674.jpg,dep.hugomotta@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830343
5830731,INDIO DA COSTA,ANTONIO PEDRO DE SIQUEIRA INDIO DA COSTA,PSD,PSD,RJ,(61) 3215-5509 -  3215-2509,07/11 15/19,http://www.camara.gov.br/internet/deputado/bandep/141389.jpg,dep.indiodacosta@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830731
5830389,IRACEMA PORTELLA,IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,PP,PP,PI,(61) 3215-5924 -  3215-2924,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/67138.jpg,dep.iracemaportella@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830389
5830444,IRAJÁ ABREU,IRAJÁ SILVESTRE FILHO,PSD,PSD,TO,(61) 3215-5802 -  3215-2802,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/81232.jpg,dep.irajaabreu@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830444
5830324,IRMÃO LAZARO,ANTONIO LAZARO SILVA,PSC,PSC,BA,(61) 3215-5467 -  3215-2467,15/19,http://www.camara.gov.br/internet/deputado/bandep/178855.jpg,dep.irmaolazaro@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830324
5830668,IVAN VALENTE,IVAN VALENTE,PSOL,PSOL,SP,(61) 3215-5716 -  3215-2716,95/99 99/03 03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/73531.jpg,dep.ivanvalente@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830668
5830526,IZALCI,IZALCI LUCAS FERREIRA,PSDB,PSDB,DF,(61) 3215-5602 -  3215-2602,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/4931.jpg,dep.izalci@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830526
5830468,JAIME MARTINS,JAIME MARTINS FILHO,PSD,PSD,MG,(61) 3215-5904 -  3215-2904,95/99 99/03 03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74665.jpg,dep.jaimemartins@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830468
5830721,JAIR BOLSONARO,JAIR MESSIAS BOLSONARO,PP,PP,RJ,(61) 3215-5482 -  3215-2482,91/95 95/99 99/03 03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74847.jpg,dep.jairbolsonaro@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830721
5830367,JANDIRA FEGHALI,JANDIRA FEGHALI,PCdoB,PCdoB,RJ,(61) 3215-5622 -  3215-2622,91/95 95/99 99/03 03/07 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74848.jpg,dep.jandirafeghali@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830367
5830358,JANETE CAPIBERIBE,JANETE MARIA GÓES CAPIBERIBE,PSB,PSB,AP,(61) 3215-5209 -  3215-2209,03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/73926.jpg,dep.janetecapiberibe@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830358
5830323,JARBAS VASCONCELOS,Jarbas de Andrade Vasconcelos,PMDB,PMDB,PE,(61) 3215-5304 -  3215-2304,15/19,http://www.camara.gov.br/internet/deputado/bandep/131943.jpg,dep.jarbasvasconcelos@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830323
5830725,JEAN WYLLYS,JEAN WYLLYS DE MATOS SANTOS,PSOL,PSOL,RJ,(61) 3215-5646 -  3215-2646,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160672.jpg,dep.jeanwyllys@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830725
5830439,JEFFERSON CAMPOS,JEFFERSON ALVES DE CAMPOS,PSD,PSD,SP,(61) 3215-5346 -  3215-2346,03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74273.jpg,dep.jeffersoncampos@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830439
5830478,JERÔNIMO GOERGEN,JERÔNIMO PIZZOLOTTO GOERGEN,PP,PP,RS,(61) 3215-5316 -  3215-2316,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160570.jpg,dep.jeronimogoergen@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830478
5830403,JÉSSICA SALES,JESSICA ROJAS SALES,PMDB,PMDB,AC,(61) 3215-5952 -  3215-2952,15/19,http://www.camara.gov.br/internet/deputado/bandep/178839.jpg,dep.jessicasales@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830403
5830555,JHC,JOAO HENRIQUE HOLANDA  CALDAS,PSB,PSB,AL,(61) 3215-5958 -  3215-2958,15/19,http://www.camara.gov.br/internet/deputado/bandep/178842.jpg,dep.jhc@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830555
5830341,JHONATAN DE JESUS,JOHNATHAN PEREIRA DE JESUS,PRB,PRB,RR,(61) 3215-5535 -  3215-2535,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160531.jpg,dep.jhonatandejesus@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830341
5830724,JÔ MORAES,MARIA DO SOCORRO JÔ MORAES,PCdoB,PCdoB,MG,(61) 3215-5322 -  3215-2322,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141503.jpg,dep.jomoraes@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830724
5830612,JOÃO ARRUDA,JOÃO JOSÉ DE ARRUDA JÚNIOR,PMDB,PMDB,PR,(61) 3215-5633 -  3215-2633,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160573.jpg,dep.joaoarruda@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830612
5830462,JOÃO CAMPOS,JOÃO CAMPOS DE ARAÚJO,PSDB,PSDB,GO,(61) 3215-5315 -  3215-2315,03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74366.jpg,dep.joaocampos@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830462
5830780,JOÃO CARLOS BACELAR,JOÃO CARLOS PAOLILO BACELAR FILHO,PR,PR,BA,(61) 3215-5928 -  3215-2928,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141458.jpg,dep.joaocarlosbacelar@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830780
5830718,JOÃO CASTELO,JOÃO CASTELO RIBEIRO GONÇALVES,PSDB,PSDB,MA,(61) 3215-5324 -  3215-2324,71/75 75/79 99/03 03/07 15/19,http://www.camara.gov.br/internet/deputado/bandep/74445.jpg,dep.joaocastelo@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830718
5830751,JOÃO DANIEL,JOAO SOMARIVA DANIEL,PT,PT,SE,(61) 3215-5605 -  3215-2605,15/19,http://www.camara.gov.br/internet/deputado/bandep/178970.jpg,dep.joaodaniel@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830751
5830412,JOÃO DERLY,JOAO DERLY DE OLIVEIRA NUNES JUNIOR,REDE,REDE,RS,(61) 3215-5901 -  3215-2901,15/19,http://www.camara.gov.br/internet/deputado/bandep/178965.jpg,dep.joaoderly@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830412
5830583,JOÃO FERNANDO COUTINHO,JOAO FERNANDO PONTUAL COUTINHO,PSB,PSB,PE,(61) 32155567 -  32152567,15/19,http://www.camara.gov.br/internet/deputado/bandep/178917.jpg,dep.joaofernandocoutinho@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830583
5830693,JOÃO GUALBERTO,JOAO GUALBERTO VASCONCELOS,PSDB,PSDB,BA,(61) 3215-5358 -  3215-2358,15/19,http://www.camara.gov.br/internet/deputado/bandep/178856.jpg,dep.joaogualberto@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830693
5830331,JOÃO MARCELO SOUZA,JOÃO MARCELO SANTOS SOUZA,PMDB,PMDB,MA,(61) 3215-5639 -  3215-2639,15/19,http://www.camara.gov.br/internet/deputado/bandep/112437.jpg,dep.joaomarcelosouza@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830331
5830586,JOÃO PAULO PAPA,JOAO PAULO TAVARES PAPA,PSDB,PSDB,SP,(61) 3215-5476 -  3215-2476,15/19,http://www.camara.gov.br/internet/deputado/bandep/178988.jpg,dep.joaopaulopapa@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830586
5830304,JOÃO RODRIGUES,JOÃO RODRIGUES,PSD,PSD,SC,(61) 3215-5503 -  3215-2503,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160571.jpg,dep.joaorodrigues@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830304
5830502,JOAQUIM PASSARINHO,JOAQUIM PASSARINHO PINTO DE SOUZA PORTO,PSD,PSD,PA,(61) 3215-5339 -  3215-2339,15/19,http://www.camara.gov.br/internet/deputado/bandep/178910.jpg,dep.joaquimpassarinho@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830502
5830396,JONY MARCOS,JONY MARCOS DE SOUZA ARAUJO,PRB,PRB,SE,(61) 3215-5807 -  3215-2807,15/19,http://www.camara.gov.br/internet/deputado/bandep/178971.jpg,dep.jonymarcos@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830396
5830500,JORGE BOEIRA,JORGE CATARINO LEONARDELI BOEIRA,PP,PP,SC,(61) 3215-5342 -  3215-2342,03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74388.jpg,dep.jorgeboeira@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830500
5830621,JORGE CÔRTE REAL,JORGE WICKS CÔRTE REAL,PTB,PTB,PE,(61) 3215-5621 -  3215-2621,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160572.jpg,dep.jorgecortereal@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830621
5830414,JORGE SOLLA,JORGE JOSE SANTOS PEREIRA SOLLA,PT,PT,BA,(61) 3215-5571 -  3215-2571,15/19,http://www.camara.gov.br/internet/deputado/bandep/178857.jpg,dep.jorgesolla@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830414
5830590,JORGE TADEU MUDALEN,JORGE TADEU MUDALEN,DEM,DEM,SP,(61) 3215-5538 -  3215-2538,91/95 95/99 99/03 03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/73535.jpg,dep.jorgetadeumudalen@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830590
5830670,JORGINHO MELLO,JORGINHO DOS SANTOS MELLO,PR,PR,SC,(61) 3215-5329 -  3215-2329,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160509.jpg,dep.jorginhomello@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830670
5830501,JOSÉ AIRTON CIRILO,JOSÉ AIRTON FÉLIX CIRILO DA SILVA,PT,PT,CE,(61) 3215-5319 -  3215-2319,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141464.jpg,dep.joseairtoncirilo@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830501
5830579,JOSÉ CARLOS ALELUIA,JOSÉ CARLOS ALELUIA COSTA,DEM,DEM,BA,(61) 3215-5854 -  3215-2854,91/95 95/99 99/03 03/07 07/11 15/19,http://www.camara.gov.br/internet/deputado/bandep/74553.jpg,dep.josecarlosaleluia@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830579
5830760,JOSÉ CARLOS ARAÚJO,JOSÉ CARLOS LEÃO DE ARAÚJO,PSD,PSD,BA,(61) 3215-5232 -  3215-2232,03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74140.jpg,dep.josecarlosaraujo@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830760
5830830,JOSÉ FOGAÇA,JOSÉ ALBERTO FOGAÇA DE MEDEIROS,PMDB,PMDB,RS,(61) 3215-5376 -  3215-2376,15/19,http://www.camara.gov.br/internet/deputado/bandep/131966.jpg,dep.josefogaca@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830830
5830597,JOSÉ GUIMARÃES,JOSÉ NOBRE GUIMARÃES,PT,PT,CE,(61) 3215-5306 -  3215-2306,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141470.jpg,dep.joseguimaraes@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830597
5830475,JOSÉ MENTOR,JOSÉ MENTOR GUILHERME DE MELLO NETTO,PT,PT,SP,(61) 3215-5502 -  3215-2502,03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74275.jpg,dep.josementor@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830475
5830570,JOSÉ NUNES,JOSÉ NUNES SOARES,PSD,PSD,BA,(61) 3215-5728 -  3215-2728,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160619.jpg,dep.josenunes@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830570
5830798,JOSÉ OTÁVIO GERMANO,JOSÉ OTÁVIO GERMANO,PP,PP,RS,(61) 3215-5424 -  3215-2424,03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74395.jpg,dep.joseotaviogermano@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830798
5830495,JOSÉ PRIANTE,JOSÉ BENITO PRIANTE JÚNIOR,PMDB,PMDB,PA,(61) 3215-5752 -  3215-2752,95/99 99/03 03/07 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74079.jpg,dep.josepriante@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830495
