id,name__bg,name__pt,name__en,name__de,name__nb,name__da,name__nn,name__sv,name,wikipedia__bg,wikipedia__pt,gender,given_name,original_wikiname,name__es,name__nl,name__fr,wikipedia__commons,wikipedia__en,wikipedia__es,birth_date,identifier__freebase,image,name__it,name__pt_br,wikipedia__de,wikipedia__fr,name__tw,name__la,name__war,wikipedia__it,wikipedia__la,wikipedia__tw,wikipedia__war,identifier__VIAF,name__he,name__yue,wikipedia__he,wikipedia__zh_yue,website,family_name,identifier__BNF,identifier__SUDOC,identifier__FAST,name__eo,wikipedia__eo,name__pl,wikipedia__pl,wikipedia__sv,wikipedia__ptwikiquote,identifier__LCAuth,name__ru,name__yo,wikipedia__ru,wikipedia__yo,name__fa,wikipedia__fa,name__ca,name__gl,name__ja,name__fi,name__cs,wikipedia__cs,wikipedia__fi,wikipedia__ja,wikipedia__no,name__eml,name__lmo,wikipedia__eml,wikipedia__gl,wikipedia__lmo,identifier__IMDB,identifier__MusicBrainz,name__sw,wikipedia__nl,wikipedia__simple,wikipedia__sw,identifier__ISNI,identifier__GND,identifier__allmovie,name__el,name__hu,last_seen,name__ko,twitter,instagram,name__sco,wikipedia__sco,wikipedia__eowikiquote,second_surname,name__zh,name__ro,name__id,name__lt,name__ar,wikipedia__ar,wikipedia__ca,wikipedia__id,wikipedia__lt,wikipedia__ro,name__cy,death_date,name__mwl,wikipedia__mwl,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__qu,name__be,name__lv,name__bn,name__vi,name__sk,name__mn,name__sr_el,name__sr_ec,name__tr,name__th,name__uk,name__sl,name__sgs,name__ka,name__az,name__hr,name__sr,name__br,name__mg,name__sh,name__io,name__de_ch,name__en_ca,name__en_gb,name__hy,name__ms,wikipedia__az,wikipedia__bat_smg,wikipedia__be,wikipedia__bn,wikipedia__br,wikipedia__cswikiquote,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__eswikiquote,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__io,wikipedia__itwikiquote,wikipedia__ka,wikipedia__ko,wikipedia__lv,wikipedia__mg,wikipedia__mn,wikipedia__ms,wikipedia__nn,wikipedia__plwikiquote,wikipedia__qu,wikipedia__sh,wikipedia__sk,wikipedia__sl,wikipedia__slwikiquote,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,facebook,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__BNE,identifier__filmportal_de,identifier__OLID,identifier__AlloCine,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__NNDB,wikipedia__hywikiquote,occupation,wikipedia__et,name__is,identifier__quora,identifier__google_knowledge,identifier__songkick,wikipedia__mk,name__mk,identifier__PTBNP,name__ace,name__tg,wikipedia__tg,wikipedia__azb,identifier__FIFA,identifier__youtube,name__azb,identifier__bigenc_ru,wikipedia__ast,identifier__Britannica,identifier__GNC,name__ne,name__mai,name__bho,identifier__NTA,identifier__GTAA,name__kk,wikipedia__kk,wikipedia__zh_min_nan,wikipedia__eu,wikipedia__ga,name__nan,identifier__NLP,name__hi,name__mi,wikipedia__wuu,wikipedia__is,wikipedia__ur,name__wuu,name__ur,wikipedia__ruwikinews,wikipedia__haw,name__bi,name__haw,name__yi,wikipedia__bi,wikipedia__diq,wikipedia__frp,wikipedia__ie,wikipedia__uz,wikipedia__yi,name__diq,name__uz,name__be_tarask,wikipedia__af,wikipedia__als,wikipedia__bjn,wikipedia__cy,wikipedia__gn,wikipedia__oc,wikipedia__roa_rup,wikipedia__rw,wikipedia__tt,wikipedia__ceb,wikipedia__ia,name__bjn,name__ceb,name__gn,name__ht,name__rup,name__rw,name__tk,name__tt,wikipedia__ht,wikipedia__tk,wikipedia__be_x_old,wikipedia__bewikiquote,wikipedia__ha,pseudonym,wikipedia__an,wikipedia__vec,wikipedia__bs,wikipedia__cbk_zam,wikipedia__lad,wikipedia__lb,wikipedia__pap,wikipedia__ay,wikipedia__bcl,wikipedia__hsb,wikipedia__ty,name__hsb,wikipedia__ace,wikipedia__na,wikipedia__ak,wikipedia__co,name__ha,name__ty,name__ak,name__cbk_zam,name__na,name__ay,name__bcl,name__lad,wikipedia__ba,identifier__guardian_topic,name__ba,identifier__BBC_things,identifier__flickr,wikipedia__scn
Q48871943,,Carlos Andrade,Carlos Andrade,,,,,,Carlos Andrade,,Carlos Augusto Andrade Silva,male,,Carlos Andrade (político),,Carlos Andrade,,,,,,,,,Carlos Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48871948,,Maria Helena,,,,,,,Maria Helena,,Maria Helena (política),female,,Maria Helena (política),,Maria Helena,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4f/Maria_Helena_em_setembro_de_2016.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48871949,,Remídio Monai,Remídio Monai,,,,,,Remídio Monai,,Remídio Monai,male,,Remídio da Amatur,,Remídio Monai,,,,,,,,,Remídio Monai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48871951,,Johnathan de Jesus,Johnathan de Jesus,,,,,,Johnathan de Jesus,,Johnathan de Jesus,male,,Johnathan de Jesus,,Johnathan de Jesus,,,,,,,,,Johnathan de Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48871952,,Expedito Netto,Expedito Netto,,,,,,Expedito Netto,,Expedito Netto,male,,Expedito Netto,,Expedito Netto,,,,,,,,,Expedito Netto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48871955,,Luiz Cláudio Pereira Alves,Luiz Cláudio Pereira Alves,,,,,,Luiz Cláudio Pereira Alves,,Luiz Cláudio Pereira Alves,male,,Luiz Cláudio Pereira Alves,,Luiz Cláudio Pereira Alves,,,,,,,,,Luiz Cláudio Pereira Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48871957,,Nilton Capixaba,Nilton Capixaba,,,,,,Nilton Capixaba,,Nilton Capixaba,,,Nilton Capixaba,,Nilton Capixaba,,,,,,,,,Nilton Capixaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48871959,,Wilson Beserra,Wilson Beserra,,,,,,Wilson Beserra,,Wilson Beserra,,,,,Wilson Beserra,,,,,,,,,Wilson Beserra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilson Beserra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48871961,,Lourival Gomes,Lourival Gomes,,,,,,Lourival Gomes,,Lourival Gomes,,,,,Lourival Gomes,,,,,,,,,Lourival Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48871962,,Silas Brasileiro,Silas Brasileiro,,,,,,Silas Brasileiro,,Silas Brasileiro,male,,,,Silas Brasileiro,,,,,,,,,Silas Brasileiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4887390,,Benedita da Silva,Benedita da Silva,Benedita da Silva,,Benedita da Silva,,Benedita da Silva,Benedita da Silva,,Benedita da Silva,female,Benedita,Benedita da Silva,Benedita da Silva,Benedita da Silva,Benedita da Silva,Category:Benedita da Silva,Benedita da Silva,Benedita da Silva,1943-04-26,,https://upload.wikimedia.org/wikipedia/commons/2/2b/Beneditadasilva11012007.jpg,,Benedita da Silva,,,,,,,,,,55898548,,,,,http://www.beneditadasilva.com.br/,,125009014,034232532,392547,,,Benedita da Silva,,,Benedita da Silva,n97056954,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 3384 1480,,,,Benedita da Silva,,,dasilvabenedita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benedita da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blogdabenedita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,173681549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q519210,,Jean Wyllys,Jean Wyllys,Jean Wyllys,Jean Wyllys,Jean Wyllys,Jean Wyllys,Jean Wyllys,Jean Wyllys,,Jean Wyllys,male,Jean,Jean Wyllys,Jean Wyllys,Jean Wyllys,Jean Wyllys,Category:Jean Wyllys,Jean Wyllys,Jean Wyllys,1974-03-10,/m/0j26yxf,"https://upload.wikimedia.org/wikipedia/commons/4/45/Jean_Wyllys,_2015_(cropped).jpg",,Jean Wyllys,Jean Wyllys,Jean Wyllys,,,,,,,,22075548,,,,,http://www.jeanwyllys.com.br,,,,,Jean Wyllys,Jean Wyllys,Jean Wyllys,,,Jean Wyllys,nr2002006026,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057393789,,,Jean Wyllys,,,jeanwyllys_real,,,,,,,,,,,,,,,,,,,,,讓·威利斯,,让·威利斯,,,,,,,,,,,,,,,Jean Wyllys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jean.wyllys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q520653,Арлиндо Чинаглия,Arlindo Chinaglia,Arlindo Chinaglia,Arlindo Chinaglia,Arlindo Chinaglia,Arlindo Chinaglia,Arlindo Chinaglia,Arlindo Chinaglia,Arlindo Chinaglia,Арлиндо Чинаглия,Arlindo Chinaglia,male,Arlindo,Arlindo Chinaglia,Arlindo Chinaglia,Arlindo Chinaglia,Arlindo Chinaglia,Category:Arlindo Chinaglia,Arlindo Chinaglia,Arlindo Chinaglia,1949-12-24,/m/03d4gk7,https://upload.wikimedia.org/wikipedia/commons/1/19/Arlindo_Chinaglia.jpg,,Arlindo Chinaglia,Arlindo Chinaglia,,,,,,,,,,,,,,,Chinaglia,,,,,,Arlindo Chinaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arlindo Chinaglia,,,,,,,,,阿林多·基納利亞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arlindo Chinaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5253617,,Delei,Delei,Delei,Delei,Delei,Delei,Delei,Delei,,Deley,male,,Deley,Delei,Delei,Delei,,Delei,,1959-08-28,,https://upload.wikimedia.org/wikipedia/commons/a/ad/Delei_em_outubro_de_2015.jpg,,Delei,,,,,,,,,,,,,,,,,,,,,,Wanderley Alves de Oliveira,Wanderley Alves de Oliveira,,,,,,,,دیلی,دیلی (بازیکن فوتبال),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,association football player,,,,,,,,,,Делей,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q525804,,Anthony Garotinho,Anthony Garotinho,Anthony Garotinho,Anthony Garotinho,Anthony Garotinho,Anthony Garotinho,Anthony Garotinho,Anthony Garotinho,,Anthony Garotinho,male,Anthony,Anthony Garotinho,Anthony Garotinho,Anthony Garotinho,Anthony Garotinho,Category:Anthony Garotinho,Anthony Garotinho,Anthony Garotinho,1960-04-18,/m/0b7347,https://upload.wikimedia.org/wikipedia/commons/2/26/Deputado_Anthony_Garotinho_entrevistado_em_2011_(cropped).jpg,,,,Anthony Garotinho,,,,,,,,34064912,,,,,,,,,397603,,,Anthony Garotinho,,,Anthony Garotinho,no97054886,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 4618 8345,,,,Anthony Garotinho,,,blogdogarotinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anthony Garotinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5338816,,Edmilson Rodrigues,Edmilson Rodrigues,Edmilson Rodrigues,Edmilson Rodrigues,Edmilson Rodrigues,Edmilson Rodrigues,Edmilson Rodrigues,Edmilson Rodrigues,,Edmilson Rodrigues,male,Edmilson,Edmilson Rodrigues,Edmilson Rodrigues,Edmilson Rodrigues,Edmilson Rodrigues,,Edmilson Rodrigues,Edmilson Rodrigues,1957-05-26,/m/0n5rqm5,https://upload.wikimedia.org/wikipedia/commons/d/db/Edmilson_Rodrigues.jpg,,Edmilson Rodrigues,,,,,,,,,,,,,,,http://www.edmilsonbritorodrigues.com.br/,,,,,,,Edmilson Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 3329 5117,,,,Edmilson Rodrigues,,,EdmilsonPSOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edmilson Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,architect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5477423,,Assis Melo,Assis Melo,Assis Melo,Assis Melo,Assis Melo,Assis Melo,Assis Melo,Assis Melo,,Assis Melo,male,Assis,Assis Melo,Assis Melo,Assis Melo,Assis Melo,,,,1962-09-14,,,,Assis Melo,,,,,,,,,,,,,,,http://www.assismelo.com.br/,,,,,,,Assis Melo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assis Melo,,,deputadoassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assis Melo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q549835,,Paulo Maluf,Paulo Maluf,Paulo Maluf,Paulo Maluf,Paulo Maluf,Paulo Maluf,Paulo Maluf,Paulo Maluf,,Paulo Maluf,male,Paulo,Paulo Salim Maluf,Paulo Maluf,Paulo Maluf,Paulo Maluf,Category:Paulo Maluf,Paulo Maluf,Paulo Maluf,1931-09-03,/m/051ktn,https://upload.wikimedia.org/wikipedia/commons/a/a1/Paulo_Maluf.jpg,Paulo Maluf,Paulo Maluf,Paulo Maluf,Paulo Maluf,,,,Paulo Maluf,,,,221007540,,馬盧夫,,馬盧夫,,,,,58033,,,Paulo Maluf,,Paulo Maluf,Paulo Maluf,n80092658,,,,,,,Paulo Maluf,,パウロ・マールーフ,,,,,,Paulo Maluf,,,,,,,,,,Paulo Maluf,,0000 0003 6174 0160,1017825386,,,Paulo Maluf,,,paulosalimmaluf,,,,,,保羅·馬魯夫,Paulo Maluf,Paulo Maluf,Paulo Maluf,باولو معلوف,باولو معلوف,Paulo Maluf,Paulo Maluf,Paulo Maluf,Paulo Maluf,,,,,,,,,,,,,,,,,,,,,,,Paulo Maluf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paulosmaluf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,civil engineer,,,,,,,,,,,,,,,,,,biography/Paulo-Salim-Maluf,,,,,,127734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56354249,,Raimundo Matos,Raimundo Matos,,,,,,Raimundo Matos,,Raimundo Matos,male,Raimundo,Raimundo Matos,,Raimundo Matos,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1d/CAS_-_Comissão_de_Assuntos_Sociais_(27672127044).jpg,,Raimundo Matos,,,,,,,,,,38151302832248661669,,,,賴蒙多馬托斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q652944,,Orlando Silva de Jesus Júnior,Orlando Silva de Jesus Júnior,Orlando Silva de Jesus Júnior,,Orlando Silva de Jesus Júnior,,Orlando Silva de Jesus Júnior,Orlando Silva de Jesus Júnior,,Orlando Silva (político),male,Orlando,Orlando Silva (político),,Orlando Silva de Jesus Júnior,Orlando Silva de Jesus Júnior,Category:Orlando Silva de Jesus Júnior,,,1971-05-27,,https://upload.wikimedia.org/wikipedia/commons/4/4f/Orlandosilva19122006.jpg,,Orlando Silva de Jesus Júnior,Orlando Silva de Jesus Júnior,,,,,,,,,,,,,,,,,,,,,Orlando Silva de Jesus Júnior,,,Orlando Silva de Jesus Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orlando Silva de Jesus Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6701512,,Luiza Erundina,Luiza Erundina,Luiza Erundina,Luiza Erundina,Luiza Erundina,Luiza Erundina,Luiza Erundina,Luiza Erundina,,Luiza Erundina,female,Luiza,Luiza Erundina,Luiza Erundina,Luiza Erundina,Luiza Erundina,Category:Luiza Erundina,Luiza Erundina,Luiza Erundina,1934-11-30,/m/05m1z6,https://upload.wikimedia.org/wikipedia/commons/c/cb/Erundina09012007.jpg,Luiza Erundina,Luiza Erundina,Luiza Erundina,Luiza Erundina,Luiza Erundina de Souza,Ludovica Erundina,Luiza Erundina,Luiza Erundina,Ludovica Erundina,Luiza Erundina de Souza,Luiza Erundina,10658244,,,,,,,,,264673,,,Luiza Erundina,,,Luiza Erundina,n90612347,,,,,,,,,,,,,,,,,,,,,,,,,Luiza Erundina,,0000 0000 5837 1032,119535068,,,Luiza Erundina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luiza Erundina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,129185221,97482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6761707,,Maria do Rosário,Maria do Rosário,Maria do Rosário,,,,,Maria do Rosário,,Maria do Rosário,female,Maria,Maria do Rosário (política),Maria do Rosário,,Maria do Rosário,Category:Maria do Rosário,Maria do Rosário,Maria do Rosário,1966-11-22,,https://upload.wikimedia.org/wikipedia/commons/a/ab/Maria_do_rosario_2.jpg,,Maria do Rosário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria do Rosário,Maria do Rosário,,,,,,,,,,,,,,,,,,,,,,,Maria do Rosário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria do Rosário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria do Rosário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,Maria do Rosário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
