id,gender,date_of_birth,date_of_death,title,legal_name,national_identity,family_name,given_name,additional_name,honorific_prefix,honorific_suffix,email,image,image_source,summary,biography
449,male,1943-09-28,"","",NWAGWU MATHEW IFEANYI,"","","","","","","",http://www.shineyoureye.org/media_root/images/wagwu-mathew-i,http://www.nassnig.org/nass/admin/images/s049.jpg,"Legistlative Interest(s): NA

",""
450,"",1941-09-30,"","",WANKWO CHRIS CHUKWUMA,"","","","","","","",http://www.shineyoureye.org/media_root/images/wankwo-chris-chukwuma,http://www.nassnig.org/nass/admin/images/s031.jpg,"Legistlative Interest(s): NA

",""
451,female,1956-05-29,"","",WAOGU NKECHI JUSTINA,"","","","","","","",http://www.shineyoureye.org/media_root/images/waogu-nkechi-justina,http://www.nassnig.org/nass/admin/images/s002.jpg,"
Born in 1956, Nwaogu, who is the first female senator from her state, was first elected in 2007. She boasts of not only creating job opportunities for people of the constituency but also sponsored a number of bills, for the good governance of the country.

Legistlative Interest(s): Appropriation and Oversight functions

Awards & Honours: Fellow of Institute of Public Heart, California, USA

",""
452,"",1951-08-21,"","",WARMAN WERI OGORIBA,"","","","","","","",http://www.shineyoureye.org/media_root/images/warman-weri-ogoriba,http://www.nassnig.org/nass2/admin/images/hr054.jpg,"Legistlative Interest(s): OIL AND GAS, ENVIRONMENT, FINANCE AND ECONOMIC MATTERS.

Awards & Honours: NONE

",""
453,male,1966-01-10,"","",Waziri Aminu Tambuwal,"","","","","","","",http://www.shineyoureye.org/media_root/images/waziri-aminu-tambuwal,http://www.nassnig.org/nass2/admin/images/aminu%20tambuwal.jpg,"Target Achievement(s): Delivery of good and lasting democratic dividends to Nigerians through responsive legislation.

Legistlative Interest(s): Judiciary, Human Rights and Rural Transformation

Awards & Honours: N.B.A 1998

",""
455,"",1957-03-10,"","",YACOOB EKUNDAYO A. AJEBIOSU,"","","","","","","",http://www.shineyoureye.org/media_root/images/yacoob-ekundayo-a-ajebiosu,http://www.nassnig.org/nass2/admin/images/hr234.jpg,"Target Achievement(s): Improve standard of Living and Good Governance.

Legistlative Interest(s): INFRASTRUCTURAL DEVELOPMENT, POVERTY ALLEVIATION

",""
456,male,1951-05-04,"","",YAKUB ABIOUDUN AKANNI BALOGUN,"","","","","","","",http://www.shineyoureye.org/media_root/images/yakub-abioudun-akanni-balogu,http://www.nassnig.org/nass2/admin/images/hr236.jpg,"Target Achievement(s): TO EFFECTIVELY REPRESENT MY CONSTITUENCY

Legistlative Interest(s): TO PLAY VERY ACTIVE ROLE IN MAKING MEANINGFUL AND IMPLEMENTABLE LAWS IN THE AREAS OF TRUE FERERALISM SECURITY  EDUCATIONAL ADVANCEMENT

Awards & Honours: BEST PUBLIC ADMINISTRATOR OF THE YEAR IN NIGERIA (2009)

",""
458,male,1968-08-28,"","",YAKUBU UMARU BARDE,"","","","","","","",http://www.shineyoureye.org/media_root/images/yakubu-umaru-barde,http://www.nassnig.org/nass2/admin/images/hr160.jpg,"Target Achievement(s): To be able to impact positively on my people.

Legistlative Interest(s): Agriculture, Financial Crimes and Security.

",""
459,"","","","",YARADUA ABUBAKAR SADIK,"","","","","","","",http://www.shineyoureye.org/media_root/images/yaradua-abubakar-sadik,http://www.nassnig.org/nass/admin/images/IMG_5265.jpg,"Legistlative Interest(s): NA

",""
427,Female,1970-12-12,"","",UCHE LILIAN EKWUNIFE,"","","","","","","",http://www.shineyoureye.org/media_root/images/PDP_-_Uche_Ekwunife.jpg,http://thenewsnigeria.com.ng/wp-content/uploads/2015/03/honourable-uche-ekwunife-300x390.jpg,"Target Achievement(s): TO SUCCEED IN PROMOTING AND INITIATING GOOD BILLS THAT WILL AFFECT THE LIVES
OF NIGERIANS POSITIVELY.

Legistlative Interest(s): GIVE QUALITY REPRESENTATION IN EDUCATION, WOMEN RIGHTS AND ERADICATION OF CULTISM

Awards & Honours: HONORARY DOCTORATE DEGREE IN PHILOSOPHY, CALIFORNIA UNIVERSITY, PAUL HARRIS FELLOW ETC.

",""
408,Male,1969-08-10,"","",SOLOMON OLAMILEKAN ADEOLA,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-_Olamilekan_Adeola.jpg,http://www.aitonline.tv/pix/NewsImages/7755.jpg,"",""
431,Male,1964-03-20,"","",Ugwuanyi Ifeanyi,"","","","","","","",http://www.shineyoureye.org/media_root/images/Enugu_-_Ifeanyi_Ugwuanyi.jpg,http://theadvocatengr.com/new/wp-content/uploads/2015/04/UGWUANYI-OFFICAL-PHOT-O.jpg,"Target Achievement(s): POVERTY ALLEVIATION

Legistlative Interest(s): ECONOMIC EMPOWERMENT AND POVERTY ALLEVIATION THROUGH IMPROVED LEGISLATIVE CULTURE

",""
460,male,1956-06-16,"","",YAU SAHABI ALHAJI,"","","","","","","",http://www.shineyoureye.org/media_root/images/yau-sahabi-alhaji,http://www.nassnig.org/nass/admin/images/s108.jpg,"Target Achievement(s): To Improve The living standards Of My Electorates As Well As Nigerians In general.

Legistlative Interest(s): To promote Democratic Practice and Respect for the Rule of Law

",""
462,Male,1975-03-22,"","",YUSUF BALA,"","","","","","","",http://www.shineyoureye.org/media_root/images/yusuf-bala,http://www.nassnig.org/nass2/admin/images/hr156.jpg,"Target Achievement(s): Effect change, Bring sanity, expel injustice and applied justice in it's totality

Legistlative Interest(s): Quality Leadership

",""
463,"",1964-01-28,"","",YUSUF SHITU GALAMBI,"","","","","","","",http://www.shineyoureye.org/media_root/images/yusuf-shitu-galambi,http://www.nassnig.org/nass2/admin/images/GALAMBI%20Yusuf%20Shitu.jpg,"Target Achievement(s): National Security,Good Governance, Progress and Unity.

Legistlative Interest(s): Good Governance and Rule of Law.

",""
464,"",1965-09-25,"","",YUSUF SWA MANU,"","","","","","","",http://www.shineyoureye.org/media_root/images/yusuf-swa-manu,http://www.nassnig.org/nass2/admin/images/hr127.jpg,"Target Achievement(s): YOUTH EMPOWERMENT,GOOD LEGISLATION,CONSTITUENT PROJEC

Legistlative Interest(s): DEFENCE,EDUCATION

Awards & Honours: 1. BEST LOCAL GOVT. CHAIRMAN AWARD NORTH EAST.
2.GRASSROOT DEMOCREATIC AWARD
3.GRASSROOT AMBASSADOR AWARD

",""
465,"",1957-08-01,"","",YUSUFU SALE DUNARI,"","","","","","","",http://www.shineyoureye.org/media_root/images/yusufu-sale-dunari,http://www.nassnig.org/nass2/admin/images/DUNARI%20Yusuf%20Sale.jpg,"Target Achievement(s): infrastructural Development in my constituency

Legistlative Interest(s): service to constituency

",""
466,"",1962-12-04,"","",ZAKARI JIKANTORO HALIRU,"","","","","","","",http://www.shineyoureye.org/media_root/images/zakari-jikantoro-haliru,http://www.nassnig.org/nass2/admin/images/hr260.jpg,"Target Achievement(s): - Power To Be Available To the Country
- Ensure Accountability, Probity & Transparency
- Improve quality Education At The Foundation Level
- Make All Borders Accessible & Enhance Economic Activities As Well

Legistlative Interest(s): Power Supply, Accounting Standards, Basic Primary Education Board, Boosting Economic Actitvities

Awards & Honours: Makama Of Borgu

",""
467,Male,1955-01-05,2015-05-16,Alhaji,ZANNA AHMED KHALIFA,"","","","","","","",http://www.shineyoureye.org/media_root/images/zanna-ahmed-khalifa,http://www.nassnig.org/nass/admin/images/s023.jpg,"Legistlative Interest(s): NA

",""
468,Male,1970-04-03,"","",ZAPHANIAH JISALO BITRUS,"","","","","","","",http://www.shineyoureye.org/media_root/images/zaphaniah-jisalo-bitrus,http://www.nassnig.org/nass2/admin/images/ZAPHANIAH%20JISALO%20BITRUS.jpg,"Target Achievement(s): 1. QUALITY TRANSFORMATION THROUGH LEGISLATION
2. ABUJA FCT TO HAVE MAYOR

Legistlative Interest(s): LAW MAKING

Awards & Honours: 1.BEST AREA COUNCIL CHAIRMAN IN FCT ON EDUCATION
2.SEVERAL AWARDS WITHIN AND OUTSIDE NIGERIA

",""
469,male,1958-06-13,"","",EZE AYOGU,"","","","","","","",http://www.shineyoureye.org/media_root/images/ze-ayogu,http://www.nassnig.org/nass/admin/images/s042.jpg,"Target Achievement(s): Effective Representation,Leading To A Better Deal For All Nigerians.

Legistlative Interest(s): Balanced Federation,Fiscal Responsibility.

",""
140,female,"","","",CHUBA-OKADIGBO MARGERY,"","","","","","","",http://www.shineyoureye.org/media_root/images/CHUBA-OKADIGBO_MARGERY.jpg,Vanguard Newspaper online,"",""
88,female,1951-10-28,"","",ANYANWU CHRIS N. D,"","","","","","","",http://www.shineyoureye.org/media_root/images/1014158160editor_Chris_Anyanwu.jpg,Facebook profile,"Target Achievement(s): A few bills to bring about visible change in the life of the ordinary Nigerian for the better; to lend my voice and ideas to the effort at transforming our country; to achieve a proper and clear articulation of the issues of concern to my constituency and to build up our goodwill and respect for my people at the centre.

Legistlative Interest(s): To contribute to the generation of good legislation that would directly impact on the quality of life of the Nigerian: empowerment of and employment generation, social security, security of life and property, environmental regeneration, women's empowerment and full inclusion and finally reinforcement of basic freedoms and human rights of the individual including the freedom of expression.

Awards & Honours: World Press Freedom Award- Paris 1998; Courage in Media Award -by International Women Media Foundation Washington 1997; International Media Award by Washington Press Club -1998; Press Freedom Award by Committee to Protect Journalists, New York-1997; Member of the Federal Republic of Nigeria (MFR) by the Federal Government of Nigeria 2004; African Media Award-2003; and many more...

",""
454,male,1955-06-19,"",Barrister,EWUGA SOLOMON,"","","","","","","",http://www.shineyoureye.org/media_root/images/ewug.jpg,http://www.leadership.ng/nga/articles/6150/2011/10/06/court_rules_favour_ewuga.html,"",""
138,male,1968-10-31,"","",CHRISTOPHER OMOWORARE BABAJIDE,"","","","","","","",http://www.shineyoureye.org/media_root/images/10932_100744753283352_146783_a.jpg,https://www.facebook.com/jide.omoworare,"Legistlative Interest(s): NA

",""
412,male,"","","",SULEIMAN YAHAYA KWANDE,"","","","","","","",http://www.shineyoureye.org/media_root/images/Suleiman-Yahaya-Kwande.jpg,http://blueprintng.com/2012/11/indigenshipresidency-critical-to-constitution-review-kwande/suleiman-yahaya-kwande/,"",""
433,male,"","","",UMAR AHMED SULEIMAN,"","","","","","","",http://www.shineyoureye.org/media_root/images/hon.umar.suleiman.jpg,nassnig,"",""
113,male,1969-09-12,"","",BASSEY DAN-ABIA,"","","","","","","",http://www.shineyoureye.org/media_root/images/hon.bassey.dan-abia.jpg,http://www.nassnig.org/nass2/portfolio/profile.php?id=hon.bassey.dan_abia,"",""
470,male,1960-06-15,"","",MUTU NICHOLAS EBOMO,"","","","","","","",http://www.shineyoureye.org/media_root/images/9c5236002b7aa3c51f1303e0f51bb5b3.jpg,http://www.nassnig.org/nass2/admin/images/MUTU%20Nicholas%20Ebomo.jpg,"Target Achievement(s): To Enact Laws that will bring about Good governance and the Development of both Physical and Human resources

Legistlative Interest(s): NIGER DELTA DEVELOPMENT",""
471,male,1952-05-14,"","",Adegbenga Sefiu Kaka,"","","","","","","",http://www.shineyoureye.org/media_root/images/saka.jpg,https://www.facebook.com/adegbenga.s.kak,"Adegbenga Sefiu Kaka was born on 14 May 1952, to a pious Muslim family, and entered Ijebu Muslim College in 1968. ASK (as foundly called) was Deputy Governor of Ogun State from 1999 to 2003, during the governorship of Aremo Olusegun Osoba.

Adegbenga Sefiu Kaka is a Nigerian politician who was elected Senator for Ogun East on the 9th April 2011 national elections, running on the Action Congress of Nigeria (ACN) ticket.

In the 9th April 2011 election for the position of Senator, Ogun East, Kaka was elected with 76,543 votes into the current 7th National Assembly (2011-2015) and was inaugurated on 6th June, 2011.",""
472,male,1966-03-15,"","",PWAJOK GYANG NYAM SHOM,"","","","","","","",http://www.shineyoureye.org/media_root/images/pwajok.jpg,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBhQSEBUUEBQUFRUUFBQVFRUWFBUUFRcUFBQVFBQUFBQXHCYeFxkjGRUUHy8gIycpLCwsFR4xNTAqNSYrLCkBCQoKDgwOGA8PGCkcHCQpKSksKSksKSksKSkpLCwsKSkpKSksLCwpLCwsKSwpLCwsLCkpKSksLCkpKTUsKSkpKf/AABEIAQIAwwMBIgACEQEDEQH/xAAcAAABBAMBAAAAAAAAAAAAAAAAAQIDBAUGBwj/xABJEAABAwIDBAcEBwUFBgcAAAABAAIDBBESITEFQVFhBgcTInGBkTJCobEUI2JygsHwM1JzktEVQ6LC4SRERVOjsmN0dZOz4vH/xAAZA","",""
473,male,"","","",AGUARIAVWODO EDESIRI EMMANUEL,"","","","","","","",http://www.shineyoureye.org/media_root/images/Emmanuel_Aguariavwodo.jpg,https://www.google.com.ng/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&cad=rja&docid=Uh8t5vzYzjVMFM&tbnid=1OOoCEjqUAJlAM:&ved=0CAUQjRw&url=%2Furl%3Fsa%3Di%26rct%3Dj%26q%3D%26esrc%3Ds%26source%3Dimages%26cd%3D%26cad%3Drja%26docid%3DUh8t5vzYzjVMFM%26tbnid%3D1OOoCEjqUAJlAM%3A%26ved%3D0CAUQjRw%26url%3Dhttp%253A%252F%252Fwww.nigerianbestforum.com%252Fblog%252Fdelta-central-by-election-a-harvest-of-mixed-,"",""
1,male,1955-03-01,"","",ABARIBE ENYINNAYA HARCOURT,"","","","","","","",http://www.shineyoureye.org/media_root/images/new_rsvp_logo2_1.jpg,RSVP logo,"
He was elected to represent Abia South Senatorial District in 2007. He became Abia State's deputy governor in 1999 and left office in controversial circumstances. He contested the state's governorship election in 2003 on the ticket of All Nigeria Peoples Party (ANPP) but lost. In 2007, he contested for a seat in the Senate and won on a PDP ticket.

Target Achievement(s): Deepening Democracy Through Strengthening the Legislative arm of Government and Ensuring effective Representation Of My Constituency.

Legistlative Interest(s): Public Finance, Education Human Rights,Minorities,constitutional amendment.

Awards & Honours: Nnadiohanma Ngwa and 23 Other titles from across Nigeria

",""
491,Male,1968-05-01,"","",Mukhtar Ramalan Yero,"","","","","","","",http://www.shineyoureye.org/media_root/images/yero-potrait-official.jpg,http://www.ramalanyero.com/img/yero/official/yero-potrait-official.jpg,"
Mukhtar Ramalan Yero was appointed the commissioner of Finance by the then Governor of Kaduna State, Namadi Sambo, a position he held from 2007 to May 2010. Following this, Governor Patrick Ibrahim Yakowa named him as the Deputy Governor in May 2010.

On the 16th of December 2012, Alhaji Mukhtar Ramalan Yero at 44 years of age was sworn in as substantive Governor of Kaduna State following the death of Governor Patrick Yakowa in a helicopter crash at Bayelsa State on 15th December 2012.","Mukhtar Ramalan Yero was born on May 21, 1968 in Agwan Kaura in Zaria City of Kaduna state. He had his early education at LEA Primary School, Kaura (1974-1980); Government Secondary school ikara (1980-1985); Government Secondary school, Zaria (1985-1986) before obtaining a Diploma in Banking from Ahmadu Bello University, Zaria (ABU). In addition he obtained a Bachelor of Science Accounting in 1991 before obtaining a Master’s in Business Administration from the same university (ABU).

Being a Certified Public Accountant (CPA), he started his career as an Assistant Accountant during his National Youth Service Corps year at Ogun State Purchasing Corporation between 1991 and 1992. After which he was employed as a Higher Executive Officer in the Bursary Department at Ahmadu Bello University Zaria in 1993 before moving to the defunct Nigerian Universal Bank Limited as Accountant Supervisor (1993-1997).  In 1997 he was appointed in a private firm, Nalado Nigerian Limited,as Chief Accountant and rose in the ranks to become Director Finance and Administration in 2007."
1,male,1955-03-01,"","",ABARIBE ENYINNAYA HARCOURT,"","","","","","","",http://www.shineyoureye.org/media_root/images/Osun_Debate_Flyer.jpg,Email,"
He was elected to represent Abia South Senatorial District in 2007. He became Abia State's deputy governor in 1999 and left office in controversial circumstances. He contested the state's governorship election in 2003 on the ticket of All Nigeria Peoples Party (ANPP) but lost. In 2007, he contested for a seat in the Senate and won on a PDP ticket.

Target Achievement(s): Deepening Democracy Through Strengthening the Legislative arm of Government and Ensuring effective Representation Of My Constituency.

Legistlative Interest(s): Public Finance, Education Human Rights,Minorities,constitutional amendment.

Awards & Honours: Nnadiohanma Ngwa and 23 Other titles from across Nigeria

",""
474,Male,1950-11-11,"","",Theodore Ahamefule Orji,"","","","","","","",http://www.shineyoureye.org/media_root/images/theodore-orji.jpg,http://www.google.com.ng/url?sa=i&source=images&cd=&cad=rja&uact=8&docid=o8y7GdCmlApdeM&tbnid=9Nbw2uG2XDy4hM:&ved=0CAgQjRw&url=http%3A%2F%2Fwww.informationng.com%2F2014%2F08%2Fabia-state-marks-23rd-anniversary-of-creation.html&ei=7kAQVNHQGMyuyATNx4KAAw&psig=AFQjCNF_zLTtpb1UtvFX8_6sSr8RpAfSdA&ust=1410437742488651,"

On March 1, 1996, Orji was seconded to the National Electoral Commission of Nigeria (NECON), now INEC, Abia State as Administrative Secretary and was later redeployed to Enugu State in 1997 where he supervised the elections that ushered in the democratic government in the state in 1999. Thereafter, he returned to Abia State to function as Principal Secretary, Government House, Umuahia and Chief of Staff to the Executive Governor.

In December 2006, Orji won the gubernatorial primaries of the Progressive Peoples Alliance (PPA) to contest the 2007 governorship elections in Abia State, and consequently made history as the first Nigerian governor to win his election while in detention. He was re-elected as governor on April 26, 2011.

Upon completion of his tenure as Governor in 2015, he was elected to represent Abia Central in the Senate.
","
Theodore Ahamefule Orji was born in Amaokwe Ugba, Umuahia – Ibeku in Umuahia North Local Government Area of Abia State in 1950. He attended Santa Crux Secondary School, Olokoro, Holy Ghost College, Owerri and obtained a Bachelor of Arts Degree in English from the University of Ibadan in 1977. He enlisted for the National Youths Corps Scheme on graduation and was deployed to Sokoto State as a teacher at Government Secondary School, Shinkafi, Isa Local Government Area.

in 1978, Orji began working as an Administrative Officer in the old Imo State civil service in December 1979. He subsequently served in various capacities in the Cabinet Office, Ministry of Lands and Survey, Ministry of Agriculture, and Imo State Government House. When Abia State was created in 1991, Orji returned to Umuahia where he served in Government House, Umuahia, Bureau of Budget and Planning and Ministry of Agriculture."
476,Male,1962-12-19,"","",Godswill Obot Akpabio,"","","","","","","",http://www.shineyoureye.org/media_root/images/Gov-godswill-akpabio.jpg,http://royaltimes.net/wp-content/uploads/2013/07/Gov-godswill-akpabio.jpg,"
In April 2007, Godswill Akpabio successfully ran for governor of Akwa Ibom State on the People's Democratic Party (PDP) platform. He took office on 29 May 2007. Akpabio gained 975,585 votes, while the runner-up John Akpanudoedehe of the Action Congress of Nigeria (ACN) scored 163,449 votes.","Godswill Obot Akpabio was born at Ukana, Ikot Ntuen, Akwa Ibom State on 9 of December, 1962. He attended the Federal Government College, Port Harcourt, then read Law at the University of Calabar. He completed his legal education at the Nigerian Law School before being called to the Bar. He became a teacher at the Afaha Secondary School, Essien Udim in 1982. He then joined Paul Usoro & Co, Lagos, a law firm, as Associate Partner. In 1995 he was Director, Corporate Affairs/Legal Services of EMIS Telecoms. In 2002 he was appointed Commissioner for Petroleum and Natural Resources, followed by positions in the Ministry of Local Government and Chieftaincy Affairs and then the Ministry of Lands and Housing in 2006.

"
532,Male,1957-08-08,"","",Willie Maduabuchukwu Obiano,"","","","","","","",http://www.shineyoureye.org/media_root/images/obiano-2.jpg,http://www.theparadigmng.com/wp-content/uploads/2013/11/obiano-2.jpg,"","
Willie Obiano was a John F. Kennedy Essay Winner in 1974 and holds a national Merit Certificate for outstanding service during his NYSC(National Youth Service Corps) in Benue State, Nigeria in the 1979/80 Service Year

Mr. Obiano started his banking career as a supervisor with First Bank of Nigeria in 1981 from where he moved to Texaco Nigeria plc., an oil marketing company as an Accountant. Mr. Obiano rose to the position of Chief Internal Auditor in Texaco before joining Fidelity. In Fidelity, he has worked an various departments ranging from operations to marketing and internal audit. He served as an Executive Director of Fidelity Bank Plc. Mr. Obiano is a Fellow of The Institute of Chartered Accountants of Nigeria. He has attended many courses within and outside Nigeria including the UK, US and Malta. He holds B.Sc in Accounting and MBA from The University of Lagos."
511,Male,1956-06-15,"",Mallam,Isa Yuguda,"","","","","","","",http://www.shineyoureye.org/media_root/images/Yuguda_Isa_1.jpg,http://www.spyghana.com/wp-content/uploads/2013/06/Yuguda.jpg,"Mallam Isa Yuguda was elected Governor of Bauchi State, Nigeria in April 2007 on the All Nigeria Peoples Party (ANPP) platform. However, in April 2009 he changed allegiance from the ANPP to the People's Democratic Party (PDP). Yaguda was reelected governor on 28 April 2011.","Born on the 15th of June, 1956 in Yuguda. After his primary and secondary education, he attended the North East College of Arts & Science (NECAS) in Maiduguri from 1974 – 1976 and obtained his Interim Joint Matriculation Board Certificate. Thereafter, he gained admission into Ahmadu Bello University, Zaria in 1976 and graduated with a BSc (Hons) in Economics in 1979. His thirst for knowledge, especially in his chosen discipline of financial management knows no bounds, because even when seated atop the management of a commercial bank in 1997, he found time to undertake a two-year course of study which earned him a Masters in Business Administration in 1998 at the University of Jos in Plateau State. Over the years, he has also undergone the Chief Executives Programme at the Lagos Business School on Victoria Island in Lagos (1995), Advanced Treasury Management Course organized by Richard Gardner in London; and the Intensive Credit Training Course, Chase Manhattan bank, London (1988). Isa Yuguda’s working life in the financial sector started at the Federal Mortgage Bank, Bauchi Area Office where he worked as a Mortgage Manager (1981 – 1984), he was a Credit Manager at Savannah Bank (Nig) Plc, Sokoto (1986 – 1987); he worked also in Abuja in the same bank as a Manager (1987 – 1991).
 
By 1991, he was Acting General Manager of Inland Bank, a position he held until 1992 when he became Managing Director and Chief Executive of Inland Bank (Nig) Plc where he held fort for 7 years. In 1999, he was appointed Managing Director & Chief Executive of NAL Merchant Bank Plc, until June 2000 when a series of political appointments weaned him from the banking sector. In June 2000, Mallam Isa Yuguda was appointed Honourable Minister of State for Transport in the government of President Olusegun Obasanjo and was later redeployed to Ministry of Aviation in May 2003 until June 2005,"
479,Male,1966-01-28,"","",Henry Seriake Dickson,"","","","","","","",http://www.shineyoureye.org/media_root/images/dickson_1.jpg,http://bayelsa.gov.ng/portal/images/gov/Gov__1_flag.jpg,"
Henry Dickson was elected to the National Assembly's House of Representatives in 2007. In April 2011, he was elected for a second term; becoming the first person to achieve this feat in his constituency.

Dickson assumed his role as Governor of Bayelsa State on 14 February 2012. The Independent National Electoral Commission reported that Henry Dickson won over 90% of the votes.
","
Henry Dickson was born 28 January 1966 in Toru-Orua Town of Sagbama Local Government Area of Bayelsa State, Nigeria. Dickson would enroll in the Rivers State University of Science and Technology, Port Harcourt, to study Law in 1988; he would earn his LL.B in 1992. In 1993, he went on to earn his Bachelors in Law from the Nigerian Law School, and was also called to the Nigerian Bar shortly thereafter"
480,Male,1964-11-15,"","",Gabriel Suswam,"","","","","","","",http://www.shineyoureye.org/media_root/images/Gabriel-Suswam1.jpg,http://www.gongnews.net/wp-content/uploads/2014/06/Gabriel-Suswam1.jpg,"
On the People's Democratic Party (PDP) platform, Suswam was elected into the House of Representatives in 1999 by the Katsina-Ala/Ukum/Logo Federal Constituency. Overtime, He was appointed Chairman of the House Services Committee, and later Chairman, House Committee on FCT. He ran again, and was reelected in 2003. On 3 July 2003, he was appointed Chairman, House Committee on Appropriation, then in August, 2005 he was appointed Chairman, House Committee on Power.

In April 2007 he was elected Governor of Benue State. Suswam ran again in the 26 April 2011 elections on the PDP platform. He scored 590,776 votes, beating runner-up Professor Torkuma Ugba of the Action Congress of Nigeria (ACN), who got 499,319 votes.","
Gabriel Suswam was born on 15 November 1964 in Anyiin, Logo Local Government Area of Benue State. In 1986 he was admitted into the Law Faculty of the University of Lagos. He obtained an LL.B degree in 1989, and the BL Certificate from the Nigerian Law School, Lagos in 1990. He was called to the Bar that year. He worked for other law firms from 1990–1994, while continuing his studies. In 1994 he launched his own law firm."
481,Male,1966-09-02,"","",Kashim Shettima,"","","","","","","",http://www.shineyoureye.org/media_root/images/shettima.jpg,http://ynaija.com/lifestyle/wp-content/uploads/2014/06/shettima.jpg,"
In mid-2007, Shettima, a Nigerian agricultural economist was appointed Commissioner of the Borno State Ministry of Finance and Economic Development. Later he became Commissioner in the Ministries of Local Governments and Chieftaincy Affairs, Education, Agriculture and later Health under his predecessor Ali Modu Sheriff, as Borno Governor.

He was elected Governor of Borno State, Nigeria in the 26 April 2011 national elections, running on the All Nigeria People's Party (ANPP) platform (now part of the main opposition bloc, APC)","
Kashim Shettima was born on 2 September 1966 in Maiduguri, Borno State. He attended Government Community Secondary School, Biu (1978–1980) and then attended Government Science Secondary School Potiskum, Yobe State (1980-1983). He studied Agricultural Economics at the University of Maiduguri, graduating in 1989. For his National Youth Service he worked with the Nigerian Agricultural Cooperative Bank in Calabar (1989–1990). He then attended the University of Ibadan (1990-1991), gaining a Masters Degree in Agricultural Economics. From 1991 to 1993 he was a lecturer in Agricultural Economics at the University of Maiduguri.

Shettima worked with the Commercial Bank of Africa as an Agricultural Economist at its Ikeja Office, Lagos State (1993-1997). He then became a deputy manager, later manager, at the African International Bank Limited, Kaduna Branch (1997–2001), and was appointed Deputy Manager/Branch Head of the Zenith Bank's Maiduguri Office in 2001, becoming General Manager five years later."
482,Male,1961-07-10,"",Senator,Liyel Imoke,"","","","","","","",http://www.shineyoureye.org/media_root/images/liyel_Imoke.jpg,http://2.bp.blogspot.com/_u3lFqBksmrE/S6pTDLTBVRI/AAAAAAAAckw/wUXXUA94LZE/s400/liyel.jpg,"
In 1992, Liyel Imoke was elected a Senator of the Federal Republic of Nigeria at the age of 30 during the Ibrahim Babangida transition government. However, is term ended with the dissolution of the government in November 1993 by the military regime headed by General Sani Abacha.

In 1999, he was appointed a Special Adviser on Public Utilities by President Olusegun Obasanjo. He was Executive Chairman of the Special Board charged with winding down the Oil Minerals Producing Areas Development Commission. Likewise, he was Chairman of Technical Board of the National Electric Power Authority.

In July 2003, Liyel Imoke was appointed Federal Minister of Power and Steel, and for a while was also Federal Minister of Education. Imoke implemented reforms laid out in the Nigerian Power Sector Reform Act of 2005, leading to establishment of the Nigerian Energy Regulatory Commission (NERC), the Rural Electrification Agency (REA) and the unbundling of the National Electric Power Authority (NEPA).

In April 2007, Liyel Imoke successfully ran for governor of Cross River State on the People's Democratic Party (PDP) platform. He took office on 29 May 2007. The election was annulled by an Election Appeal Tribunal in July 2008. He was elected again in a re-run on 23 August 2008.","
Liyel Imoke is from Agbo Clan in Abi Local Government Area of Cross River State.[2] His father, Dr. Samuel Imoke was a medical doctor who became a cabinet minister and leader of Parliament in the former Eastern Region. Liyel Imoke was born on 10 July 1961 at Ibadan in the then Western Region of Nigeria.[1]

Liyel Imoke attended Mary Knoll College, Okuku, Ogoja and then the Federal Government College, Enugu (1973–1977) for his secondary education. He obtained a Bachelor’s degree in International Relations and Economics at the University of Maryland in the United States in 1982.

He then studied Law at the University of Buckingham, England, gaining an LLB degree in 1985, and then studied at the American University in Washington, D.C. where he gained a Master degree in Law. He completed his legal education at the Nigerian Law School, Lagos, in 1988.[1]

Liyel Imoke practiced law in Washington, D. C. and Lagos between 1982 and 1992. He was principal partner of Liyel Imoke and Co., Lagos."
