id,twitter,facebook,facebook_id,youtube_id,twitter_id,youtube,instagram,instagram_id
R000575,RepMikeRogersAL,CongressmanMikeDRogers,,UCH-WUWuY0_dlKwJDSqKTJsg,33977070,MikeRogersAL03,repmikerogersal,259435765
R000576,Call_Me_Dutch,DutchRupp,,UCk2S9iSHNpo1E1A7qZ0SPIw,305620929,ruppersberger,,
R000577,RepTimRyan,timryan,,UCjAFlYCheFKjGg_Pxc2VOFA,13491312,timryanvision,,
R000578,DaveReichert,repdavereichert,,UC_Qs1fzY8WlHv6wJ1x7Hotg,16102244,repdavereichert,repdavereichert,
R000580,PeterRoskam,PeterRoskam,,UCk8IZKV_RC1Wr-dh09kzVTw,20015903,RoskamIL06,,
R000582,DrPhilRoe,DrPhilRoe,,UC8muYurPSNO8x2Qqk40mVOA,52503751,drphilroe,drphilroe,
R000583,TomRooney,reptomrooney,,UCHuDkMfCK3kmCpso7LyI3zA,23970171,CongressmanRooney,,
R000584,SenatorRisch,,,UCncKW8xyT5UbPNO27YuQnBA,1096059529,SenatorJamesRisch,,
R000585,RepTomReed,RepTomReed,,UC-HFEKIHC7ydVUkxkZOLqTg,252819323,CongressmanTomReed,,
R000586,RepJimRenacci,repjimrenacci,,UCHTvP1X0dgUU1lrMub4hbLw,236916916,repjimrenacci,repjimrenacci,
R000587,RepRibble,CongressmanReidRibble,157169920997203,UCE8Uht2wM9gdVsfniJLeMLw,234053893,RepRibble,,
R000588,RepRichmond,RepRichmond,,UCsB66Dq8sCGwr5K3g1kqTrA,267854863,RepCedricRichmond,,
R000589,RepScottRigell,RepScottRigell,167851429918010,UCNAzcysiI-NGAezezWQccRA,221793778,RepScottRigell,,
R000591,RepMarthaRoby,Representative.Martha.Roby,,UCeAWQdcSTlwv2vDGz0TQOxQ,224294785,reproby,,
R000592,ToddRokita,RepToddRokita,,UCl_wYwGYw1AXiUoqNmwLxzA,17544524,reptoddrokita,RepToddRokita,
R000593,RepDennisRoss,dennis.ross.376,,UCSjZ4oRWi_sO-aGM9CUBOJQ,33655490,RepDennisRoss,,
R000595,SenRubioPress,SenatorMarcoRubio,,UCh8t7sV_DBKz4A-RkL9feyg,229966028,SenatorMarcoRubio,,
R000597,RepTomRice,reptomrice,,UCEmPVQphMGoXAfWJli68BEw,1058345042,RepTomRice,reptomrice,
R000598,KeithRothfus,keithrothfus,,UCPe5SCZKXEyUAMNUprj46Pg,1155212191,reprothfus,,
R000599,CongressmanRuiz,CongressmanRaulRuizMD,,UCSDk-cyNPCo1iy6rweSPmBw,1089859058,repraulruiz,,
R000600,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,3026622545,,,
R000601,RepRatcliffe,RepRatcliffe,,UCo37eRsRga4fUYijDa6j6oA,2847221717,,rep_ratcliffe,1679501092
R000602,RepKathleenRice,RepKathleenRice,,UCLYLmjrGtzzCFXMWPBxHAug,2970462034,,,
R000603,RepDavidRouzer,RepRouzer,,UCBvOxpqoGi1HlHjX9v_gHZw,834069080,,repdavidrouzer,
R000604,RepRussell,reprussell,,UC2z7ACZuDophcPphXdJfbZQ,2966758114,,,
R000605,SenatorRounds,SenatorMikeRounds,,UC-pvzimyBdpdkcIfsicrfrQ,2955485182,,,
R000606,repraskin,repraskin,,UChxDE6vho5BfBTOqiBsDmKg,806906355214852096,,repraskin,
R000607,RepRooney,RepRooney,,UC5dLBbrW1JwIGs9h248lk6g,816111677917851649,,RepFrancisRooney,
R000608,repjackyrosen,RepJackyRosen,,,818554054309715969,,,
R000609,RepRutherfordFL,RepRutherfordFL,,,828977216595849216,,,
S000018,RepMattSalmon,RepMattSalmon,149561218527414,UCDzGvCYeZMWvULdQIaWQung,1072382221,repmattsalmon,,
S000030,LorettaSanchez,LorettaSanchez,90966961167,UCsPNjUsu5AvCJnVrdW_XjwA,108376246,LorettaSanchezLive,,
S000033,SenSanders,senatorsanders,,UCD_DaKNac0Ta-2PeHuoQ1uA,29442313,senatorsanders,,
S000051,RepSanfordSC,RepSanfordSC,,UCS33edNAxXe2pyFbnUUcZWA,1499993378,RepSanfordSC,,
S000148,SenSchumer,senschumer,,UC-ABttxh8uQv_10qmwGaidw,17494010,SenatorSchumer,,
S000185,BobbyScott,RepBobbyScott,,UCdNNcpw8arCsUp55JwK_QAA,161791703,repbobbyscott,repbobbyscott,1173348983
S000244,JimPressOffice,RepSensenbrenner,,UCUNfNsc2CVsqivJ2wThQF6A,851621377,RepSensenbrenner,,
S000248,RepJoseSerrano,RepJoseSerrano,,,33563161,,repjoseserrano,1422526654
S000250,PeteSessions,petesessions,,UCDSBWdAlrCZq2W8P3wR_LCg,24735461,PeteSessions,,
S000320,SenShelby,RichardShelby,,UCyMzDCRZrmhr_OGDjVuAeJw,21111098,SenatorRichardShelby,,
S000344,BradSherman,63158229861,,UCPisrz6-SLwVy2l9Mcy8kug,30216513,shermanca27,,
S000364,RepShimkus,repshimkus,,UCVXSvuk-csQRKBI0oPzcEnw,15600527,repshimkus,,
S000480,LouiseSlaughter,RepLouiseSlaughter,,UCm9G5-ikIk62LgZxRnlB7fg,63169388,louiseslaughter,louisemslaughter,
S000510,RepAdamSmith,RepAdamSmith,,UCcrHso483LOfC6WwDnzAh-g,58928690,CongressmanAdamSmith,,
S000522,RepChrisSmith,RepChrisSmith,,UCtCNUDo3-I1gsd_03ppDfZg,1289319271,USRepChrisSmith,,
S000583,LamarSmithTX21,LamarSmithTX21,,UCc2q5flh9dSoyg4W9osGW8Q,15856366,lamarsmithtexas21,,
S000770,SenStabenow,SenatorStabenow,,UCFoDKCvxSwCUfDv-4Eg4K5A,76456274,senatorstabenow,,
S001141,SenatorSessions,jeffsessions,23444159584,UCd5Nv9gL89TCR03kD2SfaIQ,47975734,SenatorSessions,,
S001145,JanSchakowsky,janschakowsky,,UCuCHHPSENUEaaeH8n_CYDXQ,24195214,repschakowsky,,
S001148,CongMikeSimpson,96007744606,,UCNXe0rJJeULTAP_7oyQNw8g,76132891,CongMikeSimpson,,
S001150,RepAdamSchiff,RepAdamSchiff,,UCadiUi-KZoFk1K5ZDsluLcA,29501253,adamschiff,RepAdamSchiff,
S001154,RepBillShuster,Rep.Shuster,,UCEfLAXoX-pV3ETccADGOdXg,22527499,repshuster,,
S001156,RepLindaSanchez,CongresswomanLindaSanchez,,UCu1K6uHxjMgj2mvzM7O9-ow,312134473,LindaTSanchez,,
S001157,RepDavidScott,113303673339,,UCgf28zRkLSqAUiPuJhGdF0w,168673083,RepDavidScott,,
S001165,RepSires,81058818750,,UCfdEcWPNGoIxpYoTANF4PBA,18696134,RepSiresNJ13,,
S001168,RepSarbanes,RepSarbanes,,,364415553,,,
S001170,repsheaporter,repsheaporter,,,126171100,,,
S001172,RepAdrianSmith,,,UCIgn2z-hwxx_aeggnyhv54Q,296245061,RepAdrianSmith,,
S001175,RepSpeier,JackieSpeier,,UCevmyTb0HSO8irVaR2gYyoA,24913074,jackiespeierca12,jackiespeier,
S001176,SteveScalise,RepSteveScalise,,UCmYveHBVXVBRxl7GiCL-gjw,1209417007,RepSteveScalise,stevescalise,1210937919
S001177,,153423912663,,UC-fbzxBSiC98eAE2goaANVQ,,CongressmanSablan,kilili_sablan,
S001179,AaronSchock,RepAaronSchock,70882853544,UCp3CYd4lYy9QZbWTxEY_MoA,23951197,repaaronschock,,
S001180,RepSchrader,repschrader,,UCrWRXVaGJtcImc_kknuDsAw,20545793,repkurtschrader,,
S001181,SenatorShaheen,SenatorShaheen,,UCjLZAZMbDrybHyttdEC9LFA,109287731,senatorshaheen,senatorshaheen,
S001183,RepDavid,repdavidschweikert,,UCVvuNVzkOUp7p_Pzkc6Zuvw,229197216,RepDavidSchweikert,repdavid,181147397
S001184,SenatorTimScott,SenatorTimScott,,UCSfAsbG80CNInSKrtpKoL-w,217543151,SenatorTimScott,SenatorTimScott,
S001185,RepTerriSewell,RepSewell,,UCHkEHtfrfUWOFtbUFQTQH7Q,381152398,RepSewell,,
S001187,RepSteveStivers,116058275133542,,UCfZrE20pIcR-LeFUV7r2Ixw,211420609,RepSteveStivers,RepSteveStivers,
S001188,RepStutzman,CongressmanMarlinStutzman,109067049164902,UC2B2GD4YKasXj4a9Hmbsylw,211901075,repstutzman,,
S001189,AustinScottGA08,RepAustinScott,,UC5M7eKHKQStktMyjieiHYZQ,234797704,RepAustinScott,,
S001190,repschneider,CongressmanBradSchneider,,,1071840474,RepBradSchneider,repschneider,
S001191,RepSinema,CongresswomanSinema,,UC4NzhW7D4lQdukSGWmFnK9w,1080844782,repsinema,,
S001192,RepChrisStewart,RepChrisStewart,,UCKYqzTvmQVWys-WhrCkbyPw,1072008757,repchrisstewart,repChrisStewart,
S001193,RepSwalwell,CongressmanEricSwalwell,,UCKvwsFNGD4sDkE_9g-2ft0w,942156122,ericswalwell,repswalwell,338799200
S001194,SenBrianSchatz,SenBrianSchatz,,UC8-mSYp2WqBiB_5iwtwKfow,1262099252,senbrianschatz,,
S001195,RepJasonSmith,repjasonsmith,,UCzj9-27Lr4gcqopmZAobXXg,1623308912,RepJasonSmith,,
S001196,RepStefanik,RepEliseStefanik,,UCHvf42C8Vw6QnjwO2L2ukKA,2962813893,,,
S001197,SenSasse,SenatorSasse,,UCYaNGwcM2Dl5yDcDqS6xV2g,2962923040,,senatorsasse,1636974433
S001198,SenDanSullivan,SenDanSullivan,,UC7tXCm8gKlAhTFo2kuf5ylw,2891210047,,sen_dansullivan,1660873387
S001199,RepSmucker,RepSmucker,,UCs5iMvWy-oTHyf5HuwB7FCg,41417564,,,
S001200,RepDarrenSoto,CongressmanDarrenSoto,,,818713465653051392,repdarrensoto,,
S001201,RepTomSuozzi,RepTomSuozzi,,,816705409486618624,,,
S001202,SenatorStrange,SenatorLutherStrange,,,829794295355940866,,,
T000193,BennieGThompson,CongressmanBennieGThompson,,UCzt2pBxh0dI24kYrWretXRw,82453460,RepBennieThompson,benniegthompson,347410575
T000238,MacTXPress,repmacthornberry,,UCIfCqubtIZnQDwDS8YNmL2A,377534571,RepMacThornberry,,
T000250,SenJohnThune,,,UCRu6lpRfxhkDGUrKDgQNZYQ,296361085,johnthune,senjohnthune,
T000460,RepThompson,RepMikeThompson,,UC6pGbtqHZYZmScFGSz5bbdg,303861808,CongressmanMThompson,,
T000461,SenToomey,senatortoomey,,UCDUM4FFU1p-_YuHqmBglyXw,221162525,sentoomey,,
T000462,pattiberi,RepPatTiberi,,UCr9reyLip23im9SVDJ9IGAg,912608010,PatTiberi,pattiberi,1213878120
T000463,RepMikeTurner,RepMikeTurner,,UC-6Ss-aZ3OPisf9GdVGtN8g,51228911,CongressmanTurner,repmiketurner,
T000464,SenatorTester,senatortester,,UCgXAF-CON1coZFMxQkfj0fg,515822213,senatorjontester,,
T000465,NikiInTheHouse,RepTsongas,,UCVyHRbyMpIF3_Xfl4LzumCA,242892689,RepTsongas,,
T000467,CongressmanGT,CongressmanGT,,UCNWX7lbWWvnNdzVMFI9DRiQ,18967498,CongressmanGT,congressman_gt,
T000468,RepDinaTitus,CongresswomanTitus,,UC_US4jNqECuMSNrB7yVCbbw,122174004,CongresswomanTitus,dinatitusnv,1110185253
T000469,RepPaulTonko,reppaultonko,,UC3P2SGFmmuCYRsjeso0hOQQ,84119348,reppaultonko,reppaultonko,
T000470,RepTipton,CongressmanScottTipton,,UCh9ssh1dvzpr1HOWaFm8rcg,242873057,RepScottTipton,repscotttipton,
T000472,RepMarkTakano,RepMarkTakano,,UCJg4F1irmSFeKoXZBaZbX2w,1037321378,RepMarkTakano,repmarktakano,
T000473,RepMarkTakai,repmarktakai,,,2975350155,,repmarktakai,1664061527
T000474,NormaJTorres,RepNormaTorres,,UCvWY4qKP6--o3pIJY7hhKDg,236279233,,,
T000475,repdavetrott,RepDaveTrott,,UCkIE7mLSCRV6QidM2fuil4w,2869746172,,,
T000476,senthomtillis,SenatorThomTillis,,UCUD9VGV4SSGWjGdbn37Ea2w,2964174789,,senthomtillis,
T000477,RepScottTaylor,RepScottTaylor,,UCL_UCG7VqJRfneFTwg8UVmg,837722935095930883,,,
T000478,RepTenney,RepClaudiaTenney,,,797201048490430465,,repclaudiatenney,
U000031,RepFredUpton,RepFredUpton,,UCsN16IzEo4ViZNEMgeCrQ7w,124224165,RepFredUpton,,
U000039,SenatorTomUdall,senatortomudall,,UCADpIVS6bxOcr-uWnJCC9pQ,60828944,senatortomudall,,
V000081,NydiaVelazquez,8037068318,,UCqMKPkKeeHFOOiZ9vxhXGVg,164369297,nydiavelazquez,,
V000108,RepVisclosky,repvisclosky,,UC9njNo6tTComo9Kn7imz7Mg,193872188,PeteVisclosky1,,
V000127,,,,UCUZnGspUWNGGbK3FTdrciLA,,SenatorVitter,,
V000128,ChrisVanHollen,chrisvanhollen,,UCkpfJWu1N9Okd6PE_NidtBQ,18137749,RepChrisVanHollen,chrisvanhollen,268595235
V000129,RepDavidValadao,CongressmanDavidValadao,,UCWqOVVxQd6IV4mfYMi95LqA,1128514404,congressmanvaladao,,
V000130,RepJuanVargas,RepJuanVargas,,UCpMthf8y7bEMJH_td0dznRQ,1260172386,RepJuanVargas,,
V000131,RepVeasey,CongressmanMarcVeasey,,UC2CRp1KF5uljZyhDRPR-72Q,1074129612,marcveasey,repveasey,676925345
V000132,RepFilemonVela,USCongressmanFilemonVela,,,1083448909,RepFilemonVela,,
W000187,MaxineWaters,MaxineWaters,,UCOQ2js1VYFlo74n7Ns8WsLQ,36686040,MaxineWaters,repmaxinewaters,
W000413,RepEdWhitfield,RepEdWhitfield,91115765425,UCnt-VKq7FFzt3EWoo6mhDoA,234906311,WhitfieldKY01,,
W000437,SenatorWicker,SenatorWicker,,UCIlKHiTjSkcQP_knBcXHWSg,264219447,SenatorWicker,senatorwicker,367948073
W000779,RonWyden,,,UCsd3UEaoLoqX60P88BdpGGw,250188760,senronwyden,wydenpress,9443881
W000791,RepGregWalden,repgregwalden,,UCyaDp6ANSM9tvW7Y3LT_4KQ,32010840,RepGregWalden,repgregwalden,382962594
W000795,RepJoeWilson,JoeWilson,,UC3aR1B8m7Z1uycO65yDnpCg,254082173,RepJoeWilson,repjoewilson,519685522
W000796,RepWestmoreland,71389451419,71389451419,UCofsQVHgAUcxNoV5RP6XyYg,137407124,RepLynnWestmoreland,,
W000797,RepDWStweets,RepDWS,,UCfHQiJVvMlYbVAxrMSLdO4w,1140648348,RepWassermanSchultz,RepDWSTweets,
W000798,RepWalberg,RepWalberg,,UChpf3_3Wn8f3qSJbsYXrhvg,237862972,RepWalberg,repwalberg,
W000799,RepTimWalz,,,UCAaYwb6XgcSVZ-5s3ei2g6g,1262814457,1529tjw,,
W000800,PeterWelch,PeterWelch,,UC0YfApJx6qNaAQ-ir93U8xA,1410590874,reppeterwelch,reppeterwelch,1559860900
W000802,SenWhitehouse,SenatorWhitehouse,,UCnG0N70SNBkNqvIMLodPTIA,242555999,SenatorWhitehouse,SenWhitehouse,
W000804,RobWittman,RepRobWittman,,UCIqIb-OaTbkIdU426eYIdPg,15356407,RobWittman,reprobwittman,
W000805,MarkWarner,MarkRWarner,,UCwyivNlEGf4sGd1oDLfY5jw,7429102,SenatorMarkWarner,senatorwarner,515327940
W000806,RepWebster,RepWebster,,UCCoX4VdU7U11eGEA0lbRtLw,281540744,repdanwebster,,
W000808,RepWilson,RepWilson,,UCP5QBhng_lHv-vJgE_h7lpA,234014087,repfredericawilson,,
W000809,Rep_SteveWomack,RepSteveWomack,,UCXJbUDLYX-wGIhRuN66hqZw,234469322,CongressmanWomack,,
W000810,RepRobWoodall,RepRobWoodall,,UC7MSlu8zV6Mf8wYzek2Cb-w,2382685057,RobWoodallGA07,reprobwoodall,
W000812,RepAnnWagner,RepAnnWagner,,UCy2v2DXXvQnbRc8Zx77Dnsg,1051446626,,,
W000813,RepWalorski,RepJackieWalorski,,UC8fsSDjVJ_VnCF3ccx3Lkng,1065995022,repwalorski,jackiewalorski,
W000814,TXRandy14,TXRandy14,,UCJSZRrAcd5i1bHLjR66PZdg,1058051748,TXRandy14,,
W000815,RepBradWenstrup,RepBradWenstrup,,UCaK7SeUvmHdHTMtF3HXb-jA,518644221,repbradwenstrup,repbradwenstrup,305496379
W000816,RepRWilliams,RepRogerWilliams,,UCBtfmMMQarjtLB9U_pWMOhw,1077446982,,,
W000817,SenWarren,senatorelizabethwarren,,UCTH9zV8Imw09J5bOoTR18_A,970207298,senelizabethwarren,,
W000819,RepMarkWalker,RepMarkWalker,,UC2w0KJe43jr0Hlhi6J5smhg,2966205003,,repmarkwalker,1638422078
W000820,RepMimiWalters,RepMimiWalters,,UCyFubcwlZVLVLg-T-2PuooQ,47798449,,rep_mimiwalters,301820337
W000821,RepWesterman,RepWesterman,,UCNshPbmupCwP5a7Hi79jETQ,2852998461,,,
W000822,RepBonnie,RepBonnie,,UCrxEaX0VKZKwg3930du2D5A,2968451607,,repbonnie,
Y000033,RepDonYoung,RepDonYoung,,UCg5ZIR5-82EbJiNeI1bqT-A,37007274,RepDonYoung,,
Y000062,RepJohnYarmuth,214258646163,,UCy5KW4yrEfEiyZRX45Eoxkg,384913290,RepJohnYarmuth,,
Y000063,RepKevinYoder,CongressmanKevinYoder,,UCCeYmn4A8kZEHCcAfeUW9lQ,252819642,RepYoder,repkevinyoder,
Y000064,SenToddYoung,SenatorToddYoung,,UCuknj4PGn91gHDNAfboZEgQ,234128524,RepToddYoung,sentoddyoung,
Y000065,RepTedYoho,CongressmanTedYoho,,UCGmDQgEgP2Z0NjavmnS9Hwg,1071900114,RepTedYoho,,
Y000066,RepDavidYoung,RepDavidYoung,,UCD2SzM1kn4iZfHccN4bocQA,314205957,,repdavidyoung,
Z000017,RepLeeZeldin,RepLeeZeldin,,UCHzZuesCPDka2NhZO8icqzA,2750127259,,,
Z000018,RepRyanZinke,CongressmanRyanZinke,,,2953494478,,,
