id,name__it,name__fr,name__en,name__de,name,wikipedia__it,image,gender,birth_date,given_name,identifier__italian_cod,original_wikiname,wikipedia__itwikiquote,identifier__VIAF,identifier__SBN_it,name__nb,name__da,name__nn,name__sv,name__nl,family_name,name__pl,name__es,name__hu,wikipedia__en,wikipedia__fr,wikipedia__pl,identifier__freebase,identifier__openpolis,wikipedia__commons,name__ro,wikipedia__ro,identifier__EuroparlMEP,name__la,wikipedia__de,wikipedia__la,identifier__ISNI,identifier__LCAuth,identifier__BNF,identifier__SUDOC,name__eo,name__fi,website,twitter,facebook,name__ar,wikipedia__ar,name__scn,wikipedia__scn,name__ca,name__cs,name__et,name__hr,name__lt,name__pt,name__sk,name__sl,wikipedia__nl,name__ru,name__fa,name__el,wikipedia__ca,wikipedia__es,wikipedia__fa,wikipedia__ru,identifier__GND,instagram,name__lmo,wikipedia__lmo,identifier__IMDB,name__uk,wikipedia__eo,wikipedia__uk,identifier__GTAA,wikipedia__pt,name__vec,wikipedia__vec,name__oc,name__tw,name__cy,name__ga,name__eu,name__az,name__id,name__eml,name__pms,name__de_ch,name__en_ca,name__en_gb,name__ext,name__is,name__lb,name__pt_br,name__sq,name__sco,name__co,name__an,name__io,name__ay,name__gl,name__ie,name__nds_nl,name__tr,name__tl,name__lij,name__nap,name__rm,name__pcd,name__mwl,name__wa,name__ast,name__lad,name__fy,name__fo,name__gsw,name__roa_tara,name__cbk_zam,name__sc,name__diq,name__war,name__br,name__lv,name__ja,name__ko,name__zh,wikipedia__als,wikipedia__an,wikipedia__ast,wikipedia__ay,wikipedia__az,wikipedia__br,wikipedia__cbk_zam,wikipedia__co,wikipedia__cy,wikipedia__diq,wikipedia__eml,wikipedia__eu,wikipedia__ext,wikipedia__fi,wikipedia__fo,wikipedia__fy,wikipedia__ga,wikipedia__gl,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__ja,wikipedia__ko,wikipedia__lad,wikipedia__lb,wikipedia__lij,wikipedia__lv,wikipedia__mwl,wikipedia__nap,wikipedia__nds_nl,wikipedia__no,wikipedia__oc,wikipedia__pcd,wikipedia__pms,wikipedia__roa_tara,wikipedia__sco,wikipedia__sc,wikipedia__sq,wikipedia__sv,wikipedia__tl,wikipedia__tr,wikipedia__tw,wikipedia__war,wikipedia__wa,wikipedia__zh,wikipedia__da,wikipedia__sl,identifier__Munzinger,wikipedia__el,identifier__BNE,identifier__NTA,identifier__BAV,identifier__NUKAT,name__be,name__he,name__ml,name__mr,name__vi,name__bg,name__nds,name__sr,name__lo,name__sh,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__et,wikipedia__he,wikipedia__hu,wikipedia__itwikinews,wikipedia__lo,wikipedia__lt,wikipedia__ml,wikipedia__mr,wikipedia__nds,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__vi,identifier__NLA,identifier__NKC,identifier__CANTIC,identifier__parlement,identifier__FAST,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__hy,wikipedia__hy,name__ckb,name__ka,name__nan,wikipedia__ckb,wikipedia__enwikiquote,wikipedia__ka,wikipedia__zh_min_nan,identifier__Britannica,name__mk,wikipedia__mk,wikipedia__nn,name__be_tarask,wikipedia__be_x_old,wikipedia__cawikiquote,wikipedia__fiwikiquote,wikipedia__frwikiquote,wikipedia__ptwikiquote,wikipedia__slwikiquote,identifier__AlloCine,identifier__allmovie,wikipedia__itwikisource,wikipedia__dewikiquote,wikipedia__hr,identifier__NLAtrove,name__af,name__bs,name__ceb,wikipedia__cswikiquote,identifier__youtube,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__treccani,wikipedia__frwikinews,name__ia,name__nov,name__mt,name__vro,wikipedia__fiu_vro,wikipedia__ia,wikipedia__mt,wikipedia__nov,electoral_district,identifier__dialnet,identifier__NLI,identifier__google_plus,death_date,identifier__PACE,email,linkedin,identifier__britishmuseum,identifier__google_knowledge,name__bar,name__de_at,name__egl,name__frp,name__fur,name__gd,name__kg,name__li,name__mg,name__min,name__ms,name__nrm,name__sr_el,name__sw,name__vls,name__vo,name__wo,name__zu,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__vmf,occupation,identifier__GNC,identifier__flickr,name__ace,name__jv,name__su,wikipedia__bewikiquote,wikipedia__th,name__th,name__hsb,name__dsb,name__pfl,name__frr,name__xmf,wikipedia__xmf,identifier__quora,wikipedia__azb,name__azb,name__or,wikipedia__my,name__my,name__tt,identifier__ioc_athlete,wikipedia__bn,wikipedia__ukwikiquote,name__bn,identifier__PTBNP,identifier__BIBSYS,wikipedia__am,name__am,identifier__NDL,identifier__NLP,name__als,identifier__bigenc_ru,wikipedia__li,wikipedia__uz,wikipedia__jv,name__uz,name__lfn,wikipedia__af,identifier__NSK,noble_title,identifier__CONOR,name__ur
Q50772312,Andrea Ferrazzi,,Andrea Ferrazzi,,Andrea Ferrazzi,Andrea Ferrazzi,https://upload.wikimedia.org/wikipedia/commons/a/ae/Andrea_Ferrazzi_datisenato_2018.jpg,male,1969-08-16,Andrea,,Andrea Ferrazzi,,,,,,,,Andrea Ferrazzi,Ferrazzi,,,,,,,,,Category:Andrea Ferrazzi,,,,,,,,,,,,,http://www.senato.it/leg/18/BGT/Schede/Attsen/00032632.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q517161,Claudio Fava,Claudio Fava,Claudio Fava,Claudio Fava,Claudio Fava,Claudio Fava,https://upload.wikimedia.org/wikipedia/commons/3/33/Claudio_Fava_daticamera.jpg,male,1957-04-15,Claudio,,Claudio Fava,Claudio Fava,90291194,IT\ICCU\RAVV\060696,Claudio Fava,Claudio Fava,Claudio Fava,Claudio Fava,Claudio Fava,Fava,Claudio Fava,Claudio Fava,Claudio Fava,Claudio Fava,Claudio Fava,Claudio Fava,/m/05xy9n,26,Category:Giovanni Claudio Fava,Giovanni Claudio Fava,Giovanni Claudio Fava,4469,,Claudio Fava,,0000 0000 8399 4901,n91128294,12256680d,03133122X,,,http://www.claudiofava.it,claudiofava1,Claudio-Fava-35456134277,,,Claudiu Fava,Claudiu Fava,,,,,,,,Claudio Fava,,,,,,,,,138305803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX4839456,074768794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67233,p22869,,,,,,,,,,189550,,100935,,,,,,,,,,,,,,,,3176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q52419705,Elisa Siragusa,,Elisa Siragusa,,Elisa Siragusa,Elisa Siragusa,"https://upload.wikimedia.org/wikipedia/commons/9/98/Elisa_Siragusa,_Deputata_della_Repubblica_Italiana_eletta_nella_ripartizione_Estero_Europa_per_il_Movimento_5_Stelle_2018.png",female,1986-07-17,Elisa,,Elisa Siragusa,,,,,,,,Elisa Siragusa,,,,,,,,,,,,,,,,,,,,,,,http://www.camera.it/leg18/29?tipoAttivita=&tipoVisAtt=&shadow_deputato=307153&lettera=&idLegislatura=18&tipoPersona=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q535055,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,https://upload.wikimedia.org/wikipedia/commons/4/42/Angelino_Alfano_daticamera.jpg,male,1970-10-31,Angelino,300431,Angelino Alfano,Angelino Alfano,227756417,IT\ICCU\CFIV\243351,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,/m/0bmdt8,167,Category:Angelino Alfano,Angelino Alfano,,,Angelinus Alfano,Angelino Alfano,Angelinus Alfano,0000 0003 6363 0328,no2012006880,,,Angelino Alfano,Angelino Alfano,http://www.angelinoalfano.it/,angealfa,angelinoalfano.it,,,Ncilinu Alfanu,Ncilinu Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,"Альфано, Анджелино",آنجلینو آلفانو,Αντζελίνο Αλφάνο,,Angelino Alfano,آنجلینو آلفانو,"Альфано, Анджелино",1019561912,,Angelino Alfano,Angelino Alfano,,Анджеліно Альфано,Angelino Alfano,Анджеліно Альфано,229004,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,,Angelino Alfano,Angelino Alfano,Angelino Alfano,,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,,Angelino Alfano,Angelino Alfano,,,,Angelino Alfano,,,Angelino Alfano,,Angelino Alfano,Angelino Alfano,,アンジェリーノ・アルファノ,,安傑利諾·阿爾法諾,,,,,,,,,,,,,,,,,,,,,,,アンジェリーノ・アルファノ,,,,,,,,,,,,,,,,,,,Angelino Alfano,Angelino Alfano,,,安傑利諾·阿爾法諾,,,00000028935,Αντζελίνο Αλφάνο,,,,,,,,,Angelino Alfano,,Angelino Alfano,,,,,,Angelino Alfano,Angelino Alfano,,,Categoria:Angelino Alfano,,,,,,,,,Angelino Alfano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autore:Angelino Alfano,,,,Angelino Alfano,,Angelino Alfano,,,,,,,,Angelino Alfano,,,,,,,,,,,,,,,,,,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,Angelino Alfano,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5384798,Florian Kronbichler,Florian Kronbichler,Florian Kronbichler,Florian Kronbichler,Florian Kronbichler,Florian Kronbichler,https://upload.wikimedia.org/wikipedia/commons/a/a0/Florian_Kronbichler_daticamera.jpg,male,1951-07-17,Florian,306270,Florian Kronbichler,,40485404,,Florian Kronbichler,Florian Kronbichler,Florian Kronbichler,Florian Kronbichler,Florian Kronbichler,,,Florian Kronbichler,Florian Kronbichler,,Florian Kronbichler,,,687748,Category:Florian Kronbichler,,,,,Florian Kronbichler,,0000 0000 2120 832X,,,109577701,,,http://www.camera.it/leg17/29?shadow_deputato=306270&idLegislatura=17,,,,,,,,,,,,,,Florian Kronbichler,,,,,,,,,13051764X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,screenwriter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q540403,Edoardo Nesi,Edoardo Nesi,Edoardo Nesi,Edoardo Nesi,Edoardo Nesi,Edoardo Nesi,"https://upload.wikimedia.org/wikipedia/commons/1/1b/Edoardo_nesi,_biblioteca_lazzeriniana_di_prato,_marzo_2012,_01.JPG",male,1964-11-09,Edoardo,306183,Edoardo Nesi,Edoardo Nesi,34621864,IT\ICCU\RAVV\043752,Edoardo Nesi,Edoardo Nesi,Edoardo Nesi,Edoardo Nesi,Edoardo Nesi,Nesi,Edoardo Nesi,Edoardo Nesi,,,Edoardo Nesi,Edoardo Nesi,,497764,Category:Edoardo Nesi,Edoardo Nesi,,,Eduardus Nesi,,Eduardus Nesi,0000 0000 7837 3828,,13547176g,050795015,,Edoardo Nesi,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=306183&idLegislatura=17,,,,,,,Edoardo Nesi,Edoardo Nesi,,,,Edoardo Nesi,Edoardo Nesi,Edoardo Nesi,,,,,,,,,,,,,,,,,228998,,,,Edoardo Nesi,,,,Edoardo Nesi,,Edoardo Nesi,,,Edoardo Nesi,Edoardo Nesi,Edoardo Nesi,,,,Edoardo Nesi,,Edoardo Nesi,,,,,Edoardo Nesi,,,,Edoardo Nesi,,,,,,,,,,,,,,,,Edoardo Nesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX5200762,139885803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edoardo Nesi,,,,,,,,,,,,,,,,,,,,,,,,,,,Edoardo Nesi,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96613219,
Q5488784,Paola Carinelli,Paola Carinelli,Paola Carinelli,Paola Carinelli,Paola Carinelli,Paola Carinelli,https://upload.wikimedia.org/wikipedia/commons/b/bb/Paola_Carinelli_daticamera.jpg,female,1980-04-01,Paola,306222,Paola Carinelli,,,,Paola Carinelli,Paola Carinelli,Paola Carinelli,Paola Carinelli,Paola Carinelli,,,,,,,,,686328,Category:Paola Carinelli,,,,,,,,,,,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=306222&idLegislatura=17,berenice0104,paola.carinelli,,,,,,,,,,,,Paola Carinelli,,"Каринелли, Паола",,,,,,"Каринелли, Паола",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q551188,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,https://upload.wikimedia.org/wikipedia/commons/2/29/Rocco_Buttiglione.jpg,male,1948-06-06,Rocco,35640,Rocco Buttiglione,Rocco Buttiglione,54954378,IT\ICCU\CFIV\014963,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,/m/0432rh,1503,Category:Rocco Buttiglione,Rocco Buttiglione,,4407,Rochus Buttiglione,Rocco Buttiglione,,0000 0001 1507 1037,n78075983,12015877n,028293738,,Rocco Buttiglione,,,,,,,,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,Rocco Buttiglione,"Буттильоне, Рокко",,,Rocco Buttiglione,Rocco Buttiglione,,"Буттильоне, Рокко",119273039,,,,,,,,87853,Rocco Buttiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ロッコ・ブッティリオーネ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rocco Buttiglione,,,,,,,,Rocco Buttiglione,,,,,,,,Rocco Buttiglione,00000021846,,XX870220,072351640,ADV10012440,n94004869,,,,,,,,,,,,,,,,,,,,,,,Rocco Buttiglione,,,,,,,35889922,jn19990001251,,vgu719bwyhmb,27291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rocco Buttiglione,Rocco Buttiglione,1133295,,,,,,,,,,,,,,,,,,,,607106,000026977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,245787,5044261,,,,,,,,,,,,,,,185285731,
Q5561197,Michele Nicoletti,Michele Nicoletti,Michele Nicoletti,Michele Nicoletti,Michele Nicoletti,Michele Nicoletti,https://upload.wikimedia.org/wikipedia/commons/a/af/Michele_Nicoletti_-_Trento_2013.JPG,male,1956-11-19,Michele,305590,Michele Nicoletti,,16371532,,Michele Nicoletti,Michele Nicoletti,Michele Nicoletti,Michele Nicoletti,Michele Nicoletti,,,Michele Nicoletti,Michele Nicoletti,Michele Nicoletti,Michele Nicoletti,,,687239,Category:Michele Nicoletti,,,,,Michele Nicoletti,,0000 0001 1599 9302,,129531857,075990903,,,,,,,,,,,,,,,,,Michele Nicoletti,,,,,,,,,13687388X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5853391,Albrecht Plangger,Albrecht Plangger,Albrecht Plangger,Albrecht Plangger,Albrecht Plangger,Albrecht Plangger,https://upload.wikimedia.org/wikipedia/commons/2/24/Albrecht_Plangger_daticamera.jpg,male,1960-03-21,Albrecht,305578,Albrecht Plangger,,,,Albrecht Plangger,Albrecht Plangger,Albrecht Plangger,Albrecht Plangger,,,,,,,,,,29101,Category:Albrecht Plangger,,,,,Albrecht Plangger,,,,,,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=305578&idLegislatura=17,,,,,,,,,,,,,,Albrecht Plangger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q597654,Luigi Cesaro,Luigi Cesaro,Luigi Cesaro,Luigi Cesaro,Luigi Cesaro,Luigi Cesaro,https://upload.wikimedia.org/wikipedia/commons/8/8c/Luigi_Cesaro_daticamera.jpg,male,1952-02-19,Luigi,50442,Luigi Cesaro,,,,Luigi Cesaro,Luigi Cesaro,Luigi Cesaro,Luigi Cesaro,Luigi Cesaro,Cesaro,Luigi Cesaro,,,,,Luigi Cesaro,,291,Category:Luigi Cesaro,Luigi Cesaro,Luigi Cesaro,4563,,,,,,,,,,,,,,,,,,,,,,,,Luigi Cesaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q603390,Antonio Martino,Antonio Martino,Antonio Martino,Antonio Martino,Antonio Martino,Antonio Martino,https://upload.wikimedia.org/wikipedia/commons/e/ec/Antonio_Martino.jpg,male,1942-12-22,Antonio,37470,Antonio Martino,Antonio Martino,93750693,IT\ICCU\CFIV\224506,Antonio Martino,Antonio Martino,Antonio Martino,Antonio Martino,Antonio Martino,Martino,Antonio Martino,Antonio Martino,Antonio Martino,Antonio Martino,Antonio Martino,Antonio Martino,/m/08nblx,546,Category:Antonio Martino,Antonio Martino,,,,Antonio Martino,,0000 0000 7696 0324,n88631996,,,,Antonio Martino,,,,,,,,Antonio Martino,Antonio Martino,,,,Antonio Martino,Antonio Martino,Antonio Martino,Antonio Martino,"Мартино, Антонио",آنتونیو مارتینو,,,,آنتونیو مارتینو,"Мартино, Антонио",170332780,,,,,Антоніо Мартіно,,Антоніо Мартіно,,,,,Antonio Martino,,,,Antonio Martino,,Antonio Martino,,,Antonio Martino,Antonio Martino,Antonio Martino,,,,Antonio Martino,,Antonio Martino,,,,,Antonio Martino,,,Antonio Martino,Antonio Martino,,,,,,,,,,,,,,,,Antonio Martino,,,,,安東尼奧·馬爾提諾,,,,,,,,,,,,,,,,,,,Antonio Martino,,,,,,,,,,,,,,,,,,,,,,,Antonio Martino,,,,,Antonio Martino,Antonio Martino,00000021093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,挪威755國道,,挪威755国道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Martino,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Martino,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6403136,Rudi Marguerettaz,Rudi Marguerettaz,Rudi Marguerettaz,Rudi Marguerettaz,Rudi Marguerettaz,Rudi Marguerettaz,https://upload.wikimedia.org/wikipedia/commons/8/8c/Rudi_Marguerettaz.jpg,male,1957-03-14,Rudi,306018,Rudi Marguerettaz,,,,Rudi Marguerettaz,Rudi Marguerettaz,Rudi Marguerettaz,Rudi Marguerettaz,,,,,,,Rudi Marguerettaz,,,687445,Category:Rudi Marguerettaz,,,,,,,,,,,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=306018&idLegislatura=17,,,,,,,,,,,,,,Rudi Marguerettaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catégorie:Rudi Marguerettaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6444641,Renate Gebhard,Renate Gebhard,Renate Gebhard,Renate Gebhard,Renate Gebhard,Renate Gebhard,https://upload.wikimedia.org/wikipedia/commons/9/90/Renate_Gebhard_daticamera.jpg,female,1977-05-02,Renate,305580,Renate Gebhard,,,,Renate Gebhard,Renate Gebhard,Renate Gebhard,Renate Gebhard,Renate Gebhard,,,,,,,,,29025,Category:Renate Gebhard,,,,,Renate Gebhard,,,,,,,,http://www.camera.it/leg17/29?shadow_deputato=305580&idLegislatura=17,,renate.gebhard.963,,,,,,,,,,,,Renate Gebhard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6444890,Daniel Alfreider,Daniel Alfreider,Daniel Alfreider,Daniel Alfreider,Daniel Alfreider,Daniel Alfreider,https://upload.wikimedia.org/wikipedia/commons/b/b0/Daniel_Alfreider_daticamera.jpg,male,1981-04-04,Daniel,305582,Daniel Alfreider,,,,Daniel Alfreider,Daniel Alfreider,Daniel Alfreider,Daniel Alfreider,Daniel Alfreider,,,,,,,,,508028,Category:Daniel Alfreider,,,,,Daniel Alfreider,,,,,,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=305582&idLegislatura=17,,,,,,,,,,,,,,Daniel Alfreider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
