end_date,election_list,id,birth_date,start_date,name,source,group,area,gender,term,email,area_id,image
"",PARTITO DEMOCRATICO,305634,1964-02-29,"",ZOGGIA Davide,http://www.camera.it/leg17/29?shadow_deputato=305634&idpersona=305634&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 1,male,17,ZOGGIA_D@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/634/original_d305634.jpg
2014-06-25,PARTITO DEMOCRATICO,305636,1973-06-24,"",MORETTI Alessandra,http://www.camera.it/leg17/29?shadow_deputato=305636&idpersona=305636&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 1,female,17,"",VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/636/original_d305636.jpg
"",PARTITO DEMOCRATICO,305638,1974-03-08,"",GINATO Federico,http://www.camera.it/leg17/29?shadow_deputato=305638&idpersona=305638&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 1,male,17,GINATO_F@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/638/original_d305638.jpg
"",PARTITO DEMOCRATICO,305640,1978-08-03,"",ZARDINI Diego,http://www.camera.it/leg17/29?shadow_deputato=305640&idpersona=305640&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 1,male,17,ZARDINI_D@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/640/original_d305640.jpg
"",PARTITO DEMOCRATICO,305642,1984-11-23,"",NARDUOLO Giulia,http://www.camera.it/leg17/29?shadow_deputato=305642&idpersona=305642&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 1,female,17,NARDUOLO_G@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/642/original_d305642.jpg
"",PARTITO DEMOCRATICO,305644,1975-04-05,"",CRIVELLARI Diego,http://www.camera.it/leg17/29?shadow_deputato=305644&idpersona=305644&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 1,male,17,CRIVELLARI_D@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/644/original_d305644.jpg
"",PARTITO DEMOCRATICO,305646,1965-12-27,"",D'ARIENZO Vincenzo,http://www.camera.it/leg17/29?shadow_deputato=305646&idpersona=305646&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 1,male,17,DARIENZO_V@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/646/original_d305646.jpg
"",PARTITO DEMOCRATICO,305648,1987-11-24,"",CRIMI' Filippo,http://www.camera.it/leg17/29?shadow_deputato=305648&idpersona=305648&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 1,male,17,CRIMI_FILIPPO@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/648/original_d305648.jpg
"",PARTITO DEMOCRATICO,305650,1975-09-12,"",ROTTA Alessia,http://www.camera.it/leg17/29?shadow_deputato=305650&idpersona=305650&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 1,female,17,ROTTA_A@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/650/original_d305650.jpg
"",PARTITO DEMOCRATICO,305652,1961-12-10,"",MOGNATO Michele,http://www.camera.it/leg17/29?shadow_deputato=305652&idpersona=305652&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 2,male,17,MOGNATO_M@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/652/original_d305652.jpg
"",PARTITO DEMOCRATICO,305654,1956-01-08,"",CASELLATO Floriana,http://www.camera.it/leg17/29?shadow_deputato=305654&idpersona=305654&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 2,female,17,CASELLATO_F@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/654/original_d305654.jpg
"",PARTITO DEMOCRATICO,305656,1973-03-14,"",DE MENECH Roger,http://www.camera.it/leg17/29?shadow_deputato=305656&idpersona=305656&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 2,male,17,DEMENECH_R@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/656/original_d305656.jpg
2013-06-11,PARTITO DEMOCRATICO,305658,1955-09-24,"",PASTORELLI Oreste,http://www.camera.it/leg17/29?shadow_deputato=305658&idpersona=305658&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,VENETO 2,male,17,PASTORELLI_O@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/658/original_d305658.jpg
"",PARTITO DEMOCRATICO,305658,1955-09-24,2013-06-11,PASTORELLI Oreste,http://www.camera.it/leg17/29?shadow_deputato=305658&idpersona=305658&idlegislatura=17,MISTO - PARTITO SOCIALISTA ITALIANO (PSI) - LIBERALI PER L'ITALIA (PLI),VENETO 2,male,17,PASTORELLI_O@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/658/original_d305658.jpg
"",PARTITO DEMOCRATICO,305660,1980-09-28,"",MORETTO Sara,http://www.camera.it/leg17/29?shadow_deputato=305660&idpersona=305660&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 2,female,17,MORETTO_S@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/660/original_d305660.jpg
2015-09-09,LEGA NORD,305662,1957-03-11,"",MARCOLIN Marco,http://www.camera.it/leg17/29?shadow_deputato=305662&idpersona=305662&idlegislatura=17,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI,VENETO 2,male,17,MARCOLIN_M@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/662/original_d305662.jpg
"",LEGA NORD,305662,1957-03-11,2015-09-09,MARCOLIN Marco,http://www.camera.it/leg17/29?shadow_deputato=305662&idpersona=305662&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,VENETO 2,male,17,MARCOLIN_M@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/662/original_d305662.jpg
2015-03-26,LEGA NORD,305664,1985-01-06,"",PRATAVIERA Emanuele,http://www.camera.it/leg17/29?shadow_deputato=305664&idpersona=305664&idlegislatura=17,LEGA NORD E AUTONOMIE,VENETO 2,male,17,PRATAVIERA_E@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/664/original_d305664.jpg
"",LEGA NORD,305664,1985-01-06,2015-03-26,PRATAVIERA Emanuele,http://www.camera.it/leg17/29?shadow_deputato=305664&idpersona=305664&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,VENETO 2,male,17,PRATAVIERA_E@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/664/original_d305664.jpg
"",SCELTA CIVICA CON MONTI PER L'ITALIA,305666,1973-08-12,"",ZANETTI Enrico,http://www.camera.it/leg17/29?shadow_deputato=305666&idpersona=305666&idlegislatura=17,SCELTA CIVICA PER L'ITALIA,VENETO 2,male,17,ZANETTI_E@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/666/original_d305666.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305668,1985-05-11,"",SPESSOTTO Arianna,http://www.camera.it/leg17/29?shadow_deputato=305668&idpersona=305668&idlegislatura=17,MOVIMENTO 5 STELLE,VENETO 2,female,17,SPESSOTTO_A@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/668/original_d305668.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305670,1975-05-30,"",DA VILLA Marco,http://www.camera.it/leg17/29?shadow_deputato=305670&idpersona=305670&idlegislatura=17,MOVIMENTO 5 STELLE,VENETO 2,male,17,DAVILLA_M@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/670/original_d305670.jpg
"",PARTITO DEMOCRATICO,305673,1954-02-07,"",MALISANI Gianna,http://www.camera.it/leg17/29?shadow_deputato=305673&idpersona=305673&idlegislatura=17,PARTITO DEMOCRATICO,FRIULI-VENEZIA GIULIA,female,17,MALISANI_G@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/673/original_d305673.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305674,1976-02-10,"",D'INCA' Federico,http://www.camera.it/leg17/29?shadow_deputato=305674&idpersona=305674&idlegislatura=17,MOVIMENTO 5 STELLE,VENETO 2,male,17,DINCA_F@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/674/original_d305674.jpg
"",PARTITO DEMOCRATICO,305677,1964-04-17,"",ZANIN Giorgio,http://www.camera.it/leg17/29?shadow_deputato=305677&idpersona=305677&idlegislatura=17,PARTITO DEMOCRATICO,FRIULI-VENEZIA GIULIA,male,17,ZANIN_G@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/677/original_d305677.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305678,1981-02-19,"",COZZOLINO Emanuele,http://www.camera.it/leg17/29?shadow_deputato=305678&idpersona=305678&idlegislatura=17,MOVIMENTO 5 STELLE,VENETO 2,male,17,COZZOLINO_E@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/678/original_d305678.jpg
"",PARTITO DEMOCRATICO,305680,1951-04-23,"",BRANDOLIN Giorgio,http://www.camera.it/leg17/29?shadow_deputato=305680&idpersona=305680&idlegislatura=17,PARTITO DEMOCRATICO,FRIULI-VENEZIA GIULIA,male,17,BRANDOLIN_G@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/680/original_d305680.jpg
"",PARTITO DEMOCRATICO,305682,1973-11-04,"",COPPOLA Paolo,http://www.camera.it/leg17/29?shadow_deputato=305682&idpersona=305682&idlegislatura=17,PARTITO DEMOCRATICO,FRIULI-VENEZIA GIULIA,male,17,COPPOLA_P@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/682/original_d305682.jpg
"",IL POPOLO DELLA LIBERTA',305684,1960-02-07,"",SAVINO Sandra,http://www.camera.it/leg17/29?shadow_deputato=305684&idpersona=305684&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,FRIULI-VENEZIA GIULIA,female,17,SAVINO_S@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/684/original_d305684.jpg
2013-12-10,SCELTA CIVICA CON MONTI PER L'ITALIA,305686,1952-09-22,"",GIGLI Gian Luigi,http://www.camera.it/leg17/29?shadow_deputato=305686&idpersona=305686&idlegislatura=17,SCELTA CIVICA PER L'ITALIA,FRIULI-VENEZIA GIULIA,male,17,GIGLI_G@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/686/original_d305686.jpg
"",SCELTA CIVICA CON MONTI PER L'ITALIA,305686,1952-09-22,2013-12-10,GIGLI Gian Luigi,http://www.camera.it/leg17/29?shadow_deputato=305686&idpersona=305686&idlegislatura=17,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO,FRIULI-VENEZIA GIULIA,male,17,GIGLI_G@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/686/original_d305686.jpg
2015-01-27,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305688,1975-06-27,"",RIZZETTO Walter,http://www.camera.it/leg17/29?shadow_deputato=305688&idpersona=305688&idlegislatura=17,MOVIMENTO 5 STELLE,FRIULI-VENEZIA GIULIA,male,17,RIZZETTO_W@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/688/original_d305688.jpg
2015-02-05,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305688,1975-06-27,2015-01-27,RIZZETTO Walter,http://www.camera.it/leg17/29?shadow_deputato=305688&idpersona=305688&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,FRIULI-VENEZIA GIULIA,male,17,RIZZETTO_W@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/688/original_d305688.jpg
2015-11-17,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305688,1975-06-27,2015-02-05,RIZZETTO Walter,http://www.camera.it/leg17/29?shadow_deputato=305688&idpersona=305688&idlegislatura=17,MISTO - ALTERNATIVA LIBERA-POSSIBILE,FRIULI-VENEZIA GIULIA,male,17,RIZZETTO_W@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/688/original_d305688.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305688,1975-06-27,2015-11-17,RIZZETTO Walter,http://www.camera.it/leg17/29?shadow_deputato=305688&idpersona=305688&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,FRIULI-VENEZIA GIULIA,male,17,RIZZETTO_W@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/688/original_d305688.jpg
2015-01-27,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305690,1973-05-02,"",PRODANI Aris,http://www.camera.it/leg17/29?shadow_deputato=305690&idpersona=305690&idlegislatura=17,MOVIMENTO 5 STELLE,FRIULI-VENEZIA GIULIA,male,17,PRODANI_A@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/690/original_d305690.jpg
2015-02-05,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305690,1973-05-02,2015-01-27,PRODANI Aris,http://www.camera.it/leg17/29?shadow_deputato=305690&idpersona=305690&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,FRIULI-VENEZIA GIULIA,male,17,PRODANI_A@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/690/original_d305690.jpg
2015-11-17,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305690,1973-05-02,2015-02-05,PRODANI Aris,http://www.camera.it/leg17/29?shadow_deputato=305690&idpersona=305690&idlegislatura=17,MISTO - ALTERNATIVA LIBERA-POSSIBILE,FRIULI-VENEZIA GIULIA,male,17,PRODANI_A@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/690/original_d305690.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305690,1973-05-02,2015-11-17,PRODANI Aris,http://www.camera.it/leg17/29?shadow_deputato=305690&idpersona=305690&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,FRIULI-VENEZIA GIULIA,male,17,PRODANI_A@CAMERA.IT,IX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/690/original_d305690.jpg
"",SCELTA CIVICA CON MONTI PER L'ITALIA,305692,1963-07-18,"",GALGANO Adriana,http://www.camera.it/leg17/29?shadow_deputato=305692&idpersona=305692&idlegislatura=17,SCELTA CIVICA PER L'ITALIA,UMBRIA,female,17,GALGANO_A@CAMERA.IT,XIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/692/original_d305692.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305694,1976-02-04,"",CIPRINI Tiziana,http://www.camera.it/leg17/29?shadow_deputato=305694&idpersona=305694&idlegislatura=17,MOVIMENTO 5 STELLE,UMBRIA,female,17,CIPRINI_T@CAMERA.IT,XIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/694/original_d305694.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305696,1979-10-11,"",GALLINELLA Filippo,http://www.camera.it/leg17/29?shadow_deputato=305696&idpersona=305696&idlegislatura=17,MOVIMENTO 5 STELLE,UMBRIA,male,17,GALLINELLA_F@CAMERA.IT,XIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/696/original_d305696.jpg
"",PARTITO DEMOCRATICO,305698,1966-10-05,"",DE MARIA Andrea,http://www.camera.it/leg17/29?shadow_deputato=305698&idpersona=305698&idlegislatura=17,PARTITO DEMOCRATICO,EMILIA-ROMAGNA,male,17,DEMARIA_A@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/698/original_d305698.jpg
"",PARTITO DEMOCRATICO,305701,1968-12-17,"",GIULIETTI Giampiero,http://www.camera.it/leg17/29?shadow_deputato=305701&idpersona=305701&idlegislatura=17,PARTITO DEMOCRATICO,UMBRIA,male,17,GIULIETTI_GIAMPIERO@CAMERA.IT,XIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/701/original_d305701.jpg
"",PARTITO DEMOCRATICO,305702,1960-07-07,"",INCERTI Antonella,http://www.camera.it/leg17/29?shadow_deputato=305702&idpersona=305702&idlegislatura=17,PARTITO DEMOCRATICO,EMILIA-ROMAGNA,female,17,INCERTI_A@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/702/original_d305702.jpg
"",PARTITO DEMOCRATICO,305704,1987-10-17,"",ASCANI Anna,http://www.camera.it/leg17/29?shadow_deputato=305704&idpersona=305704&idlegislatura=17,PARTITO DEMOCRATICO,UMBRIA,female,17,ASCANI_A@CAMERA.IT,XIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/704/original_d305704.jpg
2015-11-06,PARTITO DEMOCRATICO,305706,1950-12-07,"",GALLI Carlo,http://www.camera.it/leg17/29?shadow_deputato=305706&idpersona=305706&idlegislatura=17,PARTITO DEMOCRATICO,EMILIA-ROMAGNA,male,17,GALLI_CARLO@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/706/original_d305706.jpg
"",PARTITO DEMOCRATICO,305706,1950-12-07,2015-11-06,GALLI Carlo,http://www.camera.it/leg17/29?shadow_deputato=305706&idpersona=305706&idlegislatura=17,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA',EMILIA-ROMAGNA,male,17,GALLI_CARLO@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/706/original_d305706.jpg
"",PARTITO DEMOCRATICO,305708,1974-08-03,"",RICHETTI Matteo,http://www.camera.it/leg17/29?shadow_deputato=305708&idpersona=305708&idlegislatura=17,PARTITO DEMOCRATICO,EMILIA-ROMAGNA,male,17,RICHETTI_M@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/708/original_d305708.jpg
"",PARTITO DEMOCRATICO,305710,1969-10-21,"",FABBRI Marilena,http://www.camera.it/leg17/29?shadow_deputato=305710&idpersona=305710&idlegislatura=17,PARTITO DEMOCRATICO,EMILIA-ROMAGNA,female,17,FABBRI_MARILENA@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/710/original_d305710.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305712,1974-08-23,"",MANTERO Matteo,http://www.camera.it/leg17/29?shadow_deputato=305712&idpersona=305712&idlegislatura=17,MOVIMENTO 5 STELLE,LIGURIA,male,17,MANTERO_M@CAMERA.IT,X,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/712/original_d305712.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305715,1982-10-07,"",BATTELLI Sergio,http://www.camera.it/leg17/29?shadow_deputato=305715&idpersona=305715&idlegislatura=17,MOVIMENTO 5 STELLE,LIGURIA,male,17,BATTELLI_S@CAMERA.IT,X,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/715/original_d305715.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305717,1987-01-12,"",VALENTE Simone,http://www.camera.it/leg17/29?shadow_deputato=305717&idpersona=305717&idlegislatura=17,MOVIMENTO 5 STELLE,LIGURIA,male,17,VALENTE_SIMONE@CAMERA.IT,X,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/717/original_d305717.jpg
"",PARTITO DEMOCRATICO,305719,1958-09-09,"",GIACOBBE Anna,http://www.camera.it/leg17/29?shadow_deputato=305719&idpersona=305719&idlegislatura=17,PARTITO DEMOCRATICO,LIGURIA,female,17,GIACOBBE_A@CAMERA.IT,X,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/719/original_d305719.jpg
"",PARTITO DEMOCRATICO,305721,1976-02-19,"",BASSO Lorenzo,http://www.camera.it/leg17/29?shadow_deputato=305721&idpersona=305721&idlegislatura=17,PARTITO DEMOCRATICO,LIGURIA,male,17,BASSO_L@CAMERA.IT,X,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/721/original_d305721.jpg
"",PARTITO DEMOCRATICO,305723,1972-06-11,"",MAZZOLI Alessandro,http://www.camera.it/leg17/29?shadow_deputato=305723&idpersona=305723&idlegislatura=17,PARTITO DEMOCRATICO,LAZIO 2,male,17,MAZZOLI_A@CAMERA.IT,XVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/723/original_d305723.jpg
"",PARTITO DEMOCRATICO,305725,1958-04-04,"",MELILLI Fabio,http://www.camera.it/leg17/29?shadow_deputato=305725&idpersona=305725&idlegislatura=17,PARTITO DEMOCRATICO,LAZIO 2,male,17,MELILLI_F@CAMERA.IT,XVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/725/original_d305725.jpg
"",PARTITO DEMOCRATICO,305727,1971-06-16,"",MELONI Marco,http://www.camera.it/leg17/29?shadow_deputato=305727&idpersona=305727&idlegislatura=17,PARTITO DEMOCRATICO,LIGURIA,male,17,MELONI_M@CAMERA.IT,X,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/727/original_d305727.jpg
"",PARTITO DEMOCRATICO,305729,1954-03-07,"",CAROCCI Mara,http://www.camera.it/leg17/29?shadow_deputato=305729&idpersona=305729&idlegislatura=17,PARTITO DEMOCRATICO,LIGURIA,female,17,CAROCCI_M@CAMERA.IT,X,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/729/original_d305729.jpg
"",PARTITO DEMOCRATICO,305732,1967-04-08,"",TERROSI Alessandra,http://www.camera.it/leg17/29?shadow_deputato=305732&idpersona=305732&idlegislatura=17,PARTITO DEMOCRATICO,LAZIO 2,female,17,TERROSI_A@CAMERA.IT,XVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/732/original_d305732.jpg
2015-03-25,PARTITO DEMOCRATICO,305733,1971-09-30,"",PASTORINO Luca,http://www.camera.it/leg17/29?shadow_deputato=305733&idpersona=305733&idlegislatura=17,PARTITO DEMOCRATICO,LIGURIA,male,17,PASTORINO_L@CAMERA.IT,X,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/733/original_d305733.jpg
2015-11-17,PARTITO DEMOCRATICO,305733,1971-09-30,2015-03-25,PASTORINO Luca,http://www.camera.it/leg17/29?shadow_deputato=305733&idpersona=305733&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,LIGURIA,male,17,PASTORINO_L@CAMERA.IT,X,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/733/original_d305733.jpg
"",PARTITO DEMOCRATICO,305733,1971-09-30,2015-11-17,PASTORINO Luca,http://www.camera.it/leg17/29?shadow_deputato=305733&idpersona=305733&idlegislatura=17,MISTO - ALTERNATIVA LIBERA-POSSIBILE,LIGURIA,male,17,PASTORINO_L@CAMERA.IT,X,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/733/original_d305733.jpg
"",PARTITO DEMOCRATICO,305735,1962-01-02,"",VAZIO Franco,http://www.camera.it/leg17/29?shadow_deputato=305735&idpersona=305735&idlegislatura=17,PARTITO DEMOCRATICO,LIGURIA,male,17,VAZIO_F@CAMERA.IT,X,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/735/original_d305735.jpg
"",SCELTA CIVICA CON MONTI PER L'ITALIA,305737,1965-01-29,"",OLIARO Roberta,http://www.camera.it/leg17/29?shadow_deputato=305737&idpersona=305737&idlegislatura=17,SCELTA CIVICA PER L'ITALIA,LIGURIA,female,17,OLIARO_R@CAMERA.IT,X,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/737/original_d305737.jpg
2013-12-10,SCELTA CIVICA CON MONTI PER L'ITALIA,305739,1948-11-05,"",FAUTTILLI Federico,http://www.camera.it/leg17/29?shadow_deputato=305739&idpersona=305739&idlegislatura=17,SCELTA CIVICA PER L'ITALIA,LAZIO 2,male,17,FAUTTILLI_F@CAMERA.IT,XVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/739/original_d305739.jpg
"",SCELTA CIVICA CON MONTI PER L'ITALIA,305739,1948-11-05,2013-12-10,FAUTTILLI Federico,http://www.camera.it/leg17/29?shadow_deputato=305739&idpersona=305739&idlegislatura=17,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO,LAZIO 2,male,17,FAUTTILLI_F@CAMERA.IT,XVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/739/original_d305739.jpg
"",PARTITO DEMOCRATICO,305742,1954-05-30,"",MAESTRI Patrizia,http://www.camera.it/leg17/29?shadow_deputato=305742&idpersona=305742&idlegislatura=17,PARTITO DEMOCRATICO,EMILIA-ROMAGNA,female,17,MAESTRI_P@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/742/original_d305742.jpg
"",MOVIMENTO 5 STELLE BEPPEGRILLO.IT,305743,1975-05-24,"",BERNINI Massimiliano,http://www.camera.it/leg17/29?shadow_deputato=305743&idpersona=305743&idlegislatura=17,MOVIMENTO 5 STELLE,LAZIO 2,male,17,BERNINI_MASSIMILIANO@CAMERA.IT,XVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/743/original_d305743.jpg
