id,name__is,name__en,name__fr,name,wikipedia__commons,wikipedia__is,image,gender,birth_date,given_name,original_wikiname,name__eo,name__de,name__nl,name__nb,name__es,name__ja,name__hu,wikipedia__de,wikipedia__en,wikipedia__eo,wikipedia__ja,wikipedia__no,identifier__VIAF,identifier__GND,identifier__freebase,name__en_gb,wikipedia__iswikiquote,name__ru,name__pt,name__la,name__sv,name__it,name__pl,name__be,name__zh,name__da,name__nn,name__he,wikipedia__be,wikipedia__da,wikipedia__es,wikipedia__fr,wikipedia__he,wikipedia__it,wikipedia__la,wikipedia__nl,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__zh,identifier__LCAuth,wikipedia__iswikisource,identifier__ISNI,identifier__BNF,identifier__SUDOC,death_date,identifier__OLID,identifier__SELIBR,identifier__CERL,identifier__FAST,identifier__IMDB,identifier__allmovie,identifier__SFDb,identifier__DNF,identifier__britishmuseum,name__ca,name__de_ch,name__el,name__en_ca,name__cs,name__et,name__lb,name__pt_br,name__uk,name__fi,name__oc,name__sr,name__tr,name__mk,name__ie,name__ko,wikipedia__ca,wikipedia__cs,wikipedia__el,wikipedia__et,wikipedia__fi,wikipedia__hu,wikipedia__ie,wikipedia__ko,wikipedia__lb,wikipedia__oc,wikipedia__simple,wikipedia__sr,wikipedia__tr,wikipedia__uk,website,identifier__NTA,family_name,identifier__moviemeter,name__lt,wikipedia__lt,identifier__Gutenberg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gl,name__id,name__ga,name__ar,name__ro,name__io,name__tl,name__sk,name__fo,name__vo,name__br,name__cy,wikipedia__ar,wikipedia__br,wikipedia__fo,wikipedia__ga,wikipedia__gl,wikipedia__id,wikipedia__io,wikipedia__nn,wikipedia__ro,wikipedia__tl,wikipedia__vo,identifier__NUKAT,name__mr,wikipedia__mr,name__bg,name__fa,wikipedia__bg,wikipedia__cy,wikipedia__fa,identifier__Munzinger,name__ka,name__gv,name__kk,wikipedia__gv,wikipedia__ka,wikipedia__kk,identifier__NPG,name__fy,wikipedia__fy,identifier__GTAA,name__bs,name__uz,name__ms,name__hr,name__nan,name__nah,name__yo,name__lv,name__vi,name__sh,name__sco,wikipedia__bs,wikipedia__hr,wikipedia__lv,wikipedia__mk,wikipedia__ms,wikipedia__nah,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__uz,wikipedia__vi,wikipedia__yo,wikipedia__zh_min_nan,name__sl,wikipedia__cswikiquote,wikipedia__sl,twitter,name__be_tarask,wikipedia__be_x_old,name__eu,wikipedia__eu,identifier__MGP,name__gd,name__ce,name__hi,name__nds,name__lmo,name__yue,wikipedia__ce,wikipedia__gd,wikipedia__hi,wikipedia__lmo,wikipedia__nds,wikipedia__plwikiquote,wikipedia__zh_yue,name__vmf,wikipedia__ruwikinews,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sr_el,name__sw,name__vec,name__vls,name__wa,name__wo,name__zu,facebook,identifier__NNDB,wikipedia__af,name__se,identifier__kinopoisk,identifier__PACE,wikipedia__bar,identifier__Britannica,name__ceb,name__dsb,name__eml,name__frr,name__hsb,name__mt,name__sq,occupation,identifier__parlement,name__kl,identifier__bigenc_ru,identifier__ne_se,identifier__google_knowledge,wikipedia__trwikinews,identifier__CONOR,identifier__quora,name__hy,wikipedia__ast,identifier__BIBSYS,name__ace,identifier__BAV,name__tt,wikipedia__tt,identifier__NLP,identifier__LNB,identifier__NDL,name__no,email,identifier__BNE,name__ml,wikipedia__ml,name__lfn,identifier__NLAtrove,name__aa,name__ak,name__aln,name__ang,name__arn,name__ay,name__az,name__bcl,name__bi,name__bjn,name__brh,name__cbk_zam,name__cdo,name__ch,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dtp,name__ee,name__ext,name__ff,name__fit,name__fj,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__iu,name__jbo,name__jv,name__kaa,name__ki,name__kj,name__kk_latn,name__kk_tr,name__kr,name__krj,name__ksh,name__ku,name__lad,name__lg,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mus,name__mwl,name__na,name__ng,name__nov,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdc,name__pdt,name__pfl,name__pih,name__qu,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq_latn,name__rw,name__sat,name__sdc,name__sei,name__sg,name__sgs,name__shi_latn,name__sli,name__sm,name__sma,name__sn,name__so,name__srn,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__ve,name__vep,name__vot,name__war,name__xh,name__za,name__zea,wikipedia__qu,name__hif,name__ike_cans,name__kk_kz,name__ruq,name__shi,name__tokipona,wikipedia__dawikisource,identifier__nlg,identifier__NKC
Q539440,Margrét Tryggvadóttir,Margrét Tryggvadóttir,Margrét Tryggvadóttir,Margrét Tryggvadóttir,,Margrét Tryggvadóttir,,female,1972-03-20,Margrét,Margrét Tryggvadóttir,,Margrét Tryggvadóttir,Margrét Tryggvadóttir,,Margrét Tryggvadóttir,,Margrét Tryggvadóttir,Margrét Tryggvadóttir,Margrét Tryggvadóttir,,,,120795720,141178140,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2009048832,,0000 0000 7915 1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margrét Tryggvadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q539467,Lilja Rafney Magnúsdóttir,Lilja Rafney Magnúsdóttir,Lilja Rafney Magnúsdóttir,Lilja Rafney Magnúsdóttir,,Lilja Rafney Magnúsdóttir,,female,1957-06-24,Lilja,Lilja Rafney Magnúsdóttir,,Lilja Rafney Magnúsdóttir,Lilja Rafney Magnúsdóttir,,Lilja Rafney Magnúsdóttir,,Lilja Rafney Magnúsdóttir,Lilja Rafney Magnúsdóttir,Lilja Rafney Magnúsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lilja Rafney Magnúsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q539484,Guðfríður Lilja Grétarsdóttir,Guðfríður Lilja Grétarsdóttir,Guðfríður Lilja Grétarsdóttir,Guðfríður Lilja Grétarsdóttir,Category:Guðfríður Lilja Grétarsdóttir,Guðfríður Lilja Grétarsdóttir,https://upload.wikimedia.org/wikipedia/commons/e/e7/Gudfridur_Lilja_Gretarsdottir_fran_Island._Nordiska_radets_sessionen_i_Stockholm_2009.jpg,female,1972-01-10,Guðfríður,Guðfríður Lilja Grétarsdóttir,,Guðfríður Lilja Grétarsdóttir,Guðfríður Lilja Grétarsdóttir,,Guðfríður Lilja Grétarsdóttir,,Guðfríður Lilja Grétarsdóttir,Guðfríður Lilja Grétarsdóttir,Guðfríður Lilja Grétarsdóttir,,,,,,,,Guðfríður Lilja Grétarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guðfríður Lilja Grétarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q540028,Jónína Rós Guðmundsdóttir,Jónína Rós Guðmundsdóttir,Jónína Rós Guðmundsdóttir,Jónína Rós Guðmundsdóttir,,Jónína Rós Guðmundsdóttir,,female,1958-07-06,Jónína,Jónína Rós Guðmundsdóttir,,Jónína Rós Guðmundsdóttir,Jónína Rós Guðmundsdóttir,,Jónína Rós Guðmundsdóttir,,Jónína Rós Guðmundsdóttir,Jónína Rós Guðmundsdóttir,Jónína Rós Guðmundsdóttir,,,,,,,,,,,,,Jónína Rós Guðmundsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jónína Rós Guðmundsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q540071,Vigdís Hauksdóttir,Vigdís Hauksdóttir,Vigdís Hauksdóttir,Vigdís Hauksdóttir,,Vigdís Hauksdóttir,,female,1965-03-20,Vigdís,Vigdís Hauksdóttir,,Vigdís Hauksdóttir,Vigdís Hauksdóttir,,Vigdís Hauksdóttir,,Vigdís Hauksdóttir,Vigdís Hauksdóttir,Vigdís Hauksdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigdís Hauksdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q540109,Sigríður Ingibjörg Ingadóttir,Sigríður Ingibjörg Ingadóttir,Sigríður Ingibjörg Ingadóttir,Sigríður Ingibjörg Ingadóttir,Category:Sigríður Ingibjörg Ingadóttir,Sigríður Ingibjörg Ingadóttir,https://upload.wikimedia.org/wikipedia/commons/4/40/Sigridur_Ingibjorg_Ingadottir_(A)_Island._Nordiska_radets_session_2009.jpg,female,1969-05-29,,Sigríður Ingibjörg Ingadóttir,,Sigríður Ingibjörg Ingadóttir,Sigríður Ingibjörg Ingadóttir,,Sigríður Ingibjörg Ingadóttir,,Sigríður Ingibjörg Ingadóttir,Sigríður Ingibjörg Ingadóttir,Sigríður Ingibjörg Ingadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigríður Ingibjörg Ingadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigríður Ingibjörg Ingadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q540116,Valgerður Bjarnadóttir,Valgerður Bjarnadóttir,Valgerður Bjarnadóttir,Valgerður Bjarnadóttir,,Valgerður Bjarnadóttir,,female,1950-01-13,Valgerður,Valgerður Bjarnadóttir,,Valgerður Bjarnadóttir,Valgerður Bjarnadóttir,,Valgerður Bjarnadóttir,,Valgerður Bjarnadóttir,Valgerður Bjarnadóttir,Valgerður Bjarnadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valgerður Bjarnadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q540138,Guðrún Helgadóttir,Guðrún Helgadóttir,Guðrún Helgadóttir,Guðrún Helgadóttir,,Guðrún Helgadóttir,,female,1935-09-07,Guðrún,Guðrún Helgadóttir,,Guðrún Helgadóttir,Guðrún Helgadóttir,,Guðrún Helgadóttir,,Guðrún Helgadóttir,Guðrún Helgadóttir,Guðrún Helgadóttir,,,,79090328,124123791,,,,,,,,,,,,,,,,,,,,,,,,,,,,n77016229,,0000 0000 7832 5906,123135933,032027869,,,188832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158968352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guðrún Helgadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,90085327,,,,,,000184997,00467660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q546985,Sólveig Pétursdóttir,Sólveig Pétursdóttir,Sólveig Pétursdóttir,Sólveig Pétursdóttir,,,,female,1952-03-11,Sólveig,Sólveig Pétursdóttir,,Sólveig Pétursdóttir,Sólveig Pétursdóttir,,Sólveig Pétursdóttir,,Sólveig Pétursdóttir,Sólveig Pétursdóttir,Sólveig Pétursdóttir,,,,,,,,,,,,,,,,比德斯朵蒂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sólveig Pétursdóttir,,,,,,,,,,,Sólveig Pétursdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sólveig Pétursdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q553616,Guðjón Arnar Kristjánsson,Guðjón Arnar Kristjánsson,Guðjón Arnar Kristjánsson,Guðjón Arnar Kristjánsson,Category:Guðjón Arnar Kristjánsson,Guðjón Arnar Kristjánsson,https://upload.wikimedia.org/wikipedia/commons/a/a4/Guðjón_Arnar_Kristjánsson.jpg,male,1944-07-05,Guðjón,Guðjón A. Kristjánsson,,Guðjón A. Kristjánsson,Guðjón Arnar Kristjánsson,,Guðjón Arnar Kristjánsson,,Guðjón Arnar Kristjánsson,Guðjón A. Kristjánsson,Guðjón Arnar Kristjánsson,,,,8660152140008311100003,,,,,,,,Guðjón Arnar Kristjánsson,,,,,,,,,,,,,,,,,,,Guðjón Arnar Kristjánsson,,,,,,,2018-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guðjón Arnar Kristjánsson,,,,,,Kristjánsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guðjón Arnar Kristjánsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5543712,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,Ágúst Ólafur Ágústsson,,male,1977-03-10,Ágúst,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,,,,2579152139979611100003,,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,,,,,,,,,,,,Ágúst Ólafur Ágústsson,,,,,,,,,,,,,,,,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,Ágúst Ólafur Ágústsson,,Ágúst Ólafur Ágústsson,,,,,,,,,,,,,,,,,,,,Ágúst Ólafur Ágústsson,,,,,,,,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ágúst Ólafur Ágústsson,,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,,,,,,,,,,,,,Ágúst Ólafur Ágústsson,,,,,,Ágúst Ólafur Ágústsson,,,Ágúst Ólafur Ágústsson,,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,,,,,,,,Ágúst Ólafur Ágústsson,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,,,Ágúst Ólafur Ágústsson,,,,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,politician,,Ágúst Ólafur Ágústsson,,,,,,,,,,,,,,,,,,,,,,,,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,Ágúst Ólafur Ágústsson,,,,,,,,,,
Q55768344,Sigurður Páll Jónsson,,,Sigurður Páll Jónsson,,,,male,1958-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
