id,name,name__ru,name__kk,name__pl,name__en,name__nl,name__de,wikipedia__de,wikipedia__kk,wikipedia__pl,wikipedia__ru,gender,birth_date,occupation,original_wikiname,death_date,name__fr,name__uz,name__uk,wikipedia__uk,wikipedia__uz,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__NUKAT,identifier__ISNI,identifier__NTA,image,family_name,name__sv,name__nb,name__nn,wikipedia__sv,name__ja,name__kk_arab,name__kk_cyrl,name__kk_latn,name__es,wikipedia__en,wikipedia__ja,identifier__freebase,name__ky,name__tr,name__az,wikipedia__az,wikipedia__fr,wikipedia__ky,wikipedia__tr,identifier__FAST,given_name,identifier__LNB,name__ar,wikipedia__ar,name__fi,wikipedia__fi,website,twitter,name__pt,name__sk,name__tg_latn,name__it,name__cs,name__bg,name__kk_cn,name__kk_tr,name__kk_kz,name__tg,name__fa,name__ms,name__hu,name__mg,name__ps,name__cv,wikipedia__bg,wikipedia__commons,wikipedia__cs,wikipedia__cv,wikipedia__fa,wikipedia__hu,wikipedia__it,wikipedia__mg,wikipedia__ms,wikipedia__nl,wikipedia__ps,wikipedia__pt,wikipedia__sk,wikipedia__tg,name__cy,name__et,wikipedia__es,wikipedia__et,name__el,name__en_ca,name__en_gb,wikipedia__el,identifier__google_knowledge,identifier__BIBSYS,name__ro,name__hy,name__be,name__eu,name__zh,name__sq,name__zh_hant,name__zh_cn,name__ml,name__hr,wikipedia__be,wikipedia__hr,wikipedia__hy,wikipedia__ml,wikipedia__ro,wikipedia__ruwikiquote,wikipedia__sq,wikipedia__zh,name__zh_hans
Q4083221,Герольд Карлович Бельгер,"Бельгер, Герольд Карлович",Герольд Карлович Бельгер,,Herold Belger,Herold Belger,Herold Belger,Herold Belger,Герольд Карлович Бельгер,,"Бельгер, Герольд Карлович",male,1934-10-28,author,Герольд Карлович Бельгер,2015-02-07,Herold Belger,,,,,25337607,115723064,n82231070,n2008100090,0000 0001 0960 4917,38017152X,,,,Herold Belger,Herold Belger,,,,,,Gerolʹd Karlovič Belʹger,,,,,,,,,,,1455850,Herold,,,,,,,,Herold Belger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herold Belger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4090191,Владимир Карпович Божко,"Божко, Владимир Карпович",Владимир Карпович Божко,,Vladimir Bozhko,Vladimir Bozhko,Vladimir Bozhko,,Владимир Карпович Божко,,"Божко, Владимир Карпович",male,1949-05-16,politician,Владимир Карпович Божко,,,,,,,,,,,,,,Bozhko,,,,,,,,,Vladimir Bozhko,Vladimir Bozhko,,,,,,,,,,,Vladimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4135038,Наталья Владимировна Геллерт,"Геллерт, Наталья Владимировна",Наталья Владимировна Геллерт,Natalja Gellert,Natalya Gellert,,Natalja Wladimirowna Gellert,,Наталья Владимировна Геллерт,Natalja Gellert,"Геллерт, Наталья Владимировна",female,1953-03-20,politician,"Геллерт, Наталья Владимировна",,,,Геллерт Наталія Володимирівна,Геллерт Наталія Володимирівна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natalya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4159752,Қабиболла Қабенұлы Жақыпов,"Джакупов, Кабибулла Кабенович",Қабиболла Қабенұлы Жақыпов,,Kabibulla Dzhakupov,,Qabibolla Schaqypow,Qabibolla Schaqypow,Қабиболла Қабенұлы Жақыпов,,"Джакупов, Кабибулла Кабенович",male,1949-09-16,scientist,Қабиболла Қабенұлы Жақыпов,,,,,,,,,,,,,,,,,,,,,,,,Kabibulla Dzhakupov,,,,,,,,,,,,,,,Kabibulla Džakupov,Kabibulla Džakupov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,哈比波拉·賈克波夫,哈比波拉·贾克波夫,,,,,,,,,,,哈比波拉·贾克波夫
Q4160389,Өмірбек Арысланұлы Жолдасбеков,"Джолдасбеков, Умирбек Арисланович",Өмірбек Арысланұлы Жолдасбеков,,,,,,Өмірбек Арысланұлы Жолдасбеков,,"Джолдасбеков, Умирбек Арисланович",male,1931-03-01,scientist,"Джолдасбеков, Умирбек Арисланович",1999-07-23,,,,,,305066340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000060614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4167176,Жақсылық Ақмырзаұлы Досқалиев,"Доскалиев, Жаксылык Акмурзаевич",Жақсылық Ақмырзаұлы Досқалиев,,,,Schaqsylyq Dosqalijew,Schaqsylyq Dosqalijew,Жақсылық Ақмырзаұлы Досқалиев,,"Доскалиев, Жаксылык Акмурзаевич",male,1955-11-30,surgeon,"Доскалиев, Жаксылык Акмурзаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4167199,Темірхан Мыңайдарұлы Досмұханбетов,Темирхан Мынайдарович Досмухамбетов,Темірхан Мыңайдарұлы Досмұханбетов,,Temirkhan Dosmukhanbetov,Temirkhan Dosmukhanbetov,Temirchan Dosmuchambetow,Temirchan Dosmuchambetow,Темірхан Мыңайдарұлы Досмұханбетов,,"Досмухамбетов, Темирхан Мынайдарович",male,1949-03-08,politician,"Досмухамбетов, Темирхан Мынайдарович",,Temirkhan Dosmukhanbetov,,,,,,,,,,,,,,,,,,,,,Temirkhan Dosmukhanbetov,Temirkhan Dosmukhanbetov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temirkhan Dosmukhanbetov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4170429,Нұрлан Орынбасарұлы Дулатбеков,"Дулатбеков, Нурлан Орынбасарович",Нұрлан Орынбасарұлы Дулатбеков,,Nurlan Dulatbekov,Nurlan Dulatbekov,,,Нұрлан Орынбасарұлы Дулатбеков,,"Дулатбеков, Нурлан Орынбасарович",male,1962-05-05,academic,"Дулатбеков, Нурлан Орынбасарович",,Nurlan Dulatbekov,,,,,73169077,,n98047387,n2012173234,0000 0000 3437 3324,15200503X,https://upload.wikimedia.org/wikipedia/commons/c/c8/Нурлан_Дулатбеков.jpg,,,Nurlan Dwlatbekov,Nurlan Dwlatbekov,,,,,,Nurlan Dulatbekov,Nurlan Dulatbekov,,/m/0dgq48q,,,,,,,,,Nurlan,,,,Nurlan Dulatbekov,Nurlan Dulatbekov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12067570,,,,,,,,,,,,,,,,,,,
Q4171921,Сергей Александрович Дьяченко,"Дьяченко, Сергей Александрович",Сергей Александрович Дьяченко,,Sergei Djatšenko,,Sergei Djatschenko,Sergei Djatschenko,Сергей Александрович Дьяченко,,"Дьяченко, Сергей Александрович",male,1952-09-18,politician,"Дьяченко, Сергей Александрович",2016-10-26,,,,,,,,,,,,,Dyachenko,,,,,,,,,,,,,,,,,,,,,Sergey,,,,Sergei Djatšenko,Sergei Djatšenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4181629,Бақытжан Тұрсынұлы Жұмағұлов,"Жумагулов, Бакытжан Турсынович",Бақытжан Тұрсынұлы Жұмағұлов,,,,,,Бақытжан Тұрсынұлы Жұмағұлов,,"Жумагулов, Бакытжан Турсынович",male,1953-08-18,politician,"Жумагулов, Бакытжан Турсынович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4181632,Оңалсын Исламұлы Жұмабеков,"Жумабеков, Оналсын Исламович",Оңалсын Исламұлы Жұмабеков,,Onalsyn Zhumabekov,Onalsyn Zhumabekov,,,Оңалсын Исламұлы Жұмабеков,,"Жумабеков, Оналсын Исламович",male,1948-11-09,civil servant,"Жумабеков, Оналсын Исламович",,,,,,,,,,,,,,,,,,,,,,,Onalsyn Zhumabekov,Onalsyn Zhumabekov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4198704,Бақтықожа Салахатдинұлы Ізмұхамбетов,Бактыкожа Салахатдинович Измухамбетов,Бақтықожа Салахатдинұлы Ізмұхамбетов,Baktykoża Yzmuchambetow,Baktykozha Izmukhambetov,,Baktykozha Izmukhambetov,Baqtyqoscha Ismuchambetow,Бақтықожа Салахатдинұлы Ізмұхамбетов,Baktykoża Yzmuchambetow,"Измухамбетов, Бактыкожа Салахатдинович",male,1948-09-01,politician,"Измухамбетов, Бактыкожа Салахатдинович",,Baktykozha Izmukhambetov,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2f/Бактыкожа_Измухамбетов.jpg,,,Baqtyqozja Izmuxambetov,Baqtyqozja Izmuxambetov,,,,,,Baktykozha Izmukhambetov,Baktykozha Izmukhambetov,,,,,,,,,,,,,,,Baktykoža Izmuhambetov,Baktykoža Izmuhambetov,,,,,,,,,,,,,,,,,,,,Category:Baktykozha Izmukhambetov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4209352,Ғани Әлімұлы Қалиев,"Калиев, Гани Алимович",Ғани Әлімұлы Қалиев,,,,,,Ғани Әлімұлы Қалиев,,"Калиев, Гани Алимович",male,1938-07-19,economist,"Калиев, Гани Алимович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4213731,Гүлжан Жанпейісқызы Қарағұсова,"Карагусова, Гульжана Джанпеисовна",Гүлжан Жанпейісқызы Қарағұсова,,Gulzhana Karagusova,Gulzhana Karagusova,Gülschan Qaraghussowa,Gülschan Qaraghussowa,Гүлжан Жанпейісқызы Қарағұсова,,"Карагусова, Гульжана Джанпеисовна",female,1950-09-09,politician,"Карагусова, Гульжана Джанпеисовна",,,,,,,,,,,,,,,,,,,,,,,Gulzhana Karagusova,Gulzhan Karagusova,,,,,,,,,,,,,,,Gulžana Karagusova,Gulžana Karagusova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4213990,Ұзақбай Қараманұлы Қараманов,"Караманов, Узакбай Караманович",Ұзақбай Қараманұлы Қараманов,Uzakbaj Karamanow,Ouzakbaï Karamanov,,,,Ұзақбай Қараманұлы Қараманов,Uzakbaj Karamanow,"Караманов, Узакбай Караманович",male,1937-08-20,politician,"Караманов, Узакбай Караманович",2017-09-25,Ouzakbaï Karamanov,Uzakbay Karamanov,Караманов Узакбай Караманович,Караманов Узакбай Караманович,Uzakbay Karamanov,170165041,144012979,n2013059317,n2011101158,0000 0001 1903 6327,33006956X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4216953,Ғани Есенкелдіұлы Қасымов,Гани Есенкельдыулы Касымов,Ғани Есенкелдіұлы Қасымов,Gani Kasymow,,,Ghani Qassymow,Ghani Qassymow,Ғани Есенкелдіұлы Қасымов,Gani Kasymow,"Касымов, Гани Есенгельдинович",male,1950-05-03,bandy player,"Касымов, Гани Есенгельдинович",,,,,,,4488148209333000460006,1137170301,,,,,,,Gani Kasymov,Ğanï Qasymov,Ğanï Qasymov,Gani Kasymov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4219024,Әбіш Кекілбайұлы,"Кекилбаев, Абиш Кекилбаевич",Әбіш Кекілбайұлы,,Abish Kekilbayev,Abish Kekilbayev,Abisch Kekilbajew,,Әбіш Кекілбайұлы,,"Кекилбаев, Абиш Кекилбаевич",male,1939-12-06,writer,Әбіш Кекілбайұлы,2015-12-11,Abish Kekilbayev,,,,,59628987,108420892,n85131145,n2016145601,0000 0001 0782 3278,,https://upload.wikimedia.org/wikipedia/commons/8/87/Әбіш_Кекілбайұлы.JPG,,,Äbisj Kekilbajuly,Äbisj Kekilbajuly,,,,,,,Abish Kekilbayev,,,,,,,,,,1470057,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Abish Kekilbayev,,,,,,,,,,,,,,,,,,,,,/g/120kbg_l,90379196,,,,,,,,,,,,,,,,,,,
Q4219369,Төлеш Кенжин,"Кенжин, Тулеш Аукебаевич",Төлеш Кенжин,,,,,,,,"Кенжин, Тулеш Аукебаевич",male,1946-07-23,politician,"Кенжин, Тулеш Аукебаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4220434,Ольга Андреевна Киколенко,"Киколенко, Ольга Андреевна",Ольга Андреевна Киколенко,,,,,,Ольга Андреевна Киколенко,,"Киколенко, Ольга Андреевна",female,1951-07-27,politician,"Киколенко, Ольга Андреевна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4222738,"Киянский, Виктор Владимирович",Виктор Владимирович Киянский,"Киянский, Виктор Владимирович",,,,,,Виктор Владимирович Киянский,,"Киянский, Виктор Владимирович",male,1947-05-20,chemist,"Киянский, Виктор Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viktor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4234767,Косарев Владислав Борисович,"Косарев, Владислав Борисович",Косарев Владислав Борисович,,,,,,Владислав Борисович Косарев,,"Косарев, Владислав Борисович",male,1937-11-16,politician,"Косарев, Владислав Борисович",,,,,,,,,,,,,,Kosarev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4274316,Ромин Ризаұлы Мәдинов,"Мадинов, Ромин Ризович",Ромин Ризаұлы Мәдинов,,,,,,Ромин Ризаұлы Мәдинов,,"Мадинов, Ромин Ризович",male,1961-10-22,politician,"Мадинов, Ромин Ризович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4308742,Орал Байқонысұлы Мұхамеджанов,"Мухамеджанов, Урал Байгунсович",Орал Байқонысұлы Мұхамеджанов,,Oral Muchamedschanow,,Oral Muchamedschanow,Oral Muchamedschanow,Орал Байғонысұлы Мұхамеджанов,,"Мухамеджанов, Урал Байгунсович",male,1948-11-11,politician,Орал Байғонысұлы Мұхамеджанов,2013-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Урал Мухамеджанов,,,,,,,,,,,Урал Мухамеджанов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4318205,Владимир Анфианович Нехорошев,"Нехорошев, Владимир Анфианович",Владимир Анфианович Нехорошев,,Vladimir Nekhoroshev,,,,Владимир Анфианович Нехорошев,,"Нехорошев, Владимир Анфианович",male,1945-07-19,politician,"Нехорошев, Владимир Анфианович",,,,,,,,,,,,,,,,Vladimir Nekhorosjev,Vladimir Nekhorosjev,,,,,,,,,,,,,,,,,,Vladimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4328074,Серікбай Өрікбайұлы Нұрғисаев,"Нургисаев, Серикбай Урикбаевич",Серікбай Өрікбайұлы Нұрғисаев,,,,,,Серікбай Өрікбайұлы Нұрғисаев,,"Нургисаев, Серикбай Урикбаевич",male,1956-05-27,,"Нургисаев, Серикбай Урикбаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4338420,Марат Тұрдыбекұлы Оспанов,"Оспанов, Марат Турдыбекович",Марат Тұрдыбекұлы Оспанов,,,,Marat Ospanow,Marat Ospanow,Марат Тұрдыбекұлы Оспанов,,"Оспанов, Марат Турдыбекович",male,1949-09-17,economist,Марат Тұрдыбекұлы Оспанов,2000-01-23,,,,,,120254278,140995978,n97109149,,0000 0000 7810 1216,,,,,,,,,,,,,,,,,,,,,,,1799379,,,,,,,http://www.ospanovfund.kz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4402052,Аманжан Сәулебайұлы Рысқали,"Рыскали, Аманжан Саулебайулы",Аманжан Сәулебайұлы Рысқали,,,,,,Аманжан Сәулебайұлы Рысқали,,"Рыскали, Аманжан Саулебайулы",male,1969-04-17,,"Рыскали, Аманжан Саулебайулы",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4404372,Кенжеғали Әбенұлы Сағадиев,"Сагадиев, Кенжегали Абенович",Кенжеғали Әбенұлы Сағадиев,,,,,,Кенжеғали Әбенұлы Сағадиев,,"Сагадиев, Кенжегали Абенович",male,1938-02-18,economist,"Сагадиев, Кенжегали Абенович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4404424,Сағдиев Мақтай Рамазанұлы,"Сагдиев, Махтай Рамазанович",Сағдиев Мақтай Рамазанұлы,Maktaj Sagdijew,Maktaj Sagdijew,Maktaj Sagdijew,,,Сағдиев Мақтай Рамазанұлы,Maktaj Sagdijew,"Сагдиев, Махтай Рамазанович",male,1928-05-12,politician,"Сагдиев, Махтай Рамазанович",2012-08-25,Maktaj Sagdijew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4406272,Айткүл Байғазықызы Самақова,"Самакова, Айткуль Байгазиевна",Айткүл Байғазықызы Самақова,,,,,,Айткүл Байғазықызы Самақова,,"Самакова, Айткуль Байгазиевна",female,1949-02-02,politician,"Самакова, Айткуль Байгазиевна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4445718,Қуаныш Сұлтанұлы Сұлтанов,"Султанов, Куаныш Султанович",Қуаныш Сұлтанұлы Сұлтанов,,,,,,Қуаныш Сұлтанұлы Сұлтанов,,"Султанов, Куаныш Султанович",male,1945-05-12,journalist,"Султанов, Куаныш Султанович",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9f/Kuanysh_Sultanov.JPG,Sultanow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4447895,Бақыт Ахметқызы Сыздықова,"Сыздыкова, Бахыт Ахметовна",Бақыт Ахметқызы Сыздықова,,Baqyt Syzdyqova,Syzdykova Bakhyt,Baqyt Sysdyqowa,,Бақыт Ахметқызы Сыздықова,,"Сыздыкова, Бахыт Ахметовна",female,1974-04-08,politician,"Сыздыкова, Бахыт Ахметовна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BahytSyzdykova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4447896,Тито Уақапұлы Сыздықов,"Сыздыков, Тито Уахапович",Тито Уақапұлы Сыздықов,,,,,,Тито Уақапұлы Сыздықов,,"Сыздыков, Тито Уахапович",male,1948-02-20,,"Сыздыков, Тито Уахапович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4452306,Абай Бөлекпайұлы Тасболатов,"Тасбулатов, Абай Болюкпаевич",Абай Бөлекпайұлы Тасболатов,,Abai Tasbulatov,,,,Абай Бөлекпайұлы Тасболатов,,"Тасбулатов, Абай Болюкпаевич",male,1951-09-21,politician,"Тасбулатов, Абай Болюкпаевич",,,,,,,,,,,,,,,,,,,アバイ・タスブラートフ,,,,,,アバイ・タスブラートフ,,,,,,,,,,,,,,Abai Tasbulatov,Abai Tasbulatov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4457842,Мұхтар Бәкірұлы Тінікеев,"Тиникеев, Мухтар Бакирович",Мұхтар Бәкірұлы Тінікеев,,Mukhtar Tinikeev,,,,Мұхтар Бәкірұлы Тінікеев,,"Тиникеев, Мухтар Бакирович",male,1963-09-27,politician,"Тиникеев, Мухтар Бакирович",,,,,,,,,,,,,,,,Muxtar Tinikejev,Muxtar Tinikejev,,,,,,,,,,,,,,,,,,,,,,Muhtar Tihikejev,Muhtar Tihikejev,,TINIKEYEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4459616,Сәт Бесімбайұлы Тоқпақбаев,"Токпакбаев, Сат Бесимбаевич",Сәт Бесімбайұлы Тоқпақбаев,,,,Sät Toqpaqbajew,Sät Toqpaqbajew,Сәт Бесімбайұлы Тоқпақбаев,,"Токпакбаев, Сат Бесимбаевич",male,1939-09-17,military personnel,"Токпакбаев, Сат Бесимбаевич",,,,,,,,,,,,,,,,,,,サート・トクパクバエフ,,,,,,サート・トクパクバエフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4475351,Серік Әбікенұлы Үмбетов,"Умбетов, Серик Абикенович",Серік Әбікенұлы Үмбетов,,Serik Ümbetow,,Serik Ümbetow,Serik Ümbetow,Серік Әбікенұлы Үмбетов,,"Умбетов, Серик Абикенович",male,1950-06-19,politician,Серік Әбікенұлы Үмбетов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serik Umbetov,Serik Umbetov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4476587,"Уразов, Самиголла Хамзаевич","Уразов, Самиголла Хамзаевич",,,,,,,,,"Уразов, Самиголла Хамзаевич",male,1957-11-17,,"Уразов, Самиголла Хамзаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4519652,"Шалахметов, Гадильбек Минажевич","Шалахметов, Гадильбек Минажевич",,,,,,,,,"Шалахметов, Гадильбек Минажевич",male,1943-06-09,teacher,"Шалахметов, Гадильбек Минажевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.enu.kz/ru/lica-enu/shalakhmetov-gadilbek-minazhevich/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q461089,Серік Нұртайұлы Баймағанбетов,Серик Нуртаевич Баймаганбетов,Серік Нұртайұлы Баймағанбетов,,Serik Nurtajewitsch Bajmaganbetow,Serik Nurtajewitsch Bajmaganbetow,Serik Baimaghanbetow,Serik Baimaghanbetow,Серік Нұртайұлы Баймағанбетов,,"Баймаганбетов, Серик Нуртаевич",male,1958-09-08,politician,"Баймаганбетов, Серик Нуртаевич",,,,,,,,,,,,,,,,,,,セリク・バイマガンベトフ,سەرىك نۇرتايۇلى بايماعانبەتوۆ,Серік Нұртайұлы Баймағанбетов,Serik Nurtaýulı Baýmağanbetov,Serik Nurtajewitsch Bajmaganbetow,,セリク・バイマガンベトフ,,,,,,,,,,Serik,,,,,,,,,,,,,,سەرىك نۇرتايۇلى بايماعانبەتوۆ,Serik Nurtaýulı Baýmağanbetov,Серік Нұртайұлы Баймағанбетов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q468258,Тоқтар Оңғарбайұлы Әубәкіров,Токтар Онгарбаевич Аубакиров,Тоқтар Оңғарбайұлы Әубәкіров,Toktar Äubäkyrow,Toktar Aubakirov,Toktar Aubakirov,Toqtar Äubäkirow,Toqtar Äubäkirow,Тоқтар Оңғарбайұлы Әубәкіров,Toktar Äubäkyrow,"Аубакиров, Токтар Онгарбаевич",male,1946-07-27,aircraft pilot,"Аубакиров, Токтар Онгарбаевич",,Toktar Aubakirov,,Аубакіров Токтар Онгарбайович,Аубакіров Токтар Онгарбайович,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d0/ToktarAwbakirov_140x190.jpg,,,,,,トクタル・アウバキロフ,توقتار وڭعاربايۇلى اۋباكىروۆ,Тоқтар Оңғарбайұлы Әубәкіров,Toqtar Oñğarbaýulı Äwbäkirov,Toktar Aubakirov,Toktar Aubakirov,トクタル・アウバキロフ,/m/09rrk,,Toktar Aybekirov,Toktar Əbubəkirov,Toktar Əbubəkirov,Toktar Aubakirov,,Toktar Ebubekirov,,,,,,Toktar Aubakirov,Toktar Aubakirov,,,Toktar Aubakirov,Toktar Ongarbajevič Aubakirov,Toxtar Ongarbaevic Aubakirov,Toqtar Oñğarbayulı Äwbäkirov,Toktar Aubakirov,Токтар Абукиров,توقتار وڭعاربايۇلى اۋباكىروۆ,Toqtar Oñğarbaýulı Äwbäkirov,Тоқтар Оңғарбайұлы Әубәкіров,Тохтар Онгарбаевич Аубакиров,توکتار آوباکیروف,Toktar Aubakirov,Toktar Ongarbajuli Aubakirov,Toktar Aubakirov,توكتار أوباكيروف,Аубакиров Токтар Онгарбаевич,Токтар Абукиров,Category:Toktar Aubakirov on stamps,Toktar Aubakirov,Аубакиров Токтар Онгарбаевич,توکتار آوباکیروف,Toktar Ongarbajuli Aubakirov,Toqtar Oñğarbayulı Äwbäkirov,Toktar Aubakirov,Toktar Aubakirov,Toktar Aubakirov,توكتار أوباكيروف,Toktar Aubakirov,Toqtar Oñğarbaýulı Äwbäkirov,Тохтар Аубакиров,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
