id,name__sv,name__it,name__fr,name__en,name,wikipedia__sv,gender,birth_date,given_name,identifier__Riksdagen,original_wikiname,name__nl,name__de,wikipedia__commons,wikipedia__en,image,name__nb,name__uk,name__da,name__nn,name__fi,name__pl,name__pt,name__ru,wikipedia__da,wikipedia__fi,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__uk,identifier__VIAF,identifier__SELIBR,name__es,wikipedia__de,identifier__freebase,name__sco,name__id,wikipedia__fr,wikipedia__id,wikipedia__sco,identifier__ISNI,identifier__LCAuth,family_name,name__mg,wikipedia__mg,name__af,name__an,name__ar,name__az,name__be,name__bg,name__bn,name__br,name__bs,name__ca,name__cs,name__de_ch,name__el,name__en_ca,name__en_gb,name__eo,name__et,name__gl,name__he,name__hi,name__hu,name__io,name__is,name__ja,name__ka,name__ko,name__la,name__lb,name__lt,name__lv,name__mn,name__mr,name__ms,name__oc,name__pt_br,name__qu,name__se,name__sq,name__sr,name__sw,name__tr,name__vi,name__yo,name__zh,name__hr,name__fa,name__fo,wikipedia__af,wikipedia__an,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__ca,wikipedia__cs,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fiwikiquote,wikipedia__fo,wikipedia__frwikiquote,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__qu,wikipedia__se,wikipedia__sq,wikipedia__sr,wikipedia__svwikiquote,wikipedia__sw,wikipedia__tr,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__GND,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__parlement,name__be_tarask,wikipedia__be_x_old,website,name__ro,wikipedia__ro,identifier__EuroparlMEP,name__nds,name__vmf,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,name__fit,name__ta,name__sh,name__mk,name__hy,name__ur,wikipedia__cswikiquote,wikipedia__hy,wikipedia__sh,wikipedia__ta,wikipedia__ur,facebook,name__gsw,twitter,identifier__BIBSYS,identifier__BNF,name__ie,wikipedia__ie,name__ast,name__bar,name__co,name__cy,name__eu,name__fur,name__ga,name__gd,name__li,name__lij,name__lmo,name__nap,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sk,name__sl,name__vec,name__vls,name__wa,identifier__FAST,identifier__PACE,identifier__NTA,name__th,wikipedia__th,identifier__GTAA,death_date,identifier__OLID,wikipedia__nds,wikipedia__etwikiquote,wikipedia__bswikiquote,wikipedia__ga,wikipedia__nowikiquote,wikipedia__svwikinews,identifier__NNDB,name__sah,wikipedia__sah,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,wikipedia__sk,wikipedia__mk,wikipedia__plwikiquote,birth_name,name__ckb,wikipedia__ckb,identifier__SFDb,wikipedia__eu,last_seen,identifier__elonet,identifier__PORT,identifier__DNF,name__ty,identifier__NLI,wikipedia__gd,wikipedia__hsb,name__hsb,identifier__kinopoisk,identifier__Britannica,identifier__kansallisbiografia,identifier__wikitree,name__bm,name__de_at,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__min,name__nrm,name__pap,name__prg,name__rgn,name__sr_el,name__vo,name__wo,name__zu,identifier__CSFD,weblog,wikipedia__fawikiquote,occupation,identifier__ne_se,name__dsb,name__pfl,name__frr,identifier__snac,identifier__NLAtrove,identifier__CSPAN,identifier__politifact,identifier__quora,wikipedia__ml,name__kl,name__ml,identifier__omni,name__aa,name__ace,name__ak,name__ang,name__ay,name__bcl,name__bi,name__bjn,name__cbk_zam,name__cdo,name__ceb,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dtp,name__ee,name__egl,name__eml,name__ext,name__ff,name__fj,name__fy,name__gag,name__gn,name__gv,name__ha,name__hak,name__hif_latn,name__hil,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__jv,name__kaa,name__ki,name__kk_latn,name__kk_tr,name__ksh,name__lad,name__nah,name__rup,name__sn,name__su,name__tl,name__tpi,name__uz,name__war,name__zea,wikipedia__itwikiquote,name__te,identifier__LAC,linkedin,wikipedia__ruwikinews,identifier__bigenc_ru,instagram,name__sje,name__sma,name__smj,identifier__NUKAT,wikipedia__ukwikiquote,identifier__dialnet,identifier__CANTIC,wikipedia__ast,name__kn,email,identifier__google_knowledge,identifier__BAV,wikipedia__nlwikinews,identifier__NLA,identifier__NLP,identifier__LNB,identifier__PTBNP,name__als,wikipedia__fy,name__pdc,name__stq,name__ba,wikipedia__ba,identifier__GNC,wikipedia__cy,name__lfn,wikipedia__uz,wikipedia__azb,noble_title,identifier__BNE,name__azb,name__no,identifier__CONOR,wikipedia__wuu,name__wuu,identifier__DBNL,identifier__NDL,wikipedia__eswikiquote,identifier__NKC,identifier__youtube,name__tt,wikipedia__tt,identifier__NSK,name__mt,wikipedia__mzn,name__mzn
Q5740872,Ivar Franzén,,Ivar Franzén,Ivar Franzén,Ivar Franzén,Ivar Franzén,male,1932,Ivar,034408872004,,Ivar Franzén,Ivar Franzén,,Ivar Franzén,,,,,,Ivar Franzén,,,,,,,,,,,,,,Ivar Franzén,,,,,,,,,,Franzén,,,,,,,,,,,,Ivar Franzén,,,,,,,,,,,Ivar Franzén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivar Franzén,,,,,,,,,,,,,,,,,,,Ivar Franzén,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5740878,Jan-Olof Franzén,Jan-Olof Franzén,Jan-Olof Franzén,Jan-Olof Franzén,Jan-Olof Franzén,Jan-Olof Franzén,male,1935,Jan-Olof,0267879616300,,Jan-Olof Franzén,Jan-Olof Franzén,,,,,,Jan-Olof Franzén,,Jan-Olof Franzén,,Jan-Olof Franzén,,,,,,,,,,,,Jan-Olof Franzén,,,,Jan-Olof Franzén,,,,,,Franzén,,,,,,,,,,Jan-Olof Franzén,,Jan-Olof Franzén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan-Olof Franzén,,,Jan-Olof Franzén,,,,,,,,,,,,,,,,,,,,,,,,Jan-Olof Franzén,,Jan-Olof Franzén,,,,,,,,,,,,,,,,,Jan-Olof Franzén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan-Olof Franzén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5741003,Tommy Franzén,,Tommy Franzén,Tommy Franzén,Tommy Franzén,Tommy Franzén,male,1938-10-06,Tommy,0802410630201,,Tommy Franzén,,,,,,,,,Tommy Franzén,,,,,,,,,,,,,,,,,,,,,,,,Franzén,,,,,,,,,,,,Tommy Franzén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tommy Franzén,,,,,,,,,,,,,,,,,,,Tommy Franzén,,,,,,,,,,2004-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5742656,Lennart Fremling,,Lennart Fremling,Lennart Fremling,Lennart Fremling,Lennart Fremling,male,1946,Lennart,0599003208801,,Lennart Fremling,Lennart Fremling,,Lennart Fremling,,,,,,Lennart Fremling,,,,,,,,,,,,,,Lennart Fremling,,,,,,,,,,,,,,,,,,,,,,Lennart Fremling,,,,,,,,,,,Lennart Fremling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lennart Fremling,,,Lennart Fremling,,,,,,,,,,,,,,,,Lennart Fremling,,,,,,,,,,2013-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5743643,Egon Frid,Egon Frid,Egon Frid,Egon Frid,Egon Frid,Egon Frid,male,1957-03-15,Egon,0979278953316,,Egon Frid,,Category:Egon Frid,,https://upload.wikimedia.org/wikipedia/commons/5/52/Egon_Frid_2.jpg,,,,,Egon Frid,,,,,,,,,,,,,,Egon Frid,,,,,,,,,,Frid,,,,,,,,,,,,Egon Frid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egon Frid,,,,,,,,,,,,,,,,,,,Egon Frid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5743710,Lennart Fridén,,Lennart Fridén,Lennart Fridén,Lennart Fridén,Lennart Fridén,male,1943,Lennart,0361652802700,,Lennart Fridén,Lennart Fridén,,,,,,,,Lennart Fridén,,,,,,,,,,,,7362546,,,,,,,,,,,,,,,,,,,,,,,,Lennart Fridén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lennart Fridén,,,,,,,,,,,,,,,,,,,Lennart Fridén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5743823,Filip Fridolfsson,Filip Fridolfsson,Filip Fridolfsson,Filip Fridolfsson,Filip Fridolfsson,Filip Fridolfsson,male,1923-12-24,Filip,0658894113791,,Filip Fridolfsson,,,,,,,,,Filip Fridolfsson,,,,,,,,,,,,71364252,,Filip Fridolfsson,,,,,,,,0000 0000 5193 2888,,,,,,,,,,,,,,Filip Fridolfsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filip Fridolfsson,,,,,,,,,,,,,,,,,,,Filip Fridolfsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q574782,Anti Avsan,,Anti Avsan,Anti Avsan,Anti Avsan,Anti Avsan,male,1958-01-08,Anti,0338458649710,,Anti Avsan,Anti Avsan,Category:Anti Avsan,Anti Avsan,https://upload.wikimedia.org/wikipedia/commons/8/8c/Anti_Avsan.jpg,Anti Avsan,,Anti Avsan,Anti Avsan,Anti Avsan,,,,,,,,,,,,,,Anti Avsan,Anti Avsan,/m/02vxr6h,,,,,,,,,,,,,,,,,,,,Anti Avsan,,,,,,,,,,,Anti Avsan,,,,,,,,,,,,,,,,,Anti Avsan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anti Avsan,,,,,,,,,,,,,,,,,,,Anti Avsan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5753620,Torsten Gavelin,Torsten Gavelin,Torsten Gavelin,Torsten Gavelin,Torsten Gavelin,Torsten Gavelin,male,1939,Torsten,0286601777205,,Torsten Gavelin,,,,,,,,,Torsten Gavelin,,,,,,,,,,,,,,Torsten Gavelin,,,,,,,,,,,,,,,,,,,,,,Torsten Gavelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torsten Gavelin,,,,,,,,,,,,,,,,,,,Torsten Gavelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5756351,Mats Gerdau,,Mats Gerdau,Mats Gerdau,Mats Gerdau,Mats Gerdau,male,1964,Mats,0891731772016,,Mats Gerdau,Mats Gerdau,Category:Mats Gerdau,Mats Gerdau,https://upload.wikimedia.org/wikipedia/commons/1/14/Mats_Gerdau.jpg,,,,,Mats Gerdau,,,,,,,,,,,,,,Mats Gerdau,,,,,,,,,,,,,,,,,,,,,,Mats Gerdau,,,,,,,,,,,Mats Gerdau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mats Gerdau,,,,,,,,,,,,,,,,,,,Mats Gerdau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5766898,Carl Fredrik Graf,,Carl Fredrik Graf,Carl Fredrik Graf,Carl Fredrik Graf,Carl Fredrik Graf,male,1959-08-06,Carl Fredrik,0505599928316,,Carl Fredrik Graf,,Category:Carl Fredrik Graf,,https://upload.wikimedia.org/wikipedia/commons/3/34/Carl_Fredrik_Graf_1.jpg,,,,,Carl Fredrik Graf,,,,,,,,,,,,,,Carl Fredrik Graf,,,,,,,,,,Heindahl,,,,,,,,,,,,Carl Fredrik Graf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carl Fredrik Graf,,,,,,,,,,,,,,,,,,,Carl Fredrik Graf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5767496,Olle Grahn,Olle Grahn,Olle Grahn,Olle Grahn,Olle Grahn,Olle Grahn,male,1932-03-04,Olle,0225608811605,,Olle Grahn,,,,,,,,,Olle Grahn,,,,,,,,,,,,,,Olle Grahn,,,,,,,,,,Grahn,,,,,,,,,,,,Olle Grahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olle Grahn,,,,,,,,,,,,,,,,,,,Olle Grahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5767954,Lars U. Granberg,,Lars U. Granberg,Lars U. Granberg,Lars U. Granberg,Lars U. Granberg,male,1965,Lars,0957631371811,,Lars U. Granberg,,,Lars U. Granberg,,,,,,Lars U. Granberg,,,,,,,,,,,,,,Lars U. Granberg,,,,,,,,,,Granberg,,,,,,,,,,,,Lars U. Granberg,,,,,,,,,,,Lars U. Granberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lars U. Granberg,,,,,,,,,,,,,,,,,,,Lars U. Granberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5768614,Pär Granstedt,Pär Granstedt,Pär Granstedt,Pär Granstedt,Pär Granstedt,Pär Granstedt,male,1945,Pär,0470593486100,,Pär Granstedt,Pär Granstedt,,Pär Granstedt,,Pär Granstedt,,Pär Granstedt,Pär Granstedt,Pär Granstedt,Pär Granstedt,Pär Granstedt,,,,,,,,,,11145144,,Pär Granstedt,,,,,,,,0000 0000 5058 9440,n80070717,Granstedt,,,,,,,,,,,,Pär Granstedt,,,,,,,,,,,Pär Granstedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pär Granstedt,,,,,,,,,,,,,,,,,,,Pär Granstedt,,,,,3096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pär Granstedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5768681,Per Erik Granström,,Per Erik Granström,Per Erik Granström,Per Erik Granström,Per Erik Granström,male,1942,Per,0634122058105,,Per Erik Granström,,,,,,,,,Per Erik Granström,,,,,,,,,,,,,,,,,,,,,,,,Granström,,,,,,,,,,,,Per Erik Granström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Per Erik Granström,,,,,,,,,,,,,,,,,,,Per Erik Granström,,,,,,,,,,2011-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5768911,Ulf Grape,Ulf Grape,Ulf Grape,Ulf Grape,Ulf Grape,Ulf Grape,male,1960-08-25,Ulf,0834369509410,,Ulf Grape,,,,https://upload.wikimedia.org/wikipedia/commons/3/38/Ulf_Grape.jpg,,,,,Ulf Grape,,,,,,,,,,,,,,Ulf Grape,,,,,,,,,,Grape,,,,,,,,,,,,Ulf Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulf Grape,,,,,,,,,,,,,,,,,,,Ulf Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5769170,Stig Grauers,Stig Grauers,Stig Grauers,Stig Grauers,Stig Grauers,Stig Grauers,male,1934-06-04,Stig,0373939465804,,Stig Grauers,Stig Grauers,,,,,,,,Stig Grauers,,,,,,,,,,,,,,Stig Grauers,,,,,,,,,,Grauers,,,,,,,,,,,,Stig Grauers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stig Grauers,,,,,,,,,,,,,,,,,,,Stig Grauers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5776913,Rolf Gunnarsson,,Rolf Gunnarsson,Rolf Gunnarsson,Rolf Gunnarsson,Rolf Gunnarsson,male,1946,Rolf,0785143384002,,Rolf Gunnarsson,Rolf Gunnarsson,Category:Rolf Gunnarsson,Rolf Gunnarsson,"https://upload.wikimedia.org/wikipedia/commons/4/4b/Rolf_Gunnarsson,_Sverige.jpg",,,,,Rolf Gunnarsson,,,,,,,,,,,,,,Rolf Gunnarsson,,,,,,,,,,Gunnarsson,,,,,,,,,,,,Rolf Gunnarsson,,,,,,,,,,,Rolf Gunnarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rolf Gunnarsson,,,,,,,,,,,,,,,,,,,Rolf Gunnarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5777699,Hans Gustafsson,,Hans Gustafsson,Hans Gustafsson,Hans Gustafsson,Hans Gustafsson (1923–1998),male,1923,Hans,0609514779691,,Hans Gustafsson,,,,,,,,,Hans Gustafsson,,,,,,,,,,,,59055866,,Hans Gustafsson,,,,,,,,,,Gustafsson,,,,,,,,,,,,Hans Gustafsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Gustafsson,,,,,,,,,,,,,,,,,,,Hans Gustafsson,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,hans-gustafsson-(1923-98-bostadsminister),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5777750,Holger Gustafsson,,Holger Gustafsson,Holger Gustafsson,Holger Gustafsson,Holger Gustafsson,male,1946,Holger,0782713019602,,Holger Gustafsson,Holger Gustafsson,,Holger Gustafsson,,,,,,Holger Gustafsson,Holger Gustafsson,,,,,,Holger Gustafsson,,,,,,,Holger Gustafsson,,,,,,,,,,Gustafsson,,,,,هولغر غوستافسون,,,,,,,Holger Gustafsson,,,,,,,,,,,Holger Gustafsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,هولغر غوستافسون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2115,,,,,,,,,,,,,,,,,,,,,,,,,Holger Gustafsson,,,,,,,,,,,,,,,,,,,Holger Gustafsson,,,,,4353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
