id,name__nl,name__it,name__fr,name,wikipedia__nl,gender,birth_date,death_date,original_wikiname,name__en,name__de,wikipedia__de,wikipedia__en,image,identifier__VIAF,given_name,identifier__FAST,identifier__GTAA,name__af,name__an,name__ast,name__bar,name__br,name__ca,name__co,name__cs,name__cy,name__da,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__es,name__et,name__eu,name__fi,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nb,name__nds,name__nds_nl,name__nn,name__nrm,name__oc,name__pcd,name__pl,name__pms,name__pt,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sv,name__sw,name__tr,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__srn,wikipedia__srn,name__hi,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__ru,name__ja,name__el,name__ar,name__zh,wikipedia__ar,wikipedia__ca,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__fi,wikipedia__fr,wikipedia__hi,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__zh,identifier__GND,identifier__freebase,identifier__LCAuth,identifier__BNF,identifier__NTA,identifier__Britannica,identifier__DBNL,wikipedia__commons,wikipedia__id,name__fy,wikipedia__fy,identifier__ISNI,identifier__SUDOC,identifier__OLID,identifier__BPN,wikipedia__no,wikipedia__sv,family_name,wikipedia__af,wikipedia__da,wikipedia__eu,wikipedia__ro,wikipedia__tr,wikipedia__vi,name__he,name__yo,name__sr_ec,name__lt,name__sr,name__fa,wikipedia__et,wikipedia__fa,wikipedia__gl,wikipedia__he,wikipedia__lt,wikipedia__sr,wikipedia__yo,wikipedia__ast,occupation,identifier__bigenc_ru,name__bg,wikipedia__bg,name__la,wikipedia__la,wikipedia__nlwikinews,name__ace,identifier__BIBSYS,identifier__SELIBR,wikipedia__simple,identifier__BNE,identifier__CONOR,twitter,facebook,identifier__NLA
Q23883517,Patrick Pengel,,,Patrick Pengel,Patrick Pengel,male,,,Patrick Pengel,Patrick Pengel,,,Patrick Pengel,https://upload.wikimedia.org/wikipedia/commons/b/b3/Minister_patrick_pengel_nieuw_620_220_(cropped).gif,,Patrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Patrick Pengel,,,,,,,,,,Pengel,,,,,,,,,,,,,,,,,,,,,minister,,,,,,Categorie:Patrick Pengel,,,,,,,,,
Q2393410,Achmed Karamat Ali,Achmed Karamat Ali,Achmed Karamat Ali,Achmed Karamat Ali,Achmed Karamat Ali,male,1930-07-15,,Achmed Karamat Ali,Achmed Karamat Ali,Achmed Karamat Ali,,,,,Achmed,,,,,,,,,,,,Achmed Karamat Ali,,,,,,Achmed Karamat Ali,,,,,,,,,,,,,,,,,,,,,,,,,Achmed Karamat Ali,,,Achmed Karamat Ali,,,,,,,,,,,,,,Achmed Karamat Ali,,Achmed Karamat Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2397774,Ronald Assen,Ronald Assen,Ronald Assen,Ronald Assen,Ronald Assen,male,1949,,Ronald Assen,Ronald Assen,,,,,,Ronald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2408521,Thomas Waller,,Thomas Waller,Thomas Waller,Thomas Waller (politicus),male,1883-07-24,1966-06-26,Thomas Waller (politicus),Thomas Waller,,,,,,Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Waller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall018,,,,,,,,,,,Waller,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2439328,Ricardo Panka,,Ricardo Panka,Ricardo Panka,Ricardo Panka,male,1963-10-26,,Ricardo Panka,Ricardo Panka,Ricardo Panka,,,,,Ricardo,,,,,,,,,,,,Ricardo Panka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ricardo Panka,,,Ricardo Panka,,,,,,,,,,,,,,Ricardo Panka,,Ricardo Panka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2442167,Olton van Genderen,Olton van Genderen,Olton van Genderen,Olton van Genderen,Olton van Genderen,male,1921-10-17,1990-11-09,Olton van Genderen,Olton van Genderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olton van Genderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2447084,Elias Khodabaks,,Elias Khodabaks,Elias Khodabaks,Elias Khodabaks,male,1953-07-05,2008-12-06,Elias Khodabaks,Elias Khodabaks,,,,,,Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q24548206,Wonnie Boedhoe,,,Wonnie Boedhoe,Wonnie Boedhoe,female,,,Wonnie Boedhoe,Wonnie Boedhoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wonnie Boedhoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2460813,Ashruf Karamat Ali,Ashruf Karamat Ali,Ashruf Karamat Ali,Ashruf Karamat Ali,Ashruf Karamat Ali,male,1918-09-04,1971-12-11,Ashruf Karamat Ali,Ashruf Karamat Ali,Ashruf Karamat Ali,,,,,,,,,,,,,,,,,Ashruf Karamat Ali,,,,,,Ashruf Karamat Ali,,,,,,,,,,,,,,,,,,,,,,,,,Ashruf Karamat Ali,,,Ashruf Karamat Ali,,,,,,,,,,,,,,Ashruf Karamat Ali,,Ashruf Karamat Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2465212,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,male,1947,,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,,,,,Humphrey,,,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,Humphrey Hildenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2466553,Dick de Bie,,Dick de Bie,Dick de Bie,Dick de Bie,male,1953-06-29,,Dick de Bie,Dick de Bie,,,,,,Dick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2478249,Hans Breeveld,Hans Breeveld,Hans Breeveld,Hans Breeveld,Hans Breeveld,male,1950,,Hans Breeveld,Hans Breeveld,,,,,51003807,Hans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,073311170,,,,,,,0000 0000 3371 9880,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2479669,Guno Kletter,Guno Kletter,Guno Kletter,Guno Kletter,Guno Kletter,male,1902-06-15,,Guno Kletter,Guno Kletter,Guno Kletter,,,,,,,,,,,,,,,,,Guno Kletter,,,,,,Guno Kletter,,,,,,,,,,,,,,,,,,,,,,,,,Guno Kletter,,,Guno Kletter,,,,,,,,,,,,,,Guno Kletter,,Guno Kletter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2482681,Romeo van Russel,Romeo van Russel,,Romeo van Russel,Romeo van Russel,male,1988,1990,Romeo van Russel,Romeo van Russel,,,,https://upload.wikimedia.org/wikipedia/commons/e/e8/RvRussel.jpg,,Romeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2487827,Michel Felisi,Michel Felisi,Michel Felisi,Michel Felisi,Michel Felisi,male,1962-11-20,,Michel Felisi,Michel Felisi,,,,,,Michel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2493265,Johan Kasantaroeno,,,Johan Kasantaroeno,Johan Kasantaroeno,male,1945-12-01,2008-02-12,Johan Kasantaroeno,Johannes Toepon Kasantaroeno,,,,,,Johannes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johannes Toepon Kasantaroeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johannes Toepon Kasantaroeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2500675,Marcel Chehin,Marcel Chehin,Marcel Chehin,Marcel Chehin,Marcel Chehin,male,1939-07-04,,Marcel Chehin,Marcel Chehin,,,,,,Marcel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2506619,André Kamperveen,André Kamperveen,André Kamperveen,André Kamperveen,André Kamperveen,male,1924-09-27,1982-12-08,André Kamperveen,André Kamperveen,André Kamperveen,André Kamperveen,André Kamperveen,https://upload.wikimedia.org/wikipedia/commons/c/cb/André_Kamperveen.jpg,,André,,116705,,,,,,,,,,,,,,,,André Kamperveen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,André Kamperveen,,,,,,,,André Kamperveen,,,,,,,,,,,,,,,,,,,,,,"Кампервен, Андре",,,,,,,,,André Kamperveen,,André Kamperveen,,,André Kamperveen,,,,André Kamperveen,"Кампервен, Андре",,,/m/0j43gm0,,,,,,Category:André Kamperveen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,
Q2516545,Armand Zunder,,Armand Zunder,Armand Zunder,Armand Zunder,male,1946-04-14,,Armand Zunder,Armand Zunder,Armand Zunder,,Armand Zunder,,,Armand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armand Zunder,,,,,,,,,,,,,,,,,,,,,,Арманд Сундер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2517443,Gregory Rusland,,Gregory Rusland,Gregory Rusland,Gregory Rusland,male,1959-11-09,,Gregory Rusland,Gregory Rusland,,,Gregory Rusland,https://upload.wikimedia.org/wikipedia/commons/3/38/Gregory_Rusland_(2016)_2.png,305835719,Gregory,,,,,,,,,,,,,,,,,,Gregory Rusland,,,,,,,,,,,Gregory Rusland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gregory Rusland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gregory Rusland,,,,,,,,,,,,,,,,370109147,,,Category:Gregory Rusland,,,,0000 0004 2331 2728,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,Categorie:Gregory Rusland,,,,,,,,,
Q2517741,Arti Jessurun,,Arti Jessurun,Arti Jessurun,Arti Jessurun,male,1947-09-19,,Arti Jessurun,Arti Jessurun,,,,,,,,113780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2527388,Henry Neijhorst,,Henry Neijhorst,Henry Neijhorst,Henry Neijhorst,male,1940,,Henry Neijhorst,Henry Neijhorst,,,,,,Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,هنري ر. نيجهورست,,هنري ر. نيجهورست,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2527836,Henk Dahlberg,,Henk Dahlberg,Henk Dahlberg,Henk Dahlberg,male,1940-05-04,2000-02-07,Henk Dahlberg,Henk Dahlberg,,,,,,Henk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2530474,Joyce Amarello-Williams,,,Joyce Amarello-Williams,Joyce Amarello-Williams,female,,,Joyce Amarello-Williams,Joyce Amarello-Williams,,,,,,Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2536953,Gerard Hiwat,,Gerard Hiwat,Gerard Hiwat,Gerard Hiwat,male,1950-08-03,,Gerard Hiwat,Gerard Hiwat,,,,,,Gerard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2545021,Eddy Sedoc,,Eddy Sedoc,Eddy Sedoc,Eddy Sedoc,male,1938-11-17,,Eddy Sedoc,Eddy Sedoc,,,,,,Eddy,,,,,,,,,,,,,,,,,,Eddy Sedoc,,,,,,,,,,,Eddy Sedoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eddy Sedoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eddy Sedoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,
Q2565939,Frank Leeflang,,Frank Leeflang,Frank Leeflang,Frank Leeflang,male,1936-07-20,,Frank Leeflang,Frank Leeflang,,,,,,Frank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2568430,Freddy Derby,,Freddy Derby,Freddy Derby,Freddy Derby,male,1940-03-31,2001-05-19,Freddy Derby,Freddy Derby,Freddy Derby,,Freddy Derby,https://upload.wikimedia.org/wikipedia/commons/5/58/Fred_Derby_(1984).jpg,,Freddy,,,,,,,,,,,Freddy Derby,,,,,,,Freddy Derby,,,,,,,,,,,Freddy Derby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freddy Derby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freddy Derby,,,,,,,,,,,,,/m/0v39tvz,,,,,,Category:Fred Derby,,,,,,,,,,Derby,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2587690,Frits Frijmersum,Frits Frijmersum,Frits Frijmersum,Frits Frijmersum,Frits Frijmersum,male,1939-01-20,,Frits Frijmersum,Frits Frijmersum,Frits Frijmersum,,,,,Frits,,,,,,,,,,,,Frits Frijmersum,,,,,,Frits Frijmersum,,,,,,,,,,,,,,,,,,,,,,,,,Frits Frijmersum,,,Frits Frijmersum,,,,,,,,,,,,,,Frits Frijmersum,,Frits Frijmersum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2588381,Alfred Morpurgo,,,Alfred Morpurgo,Alfred Morpurgo,male,1899-08-18,1973-06-05,Alfred Morpurgo,Alfred Morpurgo,,,,https://upload.wikimedia.org/wikipedia/commons/2/25/Alfred_Morpurgo_(1972).jpg,,Alfred,,,,,,,,Alfred Morpurgo,,,,,,,,,,Alfred Morpurgo,,,,,,,,,,,Alfred Morpurgo,,,,,,,,,,,,,,,,,,,,,,,Alfred Morpurgo,,,,,,,,Alfred Morpurgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfred Morpurgo,,,,,,,,,,,,,,,,,,,Category:Alfred Morpurgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,
Q2596303,Robby Ramlakhan,,,Robby Ramlakhan,Robby Ramlakhan,male,"",,Robby Ramlakhan,Robby Ramlakhan,,,,,,Robby,,,,,,,,,,,,,,,,,,Robby Ramlakhan,,,,,,,,,,,Robby Ramlakhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robby Ramlakhan,,,,,,,,,,,,,,राबी देवनारायण रामलखन,,,,,,,,,,,,,,,,,Robby Ramlakhan,,,राबी देवनारायण रामलखन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2598129,Henk Herrenberg,,Henk Herrenberg,Henk Herrenberg,Henk Herrenberg,male,1938,,Henk Herrenberg,Henk Herrenberg,,,,"https://upload.wikimedia.org/wikipedia/commons/d/d3/Herrenberg_wordt_ondervraagd_door_journalisten,_Bestanddeelnr_932-5082.jpg",18631190,Henk,,109206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130200433,,n84172477,,07471869X,,,Category:Henk Herrenberg,,,,0000 0000 7873 1365,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2606941,Siegfried Gilds,Siegfried Gilds,Siegfried Gilds,Siegfried Gilds,Siegfried Gilds,male,1984,1986,Siegfried Gilds,Siegfried Gilds,,,,,,Siegfried,,102755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2614264,Subhas Punwasi,,,Subhas Punwasi,Subhas Punwasi,male,1949,,Subhas Punwasi,Subhas Punwasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q26251626,Jennifer van Dijk-Silos,,,Jennifer van Dijk-Silos,Jennifer van Dijk-Silos,female,1954-12-13,,Jennifer van Dijk-Silos,Jennifer van Dijk-Silos,,,Jennifer van Dijk-Silos,https://upload.wikimedia.org/wikipedia/commons/7/7d/Ecuador_firma_acuerdo_con_UNASUR_respecto_a_las_elecciones_2014_(10822572654)_(cropped).jpg,16541489,Jennifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jennifer van Dijk-Silos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n98054407,,163498857,,,Category:Jennifer van Dijk-Silos,,,,0000 0000 3754 3034,,,,,,,,,,,,,,,,,,,,,,,,,,,teacher,,,,,,Categorie:Jennifer van Dijk-Silos,,,,,,,,,
Q2643343,Rabin Parmessar,Rabin Parmessar,Rabin Parmessar,Rabin Parmessar,Rabin Parmessar,male,1952-11-17,,Rabin Parmessar,Rabin Parmessar,,,,https://upload.wikimedia.org/wikipedia/commons/2/23/Opening_kazernes_Brownsweg_8m47s.png,,,,140260,,,,,,,,,,Rabin Parmessar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rabin Parmessar,,,Rabin Parmessar,,,,,,,,,,,,,,Rabin Parmessar,,Rabin Parmessar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Rabin Parmessar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2649450,Henk Heidweiller,,Henk Heidweiller,Henk Heidweiller,Henk Heidweiller,male,1929-02-10,1989-08-26,Henk Heidweiller,Henk Heidweiller,,,,https://upload.wikimedia.org/wikipedia/commons/f/ff/Henk_Heidweiller_(1984).jpg,,Henk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Henk Heidweiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2656870,Eddy Hoost,,Eddy Hoost,Eddy Hoost,Eddy Hoost,male,1934-10-21,1982-12-08,Eddy Hoost,Eddy Hoost,,,Eddy Hoost,https://upload.wikimedia.org/wikipedia/commons/8/8e/Eddy_Hoost_(1975).jpg,,Eddy,,,,,,,,,,,,,,,,,,Eddy Hoost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eddy Hoost,,,,,,,,,,,,,,,,,,,,,,"Хост, Эдди",,,,,,,,,Eddy Hoost,,,,,,,,,,"Хост, Эдди",,,,,,,,,Category:Eddy Hoost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2657239,Theo Vishnudatt,Theo Vishnudatt,Theo Vishnudatt,Theo Vishnudatt,Theo Vishnudatt,male,1948-10-23,,Theo Vishnudatt,Theo Vishnudatt,Theo Vishnudatt,,,,,Theo,,,,,,,,,,,,Theo Vishnudatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theo Vishnudatt,,,Theo Vishnudatt,,,,,,,,,,,,,,Theo Vishnudatt,,Theo Vishnudatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2682734,Errol Alibux,,Errol Alibux,Errol Alibux,Errol Alibux,male,1948-11-30,,Errol Alibux,Errol Alibux,Errol Alibux,,Errol Alibux,,,Errol,,,,,,,,,,,,,,,,,Errol Alibux,Errol Alibux,,,,,,,,,,,Errol Alibux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Errol Alibux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Errol Alibux,Errol Alibux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,
Q2715772,Subhas Mungra,,Subhas Mungra,Subhas Mungra,Subhas Mungra,male,1945-09-02,,Subhas Mungra,Subhas Mungra,Subhas Mungra,,Subhas Mungra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subhas Mungra,,,,,,,,,,,,,,सुभास मुन्ग्रा,,,,,,,,,,,,,,,,,,,,सुभास मुन्ग्रा,,,,,,,,,,/m/0py26rj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,
