id,name__la,name__de,name__cs,name__pl,name__fr,name__en,name__fi,name__it,name__nl,name__es,name__hu,name__nb,name__da,name__nn,name__sv,name__ar,name,wikipedia__ar,wikipedia__cs,wikipedia__de,wikipedia__en,wikipedia__fi,wikipedia__fr,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__pl,image,gender,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,birth_date,identifier__freebase,identifier__NKC,given_name,identifier__NTA,identifier__Munzinger,identifier__FAST,original_wikiname,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cy,name__eo,name__et,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__is,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sq,name__tr,name__vec,name__vls,name__wa,wikipedia__cswikiquote,wikipedia__commons,name__hsb,wikipedia__hsb,wikipedia__sk,name__ru,wikipedia__ro,wikipedia__ru,identifier__EuroparlMEP,identifier__PACE,name__he,name__be,name__sr,name__uk,name__ja,name__bg,name__zh,name__oc,name__be_tarask,name__vi,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__dewikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__he,wikipedia__ja,wikipedia__nl,wikipedia__no,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ruwikinews,wikipedia__sl,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,noble_title,identifier__BNF,identifier__NDL,website,death_date,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__yo,name__id,name__el,name__sh,name__sr_el,name__sr_ec,name__io,name__lv,name__mg,name__fa,wikipedia__ast,wikipedia__ca,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__fa,wikipedia__gl,wikipedia__hr,wikipedia__id,wikipedia__io,wikipedia__ko,wikipedia__lb,wikipedia__lv,wikipedia__mg,wikipedia__nn,wikipedia__oc,wikipedia__sco,wikipedia__sh,wikipedia__yo,identifier__NNDB,name__de_ch,name__en_ca,name__en_gb,identifier__NLP,wikipedia__enwikiquote,wikipedia__itwikiquote,identifier__parlement,name__eml,name__fo,name__frr,name__min,name__pt_br,family_name,wikipedia__als,wikipedia__simple,identifier__MusicBrainz,wikipedia__bs,twitter,facebook,name__ie,wikipedia__ie,identifier__IMDB,identifier__CSFD,identifier__AlloCine,identifier__allmovie,identifier__SFDb,identifier__PORT,identifier__kinopoisk,identifier__filmportal_de,name__szl,name__rue,wikipedia__eu,wikipedia__rue,wikipedia__szl,name__ur,name__ka,name__ms,name__pam,name__ps,name__tl,name__hy,name__az,name__mr,wikipedia__az,wikipedia__cswikisource,wikipedia__gd,wikipedia__hy,wikipedia__ka,wikipedia__lt,wikipedia__mr,wikipedia__ms,wikipedia__pam,wikipedia__ps,wikipedia__tl,wikipedia__ur,identifier__GTAA,identifier__CSPAN,identifier__NUKAT,name__qu,name__uz,name__yi,name__mn,name__nov,name__ilo,name__dsb,name__jv,name__kk,wikipedia__dsb,wikipedia__eowikiquote,wikipedia__ilo,wikipedia__jv,wikipedia__kk,wikipedia__lmo,wikipedia__ltwikiquote,wikipedia__mn,wikipedia__nov,wikipedia__qu,wikipedia__sq,wikipedia__uz,wikipedia__yi,identifier__NLA,identifier__BNE,identifier__CANTIC,identifier__Britannica,identifier__goodreads,wikipedia__skwikiquote,name__vo,wikipedia__vo,identifier__elonet,name__ml,wikipedia__ml,identifier__NLI,wikipedia__ga,identifier__GNC,identifier__discogs,occupation,identifier__wikitree,wikipedia__br,identifier__ORCID,wikipedia__zh_yue,name__yue,name__tt,identifier__quora,identifier__persee,name__ext,name__bm,name__de_at,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__wo,name__zu,identifier__songkick,name__mk,identifier__BAV,identifier__BIBSYS,wikipedia__th,identifier__bigenc_ru,name__kl,name__th,identifier__ne_se,wikipedia__tt,weblog,wikipedia__ta,name__ta,identifier__LAC,name__lfn,wikipedia__af,name__fit,identifier__ioc_athlete,linkedin,identifier__CONOR,wikipedia__mk
Q12059145,,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,,Tom Zajíček,,Tom Zajíček,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/49/Tom_Zajíček.jpg,male,,,,,,1948-08-25,,,Tom,,,,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,Tom Zajíček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12059170,,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,,Tomáš Bergman,,Tomáš Bergman,,,,,,,,,,male,0000 0003 8403 1543,273470073,,,,1953-12-30,,pna2012724743,Tomáš,,,,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,Tomáš Bergman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bergman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12059177,,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,,Tomáš Březina,,Tomáš Březina,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/55/Tomas_Brezina.jpg,male,,,,,,1957-02-21,,,Tomáš,,,,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,Tomáš Březina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Březina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12059190,,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,,Tomáš Fejfar,,Tomáš Fejfar,,,,,,,,,,male,,,,,,1951-05-16,,,Tomáš,,,,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,Tomáš Fejfar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fejfar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12059198,,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,,Tomáš Hasil,,Tomáš Hasil,,,,,,,,,,male,0000 0000 5787 1166,85715874,,,,1961-10-01,,,Tomáš,,,,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,Tomáš Hasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12059236,,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,,Tomáš Kladívko,,Tomáš Kladívko,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/bc/Tomáš_Kladívko_2013.JPG,male,0000 0000 5591 6033,84139995,,,,1957-11-25,,,Tomáš,,,,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,Tomáš Kladívko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12059254,,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,,Tomáš Kádner,,Tomáš Kádner,,,,,,,,,,male,0000 0000 5681 2199,84140086,,,,1955-11-22,,jo2002111939,Tomáš,,,,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,Tomáš Kádner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12059255,,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,,Tomáš Kvapil,,Tomáš Kvapil,,,,,,,,,,male,0000 0000 5764 4051,84233229,,,,1955-12-18,,,Tomáš,,,,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,Tomáš Kvapil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kvapil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12059306,,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,,Tomáš Páv,,Tomáš Páv,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/77/Pav2.JPG,male,,,,,,1937-09-22,,,Tomáš,,,,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,Tomáš Páv,,Category:Tomáš Páv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12059318,,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,,Tomáš Sojka,,Tomáš Sojka,,,,,,,,,,male,,,,,,1948-11-15,,,Tomáš,,,,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,Tomáš Sojka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sojka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12059323,,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,,Tomáš Svoboda,,Tomáš Svoboda (politik),,,,,,,,,,male,0000 0000 5565 2584,31222608,,n94024345,,1966-05-20,,,Tomáš,,,,Tomáš Svoboda (politik),Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,Tomáš Svoboda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Svoboda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomáš Svoboda,,,,,,
Q12059327,,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,,Tomáš Teplík,,Tomáš Teplík,,,,,,,,,,male,,,,,,1974-05-08,,,Tomáš,,,,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,Tomáš Teplík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12059358,,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,,Tomáš Úlehla,,Tomáš Úlehla,,,,,,,,,,male,,,,,,1965-01-14,,,Tomáš,,,,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,Tomáš Úlehla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
