id,name__en,name,name__be,name__ru,name__pl,image,gender,birth_date,identifier__freebase,given_name,identifier__IIAF,family_name,wikipedia__en,wikipedia__be,wikipedia__ru,wikipedia__pl,name__pt,name__fr,name__fi,name__uk,name__it,name__be_tarask,name__et,name__de,name__ja,name__sv,name__nl,name__es,name__nb,wikipedia__be_x_old,wikipedia__de,wikipedia__et,wikipedia__fi,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__nl,wikipedia__no,wikipedia__pt,wikipedia__sv,wikipedia__uk,wikipedia__plwikiquote,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cs,name__cy,name__da,name__eo,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__nn,name__pcd,name__pms,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sq,name__tr,name__vec,name__vls,name__wa,original_wikiname,last_seen,name__ar,wikipedia__ar,name__kana,name__ko,wikipedia__ko,occupation,wikipedia__commons,wikipedia__es,wikipedia__bewikiquote,identifier__VIAF,name__zh,name__sr,wikipedia__hu,wikipedia__sr,website,facebook,identifier__ioc_athlete
Q31031236,,Алена Пятроўна Каляснёва,Алена Пятроўна Каляснёва,,,,,,,,,,,Алена Пятроўна Каляснёва,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Алена Пятроўна Каляснёва,,,,,,,,,,,,,,,,,,
Q31031237,,Ігар Сяргеевіч Камароўскі,Ігар Сяргеевіч Камароўскі,,,,,,,,,,,Ігар Сяргеевіч Камароўскі,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ігар Сяргеевіч Камароўскі,,,,,,,,,,,,,,,,,,
Q31031238,,Людміла Мікалаеўна Канановіч,Людміла Мікалаеўна Канановіч,,,,,,,,,,,Людміла Мікалаеўна Канановіч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Людміла Мікалаеўна Канановіч,,,,,,,,,,,,,,,,,,
Q31031241,,Ігар Паўлавіч Кананчук,Ігар Паўлавіч Кананчук,,,,,,,,,,,Ігар Паўлавіч Кананчук,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ігар Паўлавіч Кананчук,,,,,,,,,,,,,,,,,,
Q31031242,,Леанід Іванавіч Качына,Леанід Іванавіч Качына,,,,,,,,,,,Леанід Іванавіч Качына,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Леанід Іванавіч Качына,,,,,,,,,,,,,,,,,,
Q31031243,,Лілія Вацлаваўна Кір'як,Лілія Вацлаваўна Кір'як,,,,,,,,,,,Лілія Вацлаваўна Кір'як,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Лілія Вацлаваўна Кір'як,,,,,,,,,,,,,,,,,,
Q31031245,,Ігар Міхайлавіч Колб,Ігар Міхайлавіч Колб,,,,,,,,,,,Ігар Міхайлавіч Колб,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ігар Міхайлавіч Колб,,,,,,,,,,,,,,,,,,
Q3919972,,Ігар Аляксандравіч Марзалюк,Ігар Аляксандравіч Марзалюк,"Марзалюк, Игорь Александрович",,,male,1968-09-11,,Ihar,,,,Ігар Аляксандравіч Марзалюк,"Марзалюк, Игорь Александрович",,,,,,,Ігар Марзалюк,,,,,,,,Ігар Марзалюк,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ігар Аляксандравіч Марзалюк,,,,,,,,,,Ігар Марзалюк,24264399,,,,,,,
Q434537,Vadim Devyatovskiy,Vadim Devyatovskiy,Вадзім Анатолевіч Дзевятоўскі,"Девятовский, Вадим Анатольевич",Wadzim Dziewiatouski,https://upload.wikimedia.org/wikipedia/commons/1/15/Vadim_Devyatovskiy.jpg,male,1977-03-20,/m/094xcs,Vadzim,139904,,Vadim Devyatovskiy,Вадзім Анатолевіч Дзевятоўскі,"Девятовский, Вадим Анатольевич",Wadzim Dziewiatouski,Vadim Devyatovskiy,Vadim Devyatovskiy,Vadim Devjatovski,Дев'ятовський Вадим Анатолійович,Vadzim Dzevjatoŭski,Вадзім Дзевятоўскі,Vadim Devjatovski,Wadsim Dsewjatouski,ワディム・デフヤトフスキー,Vadzim Dzevjatoŭski,Vadzim Dzevjatowski,Vadim Devyatovskiy,Vadim Devjatovskij,Вадзім Дзевятоўскі,Wadsim Dsewjatouski,Vadim Devjatovski,Vadzim Dzevjatouski,Vadzim Dzeviatouski,Vadzim Dzevjatoŭski,ワディム・デフヤトフスキー,Vadzim Dzevjatowski,Vadim Devjatovskij,Vadim Devyatovskiy,Vadzim Dzevjatoŭski,Дев'ятовський Вадим Анатолійович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wadzim Dziewiatouski,,فاديم ديفياتوفسكي,فاديم ديفياتوفسكي,ワジム・デビャトフスキー,바딤 데비야토프스키,바딤 데비야토프스키,hammer thrower,,,,,,,,,,,vadim-devyatovskiy
Q6656652,Alyaksandr Aheeu,Alyaksandr Aheeu,Аляксандр Агееў,"Агеев, Александр Викторович",Alaksandr Ahiejeu,,male,1952-01-31,,Alyaksandr,,Ahiejeu,,Аляксандр Віктаравіч Агееў,,Alaksandr Ahiejeu (polityk),,Alyaksandr Aheeu,,,Alyaksandr Aheeu,Аляксандар Агееў,,Alyaksandr Aheeu,,,,Alyaksandr Aheeu,,,,,,,,,,,,,,Alaksandr Ahiejeu (polityk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaksandr Ahiejeu (polityk),,,,,,,engineer,,,,,,,,,,,
Q669664,Aliaksandr Bahdanovich,Aliaksandr Bahdanovich,Аляксандр Віктаравіч Багдановіч,Александр Викторович Богданович,Alaksandr Bahdanowicz,https://upload.wikimedia.org/wikipedia/commons/5/5c/Andrei_and_Aliaksandr_Bahdanovich_2010_Belarusian_stamp.jpg,male,1982-04-29,/m/04jb81m,Alyaksandr,,Bahdanovich,Aliaksandr Bahdanovich,Аляксандр Віктаравіч Багдановіч,"Богданович, Александр Викторович",Alaksandr Bahdanowicz,Aliaksandr Bahdanovich,Aliaksandr Bahdanovich,Aljaksandr Bahdanovitš,Богданович Олександр Вікторович,Aljaksandr Bahdanovič,Аляксандар Багдановіч,,,,Aliaksandr Bahdanovitj,Aliaksandr Bahdanovich,Aliaksandr Bahdanovich,Aliaksandr Bahdanovich,Аляксандар Багдановіч,,,Aljaksandr Bahdanovitš,Aliaksandr Bahdanovich,Aljaksandr Bahdanovič,,,Aliaksandr Bahdanovich,Aliaksandr Bahdanovich,Aljaksandr Bahdanovitj,Богданович Олександр Вікторович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaksandr Bahdanowicz,,,,,알리악산드르 바흐다노비치,알리악산드르 바흐다노비치,kayaker,,Aliaxandr Bahdanovich,,,,,,,,,
Q9144071,,Аляксандр Іванавіч Разганаў,Аляксандр Іванавіч Разганаў,,Alaksandr Razhanau,,male,1953-02-06,,Alyaksandr,,,,Аляксандр Іванавіч Разганаў,,Alaksandr Razhanau,,,,,Alaksandr Razhanau,,,,,,,,,,,,,,,,,,,,,Alaksandr Razhanau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaksandr Razhanau,,,,,,,,,,,,,,,,,,
Q9144087,Alyaksandr Zazulya,Alyaksandr Zazulya,Аляксандр Іванавіч Зазуля,Александр Иванович Зозуля,Alaksandr Zazula,,male,1965-07-09,,Alyaksandr,,Zazulya,,Аляксандр Іванавіч Зазуля,,Alaksandr Zazula,,,,,,Аляксандар Іванавіч Зазуля,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaksandr Zazula,,,,,,,,,,,,,,,,,,
Q9336209,Siarhei Bokhan,Siarhei Bokhan,Сяргей Бохан,"Бохан, Сергей Николаевич",Siarhiej Bochan,,male,1956-01-08,,Syarhey,,,,Сяргей Мікалаевіч Бохан,,Siarhiej Bochan,,Siarhei Bokhan,,,,Сяргей Бохан,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siarhiej Bochan,,,,,,,railway worker,,,,,,,,,,,
Q9336219,Sergey Konoplich,Sergey Konoplich,Сяргей Міхайлавіч Канопліч,,Siarhiej Kanoplicz,,male,1957-03-28,,Syarhey,,,,Сяргей Міхайлавіч Канопліч,,Siarhiej Kanoplicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siarhiej Kanoplicz,,,,,,,,,,,,,,,,,,
Q9348622,Svyatlana Shylava,Svyatlana Shylava,Святлана Дзмітрыеўна Шылава,Светлана Дмитриевна Шилова,Swiatłana Szyława,,female,1961-04-18,,Sviatlana,,,,Святлана Дзмітрыеўна Шылава,,Swiatłana Szyława,,,,,,Сьвятлана Дзьмітрыеўна Шылава,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swiatłana Szyława,,,,,,,physician,,,,,,,,,,,
Q9367697,Vladimir Vasilenko,Vladimir Vasilenko,Уладзімір Мікалаевіч Васіленка,Владимир Николаевич Василенко,Uładzimir Wasilenka,,male,1963-11-10,,Uladzimir,,Vasilenka,,Уладзімір Мікалаевіч Васіленка,,Uładzimir Wasilenka,,Vladimir Vasilenko,,,,Уладзімер Васіленка,,,,,,,,Уладзімер Васіленка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uładzimir Wasilenka,,,,,,,,,,,,,,,,,,
Q9370087,,Валянціна Іосіфаўна Жураўская,Валянціна Іосіфаўна Жураўская,,Walancina Żurauska,,female,1959-08-07,,Valyantsina,,,,Валянціна Іосіфаўна Жураўская,,Walancina Żurauska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walancina Żurauska,,,,,,,,,,,,,,,,,,
Q9371375,Vasil Alakseenka,Vasil Alakseenka,Васіль Аляксеенка,"Алексеенко, Василий Анатольевич",Wasil Alaksiejanka,,male,1957-01-01,,Vasil',,,,Васіль Анатольевіч Аляксеенка,,Wasilij Alaksiejanka,,Vasil Alakseenka,,,,Васіль Аляксеенка,,Vasil Alakseenka,,,,Vasil Alakseenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wasilij Alaksiejanka,,,,,,,,,,,,,,,,,,
Q9373951,,Віктар Аляксандравіч Гумінскі,Віктар Аляксандравіч Гумінскі,,Wiktar Huminski,,male,1955-08-03,,,,,,Віктар Аляксандравіч Гумінскі,,Wiktar Huminski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wiktar Huminski,,,,,,,,,,,,,,,,,,
Q9375489,Vitaly Busko,Vitaly Busko,Віталій Леанідавіч Бусько,,Witalij Buśko,,male,1956-08-07,,Vitali,,,,Віталій Леанідавіч Бусько,,Witalij Buśko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Witalij Buśko,,,,,,,,Category:Vitaly Busko,,,,,,,,,,
Q9394017,Larisa Bahdanovich,Larisa Bahdanovich,Ларыса Багдановіч,"Богданович, Лариса Николаевна",Łarysa Bahdanowicz,,female,1958-09-13,,,,Bahdanovich,,Ларыса Мікалаеўна Багдановіч,,Łarysa Bahdanowicz,,Larisa Bahdanovich,,,,Ларыса Багдановіч,,,,,Larisa Bahdanovich,Larisa Bahdanovich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larisa Bahdanovich,,,,,,,,,,,,,,,,,,,,,,,,,Łarysa Bahdanowicz,,,,,,,politician,,,,,,,,,,,
