id,name__de,name__en,name__fr,name__nb,name__da,name__nn,name__sv,name__nl,name,wikipedia__de,image,gender,birth_date,given_name,identifier__parlaments_at,original_wikiname,name__it,name__pl,name__es,name__ca,name__oc,name__ru,name__la,name__tr,name__cy,name__gl,name__hu,name__zh,wikipedia__commons,wikipedia__en,wikipedia__fr,wikipedia__la,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__tr,identifier__VIAF,identifier__GND,identifier__LCAuth,death_date,identifier__Munzinger,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__NTA,name__en_ca,name__en_gb,name__bg,name__ro,name__pt,name__pt_br,name__hr,name__yo,name__vi,name__eo,name__cs,name__el,name__et,name__eu,name__fi,name__id,name__he,name__io,name__ja,name__ko,name__lmo,name__qu,name__sr,name__uk,name__vep,name__de_ch,name__de_at,name__be,name__mr,name__sq,name__ie,name__nah,name__fa,name__zh_cn,name__lb,name__ar,name__sh,name__ast,name__bar,name__ia,wikipedia__ar,wikipedia__ast,wikipedia__bar,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__ia,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ko,wikipedia__lb,wikipedia__lmo,wikipedia__mr,wikipedia__nah,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__sh,wikipedia__sq,wikipedia__sr,wikipedia__sv,wikipedia__uk,wikipedia__vep,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__freebase,identifier__parlement,identifier__IMDB,website,name__lt,name__sk,name__sl,name__ps,wikipedia__ps,family_name,name__scn,wikipedia__scn,name__ku,wikipedia__ku,name__ka,name__mk,wikipedia__ka,identifier__MusicBrainz,wikipedia__is,electoral_district,identifier__EuroparlMEP,name__gsw,wikipedia__enwikiquote,name__sr_el,name__sr_ec,identifier__NDL,wikipedia__sl,name__zh_hant,name__mg,wikipedia__mg,name__sco,wikipedia__sco,email,name__is,twitter,facebook,instagram,identifier__BAV,identifier__PACE,wikipedia__plwikiquote,identifier__youtube,wikipedia__als,identifier__GTAA,wikipedia__arwikiquote,identifier__google_knowledge,occupation,name__nds,name__fy,name__frr,name__hsb,wikipedia__hy,wikipedia__tg,name__br,name__co,name__ty,name__hy,name__tg,identifier__quora,wikipedia__xmf,name__xmf,wikipedia__bi,name__an,name__ext,name__bi,name__af,name__dsb,name__ga,name__jv,name__ms,name__pdc,name__stq,name__tl,name__war,name__bm,name__frc,name__frp,name__fur,name__gd,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__ta,name__ta,identifier__Britannica,wikipedia__frp,identifier__BIBSYS,identifier__NUKAT,wikipedia__zh_min_nan,wikipedia__bh,name__nan,name__bho,wikipedia__ms,name__kn,wikipedia__th,identifier__BNE,wikipedia__hsb,name__th,wikipedia__br,wikipedia__li,identifier__GNC,wikipedia__ruwikinews,wikipedia__uz,identifier__OLID,identifier__FAST,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,identifier__CONOR,identifier__NKC,identifier__google_plus,name__pfl,identifier__NLI,identifier__bigenc_ru,identifier__LNB,identifier__SELIBR,identifier__NLP,identifier__NLAtrove,wikipedia__sk,wikipedia__lt,wikipedia__mk,wikipedia__nn,wikipedia__vo,identifier__CANTIC,identifier__NLA,identifier__PTBNP,identifier__NNDB,identifier__snac,identifier__ne_se,identifier__google_scholar,identifier__persee,name__bs,identifier__NSZL,name__ceb,name__be_tarask,identifier__kinopoisk,identifier__AlloCine,identifier__allmovie,identifier__PORT,identifier__filmportal_de,identifier__CSFD,identifier__songkick,name__hi,wikipedia__hi,name__uz,wikipedia__cy,identifier__Oxforddnb,identifier__national_archives,name__arz,name__bn,name__cv,name__my,name__pnb,name__ur,name__yi,name__yue,name__lfn,wikipedia__af,wikipedia__arz,wikipedia__be_x_old,wikipedia__bn,wikipedia__bs,wikipedia__cv,wikipedia__enwikisource,wikipedia__eswikiquote,wikipedia__kowikiquote,wikipedia__lv,wikipedia__my,wikipedia__pnb,wikipedia__ur,wikipedia__war,wikipedia__yi,wikipedia__zh_yue,identifier__NSK,identifier__EGAXA,identifier__SFDb,identifier__IIAF,identifier__ioc_athlete,name__kk,wikipedia__kk,wikipedia__sqwikiquote,identifier__catholic_hierarchy,name__nov,wikipedia__bewikiquote,wikipedia__nov,wikipedia__ruwikiquote,wikipedia__ga,identifier__elonet,identifier__nlg,name__ace,wikipedia__dewikinews,wikipedia__dewikisource,identifier__JewishEnc,name__tt,wikipedia__itwikisource,identifier__discogs,name__az,wikipedia__az,wikipedia__fy,wikipedia__ukwikiquote,name__fo,name__kl,identifier__N6I,name__ik,identifier__HDS,identifier__CERL,name__mn,wikipedia__jv,wikipedia__mn,name__aa,name__ak,name__ang,name__ay,name__bcl,name__bjn,name__cbk_zam,name__cdo,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dtp,name__ee,name__egl,name__eml,name__ff,name__fit,name__fj,name__gag,name__gn,name__gv,name__ha,name__hak,name__hif_latn,name__hil,name__ho,name__ht,name__hz,name__ig,name__ike_latn,name__ilo,name__jbo,name__kaa,name__ki,name__kk_latn,name__kk_tr,name__ksh,name__ku_latn,name__lad,name__rup,name__sn,name__su,name__tpi,name__zea,identifier__Gutenberg,wikipedia__plwikisource,identifier__zbMATH,identifier__MGP,name__aln,name__arn,name__brh,name__chr,name__got,name__haw,name__hif,name__ike_cans,name__iu,name__kj,name__kk_kz,name__kr,name__krj,name__lg,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mt,name__mus,name__mwl,name__na,name__ng,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdt,name__pih,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__ruq,name__ruq_latn,name__rw,name__sat,name__sdc,name__se,name__sei,name__sg,name__sgs,name__shi,name__shi_latn,name__sli,name__sm,name__sma,name__so,name__srn,name__st,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__tokipona,name__tru,name__ts,name__tt_latn,name__tum,name__ug_latn,name__ve,name__vot,name__xh,name__za,wikipedia__tl,wikipedia__azb,identifier__wikitree,name__mhr,name__ba,wikipedia__ba,wikipedia__mhr,wikipedia__szl,wikipedia__tk,identifier__DBNL,wikipedia__pdc,wikipedia__ksh,name__azb,identifier__dialnet,identifier__ODIS,identifier__NPG,identifier__SBN_it,identifier__CiNii,wikipedia__eml,wikipedia__fo,wikipedia__huwikiquote,wikipedia__nds,wikipedia__slwikiquote,wikipedia__min,wikipedia__tt,pseudonym,identifier__CSPAN,name__aeb_latn,name__bbc_latn,name__bug,name__gom_latn,name__gor,name__hrx,name__kw,name__liv,name__mh,name__myv,name__olo,name__pi,name__smj,name__ss,name__tw,name__vro,name__ky,name__ml,name__pa,wikipedia__an,wikipedia__fiwikiquote,wikipedia__frwikisource,wikipedia__ht,wikipedia__kn,wikipedia__kuwikiquote,wikipedia__ky,wikipedia__ml,wikipedia__pa,wikipedia__pms,wikipedia__su,identifier__BMLO,wikipedia__sw,noble_title,wikipedia__wuu,name__wuu,wikipedia__frwikiquote,name__no,identifier__italian_cod
Q28121388,Josef Wächter,Josef Wächter,Josef Wächter,,Josef Wächter,,Josef Wächter,Josef Wächter,Josef Wächter,Josef Wächter,,male,1866-12-29,Josef,64224,,Josef Wächter,,Josef Wächter,Josef Wächter,,,,,,,,,,,,,,,,,,,,1949-10-31,,,,,,,,,Josef Wächter,Josef Wächter,,,,,,,,,,,Josef Wächter,,,,,,,,,,,,,,,,,,,,,,Josef Wächter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Wächter,,,Wächter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Josef Wächter,,,,,,Josef Wächter,Josef Wächter,Josef Wächter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28153638,Hermann Lichtenegger,Hermann Lichtenegger,Hermann Lichtenegger,,Hermann Lichtenegger,,Hermann Lichtenegger,Hermann Lichtenegger,Hermann Lichtenegger,Hermann Lichtenegger,,male,1900-09-14,Hermann,64374,,Hermann Lichtenegger,,Hermann Lichtenegger,Hermann Lichtenegger,,,,,,,,,,,,,,,,,,,,1984-03-11,,,,,,,,,Hermann Lichtenegger,Hermann Lichtenegger,,,,,,,,,,,Hermann Lichtenegger,,,,,,,,,,,,,,,,,,,,,,Hermann Lichtenegger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hermann Lichtenegger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Hermann Lichtenegger,,,,,,Hermann Lichtenegger,Hermann Lichtenegger,Hermann Lichtenegger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28823017,Matthias Herrmann,Matthias Herrmann,Matthias Herrmann,,Matthias Herrmann,,Matthias Herrmann,Matthias Herrmann,Matthias Herrmann,Matthias Herrmann (Politiker),,male,1870-08-13,Matthias,00574,,Matthias Herrmann,,Matthias Herrmann,Matthias Herrmann,,,,,,,Matthias Herrmann,,,,,,,,,,,,,1944-08-19,,,,,,,,,Matthias Herrmann,Matthias Herrmann,,,,,,,,,,,Matthias Herrmann,,,,,,,,,,,,,,,,,,,,,,Matthias Herrmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthias Herrmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Matthias Herrmann,,,,,,Matthias Herrmann,Matthias Herrmann,Matthias Herrmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28833118,Eduard Schönfeld,Eduard Schönfeld,Eduard Schönfeld,,Eduard Schönfeld,,Eduard Schönfeld,Eduard Schönfeld,Eduard Schönfeld,Eduard Schönfeld (Politiker),,male,1873-02-20,Eduard,01759,,Eduard Schönfeld,,Eduard Schönfeld,Eduard Schönfeld,,,,,,,,,,,,,,,,,296156481,1032061324,,1936-08-25,,,,,,,,,Eduard Schönfeld,Eduard Schönfeld,,,,,,,,,,,Eduard Schönfeld,,,,,,,,,,,,,,,,,,,,,,Eduard Schönfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduard Schönfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Eduard Schönfeld,,,,,,Eduard Schönfeld,Eduard Schönfeld,Eduard Schönfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28842308,Aloisia Schirmer,Aloisia Schirmer,Aloisia Schirmer,,Aloisia Schirmer,,Aloisia Schirmer,Aloisia Schirmer,Aloisia Schirmer,Aloisia Schirmer,,female,1878-03-09,Aloisia,01721,,Aloisia Schirmer,,Aloisia Schirmer,Aloisia Schirmer,,,,,,,,,,,,,,,,,,,,1951-12-15,,,,,,,,,Aloisia Schirmer,Aloisia Schirmer,,,,,,,,,,,Aloisia Schirmer,,,,,,,,,,,,,,,,,,,,,,Aloisia Schirmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aloisia Schirmer,,,Schirmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Aloisia Schirmer,,,,,,Aloisia Schirmer,Aloisia Schirmer,Aloisia Schirmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28842316,Friedrich Schmidt,Friedrich Schmidt,Friedrich Schmidt,,Friedrich Schmidt,,Friedrich Schmidt,Friedrich Schmidt,Friedrich Schmidt,"Friedrich Schmidt (Politiker, 1874)",,male,1874-07-18,Friedrich,01738,,Friedrich Schmidt,,Friedrich Schmidt,Friedrich Schmidt,,,,,,,,,,,,,,,,,67244876,117504440,,"",,,,,,,,,Friedrich Schmidt,Friedrich Schmidt,,,,,,,,,,,Friedrich Schmidt,,,,,,,,,,,,,,,,,,,,,,Friedrich Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friedrich Schmidt,,,Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Friedrich Schmidt,,,,,,Friedrich Schmidt,Friedrich Schmidt,Friedrich Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28843666,Florian Renner,Florian Renner,Florian Renner,,Florian Renner,,Florian Renner,Florian Renner,Florian Renner,Florian Renner (Politiker),,male,1870-03-16,Florian,01663,,Florian Renner,,Florian Renner,Florian Renner,,,,,,,,,,,,,,,,,,,,1945-08-25,,,,,,,,,Florian Renner,Florian Renner,,,,,,,,,,,Florian Renner,,,,,,,,,,,,,,,,,,,,,,Florian Renner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florian Renner,,,Renner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Florian Renner,,,,,,Florian Renner,Florian Renner,Florian Renner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28843916,Hans Laimer,Hans Laimer,Hans Laimer,,Hans Laimer,,Hans Laimer,Hans Laimer,Hans Laimer,Hans Laimer,,male,1880-02-12,Hans,00750,,Hans Laimer,,Hans Laimer,Hans Laimer,,,,,,,,,,,,,,,,,,,,1922-11-23,,,,,,,,,Hans Laimer,Hans Laimer,,,,,,,,,,,Hans Laimer,,,,,,,,,,,,,,,,,,,,,,Hans Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Hans Laimer,,,,,,Hans Laimer,Hans Laimer,Hans Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28846453,Josef Hammerschmid,Josef Hammerschmid,Josef Hammerschmid,,Josef Hammerschmid,,Josef Hammerschmid,Josef Hammerschmid,Josef Hammerschmid,Josef Hammerschmid,,male,1880-03-05,Josef,01949,,Josef Hammerschmid,,Josef Hammerschmid,Josef Hammerschmid,,,,,,,,,,,,,,,,,,,,1945-10-27,,,,,,,,,Josef Hammerschmid,Josef Hammerschmid,,,,,,,,,,,Josef Hammerschmid,,,,,,,,,,,,,,,,,,,,,,Josef Hammerschmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Hammerschmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Josef Hammerschmid,,,,,,Josef Hammerschmid,Josef Hammerschmid,Josef Hammerschmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28854860,Josef Siegl,Josef Siegl,Josef Siegl,,Josef Siegl,,Josef Siegl,Josef Siegl,Josef Siegl,Josef Siegl,,male,1887-02-01,Josef,01867,,Josef Siegl,,Josef Siegl,Josef Siegl,,,,,,,,,,,,,,,,,,,,1923-09-20,,,,,,,,,Josef Siegl,Josef Siegl,,,,,,,,,,,Josef Siegl,,,,,,,,,,,,,,,,,,,,,,Josef Siegl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Siegl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Josef Siegl,,,,,,Josef Siegl,Josef Siegl,Josef Siegl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28856775,Franz Lampl,Franz Lampl,Franz Lampl,,Franz Lampl,,Franz Lampl,Franz Lampl,Franz Lampl,Franz Lampl,,male,1883-11-18,Franz,00766,,Franz Lampl,,Franz Lampl,Franz Lampl,,,,,,,,,,,,,,,,,,,,1943-04-17,,,,,,,,,Franz Lampl,Franz Lampl,,,,,,,,,,,Franz Lampl,,,,,,,,,,,,,,,,,,,,,,Franz Lampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franz Lampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Franz Lampl,,,,,,Franz Lampl,Franz Lampl,Franz Lampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28856779,Heinrich Zwenk,Heinrich Zwenk,Heinrich Zwenk,,Heinrich Zwenk,,Heinrich Zwenk,Heinrich Zwenk,Heinrich Zwenk,Heinrich Zwenk,,male,1875-07-01,Heinrich,01644,,Heinrich Zwenk,,Heinrich Zwenk,Heinrich Zwenk,,,,,,,,,,,,,,,,,,,,1927-04-16,,,,,,,,,Heinrich Zwenk,Heinrich Zwenk,,,,,,,,,,,Heinrich Zwenk,,,,,,,,,,,,,,,,,,,,,,Heinrich Zwenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heinrich Zwenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Heinrich Zwenk,,,,,,Heinrich Zwenk,Heinrich Zwenk,Heinrich Zwenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28859808,Ferdinand Ertl,Ferdinand Ertl,Ferdinand Ertl,,Ferdinand Ertl,,Ferdinand Ertl,Ferdinand Ertl,Ferdinand Ertl,Ferdinand Ertl,,male,1877-04-12,Ferdinand,00275,,Ferdinand Ertl,,Ferdinand Ertl,Ferdinand Ertl,,,,,,,,,,,,,,,,,309676647,1055249397,,1952-04-09,,,,,,,,,Ferdinand Ertl,Ferdinand Ertl,,,,,,,,,,,Ferdinand Ertl,,,,,,,,,,,,,,,,,,,,,,Ferdinand Ertl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferdinand Ertl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Ferdinand Ertl,,,,,,Ferdinand Ertl,Ferdinand Ertl,Ferdinand Ertl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
