id,name,name__en,name__de,name__fr,wikipedia__en,gender,birth_date,given_name,original_wikiname,name__es,name__nl,name__ja,wikipedia__de,occupation,name__lb,name__zh,name__tum,name__pl,name__ko,name__he,name__oc,name__yo,name__ms,name__et,name__id,name__ny,name__ml,name__br,name__vi,name__el,name__ar,name__sv,name__pt,name__eo,name__ru,name__sr,name__tr,name__ca,name__fi,name__la,name__os,name__io,name__mr,name__ka,name__nb,name__uk,name__fa,name__nn,name__da,name__be,name__it,name__sco,name__cs,name__kk,name__hu,wikipedia__ar,wikipedia__ast,wikipedia__be,wikipedia__br,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kk,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__ny,wikipedia__oc,wikipedia__os,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sco,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__tum,wikipedia__uk,wikipedia__vi,wikipedia__yo,wikipedia__zh,image,identifier__freebase,family_name,identifier__VIAF,identifier__ISNI,identifier__LCAuth,identifier__Britannica,name__ast,twitter,death_date,wikipedia__zh_yue,name__yue,instagram,facebook,identifier__IMDB,wikipedia__commons,name__bar,name__sl,name__zh_hant,name__zh_hans,name__pt_br
Q45782075,Patricia Kainga,Patricia Kainga,,,,female,,Patricia,,Patricia Kainga,Patricia Kainga,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patricia Kainga,,,,,,,,,,Patricia Kainga,,,
Q45782101,Patricia Mkanda,Patricia Mkanda,,,,female,,Patricia,,Patricia Mkanda,Patricia Mkanda,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patricia Mkanda,,,,,,,,,,Patricia Mkanda,,,
Q45782123,Patricia Dzimbiri,Patricia Dzimbiri,,,,female,,Patricia,,Patricia Dzimbiri,Patricia Dzimbiri,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patricia Dzimbiri,,,,,,,,,,Patricia Dzimbiri,,,
Q45782141,Patrick Themu,Patrick Themu,,,,male,,Patrick,,Patrick Themu,Patrick Themu,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Themu,,,,,,,,,,Patrick Themu,,,
Q45782154,Patrick Chilondola,Patrick Chilondola,,,,male,,Patrick,,Patrick Chilondola,Patrick Chilondola,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Chilondola,,,,,,,,,,Patrick Chilondola,,,
Q45782169,Paul Chibingu,Paul Chibingu,,,,male,,Paul,,Paul Chibingu,Paul Chibingu,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Chibingu,,,,,,,,,,Paul Chibingu,,,
Q45782180,Pemba Msusa,Pemba Msusa,,,,male,,,,Pemba Msusa,Pemba Msusa,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pemba Msusa,,,,,,,,,,Pemba Msusa,,,
Q45782198,Peter Chakhwantha,Peter Chakhwantha,,,,male,,Peter,,Peter Chakhwantha,Peter Chakhwantha,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Chakhwantha,,,,,,,,,,Peter Chakhwantha,,,
Q45782216,Peter Dimba,Peter Dimba,,,,male,,Peter,,Peter Dimba,Peter Dimba,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Dimba,,,,,,,,,,Peter Dimba,,,
Q45782235,Peter Bvalani,Peter Bvalani,,,,male,,Peter,,Peter Bvalani,Peter Bvalani,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Bvalani,,,,,,,,,,Peter Bvalani,,,
Q45782245,Peter Mazizi,Peter Mazizi,,,,male,,Peter,,Peter Mazizi,Peter Mazizi,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Mazizi,,,,,,,,,,Peter Mazizi,,,
Q45782265,Peter Chalera,Peter Chalera,,,,male,,Peter,,Peter Chalera,Peter Chalera,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Chalera,,,,,,,,,,Peter Chalera,,,
Q45782278,Rabson Shaba,Rabson Shaba,,,,male,,,,Rabson Shaba,Rabson Shaba,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rabson Shaba,,,,,,,,,,Rabson Shaba,,,
Q45782298,Rachel Zulu,Rachel Zulu,,,,female,,Rachel,,Rachel Zulu,Rachel Zulu,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zulu,,,,,Rachel Zulu,,,,,,,,,,Rachel Zulu,,,
Q45782317,Raphael Mhone,Raphael Mhone,,,,male,,Raphael,,Raphael Mhone,Raphael Mhone,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphael Mhone,,,,,,,,,,Raphael Mhone,,,
Q45782334,Christopher Ngwira,Christopher Ngwira,,,,male,,Christopher,,Christopher Ngwira,Christopher Ngwira,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christopher Ngwira,,,,,,,,,,Christopher Ngwira,,,
Q45782354,Malison Ndau,Malison Ndau,,,,male,,,,Malison Ndau,Malison Ndau,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malison Ndau,,,,,,,,,,Malison Ndau,,,
Q45782371,Wilson Ndomondo,Wilson Ndomondo,Wilson Ndomondo,Wilson Ndomondo,,male,,Wilson,,Wilson Ndomondo,Wilson Ndomondo,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilson Ndomondo,,,,,,,,,Wilson Ndomondo,Wilson Ndomondo,,,
Q45782388,Rhino Chiphiko,Rhino Chiphiko,,,,male,,,,Rhino Chiphiko,Rhino Chiphiko,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhino Chiphiko,,,,,,,,,,Rhino Chiphiko,,,
Q45782405,Richard Chimwendo-Banda,Richard Chimwendo-Banda,,,,male,,Richard,,Richard Chimwendo-Banda,Richard Chimwendo-Banda,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Chimwendo-Banda,,,,,,,,,,Richard Chimwendo-Banda,,,
Q45782421,Rodger Sithole,Rodger Sithole,,,,male,,Rodger,,Rodger Sithole,Rodger Sithole,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodger Sithole,,,,,,,,,,Rodger Sithole,,,
Q45782440,Rodrick Khumbanyiwa,Rodrick Khumbanyiwa,,,,male,,,,Rodrick Khumbanyiwa,Rodrick Khumbanyiwa,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodrick Khumbanyiwa,,,,,,,,,,Rodrick Khumbanyiwa,,,
Q45782465,Samuel Kawale,Samuel Kawale,,,,male,,Samuel,,Samuel Kawale,Samuel Kawale,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samuel Kawale,,,,,,,,,,Samuel Kawale,,,
Q45782484,Shaibu Kaliati,Shaibu Kaliati,,,,male,,,,Shaibu Kaliati,Shaibu Kaliati,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shaibu Kaliati,,,,,,,,,,Shaibu Kaliati,,,
Q45782504,Susan Ndalama,Susan Ndalama,,,,female,,Susan,,Susan Ndalama,Susan Ndalama,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Susan Ndalama,,,,,,,,,,Susan Ndalama,,,
Q45782531,Themba Mkandawire,Themba Mkandawire,,,,male,,,,Themba Mkandawire,Themba Mkandawire,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Themba Mkandawire,,,,,,,,,,Themba Mkandawire,,,
Q45782546,Thomson Kamangira,Thomson Kamangira,,,,male,,,,Thomson Kamangira,Thomson Kamangira,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomson Kamangira,,,,,,,,,,Thomson Kamangira,,,
Q45782568,Timothy Solomoni,Timothy Solomoni,,,,male,,Timothy,,Timothy Solomoni,Timothy Solomoni,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timothy Solomoni,,,,,,,,,,Timothy Solomoni,,,
Q45782584,Trasizio Gowelo,Trasizio Gowelo,,,,male,,,,Trasizio Gowelo,Trasizio Gowelo,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trasizio Gowelo,,,,,,,,,,Trasizio Gowelo,,,
Q45782608,Vasco Chimbalu,Vasco Chimbalu,,,,male,,Vasco,,Vasco Chimbalu,Vasco Chimbalu,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vasco Chimbalu,,,,,,,,,,Vasco Chimbalu,,,
Q45782628,Victor Musowa,Victor Musowa,,,,male,,Victor,,Victor Musowa,Victor Musowa,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Musowa,,,,,,,,,,Victor Musowa,,,
Q45782649,Victor Mbewe,Victor Mbewe,,,,male,,Victor,,Victor Mbewe,Victor Mbewe,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Mbewe,,,,,,,,,,Victor Mbewe,,,
Q45782674,Vincent Ghambi,Vincent Ghambi,,,,male,,Vincent,,Vincent Ghambi,Vincent Ghambi,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincent Ghambi,,,,,,,,,,Vincent Ghambi,,,
Q45782694,Vitus Mwale,Vitus Mwale,,,,male,,Vitus,,Vitus Mwale,Vitus Mwale,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitus Mwale,,,,,,,,,,Vitus Mwale,,,
Q45782719,Wallace Chawawa,Wallace Chawawa,,,,male,,Wallace,,Wallace Chawawa,Wallace Chawawa,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wallace Chawawa,,,,,,,,,,Wallace Chawawa,,,
Q45782743,Watson Ngozo,Watson Ngozo,,,,male,,,,Watson Ngozo,Watson Ngozo,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Watson Ngozo,,,,,,,,,,Watson Ngozo,,,
Q45782760,Werani Chilenga,Werani Chilenga,,,,male,,,,Werani Chilenga,Werani Chilenga,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Werani Chilenga,,,,,,,,,,Werani Chilenga,,,
Q45782778,Willard Gwengwe,Willard Gwengwe,,,,male,,Willard,,Willard Gwengwe,Willard Gwengwe,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willard Gwengwe,,,,,,,,,,Willard Gwengwe,,,
Q45782793,Willet Karonga,Willet Karonga,,,,male,,,,Willet Karonga,Willet Karonga,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willet Karonga,,,,,,,,,,Willet Karonga,,,
Q45782819,William Kalima,William Kalima,,,,male,,William,,William Kalima,William Kalima,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Kalima,,,,,,,,,,William Kalima,,,
Q45782837,Yaumi Mpaweni,Yaumi Mpaweni,,,,male,,,,Yaumi Mpaweni,Yaumi Mpaweni,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yaumi Mpaweni,,,,,,,,,,Yaumi Mpaweni,,,
Q45782850,Zaheer Issa,Zaheer Issa,,,,male,,,,Zaheer Issa,Zaheer Issa,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zaheer Issa,,,,,,,,,,Zaheer Issa,,,
Q45787935,Sam S. Ganda,Sam S. Ganda,,,,male,,,,,Sam S. Ganda,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sam S. Ganda,,2017-05-16,,,,,,,,Sam S. Ganda,,,
Q45787953,Bentry Namasasu,Bentry Namasasu,,,,male,,,,Bentry Namasasu,Bentry Namasasu,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bentry Namasasu,,,,,,,,,,Bentry Namasasu,,,
Q45787968,Highton L. Jiya,Highton L. Jiya,,Highton L. Jiya,,male,,,,,Highton L. Jiya,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Highton L. Jiya,,2017-01-02,,,,,,,,Highton L. Jiya,,,
Q45789819,Lawrence Sitolo,Lawrence Sitolo,,,,male,,Lawrence,,Lawrence Sitolo,Lawrence Sitolo,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lawrence Sitolo,,,,,,,,,,Lawrence Sitolo,,,
Q45789837,Ulemu Msungama,Ulemu Msungama,,,,male,,,,Ulemu Msungama,Ulemu Msungama,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulemu Msungama,,,,,,,,,,Ulemu Msungama,,,
Q4662402,Aaron Sangala,Aaron Sangala,Aaron Sangala,Aaron Sangala,Aaron Sangala,male,1958,Aaron,,Aaron Sangala,Aaron Sangala,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aaron Sangala,,,,,,,,,,,,,,,,,,Aaron Sangala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aaron Sangala,,,,,,,,,,Aaron Sangala,,,
Q4767130,Anna Kachikho,Anna Kachikho,Anna Kachikho,Anna Kachikho,Anna Kachikho,female,1955-04-17,Anna,,Anna Kachikho,Anna Kachikho,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Anna Kachikho,,,,,,,,,,,,,,,,,,,,,,Anna Kachikho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna Kachikho,,,,,,,,,,Anna Kachikho,,,
Q4823200,Austin Muluzi,Austin Muluzi,Austin Muluzi,Austin Muluzi,Atupele Muluzi,male,1978-08-06,Austin,,Austin Muluzi,Austin Muluzi,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin Muluzi,,Atupele Muluzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AtupeleMuluziMP,,,,,,,,,Austin Muluzi,,,Austin Muluzi
Q5241922,Davis Katsonga,Davis Katsonga,Davis Katsonga,Davis Katsonga,Davis Katsonga,male,1955-08-06,Davis,,Davis Katsonga,Davis Katsonga,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davis Katsonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davis Katsonga,,,,,,,,,,Davis Katsonga,卡鬆葛,卡松葛,
Q5379277,Enoch Chihana,Enoch Chihana,Enoch Chihana,Enoch Chihana,Enoch Chihana,male,,Enoch,,Enoch Chihana,Enoch Chihana,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enoch Chihana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enoch Chihana,,,,,,,,,,Enoch Chihana,,,
Q5382250,Ephraim Chiume,Ephraim Chiume,Ephraim Chiume,Ephraim Chiume,Ephraim Chiume,male,1953,Ephraim,,Ephraim Chiume,Ephraim Chiume,,Ephraim Chiume,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ephraim Chiume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ephraim Chiume,,,,,,,,,,Ephraim Chiume,,,
Q5537823,George Chaponda,George Chaponda,George Chaponda,George Chaponda,George Chaponda,male,1942-11-01,George,,George Chaponda,George Chaponda,ジョージ・チャポンダ,George Chaponda,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Chaponda,,,,,,,,,,George Chaponda,,,
Q5672821,Harry Thomson,Harry Thomson,Harry Thomson,Harry Thomson,Harry Thomson (politician),male,1934,Harry,,Harry Thomson,,,,politician,,湯生,,,,,,,,,,,,,,,هاري تومسون,,,,,,,,,,,,,,,,,,,,,,,,,هاري تومسون (سياسي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomson,,,,,Harry Thomson,,,,,,,,,,Harry Thomson,,,
Q6170933,Jean Kalilani,Jean Kalilani,Jean Kalilani,Jean Kalilani,Jean Kalilani,female,,Jean,,Jean Kalilani,Jean Kalilani,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jean Kalilani,,,,,,,,,,Jean Kalilani,,,
Q6429058,Kondwani Nakhumwa,Kondwani Nakhumwa,Kondwani Nakhumwa,Kondwani Nakhumwa,Kondwani Nakhumwa,male,,,,Kondwani Nakhumwa,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kondwani Nakhumwa,,,,,,,,,,Kondwani Nakhumwa,,,
Q6547705,Lilian Patel,Lilian Patel,Lilian Patel,Lilian Patel,Lilian Patel,female,1951-02-21,Lilian,,Lilian Patel,Lilian Patel,,,politician,,白岱爾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lilian Patel,,,,,,,,,,,,,,,,,,Lilian Patel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lilian Patel,,,,,,,,,,Lilian Patel,,,
Q6697476,Lucius Banda,Lucius Banda,Lucius Banda,Lucius Banda,Lucius Banda,male,1970-08-17,Lucius,,Lucius Banda,Lucius Banda,ルーシャス・バンダ,,politician,,,,,,,,,,,,,,,,,لوسيوس باندا,,,,,,,,,,,,,,,,,,,,,,,,,لوسيوس باندا,,,,,,,,,,,,,,,,,,ルーシャス・バンダ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucius Banda,,,,,,,,,,Lucius Banda,,,
Q7145664,Patricia Kaliati,Patricia Kaliati,Patricia Kaliati,Patricia Kaliati,Patricia Kaliati,female,1967,Patricia,,Patricia Kaliati,Patricia Kaliati,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patricia Kaliati,,,,,,,,,,Patricia Kaliati,,,
Q7287727,Ralph Jooma,Ralph Jooma,Ralph Jooma,Ralph Jooma,Ralph Jooma,male,,Ralph,,Ralph Jooma,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralph Jooma,,,,,,,,,,Ralph Jooma,,,
