id,name__en,name__es,name__it,name__nl,name__fr,name__de,name__hu,name,wikipedia__en,gender,birth_date,given_name,original_wikiname,name__nb,name__da,name__nn,name__sv,name__id,wikipedia__fr,wikipedia__id,name__mg,wikipedia__mg,name__rw,wikipedia__rw,wikipedia__de,identifier__VIAF,name__ru,name__et,name__tr,name__pl,name__el,name__pt,wikipedia__el,wikipedia__es,wikipedia__et,wikipedia__hu,wikipedia__it,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__tr,image,death_date,wikipedia__sv,name__nds,wikipedia__nds,name__ku,name__yo,name__lt,name__ca,name__oc,wikipedia__ku,wikipedia__lt,wikipedia__yo,identifier__freebase,name__cs,name__sk,name__sr,wikipedia__sr,identifier__ISNI,identifier__LCAuth,identifier__BNF,identifier__SUDOC,name__en_ca,name__en_gb,name__fi,name__fo,name__is,name__kl,wikipedia__commons,wikipedia__ar,name__ar,name__ja,name__zh_hant,name__zh_cn,name__zh,name__eu,wikipedia__zh,wikipedia__vi,name__vi,wikipedia__plwikiquote,occupation,name__la,wikipedia__la,identifier__SELIBR,identifier__NTA,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cy,name__de_at,name__de_ch,name__eo,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__simple,name__he,wikipedia__he,identifier__GND,wikipedia__ga,family_name,wikipedia__ml,wikipedia__ca,wikipedia__fi,twitter,name__ml,facebook,wikipedia__azb,wikipedia__hy,name__hy,name__azb,name__lg,wikipedia__lg,identifier__NLP,wikipedia__no,name__sl
Q4665198,Abdu Katuntu,Abdu Katuntu,,Abdu Katuntu,Abdu Katuntu,Abdu Katuntu,Abdu Katuntu,Abdu Katuntu,Abdu Katuntu,male,1965-03-12,,Abdu Katuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu Katuntu
Q4684139,Adolf Mwesige,Adolf Mwesige,Adolf Mwesige,Adolf Mwesige,Adolf Mwesige,Adolf Mwesige,Adolf Mwesige,Adolf Mwesige,Adolf Mwesige,male,1966-04-04,Adolf,Adolf Mwesige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adolf Mwesige
Q4693003,Agnes Akiror,,,Agnes Akiror,Agnes Akiror,Agnes Akiror,,Agnes Akiror,Agnes Akiror,female,1968-07-28,Agnes,Agnes Akiror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agnes Akiror
Q4696656,Aidah Nantaba,Aidah Nantaba,Aidah Nantaba,Aidah Nantaba,Aidah Nantaba,Aidah Nantaba,Aidah Nantaba,Aidah Nantaba,Idah Nantaba,female,1979-12-20,,Idah Nantaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,businessperson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aidah Nantaba
Q4717580,Alex Onzima,,,Alex Onzima,Alex Onzima,Alex Onzima,,Alex Onzima,Alex Onzima,male,1952-06-26,Alex,Alex Onzima,Alex Onzima,Alex Onzima,Alex Onzima,Alex Onzima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Onzima
Q4742276,Amelia Kyambadde,Amelia Kyambadde,Amelia Kyambadde,Amelia Kyambadde,Amelia Kyambadde,Amelia Kyambadde,Amelia Kyambadde,Amelia Kyambadde,Amelia Kyambadde,female,1955-06-01,Amelia,Amelia Kyambadde,,,,,,Amelia Kyambadde,,,,,,Amelia Kyambadde,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d2/Aid_for_Trade_Global_Review_2017_–_Day_1_(35705511972).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,businessperson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,അമേലിയ ക്യാംബഡേ,,,,അമേലിയ ക്യാംബഡേ,,,Ամելիա Կիամբադե,Ամելիա Կիամբադե,,,,,,Amelia Kyambadde
Q4810985,Aston Kajara,Aston Kajara,Aston Kajara,Aston Kajara,Aston Kajara,Aston Kajara,Aston Kajara,Aston Kajara,Aston Kajara,male,1956-09-19,Aston,Aston Kajara,,,,Aston Kajara,,,,,,,,,,,,,,,,,,,,,,,,,,,Aston Kajara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kajara,,,,,,,,,,,,,,,Aston Kajara
Q4811869,Asuman Kiyingi,Asuman Kiyingi,Asuman Kiyingi,Asuman Kiyingi,Asuman Kiyingi,Asuman Kiyingi,Asuman Kiyingi,Asuman Kiyingi,Asuman Kiyingi,male,1963-12-27,,Asuman Kiyingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asuman Kiyingi
Q4859206,Barbara Oundo Nekesa,,,Barbara Oundo Nekesa,Barbara Oundo Nekesa,Barbara Oundo Nekesa,,Barbara Oundo Nekesa,Barbara Nekesa Oundo,female,1984-06-06,Barbara,Barbara Nekesa Oundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Nekesa Oundo,Barbara Nekesa Oundo,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Oundo Nekesa
Q4877118,Beatrice Atim Anywar,,,Beatrice Atim Anywar,Beatrice Atim Anywar,Beatrice Atim Anywar,,Beatrice Atim Anywar,Beatrice Atim Anywar,female,1964,Beatrice,Beatrice Atim Anywar,,,,Beatrice Atim Anywar,,,,,,,,,,,,,,,,,,,,,,,,,,,Beatrice Atim Anywar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beatrice Atim Anywar
Q49253,Irene Muloni,Irene Muloni,Irene Muloni,Irene Muloni,Irene Muloni,Irene Muloni,Irene Muloni,Irene Muloni,Irene Muloni,female,1960-11-18,Irene,Irene Muloni,,,,,,Irene Muloni,,Irene Muloni,Irene Muloni,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/28/Ugandan_Minister_for_Energy_and_Minerals_(10928382334)_(cropped).jpg,,,,,,,,,,,,,/m/0gvvt_t,,,,,,,,,,,,,,,,,,アリニ・ムロニ,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene Muloni
Q4935806,Bobi Wine,,Robert Kyagulanyi Ssentamu,,Bobi Wine,Bobi Wine,,Bobi Wine,Robert Kyagulanyi Ssentamu,male,1982-02-12,Robert,Robert Kyagulanyi Ssentamu,,,,,,,,,,,,Bobi Wine,91081941,,,,,,,,,,,Bobi Wine,,,,,https://upload.wikimedia.org/wikipedia/commons/b/bf/Bobi_Wine.png,,,,,,,,,,,,,,,,,,0000 0000 6461 2154,n2009209686,,,,,,,,,Category:Bobi Wine,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169150551,,Ssentamu,,,,,,,,,,,Bobi Wine,Bobi Wine,A37167509,,Bobi Wine
Q5045178,Caroline Okao Amali,,,Caroline Okao Amali,Caroline Okao Amali,Caroline Okao Amali,,Caroline Okao Amali,Caroline Amali Okao,female,1972,Caroline,Caroline Amali Okao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caroline Okao Amali
Q5075388,Charles Bakkabulindi,Charles Bakkabulindi,Charles Bakkabulindi,Charles Bakkabulindi,Charles Bakkabulindi,Charles Bakkabulindi,Charles Bakkabulindi,Charles Bakkabulindi,Charles Bakkabulindi,male,1959-11-25,Charles,Charles Bakkabulindi,,,,,,,,Charles Bakkabulindi,Charles Bakkabulindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles Bakkabulindi
Q5110904,Christine Amongin Aporu,,Christine Amongin Aporu,Christine Amongin Aporu,Christine Amongin Aporu,Christine Amongin Aporu,,Christine Amongin Aporu,Christine Amongin Aporu,female,1958-05-22,Christine,Christine Amongin Aporu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christine Amongin Aporu
Q5186066,Crispus Kiyonga,Crispus Kiyonga,Crispus Kiyonga,Crispus Kiyonga,Crispus Kiyonga,Crispus Kiyonga,Crispus Kiyonga,Crispus Kiyonga,Crispus Kiyonga,male,1952,,Crispus Kiyonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Crispus Kiyonga,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crispus Kiyonga
Q5227877,Daudi Migereko,Daudi Migereko,Daudi Migereko,Daudi Migereko,Daudi Migereko,Daudi Migereko,Daudi Migereko,Daudi Migereko,Daudi Migereko,male,1956-06-26,,Daudi Migereko,,,,,,,,,,Daudi Migereko,Daudi Migereko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daudi Migereko
Q5240772,David Wakikona,David Wakikona,David Wakikona,David Wakikona,David Wakikona,David Wakikona,David Wakikona,David Wakikona,David Wakikona,male,1950-11-26,David,David Wakikona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aircraft pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Wakikona
Q5345394,Edward Ssekandi,Edward Ssekandi,,Edward Ssekandi,Edward Ssekandi,Edward Ssekandi,Edward Ssekandi,Edward Ssekandi,Edward Ssekandi,male,1943-01-19,Edward,Edward Ssekandi,,,,,Edward Ssekandi,Edward Ssekandi,Edward Ssekandi,,,,,,,,,,,,,,Edward Ssekandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edward Ssekandi
Q5366225,Elly Tumwine,Elly Tumwine,Elly Tumwine,Elly Tumwine,Elly Tumwine,Elly Tumwine,,Elly Tumwine,Elly Tumwine,male,1954-04-12,Elly,Elly Tumwine,,,,,,,,,,,,,183147118238126341557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no2016106729,,,,,,,,,,,,,,,,,,,,,artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139182021,,Tumwine,,,,,,,,,,,,,,,Elly Tumwine
Q5382289,Ephraim Kamuntu,Ephraim Kamuntu,,Ephraim Kamuntu,Ephraim Kamuntu,Ephraim Kamuntu,Ephraim Kamuntu,Ephraim Kamuntu,Ephraim Kamuntu,male,1945-09-26,Ephraim,Ephraim Kamuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ephraim Kamuntu
Q5393381,Ernest Kiiza,,,Ernest Kiiza,Ernest Kiiza,Ernest Kiiza,,Ernest Kiiza,Ernest Kiiza,male,1967,Ernest,Ernest Kiiza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ernest Kiiza
Q5490025,Frank Tumwebaze,Frank Tumwebaze,Frank Tumwebaze,Frank Tumwebaze,Frank Tumwebaze,Frank Tumwebaze,Frank Tumwebaze,Frank Tumwebaze,Frank Tumwebaze,male,1976-01-01,Frank,Frank Tumwebaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Tumwebaze
Q5496029,Fred Omach,Fred Omach,Fred Omach,Fred Omach,Fred Omach,Fred Omach,Fred Omach,Fred Omach,Fred Omach,male,1953-04-16,Fred,Fred Omach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fred Omach
Q5496187,Fred Ruhindi,Fred Ruhindi,Fred Ruhindi,Fred Ruhindi,Fred Ruhindi,Fred Ruhindi,Fred Ruhindi,Fred Ruhindi,Fred Ruhindi,male,1955-08-29,Fred,Fred Ruhindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fred Ruhindi
Q5717757,Henry Banyenzaki,,,Henry Banyenzaki,Henry Banyenzaki,Henry Banyenzaki,,Henry Banyenzaki,Henry Banyenzaki,male,1967,Henry,Henry Banyenzaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry Banyenzaki
Q5724197,Henry Kajura,Henry Kajura,,Henry Kajura,Henry Kajura,Henry Kajura,Henry Kajura,Henry Kajura,Henry Kajura,male,1934-07-07,Henry,Henry Kajura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry Kajura
Q5729361,Henry Tumukunde,,,Henry Tumukunde,,Henry Tumukunde,,Henry Tumukunde,Henry Tumukunde,male,1961,Henry,Henry Tumukunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry Tumukunde
Q5761037,Hilary Onek,Hilary Onek,,Hilary Onek,Hilary Onek,Hilary Onek,Hilary Onek,Hilary Onek,Hilary Onek,male,1948-05-05,Hilary,Hilary Onek,,,,Hilary Onek,,,,,,,,,,"Онек, Хилари Обалокер",,,,,,,,,,,,,"Онек, Хилари Обалокер",,,,Hilary Onek,,,,,,,,,,,,,,Илари Онек,Илари Онек,,,,,,,,,,,,هيلاري أونيك,هيلاري أونيك,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,هیلاری اونیک,,,هیلاری اونیک,,,,,Hilary Onek
Q57873,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,male,1949-01-16,,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,,,,,Amama Mbabazi,4836151051783833530002,"Мбабази, Амама",Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Αμάμα Μπαμπάζι,Amama Mbabazi,Αμάμα Μπαμπάζι,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,"Мбабази, Амама",Amama Mbabazi,https://upload.wikimedia.org/wikipedia/commons/8/8a/Amama_Mbabazi.jpg,,,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,Amama Mbabazi,/m/0fbz0z,,,,,,,,,,,,,,,,,,アママ・ムババジ,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אמאמה מבאבאזי,,1143733169,,,,,,,,,,,,,,,,,Amama Mbabazi
Q58240,Sam Kutesa,Sam Kutesa,Sam Kutesa,Sam Kutesa,Sam Kutesa,Sam Kutesa,Sam Kutesa,Sam Kutesa,Sam Kutesa,male,1949-02-01,Sam,Sam Kutesa,Sam Kutesa,Sam Kutesa,Sam Kutesa,Sam Kutesa,,Sam Kutesa,,,,,,Sam Kutesa,,,,,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/1/1d/Ugandan_Foreign_Minister,_Sam_Kutesa.jpg",,,,,,,,Sam Kutesa,Sam Kutesa,,,,/m/04zfj2,,,,,,,,,Sam Kutesa,Sam Kutesa,Sam Kutesa,Sam Kutesa,Sam Kutesa,Sam Kutesa,Category:Sam Kutesa,سام كوتيسا,سام كوتيسا,サム・クテサ,,,萨姆·库泰萨,Sam Kutesa,萨姆·库泰萨,,,,lawyer,Samuel Kutesa,Samuel Kutesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sam Kutesa
Q6076821,Isaac Musumba,Isaac Musumba,Isaac Musumba,Isaac Musumba,Isaac Musumba,Isaac Musumba,Isaac Musumba,Isaac Musumba,Isaac Musumba,male,1961-12-16,Isaac,Isaac Musumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isaac Musumba
Q6096678,Ivan Koreta,Ivan Koreta,Ivan Koreta,Ivan Koreta,Ivan Koreta,Ivan Koreta,,Ivan Koreta,Ivan Koreta,male,1960-01-01,Ivan,Ivan Koreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/a/a7/Ivan_Koreta_Atlas_Drop_11,_Soroti,_Uganda,_April_2011.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Koreta
Q6119076,Jacob Oulanyah,Jacob Oulanyah,Jacob Oulanyah,Jacob Oulanyah,Jacob Oulanyah,Jacob Oulanyah,Jacob Oulanyah,Jacob Oulanyah,Jacob Oulanyah,male,1965-03-23,Jacob,Jacob Oulanyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Oulanyah
Q6129213,James Baba,James Baba,,James Baba,James Baba,James Baba,James Baba,James Baba,James Baba,male,1945-05-10,James,James Baba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baba,,,,,,,,,,,,,,,James Baba
Q6140434,James Nsaba Buturo,James Nsaba Buturo,Nsaba Buturo,James Nsaba Buturo,Nsaba Buturo,James Nsaba Buturo,James Nsaba Buturo,James Nsaba Buturo,James Nsaba Buturo,male,1951-03-18,James,James Nsaba Buturo,,,,,,,,,,,,,,,,,James Nsaba Buturo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Nsaba Buturo,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Nsaba Buturo
Q6150822,Janat Mukwaya,Janat Mukwaya,Janat Mukwaya,Janat Mukwaya,Janat Mukwaya,Janat Mukwaya,Janat Mukwaya,Janat Mukwaya,Janat Mukwaya,female,1951-12-12,,Janat Mukwaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janat Mukwaya
Q6153522,Janet Museveni,Janet Museveni,,Janet Museveni,Janet Museveni,Janet Museveni,Janet Museveni,Janet Museveni,Janet Museveni,female,1948-06-24,Janet,Janet Museveni,Janet Museveni,,,,Janet Museveni,Janet Museveni,Janet Museveni,,,,,Janet Museveni,180016029,Джанет Мусевейни,,,,Τζάνετ Μουσέβενι,,,Janet Museveni,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f5/Janet_Museveni.jpg,,,,,,,,,,,,,,Janet Museveni,Janet Museveni,,,0000 0001 3916 3112,,,,,,,,,,,جانيت موسيفيني,جانيت موسيفيني,,,,,Janet Museveni,,,,,politician,,,,381064751,,,,,,,,,,,,,,,Janet Museveni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janet Museveni,,ജാനറ്റ് മുസേവനി,,,JanetMuseveni,ജാനറ്റ് മുസേവനി,JanetKMuseveni,,,,,,,,,Janet Museveni
Q6176542,Jeje Odongo,Jeje Odongo,Jeje Odongo,Jeje Odongo,Jeje Odongo,Jeje Odongo,Jeje Odongo,Jeje Odongo,Jeje Odongo,male,1951-07-09,,Jeje Odongo,,,,,,,,,,,,Jeje Odongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeje Odongo
Q6180999,Jeremiah Twa-Twa,Jeremiah Twa-Twa,Jeremiah Twa-Twa,Jeremiah Twa-Twa,Jeremiah Twa-Twa,,Jeremiah Twa-Twa,Jeremiah Twa-Twa,Jeremiah Twa-Twa,male,1951-01-01,Jeremiah,Jeremiah Twa-Twa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremiah Twa-Twa
Q6224194,John Byabagambi,,,John Byabagambi,John Byabagambi,John Byabagambi,,John Byabagambi,John Byabagambi,male,1958-05-08,John,John Byabagambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Byabagambi
Q6226097,John Chrysostom Muyingo,John Chrysostom Muyingo,John Chrysostom Muyingo,John Chrysostom Muyingo,John Chrysostom Muyingo,John Chrysostom Muyingo,John Chrysostom Muyingo,John Chrysostom Muyingo,John Chrysestom Muyingo,male,1960-02-22,John,John Chrysestom Muyingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Chrysostom Muyingo
