id,name__sk,name__cs,name,wikipedia__cs,wikipedia__sk,gender,occupation,identifier__VIAF,birth_date,given_name,original_wikiname,name__pl,wikipedia__pl,image,name__id,name__de,name__en,name__fi,name__nl,name__ru,name__uk,name__fr,wikipedia__de,wikipedia__en,wikipedia__fi,wikipedia__id,wikipedia__ru,wikipedia__uk,identifier__freebase,name__rue,name__et,wikipedia__et,wikipedia__fr,wikipedia__rue,wikipedia__skwikiquote,identifier__EuroparlMEP,name__hu,wikipedia__hu,name__es,identifier__GND,identifier__LCAuth,identifier__FAST,name__pa,name__nb,name__da,name__nn,name__sv,wikipedia__commons,wikipedia__pa,identifier__SUDOC,identifier__IMDB,identifier__NKC,identifier__PACE,name__it,wikipedia__it,death_date,name__ca,name__gl,wikipedia__cswikiquote,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__co,name__cy,name__eo,name__eu,name__fur,name__ga,name__gd,name__gsw,name__hr,name__is,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sl,name__sq,name__tr,name__vec,name__vls,name__wa,name__ja,wikipedia__ca,wikipedia__eo,identifier__ISNI,identifier__BNF,identifier__MusicBrainz,identifier__BMLO,name__be_tarask,name__de_ch,name__en_ca,name__en_gb,wikipedia__be_x_old,wikipedia__itwikiquote,website,identifier__AlloCine,identifier__allmovie,identifier__SFDb,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__filmportal_de,family_name,name__zh,wikipedia__zh,identifier__quora,identifier__Munzinger,name__be,name__ko,name__he,name__ta,name__yo,name__oc,name__ms,name__el,name__ar,name__sr,name__mr,name__io,name__pt_br,name__vi,name__bg,name__ie,name__fa,name__mk,name__ka,name__la,name__sh,name__zh_hant,name__hsb,wikipedia__ar,wikipedia__ast,wikipedia__be,wikipedia__bg,wikipedia__da,wikipedia__el,wikipedia__es,wikipedia__fa,wikipedia__he,wikipedia__hr,wikipedia__hsb,wikipedia__huwikiquote,wikipedia__ie,wikipedia__io,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ruwikinews,wikipedia__sh,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__tr,wikipedia__ukwikiquote,wikipedia__vi,wikipedia__yo,identifier__parlement,wikipedia__ro,name__dsb,name__lv,name__zh_cn,wikipedia__gl,wikipedia__lv,wikipedia__sl,wikipedia__ga,wikipedia__lt,name__ceb,name__eml,name__fo,name__frr,name__fy,name__jam,name__min,name__mt,name__tl,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__mg,wikipedia__mg,name__ty,name__qu,wikipedia__eu,wikipedia__qu,identifier__N6I,name__az,wikipedia__az,name__tt,identifier__bigenc_ru,twitter,name__bm,name__de_at,name__frc,name__frp,name__ia,name__kab,name__kg,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__vo,name__wo,name__zu,name__sr_el,name__sr_ec,name__mn,wikipedia__mn,wikipedia__sq,name__szl,name__ba,name__hy,name__uz,wikipedia__ba,wikipedia__bs,wikipedia__gd,wikipedia__hy,wikipedia__sw,wikipedia__szl,wikipedia__uz,identifier__OLID,identifier__NTA,identifier__NSK,identifier__NLP,identifier__NNDB,wikipedia__sco,wikipedia__mk,identifier__NUKAT,identifier__BAV,identifier__NSZL,identifier__Britannica,identifier__BIBSYS,facebook,name__ace,name__jv,name__su,identifier__GTAA,identifier__ne_se,identifier__snac,wikipedia__simple,wikipedia__cy,identifier__google_plus,wikipedia__eml,name__lfn,identifier__FIFA,wikipedia__af,identifier__CONOR
Q1710071,Jozef Heriban,Jozef Heriban,Jozef Heriban,Jozef Heriban,Jozef Heriban (1953),male,screenwriter,266219028,1953-07-09,Jozef,Jozef Heriban,Jozef Heriban,Jozef Heriban,https://upload.wikimedia.org/wikipedia/commons/d/df/Jozef_Heriban_PEN_4.jpg,,Jozef Heriban,Jozef Heriban,,Jozef Heriban,,,Jozef Heriban,Jozef Heriban,Jozef Heriban,,,,,/m/0p3qqj2,,,,,,,25571,Jozef Heriban,,Jozef Heriban,,n96117935,,,,,,,,,,,ola2002139717,,Jozef Heriban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jozef Heriban,,,,,,,,,0000 0003 8273 0172,,,,,,,,,,,,,,,276948,,56355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17315719,Branislav Škripek,,Branislav Škripek,,Branislav Škripek,male,politician,,1970-08-30,Branislaw,Branislav Škripek,Branislav Škripek,Branislav Škripek,,,Branislaw Škripek,Branislav Škripek,,Branislav Škripek,,,Branislav Škripek,Branislav Škripek,,,,,,,,,,Branislav Škripek,,,124927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Branislav Škripek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17330556,Peter Pellegrini,Peter Pellegrini,Peter Pellegrini,Peter Pellegrini,Peter Pellegrini,male,politician,5873152200793914400008,1975-10-06,Peter,Peter Pellegrini,Peter Pellegrini,Peter Pellegrini,https://upload.wikimedia.org/wikipedia/commons/6/64/Peter_Pellegrini_-_2015.jpg,,Peter Pellegrini,Peter Pellegrini,Peter Pellegrini,Peter Pellegrini,"Пеллегрини, Петер",Петер Пеллегріні,Peter Pellegrini,Peter Pellegrini,Peter Pellegrini,Peter Pellegrini,,"Пеллегрини, Петер",Петер Пеллегріні,,,Peter Pellegrini,Peter Pellegrini,Peter Pellegrini,,,,Peter Pellegrini,Peter Pellegrini,Peter Pellegrini,1155055942,,,,Peter Pellegrini,,,Peter Pellegrini,Category:Peter Pellegrini,,,,,6491,Peter Pellegrini,Peter Pellegrini,,Peter Pellegrini,Peter Pellegrini,,Peter Pellegrini,,,,,,,,,,,,,,Peter Pellegrini,,Peter Pellegrini,,,,,,,,,,,,,,,,Peter Pellegrini,,Peter Pellegrini,,,,ペテル・ペレグリニ,,,,,,,Пэтэр Пэлегрыні,Peter Pellegrini,Peter Pellegrini,Peter Pellegrini,Пэтэр Пэлегрыні,,,,,,,,,,,,,,,,,피터 펠레그리니,,,,,,Πέτερ Πελεγκρίνι,,,,,,,Петер Пелегрини,Peter Pellegrini,پیتر پلگرینی,,,Petrus Pellegrini,,,Peter Pellegrini,,,,Петер Пелегрини,,Πέτερ Πελεγκρίνι,Peter Pellegrini,پیتر پلگرینی,,,Peter Pellegrini,,Peter Pellegrini,,,,피터 펠레그리니,Petrus Pellegrini,Peter Pellegrini,,,,,,Peter Pellegrini,,,,,,,Peter Pellegrini,,Peter Pellegrini,,,,,,Peter Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Pellegrini,,,,,,Peter Pellegrini,
Q17413013,Štefan Kuffa,Štefan Kuffa,Štefan Kuffa,Štefan Kuffa,Štefan Kuffa,male,politician,,1961,Štefan,Štefan Kuffa,,,,,Štefan Kuffa,Štefan Kuffa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17416468,Pavol Pavlis,,Pavol Pavlis,,Pavol Pavlis,male,politician,,1961-01-12,Pavol,Pavol Pavlis,Pavol Pavlis,Pavol Pavlis,,,,Pavol Pavlis,,Pavol Pavlis,,,Pavol Pavlis,,Pavol Pavlis,,,,,,,,,Pavol Pavlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pavol Pavlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1800171,Peter Žiga,Peter Žiga,Peter Žiga,Peter Žiga,Peter Žiga,male,politician,,1972-07-27,Peter,Peter Žiga,Peter Žiga,Peter Žiga,https://upload.wikimedia.org/wikipedia/commons/d/d1/Peter_Žiga_.jpg,,Peter Žiga,Peter Žiga,,Peter Žiga,,,Peter Žiga,Peter Žiga,Peter Žiga,,,,,,,,,Peter Žiga,,,,,,,,,,,,,,,Category:Peter Žiga,,,,,,,,,Peter Žiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Žiga,,,,,,,Peter Žiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18341552,Jozef Kollár,,Jozef Kollár,,Jozef Kollár (politik),male,economist,,1961-08-06,Jozef,Jozef Kollár,Jozef Kollár,Jozef Kollár,https://upload.wikimedia.org/wikipedia/commons/a/ab/Jozef_Kollár_(politik)_2015.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Jozef Kollár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1894613,Marek Maďarič,Marek Maďarič,Marek Maďarič,Marek Maďarič,Marek Maďarič,male,politician,,1966-03-23,Marek,Marek Maďarič,Marek Maďarič,Marek Maďarič,https://upload.wikimedia.org/wikipedia/commons/6/61/Marek_Maďarič._jan._2017.jpg,,Marek Maďarič,Marek Maďarič,,Marek Maďarič,"Мадярич, Марек",,Marek Maďarič,Marek Maďarič,Marek Maďarič,,,"Мадярич, Марек",,/m/0pb3yqb,,Marek Maďarič,Marek Maďarič,Marek Maďarič,,Marek Maďarič,,,,,,,,,,,,,Category:Marek Maďarič,,,,,,Marek Maďarič,Marek Maďarič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marek Maďarič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,madaricmarek,,,,,,,,,,,,,,
Q1903861,Martin Glváč,Martin Glváč,Martin Glváč,Martin Glváč,Martin Glváč,male,politician,,1967-11-20,Martin,Martin Glváč,Martin Glváč,Martin Glváč,,,Martin Glváč,Martin Glváč,,Martin Glváč,,,Martin Glváč,Martin Glváč,Martin Glváč,,,,,/m/0p8ssv_,,,,Martin Glváč,,,,,,,,,,,,,,,,,,,,,Martin Glváč,Martin Glváč,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Glváč,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1969354,Peter Dvorský,Peter Dvorský,Peter Dvorský,Peter Dvorský,Peter Dvorský,male,opera singer,113863011,1951-09-25,Peter,Peter Dvorský,,,https://upload.wikimedia.org/wikipedia/commons/a/ae/Dvorskyhukvaldy.jpg,,Peter Dvorský,Peter Dvorský,,Peter Dvorský,Петер Дворски,Петер Дворський,Peter Dvorský,Peter Dvorský,Peter Dvorský,,,"Дворски, Петер",Петер Дворський,/m/04gqzcs,,,,Peter Dvorský,,Peter Dvorský,,,,Peter Dvorský,119094363,n80125357,61448,,,,,,,,067168957,,jn19990001943,,,,,Peter Dvorský,,Peter Dvorský,,,,,,,,,Peter Dvorský,,,,,,,,,,,,,,,,,,,,,,,,Peter Dvorský,,,,,,ピーター・ドゥヴォルスキー,Peter Dvorský,Peter Dvorský,0000 0001 1480 2475,13893563t,,d0725,,,,,,,,,,,,,,,,Dvorský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,072052791,,,,,,,,,,,,,,,1543979,,,,,,,,,,
Q20982300,Martin Klus,,Martin Klus,,Martin Klus,male,politician,,1980-06-08,Martin,Martin Klus,,,https://upload.wikimedia.org/wikipedia/commons/3/31/Martin_Klus_2014.jpg,,Martin Klus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Martin Klus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0004 3979 8486,,,,,,,,,,,,,,,,,,,Klus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q211771,Iveta Radičová,Iveta Radičová,Iveta Radičová,Iveta Radičová,Iveta Radičová,female,politician,21424617,1956-12-07,Iveta,Iveta Radičová,Iveta Radičová,Iveta Radičová,https://upload.wikimedia.org/wikipedia/commons/3/31/IvetaRadicovaEPP2.jpg,,Iveta Radičová,Iveta Radičová,Iveta Radičová,Iveta Radičová,"Радичова, Ивета",Івета Радічова,Iveta Radičová,Iveta Radičová,Iveta Radičová,Iveta Radičová,,"Радичова, Ивета",Івета Радічова,/m/03wg9_h,,Iveta Radičová,Iveta Radičová,Iveta Radičová,,Iveta Radičová,,Iveta Radičová,Iveta Radičová,Iveta Radičová,171374525,n97065510,,,Iveta Radičová,Iveta Radičová,Iveta Radičová,Iveta Radičová,,,110842464,,ola2005262692,,Iveta Radičová,Iveta Radičová,,Iveta Radičová,,Iveta Radičová,,,Iveta Radičová,,,,,,Iveta Radičová,,,,,,Iveta Radičová,,Iveta Radičová,,,,,,,,,,Iveta Radičová,,,,,Iveta Radičová,Iveta Radičová,Iveta Radičová,Iveta Radičová,,,,イヴェタ・ラジチョヴァー,Iveta Radičová,Iveta Radičová,0000 0000 5564 5114,,,,Івэта Радзічава,Iveta Radičová,Iveta Radičová,Iveta Radičová,Івэта Радзічава,,,,,,,,,,,,伊维塔·拉迪乔娃,伊维塔·拉迪乔娃,,,Івета Радзічава,이베타 라디초바,איווטה רדיצ'ובה,,Iveta Radičová,Iveta Radičová,,Ιβέτα Ραντίτσοβα,إيفيتا راديكوفا,Ивета Радичова,,Iveta Radičová,Iveta Radičová,,Ивета Радичова,,ایوتا رادیچووا,,ივეტა რადიჩოვა,,Iveta Radičová,伊維塔·拉迪喬娃,,إيفيتا راديكوفا,Iveta Radičová,Івета Радзічава,Ивета Радичова,,Ιβέτα Ραντίτσοβα,Iveta Radičová,ایوتا رادیچووا,איווטה רדיצ'ובה,Iveta Radičová,,,,Iveta Radičová,イヴェタ・ラジチョヴァー,ივეტა რადიჩოვა,이베타 라디초바,,Iveta Radičová,,,,Iveta Radičová,,Iveta Radičová,Iveta Radičová,Iveta Radičová,Iveta Radičová,,Iveta Radičová,Ивета Радичова,Iveta Radičová,,Iveta Radičová,,,Iveta Radičová,vigtbn8iuwtl,,,Iveta Radičova,伊维塔·拉迪乔娃,,Iveta Radičova,,,,,,,,,,,,,伊维塔·拉迪乔娃,伊維塔·拉迪喬娃,伊维塔·拉迪乔娃,伊維塔·拉迪喬娃,,,,,,,,İveta Radiçeva,İveta Radiçeva,,,,,,,,,,,,,,,,,,,,Iveta Radičova,Ивета Радичова,Ивета Радичова,Ивета Радичова,Iveta Radičová,,,,,,,,,,,,,,,,,Iveta Radičová,,,,,biography/Iveta-Radicova,,,,,,,,,,,,,,,,
Q212765,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,male,politician,3412352,1955-02-04,Mikuláš,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,https://upload.wikimedia.org/wikipedia/commons/5/56/DzurindaMik2.jpg,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,"Дзуринда, Микулаш",Мікулаш Дзурінда,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,"Дзуринда, Микулаш",Мікулаш Дзурінда,/m/022lhw,Микулаш Дзурінда,,,Mikuláš Dzurinda,Микулаш Дзурінда,Mikuláš Dzurinda,,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,124699707,no2003006377,488838,,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,,,,,jn20030321002,,Mikuláš Dzurinda,Mikuláš Dzurinda,,,Mikuláš Dzurinda,Mikuláš Dzurinda,,,,,,,,,,,,,,,Mikuláš Dzurinda,,,,,,,,,,,,Mikuláš Dzurinda,,,,,,Mikuláš Dzurinda,,Mikuláš Dzurinda,,,,ミクラーシュ・ズリンダ,,,0000 0000 7852 7639,16196464t,,,Мікулаш Дзурында,,,,Мікулаш Дзурында,,http://www.vlada.gov.sk/dzurinda_en/,,,,,,,,,,,,Mikuláš-Dzurinda,,Мікулаш Дзурында,미쿨라시 주린다,מיקולש דזורינדה,,,Mikuláš Dzurinda,,,ميكولاش دزوريندا,Микулаш Дзуринда,,Mikuláš Dzurinda,,,Микулаш Дзуринда,,میکولاش دزوریندا,,მიკულაშ ძურინდა,,,米庫拉什·祖林達,,ميكولاش دزوريندا,,Мікулаш Дзурында,Микулаш Дзуринда,,,Mikuláš Dzurinda,میکولاش دزوریندا,,Mikuláš Dzurinda,,,,Mikuláš Dzurinda,ミクラーシュ・ズリンダ,მიკულაშ ძურინდა,미쿨라시 주린다,,,,,,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,Mikuláš Dzurinda,,Mikuláš Dzurinda,,,Микулаш Дзуринда,Mikuláš Dzurinda,,Mikuláš Dzurinda,,,,,,,Mikulāšs Dzurinda,米库拉什·祖林达,Mikuláš Dzurinda,Mikulāšs Dzurinda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22035594,Katarína Macháčková,,Katarína Macháčková,,Katarína Macháčková,female,,,1970-07-27,,Katarína Macháčková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q224902,Jozef Banáš,Jozef Banáš,Jozef Banáš,Jozef Banáš,Jozef Banáš,male,diplomat,84365499,1948-09-27,Jozef,Jozef Banáš,,,https://upload.wikimedia.org/wikipedia/commons/2/2a/Jozef_Banáš_-_křest_v_Praze_3.jpg,,Jozef Banáš,Jozef Banáš,,Jozef Banáš,,Йозеф Банаш,Jozef Banáš,Jozef Banáš,Jozef Banáš,,,,Йозеф Банаш,/m/0nhgn2k,,,,Jozef Banáš,,,,Jozef Banáš,,Jozef Banáš,141538287,n80111748,,ਜੋਜ਼ਫ ਬਨਾਸ਼,Jozef Banáš,Jozef Banáš,Jozef Banáš,Jozef Banáš,Category:Jozef Banáš,ਜੋਜ਼ਫ ਬਨਾਸ਼,151893055,,jx20061108003,5221,,,,,,,,,,,,,,,Jozef Banáš,,,,,,,,,,,,,,,,,,,,,,,,Jozef Banáš,,,,,,,,Jozef Banáš,0000 0001 2029 6820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23022210,Boris Kollár,,Boris Kollár,,Boris Kollár,male,politician,,1965-08-14,Boris,Boris Kollár,Boris Kollár,Boris Kollár,,,,Boris Kollár,,Boris Kollár,,,Boris Kollár,,Boris Kollár,,,,,,,,,Boris Kollár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boris Kollár,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23712873,Oto Žarnay,,Oto Žarnay,,Oto Žarnay,male,politician,,1969-03-18,Oto,Oto Žarnay,,,,,,Oto Žarnay,,Oto Žarnay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23712877,Ján Mičovský,,Ján Mičovský,,Ján Mičovský (poslanec),male,,,1954-12-26,,Ján Mičovský (poslanec),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24081464,Martina Šimkovičová,,Martina Šimkovičová,,Martina Šimkovičová,female,politician,,1971-08-29,,Martina Šimkovičová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24192821,Ondrej Binder,,Ondrej Binder,,Ondrej Binder,male,politician,,1970-04-11,,Ondrej Binder,,,,,,Ondrej Binder,,Ondrej Binder,,,,,Ondrej Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ondrej Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2420398,Pavol Prokopovič,,Pavol Prokopovič,,Pavol Prokopovič,male,politician,,1955-06-29,Pavol,Pavol Prokopovič,,,,,,Pavol Prokopovič,,Pavol Prokopovič,,,Pavol Prokopovič,,,,,,,,,,,Pavol Prokopovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pavol Prokopovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24955957,,,Pavol Zajac,,,male,politician,,1967-02-07,,Pavol Zajac,Pavol Zajac,Pavol Zajac,,,,,,Pavol Zajac,,,Pavol Zajac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pavol Zajac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
