id,name__fi,name__en,name,wikipedia__fi,gender,given_name,identifier__eduskunta,original_wikiname,name__ru,name__fr,name__sv,name__pl,name__nl,name__es,name__nb,name__da,name__nn,wikipedia__en,wikipedia__fr,wikipedia__pl,wikipedia__ru,wikipedia__sv,image,birth_date,identifier__freebase,name__it,name__de,name__et,wikipedia__et,name__sco,name__ja,wikipedia__commons,wikipedia__de,wikipedia__ja,website,identifier__EuroparlMEP,identifier__valtioneuvostosta,name__lt,name__ca,name__uk,name__id,wikipedia__ca,wikipedia__es,wikipedia__id,wikipedia__lt,wikipedia__uk,identifier__VIAF,name__tr,wikipedia__tr,wikipedia__fiwikiquote,identifier__kansallisbiografia,identifier__IMDB,identifier__MusicBrainz,identifier__discogs,family_name,twitter,wikipedia__sco,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__eo,name__cs,name__fa,name__bg,name__zh,name__sk,wikipedia__bg,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fa,wikipedia__it,wikipedia__nn,wikipedia__no,wikipedia__pt,wikipedia__sk,wikipedia__zh,identifier__LCAuth,name__sr_el,name__sr_ec,name__sr,wikipedia__sr,identifier__IIAF,name__ro,name__gsw,wikipedia__ro,identifier__ISNI,identifier__SUDOC,identifier__BNF,name__lv,wikipedia__lv,wikipedia__nl,name__he,name__be,name__hy,name__sl,name__sh,name__az,name__hr,wikipedia__az,wikipedia__be,wikipedia__he,wikipedia__hr,wikipedia__hy,wikipedia__sh,wikipedia__sl,name__hu,name__sq,name__el,name__ga,name__be_tarask,name__mg,wikipedia__be_x_old,wikipedia__cswikiquote,wikipedia__el,wikipedia__ga,wikipedia__hu,wikipedia__mg,wikipedia__plwikiquote,wikipedia__sq,identifier__GND,identifier__Munzinger,identifier__GTAA,identifier__parlement,electoral_district,name__uz,name__ar,name__eu,name__lmo,name__la,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__io,name__lb,name__ie,wikipedia__ar,wikipedia__ie,wikipedia__io,wikipedia__itwikiquote,wikipedia__la,wikipedia__lb,wikipedia__simple,wikipedia__uz,identifier__SELIBR,identifier__NTA,identifier__BIBSYS,facebook,name__oc,name__ko,wikipedia__ko,instagram,name__arz,name__yo,name__ms,name__gl,name__vi,name__se,wikipedia__arz,wikipedia__gl,wikipedia__ms,wikipedia__oc,wikipedia__se,wikipedia__vi,wikipedia__yo,name__nan,wikipedia__zh_min_nan,name__so,wikipedia__so,name__cy,name__os,name__is,wikipedia__cy,wikipedia__is,wikipedia__lmo,wikipedia__os,identifier__AlloCine,identifier__allmovie,identifier__SFDb,name__sw,name__vep,name__nds,wikipedia__eu,wikipedia__nds,wikipedia__sw,wikipedia__vep,death_date,name__fo,name__fy,name__br,name__th,name__ilo,name__ka,name__mr,wikipedia__br,wikipedia__fo,wikipedia__ilo,wikipedia__ka,wikipedia__mr,wikipedia__th,wikipedia__ukwikiquote,wikipedia__fy,name__gd,name__ang,name__tl,name__kk,name__mn,name__vro,name__gv,name__nov,wikipedia__ang,wikipedia__fiu_vro,wikipedia__gd,wikipedia__gv,wikipedia__kk,wikipedia__mn,wikipedia__nov,wikipedia__ruwikinews,wikipedia__tl,identifier__NNDB,name__bs,wikipedia__bswikiquote,identifier__ULAN,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,identifier__OLID,identifier__FAST,identifier__Britannica,identifier__moviemeter,identifier__elonet,identifier__PORT,last_seen,noble_title,identifier__SCOPE,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__filmportal_de,identifier__senate_nl,wikipedia__svwikiquote,identifier__PACE,wikipedia__hsb,name__co,name__ty,name__hsb,identifier__wikitree,identifier__google_knowledge,linkedin,married_name,identifier__NKC,identifier__NUKAT,occupation,name__af,name__an,name__ast,name__bar,name__bm,name__de_at,name__frc,name__frp,name__fur,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__enwikinews,name__qu,wikipedia__qu,identifier__ne_se,name__tt,identifier__snac,pseudonym,wikipedia__srwikinews,name__ext,identifier__NLI,identifier__BNE,identifier__BAV,name__sje,name__sma,name__smj,identifier__ioc_athlete,wikipedia__ast,identifier__NDL,name__ace,identifier__N6I,identifier__LNB,identifier__NLP,wikipedia__tt,wikipedia__bewikiquote,name__kl,name__fit,name__lfn,identifier__GNC,identifier__youtube,name__bn,email,name__aa,name__ak,name__aln,name__arn,name__ay,name__bcl,name__bi,name__bjn,name__brh,name__cbk_zam,name__cdo,name__ceb,name__ch,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dsb,name__dtp,name__ee,name__eml,name__ff,name__fj,name__frr,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__iu,name__jbo,name__jv,name__kaa,name__ki,name__kj,name__kk_latn,name__kk_tr,name__kr,name__krj,name__ksh,name__lad,name__lg,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mt,name__mus,name__mwl,name__na,name__nah,name__ng,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdc,name__pdt,name__pfl,name__pih,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq_latn,name__rw,name__sat,name__sdc,name__sei,name__sg,name__sgs,name__shi_latn,name__sli,name__sm,name__sn,name__srn,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ug_latn,name__ve,name__vot,name__war,name__xh,name__za,name__zea,identifier__bigenc_ru,wikipedia__enwikisource,honorific_suffix,identifier__CONOR,identifier__CiNii,identifier__NLA,wikipedia__wuu,name__wuu
Q6216388,Johanna Karimäki,Johanna Karimäki,Johanna Karimäki,Johanna Karimäki,female,Johanna,921,Johanna Karimäki,,Johanna Karimäki,Johanna Karimäki,,Johanna Karimäki,,,,,Johanna Karimäki,,,,Johanna Karimäki,https://upload.wikimedia.org/wikipedia/commons/4/42/Johanna_Karimäki.jpg,1973-03-20,,,Johanna Karimäki,,,,,,,,,,,,Johanna Karimäki,,,,,,,,,,,,,,,,Karimäki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johanna Karimäki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Johanna Karimäki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6216432,Johanna Sumuvuori,Johanna Sumuvuori,Johanna Sumuvuori,Nanna Sumuvuori,female,Johanna,894,Johanna Sumuvuori,,Johanna Sumuvuori,Johanna Sumuvuori,,Nanna Sumuvuori,Johanna Sumuvuori,,,,Nanna Sumuvuori,,,,,https://upload.wikimedia.org/wikipedia/commons/4/42/Sumuvuori.jpg,1976-11-08,/m/0ksvry,,Johanna Sumuvuori,,,,,Category:Johanna Sumuvuori,,,,,,,Johanna Sumuvuori,,,,,,,,,,,,,,,,Sumuvuori,sumuvuori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johanna Sumuvuori,,,,,,,,,,,,Nanna Sumuvuori,,,,,,,,,,,,Nanna Sumuvuori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23282749102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6221786,Tauno Valo,Tauno Valo,Tauno Valo,Tauno Valo,male,Tauno,282,Tauno Valo,,Tauno Valo,Tauno Valo,,Tauno Valo,Tauno Valo,,,,,,,,Tauno Valo,,1920-01-24,,,,,,,,,,,,,,,Tauno Valo,,,,,,,,,,,,,,,,Valo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tauno Valo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Tauno Valo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6223647,Pekka Vennamo,Pekka Vennamo,Pekka Vennamo,Pekka Vennamo,male,Pekka,289,Pekka Vennamo,,Pekka Vennamo,Pekka Vennamo,,Pekka Vennamo,Pekka Vennamo,,,,Pekka Vennamo,,,,Pekka Vennamo,,1944-11-07,,,,Pekka Vennamo,Pekka Vennamo,,,,,,,,,,Pekka Vennamo,,,,,,,,,,,,4056,,,,Vennamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pekka Vennamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Pekka Vennamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6227662,Martti Välikangas,Martti Välikangas,Martti Välikangas,Martti Välikangas,male,Martti,,Martti Välikangas,,Martti Välikangas,Martti Välikangas,,Martti Välikangas,Martti Välikangas,,,,Martti Välikangas,Martti Välikangas,,,Martti Välikangas,,1893-08-01,,,Martti Välikangas,,,,,,,,,,,,Martti Välikangas,,,,,,,,21368456,,,,1431,,,,Välikangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,n94044493,,,,,,,,,0000 0000 6704 6020,,,,,,,,,Martti Välikangas,,,,,,,,,,,Martti Välikangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90744194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339217,,,,,,,,,,,,,,,,,,,,,,,,,architect,,,Martti Välikangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martti-välikangas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6237736,Raino Westerholm,Raino Westerholm,Raino Westerholm,Raino Westerholm,male,Raino,910203,Raino Westerholm,,Raino Westerholm,Raino Westerholm,,Raino Westerholm,Raino Westerholm,,,,Raino Westerholm,,,,Raino Westerholm,https://upload.wikimedia.org/wikipedia/commons/0/05/Raino-Westerholm-1977.jpg,1919-11-20,,,Raino Westerholm,,,,,Category:Raino Westerholm,,,,,,,Raino Westerholm,,,,,,,,55409212,,,,9973,,,,Westerholm,,,,,,,,,,,Raino Westerholm,,,,Raino Westerholm,,,,,,,,,,,,,n78073569,,,,,,,,,0000 0000 2152 9107,,,,,,,,,Raino Westerholm,,,,,,,,,,,Raino Westerholm,,,,,,,,,,,,,,,,,,,,,,,,Raino Westerholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27103,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Raino Westerholm,,,Raino Westerholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6254335,Lasse Äikäs,Lasse Äikäs,Lasse Äikäs,Lasse Äikäs,male,Lasse,911800,Lasse Äikäs,,Lasse Äikäs,Lasse Äikäs,,Lasse Äikäs,,,,,Lasse Äikäs,,,,Lasse Äikäs,,1932-01-26,,,,,,,,,,,,,70,,Lasse Äikäs,,,,,,,,,,,,4037,,,,Äikäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasse Äikäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Lasse Äikäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6304972,Sari Sarkomaa,Sari Sarkomaa,Sari Sarkomaa,Sari Sarkomaa,female,Sari,612,Sari Sarkomaa,,Sari Sarkomaa,,Sari Sarkomaa,Sari Sarkomaa,Sari Sarkomaa,,,,Sari Sarkomaa,Sari Sarkomaa,Sari Sarkomaa,,,https://upload.wikimedia.org/wikipedia/commons/d/d5/Sari_Sarkomaa.jpg,1965-09-24,,,Sari Sarkomaa,,,,,Category:Sari Sarkomaa,,,,,545,,Sari Sarkomaa,,,,,,,,,,,,,,,,Sarkomaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sari Sarkomaa,,,,Sari Sarkomaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Sari Sarkomaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6304985,Timo Kalli,Timo Kalli,Timo Kalli,Timo Kalli,male,Timo,402,Timo Kalli,,Timo Kalli,Timo Kalli,Timo Kalli,Timo Kalli,Timo Kalli,,,,Timo Kalli,,Timo Kalli,,Timo Kalli,https://upload.wikimedia.org/wikipedia/commons/2/20/Timo_Kalli.jpg,1947-02-22,,,Timo Kalli,,,Timo Kalli,,,,,,,,,Timo Kalli,,,,,,,,,,,Timo Kalli,,,,,Kalli,,,,,,,,,,,,,,蒂莫·卡利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timo Kalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Timo Kalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6305233,Kimmo Kiljunen,Kimmo Kiljunen,Kimmo Kiljunen,Kimmo Kiljunen,male,Kimmo,464,Kimmo Kiljunen,"Кильюнен, Киммо",Kimmo Kiljunen,Kimmo Kiljunen,Kimmo Kiljunen,Kimmo Kiljunen,Kimmo Kiljunen,,,,Kimmo Kiljunen,,Kimmo Kiljunen,"Кильюнен, Киммо",Kimmo Kiljunen,https://upload.wikimedia.org/wikipedia/commons/8/80/Kimmokiljunen3.jpg,1951-06-13,,,Kimmo Kiljunen,,,,,Category:Kimmo Kiljunen,,,,,,,Kimmo Kiljunen,,,,,,,,61660982,,,Kimmo Kiljunen,,,,,Kiljunen,,,,,,,,,,,,,,,,,,,,,,,,,,,,n81033075,,,,,,,,,0000 0001 0979 2110,,,,,,,,,Kimmo Kiljunen,,,,,,,,,,,Kimmo Kiljunen,,,,,,,,,,,,,,170112284,,,,,,,,,,,,,,,,,,,,,,,,,,07089860X,90184567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2006103768,politician,,,Kimmo Kiljunen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6305500,Jukka Mikkola,Jukka Mikkola,Jukka Mikkola,Jukka Mikkola,male,Jukka,445,Jukka Mikkola,,Jukka Mikkola,Jukka Mikkola,Jukka Mikkola,Jukka Mikkola,Jukka Mikkola,,,,Jukka Mikkola,,Jukka Mikkola,,Jukka Mikkola,https://upload.wikimedia.org/wikipedia/commons/2/28/Jukka_Mikkola.jpg,1943-07-03,,,Jukka Mikkola,,,,,Category:Jukka Mikkola,,,,,,,Jukka Mikkola,,,,,,,,,,,,,,,,Mikkola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jukka Mikkola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jukka Mikkola,Jukka Mikkola,,,,,,,,,,,Jukka Mikkola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Jukka Mikkola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6305504,Jukka Mäkelä,Jukka Mäkelä,Jukka Mäkelä,Jukka Mäkelä (poliitikko),male,Jukka,937,Jukka Mäkelä (poliitikko),,Jukka Mäkelä,,Jukka Mäkelä,Jukka Mäkelä,Jukka Mäkelä,,Jukka Mäkelä,,Jukka Mäkelä,,,,,https://upload.wikimedia.org/wikipedia/commons/b/bf/Jukka_Mäkelä.jpg,1960-07-07,,Jukka Mäkelä,Jukka Mäkelä,,,Jukka Mäkelä,,,,,,,,,Jukka Mäkelä,,,,,,,,,Jukka Mäkelä,,,,,,,Mäkelä,,,,,,,,,,Jukka Mäkelä,Jukka Mäkelä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jukka Mäkelä,,,,,,,,,,,Jukka Mäkelä,,,,,,,,,,,,,,,,,,,,جوكا ماكيلا,,,,,,,,Jukka Mäkelä,,,جوكا ماكيلا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jukka Mäkelä,,,,,,,,,,,,,,,,Jukka Mäkelä,Jukka Mäkelä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Jukka Mäkelä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6315653,Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,male,Jussi,856,Jussi Niinistö,"Ниинистё, Юсси",Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,,Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,"Ниинистё, Юсси",Jussi Niinistö,https://upload.wikimedia.org/wikipedia/commons/1/13/Jussi_Niinistö_crop.jpg,1970-10-27,/m/0gmbpvt,Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,,,Category:Jussi Niinistö,Jussi Niinistö,,http://jussiniinisto.fi/,,,,Jussi Niinistö,,,,,,,,231348457,,,,,,,,Niinistö,,,,,,,,,,,,,,尤西·尼尼斯托,,,,Jussi Niinistö,,,,,,Jussi Niinistö,,,,n2001094398,,,,,,,,,0000 0003 6698 632X,,,,,,,,,Jussi Niinistö,,,,,,,,,,,Jussi Niinistö,,,,,,,,,,,,,,,,,,,,جوسي نيينيستو,,,,,,,,,,,جوسي نيينيستو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Jussi Niinistö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6348813,Kaj Turunen,Kaj Turunen,Kaj Turunen,Kaj Turunen,male,Kaj,1128,Kaj Turunen,Кай Турунен,Kaj Turunen,Kaj Turunen,,Kaj Turunen,Kaj Turunen,,,,Kaj Turunen,,,,Kaj Turunen,https://upload.wikimedia.org/wikipedia/commons/6/66/Kaj_Turunen.jpg,1960-12-27,,,Kaj Turunen,,,,,,,,,,,,Kaj Turunen,,,,,,,,,,,,,,,,Turunen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaj Turunen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Kaj Turunen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6353634,Kalle Könkkölä,Kalle Könkkölä,Kalle Könkkölä,Kalle Könkkölä,male,Kalle,421,Kalle Könkkölä,Калле Кёнккёля,Kalle Könkkölä,Kalle Könkkölä,Kalle Könkkölä,Kalle Könkkölä,,,,,Kalle Könkkölä,,,,Kalle Könkkölä,https://upload.wikimedia.org/wikipedia/commons/1/18/Kalle_Könkkölä.jpg,1950-01-16,,,Kalle Könkkölä,,,,,Category:Kalle Könkkölä,,,http://www.konkkola.fi/,,,,Kalle Könkkölä,,,,,,,,298244130,,,,9415,,,,Könkkölä,,,,,,,,,,,Kalle Könkkölä,,,卡爾·科克科拉,,,,,,,,,,,,,,n2013013134,,,,,,Kalle Könkkölä,,,0000 0004 0267 5984,,,,,,,,,Kalle Könkkölä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كالي كونيكولا,,,,,Kalle Könkkölä,Kalle Könkkölä,,,,,كالي كونيكولا,,,,,,Kalle Könkkölä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalle Könkkölä,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863872,,,,,,,,,,,,,,,,,,,,,,politician,,,Kalle Könkkölä,,,,Kalle Könkkölä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
