id,name__en,name__km,name__es,name__nl,name__de,name__fr,name,wikipedia__en,wikipedia__km,gender,birth_date,original_wikiname,name__it,given_name,name__zh,name__th,name__vi,name__fi,name__ja,wikipedia__de,wikipedia__fi,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__simple,wikipedia__th,wikipedia__vi,wikipedia__zh,image,identifier__VIAF,identifier__LCAuth,death_date,identifier__freebase,name__pt,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__he,name__ru,name__ko,name__sv,name__nb,name__fa,name__be,name__tr,wikipedia__be,wikipedia__es,wikipedia__fa,wikipedia__he,wikipedia__ko,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__tr,name__ca,name__oc,name__qu,name__yo,name__ms,name__gl,name__id,name__br,name__el,name__sh,name__is,name__sr,name__sco,name__da,name__eu,name__et,name__ar,name__la,wikipedia__ar,wikipedia__br,wikipedia__da,wikipedia__el,wikipedia__et,wikipedia__eu,wikipedia__gl,wikipedia__id,wikipedia__is,wikipedia__la,wikipedia__ms,wikipedia__nl,wikipedia__oc,wikipedia__qu,wikipedia__sco,wikipedia__sh,wikipedia__sr,wikipedia__yo,identifier__ISNI,identifier__GND,identifier__SUDOC,identifier__NNDB,identifier__Munzinger,wikipedia__commons,wikipedia__bn,wikipedia__tl,name__bn,name__tl,name__cy,website,identifier__FAST,name__hu,last_seen,wikipedia__plwikiquote,wikipedia__cs,name__cs,facebook,identifier__Britannica,family_name,occupation,name__bar,identifier__snac,identifier__quora,name__uk,wikipedia__uk,wikipedia__mn,name__mn,identifier__bigenc_ru,name__ka,wikipedia__ka,wikipedia__war,identifier__NTA,name__pt_br,name__war,identifier__GTAA,wikipedia__wuu,name__hi,wikipedia__hi,wikipedia__mzn,identifier__BNF,name__fo,name__kl,name__nn,wikipedia__ca,name__mzn,name__wuu,wikipedia__ast,wikipedia__ceb,name__ast,name__ceb,name__en_ca,name__en_gb,name__ur,wikipedia__ur,name__sl,identifier__NKC
Q6707006,Ly Son,,,Ly Son,Ly Son,Ly Son,Ly Son,Ly Son,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6753591,Mao Monyvann,,,Mao Monyvann,Mao Monyvann,Mao Monyvann,Mao Monyvann,Mao Monyvann,,male,1963-10-11,Mao Monyvann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deputy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6786763,Math Ly,,,Math Ly,Math Ly,Math Ly,Math Ly,Math Ly,,male,1925,,,,,,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ماث لي,,ماث لي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6816221,Men Sam An,ម៉ែន សំអន,,Men Sam An,Men Sam An,Men Sam An,Men Sam An,Men Sam An,ម៉ែន សំអន,female,1953-08-15,Men Sam An,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6826334,Mey Norn,,,Mey Norn,Mey Norn,Mey Norn,Mey Norn,Mey Norn,,male,,,,Mey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6895205,Mok Mareth,,,Mok Mareth,Mok Mareth,Mok Mareth,Mok Mareth,Mok Mareth,,male,1948-01-20,Mok Mareth,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/48/Mok_Mareth_UNDP_Oslo_2010.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6897008,Mom Chim Huy,,,Mom Chim Huy,Mom Chim Huy,Mom Chim Huy,Mom Chim Huy,Mom Chim Huy,,male,1939-04-18,Mom Chim Huy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6899830,Monh Saphan,,,Monh Saphan,Monh Saphan,Monh Saphan,Monh Saphan,Monh Saphan,,male,,,Monh Saphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7022359,Ngin Khorn,,,Ngin Khorn,Ngin Khorn,Ngin Khorn,Ngin Khorn,Ngin Khorn,,male,,Ngin Khorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7023348,Nhek Bun Chhay,,Nhek Bun Chhay,Nhek Bun Chhay,Nhek Bun Chhay,Nhek Bun Chhay,Nhek Bun Chhay,Nhek Bun Chhay,,male,1958-02-07,,,,,,,,,,,,,,,,,,,29467621,nr2002010398,,,,,,,,,,,,Нхек Бун Чхай,,,,,,,,,,,,,,,Нхек Бун Чхай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476004,Nhek Bun Chhay,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7023358,Nhim Vanda,,,Nhim Vanda,Nhim Vanda,Nhim Vanda,Nhim Vanda,Nhim Vanda,,male,,Nhim Vanda,Nhim Vanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7037514,Nim Thot,,,Nim Thot,Nim Thot,Nim Thot,Nim Thot,Nim Thot,,male,,,Nim Thot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7037818,Nin Saphon,,,Nin Saphon,Nin Saphon,Nin Saphon,Nin Saphon,Nin Saphon,,female,1948-07-06,Nin Saphon,Nin Saphon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7053176,Norodom Rattana Devi,,,Norodom Rattana Devi,,Norodom Rattana Devi,Norodom Rattana Devi,Norodom Rattana Devi,,female,1974-06-18,,Norodom Rattana Devi,,,พระองค์เจ้านโรดม รัตนาเทวี,,,,,,,,,,พระองค์เจ้านโรดม รัตนาเทวี,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7063799,Nou Sam,,,Nou Sam,Nou Sam,Nou Sam,Nou Sam,Nou Sam,,male,,Nou Sam,Nou Sam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7070444,Nuth Rumduol,,,Nuth Rumduol,Nuth Rumduol,Nuth Rumduol,Nuth Rumduol,Nuth Rumduol,,male,1946-12-25,Nuth Rumduol,Nuth Rumduol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7126120,Pal Sam Oeun,,,Pal Sam Oeun,Pal Sam Oeun,Pal Sam Oeun,Pal Sam Oeun,Pal Sam Oeun,,male,,Pal Sam Oeun,Pal Sam Oeun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pal Sam Oeun,
Q7162098,Pen Panha,,,Pen Panha,Pen Panha,Pen Panha,Pen Panha,Pen Panha,,male,1941-10-21,Pen Panha,Pen Panha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7206122,Poa Bun Sreu,,,Poa Bun Sreu,Poa Bun Sreu,Poa Bun Sreu,Poa Bun Sreu,Poa Bun Sreu,,male,,,Poa Bun Sreu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7206124,Poa Try,,,Poa Try,Poa Try,Poa Try,Poa Try,Poa Try,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7235451,Pou Sohtireak,,,Pou Sohtireak,Pou Sohtireak,Pou Sohtireak,Pou Sohtireak,Pou Sothirak,,male,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/54/Pou_Sothirak.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7295579,Rath Sarem,,,Rath Sarem,Rath Sarem,Rath Sarem,Rath Sarem,Rath Sarem,,male,,,Rath Sarem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7410301,Samrith Pech,,,Samrith Pech,Samrith Pech,Samrith Pech,Samrith Pech,Samrith Pech,,male,,,Samrith Pech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7428913,Say Chhum,,,Say Chhum,Say Chhum,Say Chhum,Say Chhum,Say Chhum,,male,1945-02-05,,,,赛冲,เซย์ ซัม,,,,,,,,,,เซย์ ซัม,,赛冲,https://upload.wikimedia.org/wikipedia/commons/2/27/Say_Chhum_2012.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7511072,Sieng Nam,,,Sieng Nam,Sieng Nam,Sieng Nam,Sieng Nam,Sieng Nam,,male,,,Sieng Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7549331,So Khun,,,So Khun,So Khun,So Khun,So Khun,So Khun,,male,,So Khun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7555060,Sok Pheng,,,Sok Pheng,Sok Pheng,Sok Pheng,Sok Pheng,Sok Pheng,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7555064,Sok San,,,Sok San,Sok San,Sok San,Sok San,Sok San,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7555065,Sok Soty,,,Sok Soty,Sok Soty,Sok Soty,Sok Soty,Sok Soty,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7559076,Som Kimsuor,,,Som Kimsuor,Som Kimsuor,Som Kimsuor,Som Kimsuor,Som Kimsuor,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7560572,Son Chhay,,,Son Chhay,Son Chhay,Son Chhay,Son Chhay,Son Chhay,,male,1956-01-01,Son Chhay,,,,,,,,,,Son Chhay,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/06/Son_Chhay.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7563596,Sorn Inthor,,,Sorn Inthor,Sorn Inthor,Sorn Inthor,Sorn Inthor,Sorn Inthor,,male,,,Sorn Inthor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7635699,Suk Sam Eng,,,Suk Sam Eng,Suk Sam Eng,Suk Sam Eng,Suk Sam Eng,Suk Sam Eng,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7638222,Sun Chan Thol,,,Sun Chan Thol,Sun Chan Thol,Sun Chan Thol,Sun Chan Thol,Sun Chanthol,,male,1956-06-30,Sun Chanthol,Sun Chanthol,,孙占托,,,,,,,,,,,,,孙占托,https://upload.wikimedia.org/wikipedia/commons/0/0c/Sun_Chanthol_(cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7641862,Suos Kanan,,,Suos Kanan,Suos Kanan,Suos Kanan,Suos Kanan,Suos Kanan,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7701211,Tep Ngorn,,,Tep Ngorn,Tep Ngorn,Tep Ngorn,Tep Ngorn,Tep Ngorn,,male,,,Tep Ngorn,,,,,,,,,,,,,,,,,,,,,,,狄諾,,狄诺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7709343,Thak Lany,,,Thak Lany,Thak Lany,Thak Lany,Thak Lany,Thak Lany,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7710087,Than Sina,,,Than Sina,Than Sina,,Than Sina,Than Sina,,male,,,Than Sina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7795953,Thong Khon,ថោង ខុន,,Thong Khon,Thong Khon,Thong Khon,Thong Khon,Thong Khon,ថោង ខុន,male,1951-11-23,Thong Khon,,,唐坤,,,,,,,,,,,,,唐坤,"https://upload.wikimedia.org/wikipedia/commons/4/4d/H.E._Thong_Khon,_Minister_of_Tourism,_Cambodia_(33488861223)_(cropped).jpg",,,,,,,,,,,,,,Тхонг Кхон,,,,,,,,,,,,,,,Тхонг Кхон,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Thong Khon,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7811387,Toan Vanthara,,,Toan Vanthara,Toan Vanthara,Toan Vanthara,Toan Vanthara,Toan Vanthara,,male,,,Toan Vanthara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7833112,Tram Iv Teuk,,,Tram Iv Teuk,Tram Iv Teuk,Tram Iv Teuk,Tram Iv Teuk,Tram Iv Tek,,male,,Tram Iv Tek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7848396,Try Chheang Huot,,,Try Chheang Huot,Try Chheang Huot,Try Chheang Huot,Try Chheang Huot,Try Chheang Huot,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7878253,Ouk Rabun,,,Uk Rabun,Ouk Rabun,Ouk Rabun,Ouk Rabun,Ouk Rabun,,male,,Ouk Rabun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7880985,Um Nhanh,,,Um Nhanh,Um Nhanh,Um Nhanh,Um Nhanh,Um Nhanh,,male,,,Um Nhanh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7881998,Un Neung,,,Un Neung,Un Neung,Un Neung,Un Neung,Un Neung,,male,,,Un Neung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7919880,Veng Sereyvuth,,,Veng Sereyvuth,Veng Sereyvuth,Veng Sereyvuth,Veng Sereyvuth,Veng Sereyvuth,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7941579,Vong Kan,,,Vong Kan,Vong Kan,Vong Kan,Vong Kan,Vong Kan,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8046110,Y Chhean,,,Y Chhean,Y Chhean,Y Chhean,Y Chhean,Y Chhean,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8053618,Yim Chhaily,,,Yim Chhaily,Yim Chhaily,Yim Chhaily,Yim Chhaily,Yim Chhaily,,male,1950-01-01,Yim Chhaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8055869,Yos Son,,,Yos Son,Yos Son,Yos Son,Yos Son,Yos Son,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8057295,You Hokry,,,You Hokry,You Hokry,You Hokry,You Hokry,You Hockry,,male,1944-08-20,,,,,,,,ユー・ホックリー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q953209,Cheng Heng,,Cheng Heng,Cheng Heng,Cheng Heng,Cheng Heng,Cheng Heng,Cheng Heng,,male,1916-01-10,,Cheng Heng,,鄭興,เจง เฮง,Cheng Heng,,チェン・ヘン,Cheng Heng,,Cheng Heng,Cheng Heng,,,เจง เฮง,Cheng Heng,,,,,1996-03-15,/m/07k4grw,,,鄭恆,,郑恒,,,,,Ченг Хенг,,Cheng Heng,Cheng Heng,,,,,Cheng Heng,,,,,,,"Хенг, Ченг",,,Cheng Heng,,,,,,Cheng Heng,,,,,,,Cheng Heng,,,,,,,,,,,,Cheng Heng,,,,,,,,,,,,,,,,,,,,,,,,Cheng Heng,,,,,,,Heng,politician,,,,,,,,,,,,,,,,,,,,,Cheng Heng,Cheng Heng,Cheng Heng,Cheng Heng,,,,,,,,,,,,
