id,name,birth_date,email,group,group_id,area,term,start_date,start_reason,end_date,end_reason,image,phone,source,gender,given_name,identifier__imdb,identifier__musicbrainz,identifier__europarlmep,identifier__viaf,identifier__lcauth,identifier__gnd,identifier__discogs,name__et,name__en,identifier__freebase,wikipedia__et,wikipedia__en,identifier__isni,twitter
87b36dbb-08e9-4048-91eb-6df699c6e27e,Jüri Ratas,1978-07-02,Jyri.Ratas@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Harju- ja Raplamaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/94e1bbf2-42b5-4a73-9281-10b8f118a981.jpg,6316321,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/87b36dbb-08e9-4048-91eb-6df699c6e27e/J%C3%BCri-Ratas,male,Jüri,,,,,,,,Jüri Ratas,Jüri Ratas,/m/09x8rc,Jüri Ratas,Jüri Ratas,,
d5f3dddb-d809-448a-a94f-adbf208e408a,Andres Metsoja,1978-11-25,Andres.Metsoja@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Pärnumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/2c5642e7-f923-45ef-aa5f-db72e44daa3b.jpg,6316659,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/d5f3dddb-d809-448a-a94f-adbf208e408a/Andres-Metsoja,,,,,,,,,,Andres Metsoja,,,Andres Metsoja,"",,
90074aa2-4938-41a9-8275-3a6efa1cee31,Yoko Alender,1979-06-13,Yoko.Alender@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/d17afd5c-62da-4d4a-b830-ea4190f60bca.jpg,6316561,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/90074aa2-4938-41a9-8275-3a6efa1cee31/Yoko-Alender,female,,,,,,,,,Yoko Alender,Yoko Alender,,Yoko Alender,"",,
47201a8e-4ae7-45fa-8659-b47930d6f99c,Taavi Rõivas,1979-09-26,Taavi.Roivas@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,2015-04-08,Became Prime Minister,,,,,,,,,,,,,,,,,,,
5c9c68d8-7b18-4f3e-901a-afc9970cdd97,Deniss Boroditš,1979-11-01,Deniss.Borodits@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Ida-Virumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/442d52ed-eaf9-42ca-aa68-2561df47c4da.jpg,6316497,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/5c9c68d8-7b18-4f3e-901a-afc9970cdd97/Deniss-Borodit%C5%A1,male,,,,,,,,,Deniss Boroditš,,,Deniss Boroditš,"",,
a12ffc5c-0809-46cb-abc4-cc99a7fa3f60,Liina Kersna,1980-04-03,Liina.Kersna@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Võru-, Valga- ja Põlvamaa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/538ea363-b66c-4ff0-a064-bcb89eedcb74.jpg,6316630,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/a12ffc5c-0809-46cb-abc4-cc99a7fa3f60/Liina-Kersna,,,,,,,,,,Liina Kersna,,,Liina Kersna,"",,
fe748f4d-3f50-4af8-8069-92a460978d2b,Arto Aas,1980-06-09,Arto.Aas@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,2015-04-08,Became Minister of Public Administration,,,,male,Arto,,,,,,,,Arto Aas,Arto Aas,,Arto Aas,"",,
9c583623-eb94-48de-bf39-2bf49759c5a6,Mihhail Korb,1980-08-03,Mihhail.Korb@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/c3e95603-995c-4ce3-8884-28e5426533f9.jpg,6316475,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/9c583623-eb94-48de-bf39-2bf49759c5a6/Mihhail-Korb,male,,,,,,,,,Mihhail Korb,,,Mihhail Korb,"",,
7b7e11c8-31e8-4072-b50f-fb1dbbb7cd62,Remo Holsmer,1980-09-20,Remo.Holsmer@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,2015-03-27,Substitute member for Urmas Klaas,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/0b1e822e-8352-4f88-b7e1-fd40e02fe657.jpg,6316420,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/7b7e11c8-31e8-4072-b50f-fb1dbbb7cd62/Remo-Holsmer,male,Remo,,,,,,,,Remo Holsmer,,,Remo Holsmer,"",,
5388e0b7-83d8-4c7c-8cfd-084a225d0c5f,Rainer Vakra,1981-03-10,Rainer.Vakra@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Tallinna Mustamäe ja Nõmme linnaosa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/596c941c-4994-44b0-ac80-b2effaa51944.jpg,6316512,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/5388e0b7-83d8-4c7c-8cfd-084a225d0c5f/Rainer-Vakra,male,Rainer,,,,,,,,Rainer Vakra,Rainer Vakra,,Rainer Vakra,"",,
1a847bf9-89b0-40b5-ad0f-36e8d41ebe20,Külliki Kübarsepp,1981-06-27,Kylliki.Kybarsepp@riigikogu.ee,Eesti Vabaerakonna fraktsioon,EVA,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/1ccb10e6-5b84-42ca-8ae0-b48c469a2a35.jpg,6316626,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/1a847bf9-89b0-40b5-ad0f-36e8d41ebe20/K%C3%BClliki-K%C3%BCbarsepp,female,,,,,,,,,Külliki Kübarsepp,,,Külliki Kübarsepp,"",,
08134982-2ac6-436c-ad8f-8f941ca41d3c,Viktoria Ladõnskaja,1981-07-20,Viktoria.Ladonskaja@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/26c6d59f-8c75-4be9-951f-38f402789297.jpg,6316446,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/08134982-2ac6-436c-ad8f-8f941ca41d3c/Viktoria-Lad%C3%B5nskaja,female,Viktoria,,,,,,,,Viktoria Ladõnskaja,Viktoria Ladõnskaja,,Viktoria Ladõnskaja,Viktoria Ladõnskaja,,
6532ddc5-3651-49a7-b79c-b6ebeb0a2acd,Andrei Novikov,1982-03-27,Andrei.Novikov@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,2015-03-27,Substitute member for Mihhail Kõlvart,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/d81fec6e-522c-471d-9e2f-56f4c5ad37c6.jpg,6316518,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/6532ddc5-3651-49a7-b79c-b6ebeb0a2acd/Andrei-Novikov,male,Andrei,,,,,,,,Andrei Novikov,,,Andrei Novikov,"",,
0c8c32b6-5add-4058-acb8-c76822d1d06b,Lauri Luik,1982-04-23,Lauri.Luik@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Hiiu-, Lääne- ja Saaremaa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/0920107a-b061-47d9-8913-8b1ff853ca76.jpg,6316425,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/0c8c32b6-5add-4058-acb8-c76822d1d06b/Lauri-Luik,male,,,,,,,,,Lauri Luik,,,Lauri Luik,"",,
6eafafda-f117-44e5-b14b-1956d566e233,Dmitri Dmitrijev,1982-06-17,Dmitri.Dmitrijev@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Ida-Virumaa,13,2015-03-27,Substitute member for Yana Toom,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/6fa83bef-f1b1-4e0e-bed3-8b5e82a70296.jpg,6316610,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/6eafafda-f117-44e5-b14b-1956d566e233/Dmitri-Dmitrijev,,,,,,,,,,Dmitri Dmitrijev,,,Dmitri Dmitrijev,"",,
8153acb2-28a5-4145-8cfc-28b0bc8f7e09,Kristjan Kõljalg,1982-12-26,Kristjan.Koljalg@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Järva- ja Viljandimaa,13,2015-04-09,Substitute member for Jürgen Ligi,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/e49de51d-63f1-4d9c-b0d8-6fbf39ba8928.jpg,6316677,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/8153acb2-28a5-4145-8cfc-28b0bc8f7e09/Kristjan-K%C3%B5ljalg,,,,,,,,,,Kristjan Kõljalg,,,Kristjan Kõljalg,"",,
35385340-859d-4ee2-81f8-399474f00d4b,Priit Toobal,1983-11-01,Priit.Toobal@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Järva- ja Viljandimaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/2f14864e-64d5-4fec-a167-d7c285790863.jpg,6316665,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/35385340-859d-4ee2-81f8-399474f00d4b/Priit-Toobal,male,Priit,,,,,,,,Priit Toobal,,,Priit Toobal,"",,
db899d3d-cf2e-466f-844d-940ec162ed9a,Olga Ivanova,1984-10-15,Olga.Ivanova@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/11fca201-5452-4d7e-a559-ec6d698bb693.jpg,6316565,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/db899d3d-cf2e-466f-844d-940ec162ed9a/Olga-Ivanova,female,Olga,,,,,,,,Olga Ivanova,Olga Ivanova,,Olga Ivanova,Olga Ivanova (politician),,
ca5eb437-2288-4945-bc12-325f98008ed3,Kalle Palling,1985-02-27,Kalle.Palling@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/5e935044-0b13-4d5c-91fc-5cfb255691e6.jpg,6316556,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/ca5eb437-2288-4945-bc12-325f98008ed3/Kalle-Palling,male,Kalle,,,,,,,,Kalle Palling,Kalle Palling,,Kalle Palling,Kalle Palling,,
74be76ab-c833-4ae8-89bc-6e4c7bc3f7fd,Jevgeni Ossinovski,1986-03-15,Jevgeni.Ossinovski@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Ida-Virumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/041c787d-e99a-46de-8b00-70cab01ea880.jpg,6316658,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/74be76ab-c833-4ae8-89bc-6e4c7bc3f7fd/Jevgeni-Ossinovski,male,Jewgienij,,,,,,,,Jevgeni Ossinovski,Jevgeni Ossinovski,,Jevgeni Ossinovski,Jevgeni Ossinovski,,
e6416c11-b0c5-459a-96f9-c9549bbaaa81,Siret Kotka,1986-07-27,Siret.Kotka@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Lääne-Virumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/7d0b41d7-8c67-4a9a-8ada-4eedaf8e5819.jpg,6316618,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/e6416c11-b0c5-459a-96f9-c9549bbaaa81/Siret-Kotka,female,,,,,,,,,Siret Kotka,Siret Kotka,,Siret Kotka,Siret Kotka,,
ce3f9ed0-083c-4d0f-b45a-096610012b5f,Martin Repinski,1986-08-06,Martin.Repinski@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Ida-Virumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/8fe5a58a-98e2-497d-8039-d25976bbdb6e.jpg,6316563,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/ce3f9ed0-083c-4d0f-b45a-096610012b5f/Martin-Repinski,,,,,,,,,,Martin Repinski,,,Martin Repinski,"",,
7dd476b9-96f3-4087-a91b-6e5855904fed,Martin Kukk,1987-08-15,Martin.Kukk@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Tallinna Mustamäe ja Nõmme linnaosa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/3b6bfa7b-389d-4abf-aaa7-75edc91ea010.jpg,6316459,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/7dd476b9-96f3-4087-a91b-6e5855904fed/Martin-Kukk,male,Martin,,,,,,,,Martin Kukk,,,Martin Kukk,"",,
ecbd080f-ee6a-4287-9dff-393cf5c8e880,Jaak Madison,1991-04-22,Jaak.Madison@riigikogu.ee,Eesti Konservatiivse Rahvaerakonna fraktsioon,EKRE,Järva- ja Viljandimaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/4be86ba4-dd84-4fff-b31d-d94b81645700.jpg,6316692,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/ecbd080f-ee6a-4287-9dff-393cf5c8e880/Jaak-Madison,male,,,,,,,,,Jaak Madison,Jaak Madison,,Jaak Madison,Jaak Madison,,
f8a770b2-916c-4172-84b3-005ba9906a18,Peeter Ernits,1953-06-11,Peeter.Ernits@riigikogu.ee,Fraktsiooni mittekuuluvad Riigikogu liikmed,IND,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,2015-08-06,Substitute member for Edgar Savisaar,,,,,,male,Peeter,,,,,,,,Peeter Ernits,,,Peeter Ernits,"",,
yana-toom,Yana Toom,1966-10-15,,Eesti Keskerakonna fraktsioon,KESK,Ida-Virumaa,13,,,2015-03-27,"Is an MEP and decided to continue as one, so resigned as MP",,,,,,,,,,,,,,,,,,,
urmas-klaas,Urmas Klaas,1971-03-17,,Eesti Reformierakonna fraktsioon,RE,Tartu linn,13,,,2015-03-27,"Is Mayor of Tartu and decided to continue as such, so resigned as MP",,,,,,,,,,,,,,,,,,,
urmas-paet,Urmas Paet,1974-04-20,,Eesti Reformierakonna fraktsioon,RE,Tallinna Mustamäe ja Nõmme linnaosa,13,,,2015-03-27,"Is an MEP and decided to continue as one, so resigned as MP",,,,,,,,,,,,,,,,,,,
mihhail-kõlvart,Mihhail Kõlvart,1977-11-24,,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",13,,,2015-03-27,"Is Deputy Mayor of Tallinn and decided to continue as such, so resigned as MP",,,,,,,,,,,,,,,,,,,
