id,name__fr,name,wikipedia__fr,name__en,wikipedia__en,gender,birth_date,given_name,identifier__VIAF,identifier__SUDOC,identifier__freebase,image,name__nb,name__da,name__nn,name__sv,name__de,name__et,name__gl,name__ja,name__pl,name__nl,name__es,name__it,wikipedia__de,wikipedia__et,wikipedia__gl,wikipedia__it,wikipedia__ja,wikipedia__pl,identifier__BNF,family_name,original_wikiname,name__lb,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__eu,name__oc,name__br,name__am,name__ar,name__pt,name__eo,name__ru,name__sr_el,name__sr_ec,name__tr,name__mk,name__fi,name__uk,name__be_tarask,name__io,name__hr,name__vec,name__arz,name__ko,name__be,name__he,name__yo,name__id,name__wo,name__hi,name__ht,name__sk,name__ro,name__ca,name__la,name__sl,name__war,name__cs,name__bg,name__km,name__ka,name__lt,name__fa,name__cy,name__en_ca,name__en_gb,name__pt_br,name__sr,name__zh,name__de_ch,name__el,name__qu,name__pa,name__mg,name__mr,name__az,name__kk,name__sh,name__lv,name__ne,name__vi,name__sco,name__ast,wikipedia__am,wikipedia__ar,wikipedia__arz,wikipedia__ast,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__glwikiquote,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__ht,wikipedia__id,wikipedia__io,wikipedia__itwikiquote,wikipedia__ka,wikipedia__kk,wikipedia__km,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mg,wikipedia__mk,wikipedia__mr,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pa,wikipedia__plwikiquote,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__sl,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__vec,wikipedia__vi,wikipedia__war,wikipedia__wo,wikipedia__yo,wikipedia__zh,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__NDL,identifier__MusicBrainz,death_date,identifier__OLID,identifier__NKC,identifier__SELIBR,identifier__BNE,identifier__NTA,identifier__sycomore,identifier__CANTIC,identifier__Britannica,identifier__senatDOTfr,identifier__FAST,identifier__Munzinger,identifier__NLA,name__pms,wikipedia__pms,identifier__GNC,name__nds,name__hu,identifier__KLfG,identifier__CTHS,last_seen,wikipedia__ln,identifier__PACE,name__ln,identifier__NNDB,occupation,identifier__nlg,wikipedia__sw,name__sw,identifier__snac,identifier__persee,identifier__GTAA,name__li,name__gsw,wikipedia__hrwikiquote,wikipedia__mwl,wikipedia__simple,name__mwl,wikipedia__kbp,wikipedia__hu,name__kbp,identifier__dialnet,identifier__BIBSYS,identifier__discogs,identifier__PTBNP,identifier__bigenc_ru,identifier__CONOR,identifier__IMDB,identifier__AlloCine,identifier__allmovie,identifier__CSFD,identifier__kinopoisk,name__hy,identifier__ne_se,identifier__NLAtrove,wikipedia__th,name__th
Q41750334,,Arame Diène,,Arame Diène,Arame Diène: Senegalese women of politics,female,1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,activist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43378615,,Ramatoulaye Seck,,Ramatoulaye Seck,Ramatoulaye Seck,female,,,,,,,,,,,,,,,,Ramatoulaye Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramatoulaye Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4665146,Abdou Latif Guèye,Abdou Latif Guèye,,Abdou Latif Guèye,Abdou Latif Guèye,male,1956-03-04,,90496576,,,,,,,,Abdou Latif Guèye,,Abdou Latif Guèye,,,Abdou Latif Guèye,,,,,Abdou Latif Guèye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdou Latif Guèye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 6293 9989,,,,,2008-04-06,,,,,306276771,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q468055,Habib Thiam,Habib Thiam,Habib Thiam,Habib Thiam,Habib Thiam,male,1933-01-21,Habib,19856299,,/m/09t72d,https://upload.wikimedia.org/wikipedia/commons/4/4b/Visite_de_Sekou_Touré.jpg,Habib Thiam,Habib Thiam,Habib Thiam,Habib Thiam,Habib Thiam,Habib Thiam,,アビブ・チャム,Habib Thiam,Habib Thiam,Habib Thiam,Habib Thiam,Habib Thiam,Habib Thiam,,Habib Thiam,アビブ・チャム,Habib Thiam,,Thiam,,Habib Thiam,哈比卜·锡亚姆,哈比卜·錫亞姆,,哈比卜·锡亚姆,,,,,,,,,,"Тиам, Хабиб",,,,,,,,,,,,,,,,,,,,,,,,Habib Thiam,,,,,,,,,,,,,狄安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habib Thiam,,,,,,,,,,,,,,"Тиам, Хабиб",,,,,,,,,,,,,,,0000 0001 1460 2131,143566180,n85090567,,,2017-06-26,,,,,,,,,,,,,,,,,Habib Thiam,,,,,,,,politician,,,,,,,,,,,Habib Thiam,,,Habib Thiam,,,,,,,,,,,,,,,,ฮาบิบ เทียม,ฮาบิบ เทียม
Q525063,Iba Der Thiam,Iba Der Thiam,Iba Der Thiam,Iba Der Thiam,Iba Der Thiam,male,1937-02-26,,46759904,,/m/02rlj_y,,Iba Der Thiam,Iba Der Thiam,Iba Der Thiam,Iba Der Thiam,Iba Der Thiam,,,,,Iba Der Thiam,,Iba Der Thiam,,,,Iba Der Thiam,,,,Thiam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iba Der Thiam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 7974 6139,,n81028678,,,,,,,,133597229,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q527782,Demba Diop,Demba Diop,Demba Diop,Demba Diop,Demba Diop,male,1927-05-10,,,,/m/03nqpw2,,Demba Diop,Demba Diop,Demba Diop,Demba Diop,Demba Diop,,,,,Demba Diop,Demba Diop,,,,,,,,,Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Demba Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Demba Diop,,,,,,,,,,,,,,1967-02-03,,,,,,,,,,,,,,,,,Demba Diop,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q561533,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,male,1958-08-06,Souleymane,,,/m/05zrf3c,https://upload.wikimedia.org/wikipedia/commons/a/a6/Souleymane_ndéné_ndiaye_.jpg,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,,スレイマン・ンデネ・ンディアイェ,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,,Souleymane Ndéné Ndiaye,,Souleymane Ndéné Ndiaye,,Ndiaye,Souleymane Ndéné Ndiaye,,苏莱曼·恩德内·恩迪亚耶,蘇萊曼·恩德內·恩迪亞耶,,苏莱曼·恩德内·恩迪亚耶,,,,,,,,,,"Ндиайе, Сулейман Ндене",,,Souleymane Ndéné Ndiaye,,Souleymane Ndéné Ndiaye,,,Souleymane Ndéné Ndiaye,,,,,,,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,,,,,,,,Souleymane Ndéné Ndiaye,,,,,,,,,,,,,,,Σουλεϊμάν Ντενέ Ντιαγιέ,,,,,,,,,,,,,,,,,,,,,,,Category:Souleymane Ndéné Ndiaye,,,,,Σουλεϊμάν Ντενέ Ντιαγιέ,,Souleymane Ndéné Ndiaye,,,,Souleymane Ndéné Ndiaye,,,,,,Souleymane Ndéné Ndiaye,Souleymane Ndéné Ndiaye,,,,,,,,,,,,,,,,,,,,,"Ндиайе, Сулейман Ндене",,,,,,,Souleymane Ndéné Ndiaye,,,,,,Souleymane Ndéné Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,Souleymane Ndéné Ndiaye,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57202236,Joseph Gomis,Joseph Gomis,Joseph Gomis (homme politique),,,male,1907-02-15,Joseph,,,,,,,,,,,,,,Joseph Gomis,,,,,,,,,,Gomis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Gomis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q739956,Mamadou Dia,Mamadou Dia,Mamadou Dia,Mamadou Dia,Mamadou Dia,male,1910-07-18,Mamadou,80355412,,/m/06tpz6,https://upload.wikimedia.org/wikipedia/commons/f/fe/Mamadou_Dia_1962.jpg,,,,Mamadou Dia,Mamadou Dia,Mamadou Dia,,ママドゥ・ジャ,Mamadou Dia,Mamadou Dia,Mamadou Dia,Mamadou Dia,Mamadou Dia,Mamadou Dia,,Mamadou Dia,,Mamadou Dia,,,,Mamadou Dia,马马杜·迪亚,馬馬杜·迪亞,,马马杜·迪亚,,,,,,,,,,"Диа, Мамаду",,,,,Mamadou Dia,,,Mamadou Dia,,,,,,,,,,,,,,Mamadou Dia,,Mamadou Dia,,,,,,Mamadou Dia,,Mamadou Dia,,,,,,,Μαμαντού Ντιά,,,,,,,,,,,,,,,,,,,,,,Mamadou Dia,,,,,,Μαμαντού Ντιά,,,,,,Mamadou Dia,,,,,,,Mamadou Dia,,,,,,,,,,,,,Mamadou Dia,,,,,,,,"Диа, Мамаду",,,,,,Mamadou Dia,,,,,,,,,0000 0001 1576 2938,135921686,n82033142,,,2009-01-25,,,,XX1107556,,2495,,biography/Mamadou-Moustapha-Dia,senateur-4eme-republique/dia_mamadou0321r4,88602,,,Mamadou Dia,Mamadou Dia,0022331,Mamadou Dia,Mamadou Dia,,,,,,,,politician,,,,,,93162,Mamadou Dia,Mamadou Dia,,,,,,,,,,,,,,,,,,,,,,,
Q7408951,Samba Diouldé Thiam,Samba Diouldé Thiam,,Samba Diouldé Thiam,Samba Diouldé Thiam,male,,,,,,,,,,,Samba Diouldé Thiam,,,,,Samba Diouldé Thiam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samba Diouldé Thiam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mathematician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
