id,name,state,area,area_id,wikipedia,wikipedia__en,group_id,group,term,source,coalition,coalition_id,name__en,image,gender,identifier__isni,identifier__viaf,identifier__gnd,identifier__lcauth,identifier__sudoc,birth_date,death_date,identifier__freebase,given_name,identifier__nta,identifier__oxforddnb,identifier__munzinger,family_name,identifier__musicbrainz,identifier__nla,identifier__nndb,identifier__npg,identifier__cantic,identifier__fifa,website,identifier__bnf
basri_bajuri,Basri Bajuri,Selangor,"Kuala Langat, Selangor",P094-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mohd._sharif_jajang,Mohd. Sharif Jajang,Selangor,"Sepang, Selangor",P095-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
tan_seng_giaw,Tan Seng Giaw,Federal Territory of Kuala Lumpur,"Kepong, Federal Territory of Kuala Lumpur",P096-8,http://en.wikipedia.org/wiki/Tan_Seng_Giaw,Tan Seng Giaw,DAP,Democratic Action Party,8,,Gagasan Rakyat,GR,Tan Seng Giaw,,male,,,,,,1942-05-26,,/m/06xq9g,Tan,,,,,,,,,,,,
alexander_yu_lung_lee,Alexander Yu Lung Lee,Federal Territory of Kuala Lumpur,"Batu, Federal Territory of Kuala Lumpur",P097-8,,,Gerakan,Parti Gerakan Rakyat Malaysia,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
suleiman_mohamed,Suleiman Mohamed,Federal Territory of Kuala Lumpur,"Titiwangsa, Federal Territory of Kuala Lumpur",P098-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
wee_choo_keong,Wee Choo Keong,Federal Territory of Kuala Lumpur,"Bukit Bintang, Federal Territory of Kuala Lumpur",P099-8,http://en.wikipedia.org/wiki/Wee_Choo_Keong,Wee Choo Keong,DAP,Democratic Action Party,8,,Gagasan Rakyat,GR,Wee Choo Keong,,male,,,,,,,,,,,,,,,,,,,,,
mohamed_kamal_hussain,Mohamed Kamal Hussain,Federal Territory of Kuala Lumpur,"Lembah Pantai, Federal Territory of Kuala Lumpur",P100-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
liew_ah_kim,Liew Ah Kim,Federal Territory of Kuala Lumpur,"Seputeh, Federal Territory of Kuala Lumpur",P101-8,,,DAP,Democratic Action Party,8,,Gagasan Rakyat,GR,,,,,,,,,,,,,,,,,,,,,,,,
tan_kok_wai,Tan Kok Wai,Federal Territory of Kuala Lumpur,"Sungai Besi, Federal Territory of Kuala Lumpur",P102-8,http://en.wikipedia.org/wiki/Tan_Kok_Wai,Tan Kok Wai,DAP,Democratic Action Party,8,,Gagasan Rakyat,GR,Tan Kok Wai,,male,,,,,,1957-10-07,,/m/09v6rbk,Tan,,,,,,,,,,,,
ibrahim_sareh,Ibrahim Sareh,Negeri Sembilan,"Jelebu, Negeri Sembilan",P103-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mohd._khalid_mohd._yunus,Mohd. Khalid Mohd. Yunus,Negeri Sembilan,"Jempol, Negeri Sembilan",P104-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mohd._noh_rajab,Mohd. Noh Rajab,Negeri Sembilan,"Tampin, Negeri Sembilan",P105-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
napsiah_omar,Napsiah Omar,Negeri Sembilan,"Kuala Pilah, Negeri Sembilan",P106-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
yim_chee_hong,Yim Chee Hong,Negeri Sembilan,"Seremban, Negeri Sembilan",P107-8,,,MCA,Malaysian Chinese Association,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
wong_see_wah,Wong See Wah,Negeri Sembilan,"Rasah, Negeri Sembilan",P108-8,,,MCA,Malaysian Chinese Association,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
t._marimuthu_(malaysia),T. Marimuthu,Negeri Sembilan,"Telok Kemang, Negeri Sembilan",P109-8,,,MIC,Malaysian Indian Congress,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
ibrahim_jendol,Ibrahim Jendol,Malacca,"Alor Gajah, Malacca",P110-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
fong_chan_onn,Fong Chan Onn,Malacca,"Selandar, Malacca",P111-8,http://en.wikipedia.org/wiki/Fong_Chan_Onn,Fong Chan Onn,MCA,Malaysian Chinese Association,8,,Barisan Nasional,BN,Fong Chan Onn,,male,,,,,,1944-01-01,,/m/0ghtk8,,,,,,,,,,,,,
mohd._tamrin_abdul_ghafar,Mohd. Tamrin Abdul Ghafar,Malacca,"Batu Berendam, Malacca",P112-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
lim_guan_eng,Lim Guan Eng,Malacca,"Kota Melaka, Malacca",P113-8,http://en.wikipedia.org/wiki/Lim_Guan_Eng,Lim Guan Eng,DAP,Democratic Action Party,8,,Gagasan Rakyat,GR,Lim Guan Eng,,male,,273780213,,,,1960-12-08,,/m/061y5t,,,,,Lin,,,,,,,,
ghafar_baba,Abdul Ghafar Baba,Malacca,"Jasin, Malacca",P114-8,http://en.wikipedia.org/wiki/Ghafar_Baba,Ghafar Baba,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,Ghafar Baba,,male,,117155609,,,,1925-02-18,2006-04-23,/m/09nq1b,,,,,,,,,,,,,
s._s._subramaniam,S. S. Subramaniam,Johor,"Segamat, Johor",P115-8,,,MIC,Malaysian Indian Congress,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
abdul_ghani_othman,Abdul Ghani Othman,Johor,"Ledang, Johor",P116-8,http://en.wikipedia.org/wiki/Abdul_Ghani_Othman,Abdul Ghani Othman,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,Abdul Ghani Othman,,male,,,,,,1946-11-14,,/m/0f4w9g,Abdul,,,,,,,,,,,,
ahmad_omar,Ahmad Omar,Johor,"Pagoh, Johor",P117-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
ling_liong_sik,Ling Liong Sik,Johor,"Labis, Johor",P118-8,http://en.wikipedia.org/wiki/Ling_Liong_Sik,Ling Liong Sik,MCA,Malaysian Chinese Association,8,,Barisan Nasional,BN,Ling Liong Sik,,male,,,,,,1943-09-18,,,,,,,,,,,,,,,
abdul_ajib_ahmad,Abdul Ajib Ahmad,Johor,"Mersing, Johor",P119-8,http://en.wikipedia.org/wiki/Abdul_Ajib_Ahmad,Abdul Ajib Ahmad,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
kang_chow_oh,Kang Chow Oh,Johor,"Kluang, Johor",P120-8,,,MCA,Malaysian Chinese Association,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
ruhanie_ahmad,Ruhanie Ahmad,Johor,"Parit Sulong, Johor",P121-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
chua_jui_meng,Chua Jui Meng,Johor,"Bakri, Johor",P122-8,http://en.wikipedia.org/wiki/Chua_Jui_Meng,Chua Jui Meng,MCA,Malaysian Chinese Association,8,,Barisan Nasional,BN,Chua Jui Meng,,male,,,,,,1943-10-22,,/m/03y1m9r,,,,,Cai,,,,,,,,
abdul_malek_munip,Abdul Malek Munip,Johor,"Muar, Johor",P123-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mohd._yasin_kamari,Mohd. Yasin Kamari,Johor,"Sri Gading, Johor",P124-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
daud_taha,Daud Taha,Johor,"Batu Pahat, Johor",P125-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
abdul_hamid_abdul_rahman,Abdul Hamid Abdul Rahman,Johor,"Sungai Benut, Johor",P126-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
woon_see_chin,Woon See Chin,Johor,"Senai, Johor",P127-8,,,MCA,Malaysian Chinese Association,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
syed_hamid_albar,Syed Hamid Albar,Johor,"Kota Tinggi, Johor",P128-8,http://en.wikipedia.org/wiki/Syed_Hamid_Albar,Syed Hamid Albar,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,Syed Hamid Albar,,male,,70831399,,,,1944-01-15,,/m/03pbjt,,,,,,,,,,,,,
siti_zainabon_abu_bakar,Siti Zainabon Abu Bakar,Johor,"Tebrau, Johor",P129-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mohamed_khaled_nordin,Mohamed Khaled Nordin,Johor,"Johor Bahru, Johor",P130-8,http://en.wikipedia.org/wiki/Mohamed_Khaled_Nordin,Mohamed Khaled Nordin,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,Mohamed Khaled Nordin,,male,,,,,,1958-11-30,,/m/0ksvlm,Mohamed,,,,,,,,,,,,
mohamed_rahmat,Mohamed Rahmat,Johor,"Pulai, Johor",P131-8,http://en.wikipedia.org/wiki/Mohamed_Rahmat,Mohamed Rahmat,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,Mohamed Rahmat,,male,,107316958,,,,1938-01-04,2010-01-01,/m/09v22sb,Tan,,,,,,,,,,,,
ong_ka_ting,Ong Ka Ting,Johor,"Pontian, Johor",P132-8,http://en.wikipedia.org/wiki/Ong_Ka_Ting,Ong Ka Ting,MCA,Malaysian Chinese Association,8,,Barisan Nasional,BN,Ong Ka Ting,,male,,24060707,,n2007203573,,1956-11-15,,/m/05z1nz,,,,,Huang,,,,,,,,
abdol_mulok_awang_damit,Abdol Mulok Awang Damit,Federal Territory of Labuan,"Labuan, Federal Territory of Labuan",P133-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
amir_kahar_mustapha,Amir Kahar Mustapha,Sabah,"Marudu, Sabah",P134-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
george_sangkin,George Sangkin,Sabah,"Bandau, Sabah",P135-8,,,PBS,Parti Bersatu Sabah,8,,Gagasan Rakyat,GR,,,,,,,,,,,,,,,,,,,,,,,,
maidom_pansai,Maidom Pansai,Sabah,"Kota Belud, Sabah",P136-8,,,PBS,Parti Bersatu Sabah,8,,Gagasan Rakyat,GR,,,,,,,,,,,,,,,,,,,,,,,,
monggoh_orow,Monggoh Orow,Sabah,"Tuaran, Sabah",P137-8,,,PBS,Parti Bersatu Sabah,8,,Gagasan Rakyat,GR,,,,,,,,,,,,,,,,,,,,,,,,
osman_minudin,Osman Minudin,Sabah,"Kinabalu, Sabah",P138-8,,,PBS,Parti Bersatu Sabah,8,,Gagasan Rakyat,GR,,,,,,,,,,,,,,,,,,,,,,,,
michael_asang,Michael Asang,Sabah,"Jambongan, Sabah",P139-8,,,PBS,Parti Bersatu Sabah,8,,Gagasan Rakyat,GR,,,,,,,,,,,,,,,,,,,,,,,,
lai_lun_tze,Lai Lun Tze,Sabah,"Sandakan, Sabah",P140-8,,,PBS,Parti Bersatu Sabah,8,,Gagasan Rakyat,GR,,,,,,,,,,,,,,,,,,,,,,,,
juhar_mahiruddin,Juhar Mahiruddin,Sabah,"Kinabatangan, Sabah",P141-8,http://en.wikipedia.org/wiki/Juhar_Mahiruddin,Juhar Mahiruddin,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,Juhar Mahiruddin,https://upload.wikimedia.org/wikipedia/commons/4/43/Sabah-TYT-JuharMahiruddin-01.jpg,male,,,,,,1953-11-05,,/m/0gln_jd,,,,,,,,,,,,,
joseph_pairin_kitingan,Joseph Pairin Kitingan,Sabah,"Keningau, Sabah",P142-8,http://en.wikipedia.org/wiki/Joseph_Pairin_Kitingan,Joseph Pairin Kitingan,PBS,Parti Bersatu Sabah,8,,Gagasan Rakyat,GR,Joseph Pairin Kitingan,,male,,119411995,1053748981,n89214890,,1940-08-17,,/m/09c_n7,Joseph,,,,,,,,,,,,
bernard_giluk_dompok,Bernard Giluk Dompok,Sabah,"Penampang, Sabah",P143-8,http://en.wikipedia.org/wiki/Bernard_Giluk_Dompok,Bernard Giluk Dompok,PBS,Parti Bersatu Sabah,8,,Gagasan Rakyat,GR,Bernard Giluk Dompok,,male,,,,,,1949-10-07,,/m/03wb1cr,Bernard,,,,,,,,,,,,
philip_yong_chiew_lip,Philip Yong Chiew Lip,Sabah,"Gaya, Sabah",P144-8,,,PBS,Parti Bersatu Sabah,8,,Gagasan Rakyat,GR,,,,,,,,,,,,,,,,,,,,,,,,
vun_shin_choi,Joseph Voon Shin Choi,Sabah,"Tanjong Aru, Sabah",P145-8,,,PBS,Parti Bersatu Sabah,8,,Gagasan Rakyat,GR,,,,,,,,,,,,,,,,,,,,,,,,
osu_sukam,Osu Sukam,Sabah,"Papar, Sabah",P146-8,http://en.wikipedia.org/wiki/Osu_Sukam,Osu Sukam,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,Osu Sukam,,male,,,,,,2000-01-01,,,,,,,,,,,,,,,
nurnikman_abdullah,Nurnikman Abdullah,Sabah,"Kimanis, Sabah",P147-8,,,PBS,Parti Bersatu Sabah,8,,Gagasan Rakyat,GR,,,,,,,,,,,,,,,,,,,,,,,,
mustapha_harun,Mustapha Harun,Sabah,"Limbawang, Sabah",P148-8,http://en.wikipedia.org/wiki/Mustapha_Harun,Mustapha Harun,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,Mustapha bin Harun,https://upload.wikimedia.org/wikipedia/commons/8/8c/Putatan_Sabah_TamanMemorialTunDatuMustapha-04.jpg,male,,67710944,,,,1918-07-31,1995-01-02,/m/0fj2sx,Mustapha,,,,,,,,,,,,
raden_malleh,Raden Malleh,Sabah,"Padas, Sabah",P149-8,,,PBS,Parti Bersatu Sabah,8,,Gagasan Rakyat,GR,,,,,,,,,,,,,,,,,,,,,,,,
taiman_lumaing,Taiman Lumaing,Sabah,"Pensiangan, Sabah",P150-8,,,PBS,Parti Bersatu Sabah,8,,Gagasan Rakyat,GR,,,,,,,,,,,,,,,,,,,,,,,,
geoffrey_yee_ling_fook,Geoffrey Yee Ling Fook,Sabah,"Tawau, Sabah",P151-8,,,PBS,Parti Bersatu Sabah,8,,Gagasan Rakyat,GR,,,,,,,,,,,,,,,,,,,,,,,,
railey_jeffrey,Railey Jeffrey,Sabah,"Silam, Sabah",P152-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
sakaran_dandai,Sakaran Dandai,Sabah,"Semporna, Sabah",P153-8,,,UMNO,United Malays National Organisation,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
patau_rubis,Patau Rubis,Sarawak,"Mas Gading, Sarawak",P154-8,,,SNAP,Sarawak National Party,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
rohani_abdul_karim,Rohani Abdul Karim,Sarawak,"Santubong, Sarawak",P155-8,http://en.wikipedia.org/wiki/Rohani_Abdul_Karim,Rohani Abdul Karim,PBB,Parti Pesaka Bumiputera Bersatu,8,,Barisan Nasional,BN,Rohani Abdul Karim,,female,,,,,,,,,,,,,,,,,,,,,
sulaiman_daud,Sulaiman Daud,Sarawak,"Petra Jaya, Sarawak",P156-8,http://en.wikipedia.org/wiki/Sulaiman_Daud,Sulaiman Daud,PBB,Parti Pesaka Bumiputera Bersatu,8,,Barisan Nasional,BN,Sulaiman Daud,,male,,,,,,1933-03-04,2010-03-23,/m/0bh831w,,,,,,,,,,,,,
sim_kwang_yang,Sim Kwang Yang,Sarawak,"Bandar Kuching, Sarawak",P157-8,,,DAP,Democratic Action Party,8,,Gagasan Rakyat,GR,,,,,,,,,,,,,,,,,,,,,,,,
yong_khoon_seng,Yong Khoon Seng,Sarawak,"Padawan, Sarawak",P158-8,http://en.wikipedia.org/wiki/Yong_Khoon_Seng,Yong Khoon Seng,SUPP,Sarawak United Peoples' Party,8,,Barisan Nasional,BN,Yong Khoon Seng,,male,,,,,,,,/m/0bm9qgk,,,,,,,,,,,,,
abdul_taib_mahmud,Abdul Taib Mahmud,Sarawak,"Kota Samarahan, Sarawak",P159-8,http://en.wikipedia.org/wiki/Abdul_Taib_Mahmud,Abdul Taib Mahmud,PBB,Parti Pesaka Bumiputera Bersatu,8,,Barisan Nasional,BN,Abdul Taib Mahmud,,male,,63112319,,,,1936-05-21,,/m/07m4ry,Abdul,,,,,,,,,,,,
richard_riot_jaem,Richard Riot Jaem,Sarawak,"Serian, Sarawak",P160-8,http://en.wikipedia.org/wiki/Richard_Riot_Jaem,Richard Riot Jaem,IND,Independent,8,,,,Richard Riot Jaem,,male,,,,,,1951-12-01,,,Richard,,,,,,,,,,,,
wahab_suhaili,Wahab Suhaili,Sarawak,"Batang Sadong, Sarawak",P161-8,,,PBB,Parti Pesaka Bumiputera Bersatu,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
wan_junaidi_tuanku_jaafar,Wan Junaidi Tuanku Jaafar,Sarawak,"Batang Lupar, Sarawak",P162-8,http://en.wikipedia.org/wiki/Wan_Junaidi_Tuanku_Jaafar,Wan Junaidi Tuanku Jaafar,PBB,Parti Pesaka Bumiputera Bersatu,8,,Barisan Nasional,BN,Wan Junaidi Tuanku Jaafar,,male,,,,,,,,/m/0bmj4_5,,,,,,,,,,,,,
daniel_tajem_miri,Daniel Tajem Miri,Sarawak,"Sri Aman, Sarawak",P163-8,,,PBDS,Parti Bansa Dayak Sarawak,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
jawah_gerang,Jawah Gerang,Sarawak,"Lubok Antu, Sarawak",P164-8,,,PBDS,Parti Bansa Dayak Sarawak,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
douglas_uggah_embas,Douglas Uggah Embas,Sarawak,"Betong, Sarawak",P165-8,http://en.wikipedia.org/wiki/Douglas_Uggah_Embas,Douglas Uggah Embas,PBB,Parti Pesaka Bumiputera Bersatu,8,,Barisan Nasional,BN,Douglas Uggah Embas,,male,,,,,,,,/m/0bs2wm0,Douglas,,,,,,,,,,,,
peter_tinggom_kamarau,Peter Tinggom Kamarau,Sarawak,"Saratok, Sarawak",P166-8,,,SNAP,Sarawak National Party,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
abang_abu_bakar_abang_mustapha,Abang Abu Bakar Abang Mustapha,Sarawak,"Kuala Rajang, Sarawak",P167-8,,,PBB,Parti Pesaka Bumiputera Bersatu,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
law_hieng_ding,Law Hieng Ding,Sarawak,"Sarikei, Sarawak",P168-8,,,SUPP,Sarawak United Peoples' Party,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
thomas_salang_siden,Thomas Salang Siden,Sarawak,"Julau, Sarawak",P169-8,,,PBDS,Parti Bansa Dayak Sarawak,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
leo_moggie_irok,Leo Moggie Irok,Sarawak,"Kanowit, Sarawak",P170-8,,,PBDS,Parti Bansa Dayak Sarawak,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
jason_wong_sing_nang,Jason Wong Sing Nang,Sarawak,"Lanang, Sarawak",P171-8,,,DAP,Democratic Action Party,8,,Gagasan Rakyat,GR,,,,,,,,,,,,,,,,,,,,,,,,
robert_lau_hoi_chew,Robert Lau Hoi Chew,Sarawak,"Sibu, Sarawak",P172-8,http://en.wikipedia.org/wiki/Robert_Lau_Hoi_Chew,Robert Lau Hoi Chew,SUPP,Sarawak United Peoples' Party,8,,Barisan Nasional,BN,Robert Lau Hoi Chew,,male,,,,,,1942-09-15,2010-04-09,,Robert,,,,,,,,,,,,
leo_michael_toyad,Leo Michael Toyad,Sarawak,"Mukah, Sarawak",P173-8,http://en.wikipedia.org/wiki/Leo_Michael_Toyad,Leo Michael Toyad,PBB,Parti Pesaka Bumiputera Bersatu,8,,Barisan Nasional,BN,Leo Michael Toyad,,male,,,,,,1950-04-11,,/m/0bs6cpn,Leo,,,,,,,,,,,,
joseph_mauh_ikeh,Joseph Mauh Ikeh,Sarawak,"Selangau, Sarawak",P174-8,,,IND,Independent,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
james_jimbun_pungga,James Jimbun Pungga,Sarawak,"Kapit, Sarawak",P175-8,,,PBB,Parti Pesaka Bumiputera Bersatu,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
billy_abit_joo,Billy Abit Joo,Sarawak,"Hulu Rajang, Sarawak",P176-8,http://en.wikipedia.org/wiki/Billy_Abit_Joo,Billy Abit Joo,IND,Independent,8,,,,Billy Abit Joo,,male,,,,,,,,/m/0bs5yry,Billy,,,,,,,,,,,,
james_wong_(politician),James Wong Kim Min,Sarawak,"Bintulu, Sarawak",P177-8,http://en.wikipedia.org/wiki/James_Wong_(politician),James Wong (politician),SNAP,Sarawak National Party,8,,Barisan Nasional,BN,James Wong,,male,,,,,,1922-08-06,2011-07-18,,James,,,,,,,,,,,,
peter_chin_fah_kui,Peter Chin Fah Kui,Sarawak,"Miri, Sarawak",P178-8,http://en.wikipedia.org/wiki/Peter_Chin_Fah_Kui,Peter Chin Fah Kui,SUPP,Sarawak United Peoples' Party,8,,Barisan Nasional,BN,Peter Chin Fah Kui,,male,,,,,,1945-08-31,,/m/0ksttk,Peter,,,,,,,,,,,,
harrison_ngau_laing,Harrison Ngau Laing,Sarawak,"Baram, Sarawak",P179-8,http://en.wikipedia.org/wiki/Harrison_Ngau_Laing,Harrison Ngau Laing,IND,Independent,8,,,,Harrison Ngau Laing,,male,,,,,,,,,Harrison,,,,,,,,,,,,
michael_lisa_kaya,Michael Lisa Kaya,Sarawak,"Bukit Mas, Sarawak",P180-8,,,PBB,Parti Pesaka Bumiputera Bersatu,8,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
azmi_khalid,Azmi Khalid,Perlis,"Padang Besar, Perlis",P001-9,http://en.wikipedia.org/wiki/Azmi_Khalid,Azmi Khalid,UMNO,United Malays National Organisation,9,,Barisan Nasional,BN,Azmi Khalid,,male,,,,,,1940-12-13,,/m/0ksx45,,,,,,,,,,,,,
md_isa_sabu,Md Isa Sabu,Perlis,"Kangar, Perlis",P002-9,http://en.wikipedia.org/wiki/Md_Isa_Sabu,Md Isa Sabu,UMNO,United Malays National Organisation,9,,Barisan Nasional,BN,Md Isa Sabu,,male,,,,,,,,,,,,,,,,,,,,,
hashim_jasin,Hashim Jasin,Perlis,"Arau, Perlis",P003-9,,,PAS,Pan-Malaysian Islamic Party,9,,Angkatan Perpaduan Ummah,APU,,,,,,,,,,,,,,,,,,,,,,,,
abu_bakar_taib,Abu Bakar Taib,Kedah,"Langkawi, Kedah",P004-9,http://en.wikipedia.org/wiki/Abu_Bakar_Taib,Abu Bakar Taib,UMNO,United Malays National Organisation,9,,Barisan Nasional,BN,Abu Bakar Taib,,male,,,,,,,,/m/09rvtdb,,,,,,,,,,,,,
hanafi_ramli,Hanafi Ramli,Kedah,"Jerlun, Kedah",P005-9,,,UMNO,United Malays National Organisation,9,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mahathir_mohamad,Mahathir Mohamad,Kedah,"Kubang Pasu, Kedah",P006-9,http://en.wikipedia.org/wiki/Mahathir_Mohamad,Mahathir Mohamad,UMNO,United Malays National Organisation,9,,Barisan Nasional,BN,Mahathir Mohamad,https://upload.wikimedia.org/wikipedia/commons/c/c0/Mahathir_Mohamad_addressing_the_United_Nations_General_Assembly_(September_25_2003).jpg,male,,98026483,118930060,n81054017,92036813.0,1925-07-10,,/m/01lydh,,,,,,5ef869f6-d103-4aa0-a0f6-575017e10696,,,,,,,
affifudin_omar,Affifudin Omar,Kedah,"Padang Terap, Kedah",P007-9,,,UMNO,United Malays National Organisation,9,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
wan_hanafiah_wan_mat_saman,Wan Hanafiah Wan Mat Saman,Kedah,"Pokok Sena, Kedah",P008-9,,,UMNO,United Malays National Organisation,9,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
chor_chee_heung,Chor Chee Heung,Kedah,"Alor Setar, Kedah",P009-9,http://en.wikipedia.org/wiki/Chor_Chee_Heung,Chor Chee Heung,MCA,Malaysian Chinese Association,9,,Barisan Nasional,BN,Chor Chee Heung,,male,,,,,,1955-03-15,,/m/09rsz6f,,,,,,,,,,,,,
zakaria_mohd_said,Zakaria Mohd Said,Kedah,"Kuala Kedah, Kedah",P010-9,,,UMNO,United Malays National Organisation,9,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
othman_abdul,Othman Abdul,Kedah,"Pendang, Kedah",P011-9,http://en.wikipedia.org/wiki/Othman_Abdul,Othman Abdul,UMNO,United Malays National Organisation,9,,Barisan Nasional,BN,Othman Abdul,,male,,,,,,,,,,,,,,,,,,,,,
badruddin_amiruldin,Badruddin Amiruldin,Kedah,"Yan, Kedah",P012-9,http://en.wikipedia.org/wiki/Badruddin_Amiruldin,Badruddin Amiruldin,UMNO,United Malays National Organisation,9,,Barisan Nasional,BN,Badruddin Amiruldin,,male,,,,,,1951-01-01,,/m/08y47h,,,,,,,,,,,,,
abdul_hamid_othman,Abdul Hamid Othman,Kedah,"Sik, Kedah",P013-9,,,UMNO,United Malays National Organisation,9,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
daim_zainuddin,Abdul Daim Zainuddin,Kedah,"Merbok, Kedah",P014-9,http://en.wikipedia.org/wiki/Daim_Zainuddin,Daim Zainuddin,UMNO,United Malays National Organisation,9,,Barisan Nasional,BN,Daim Zainuddin,,male,,230400168,120403412,n85314449,,1938-04-29,,,,,,,,,,,,,,,
che_ibrahim_mustafa,Che Ibrahim Mustafa,Kedah,"Sungai Petani, Kedah",P015-9,,,UMNO,United Malays National Organisation,9,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
raja_ariffin_raja_sulaiman,Raja Ariffin Raja Sulaiman,Kedah,"Baling, Kedah",P016-9,,,UMNO,United Malays National Organisation,9,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
lim_lay_hoon,Lim Lay Hoon,Kedah,"Padang Serai, Kedah",P017-9,,,MCA,Malaysian Chinese Association,9,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
abdul_kadir_sheikh_fadzir,Abdul Kadir Sheikh Fadzir,Kedah,"Kulim-Bandar Baharu, Kedah",P018-9,,,UMNO,United Malays National Organisation,9,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
