id,name__en,name__es,name__de,name__nl,name__fr,name__hu,name,wikipedia__en,gender,occupation,original_wikiname,name__et,name__ru,name__ca,name__oc,name__nb,name__da,name__nn,name__sv,name__it,name__cy,name__zh_hant,name__zh_cn,name__ja,wikipedia__de,wikipedia__et,wikipedia__fr,wikipedia__it,wikipedia__oc,wikipedia__ru,birth_date,death_date,identifier__freebase,identifier__ISNI,identifier__VIAF,identifier__BNF,identifier__SUDOC,family_name,given_name,name__el,name__en_ca,name__en_gb,name__pl,name__tr,name__fi,wikipedia__el,wikipedia__es,wikipedia__pl,wikipedia__tr,image,website,wikipedia__ja,wikipedia__nl,wikipedia__sv,identifier__LCAuth,identifier__IMDB,identifier__AlloCine,identifier__moviemeter,identifier__FAST,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__filmportal_de,name__fa,name__id,name__ka,name__ms,name__pt,wikipedia__fa,wikipedia__id,wikipedia__ka,wikipedia__ms,wikipedia__pt,name__gl,wikipedia__fi,wikipedia__gl,identifier__GND,identifier__NTA,name__eo,name__ml,name__vi,name__ko,name__ar,name__io,name__de_ch,name__lb,name__an,name__la,name__zh,name__be,name__eu,name__cs,wikipedia__an,wikipedia__ar,wikipedia__be,wikipedia__ca,wikipedia__cs,wikipedia__enwikinews,wikipedia__eo,wikipedia__eu,wikipedia__io,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__ml,wikipedia__vi,wikipedia__zh,identifier__Munzinger,identifier__Britannica,identifier__senatDOTfr,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__is,name__yo,name__mg,wikipedia__is,wikipedia__mg,wikipedia__yo,name__af,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lt,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__sycomore,name__rw,name__sr_ec,name__be_tarask,name__sr,name__arz,wikipedia__arz,wikipedia__be_x_old,wikipedia__bm,wikipedia__br,wikipedia__commons,wikipedia__no,wikipedia__plwikiquote,wikipedia__rw,wikipedia__sr,identifier__snac,name__he,name__uk,wikipedia__uk,wikipedia__he,wikipedia__hr,wikipedia__nn,identifier__NNDB,wikipedia__ruwikinews,identifier__GTAA,identifier__allmovie,wikipedia__cawikiquote,identifier__bigenc_ru
Q3358519,Ousmane Sy,Ousmane Sy,Ousmane Sy,Ousmane Sy,Ousmane Sy,Ousmane Sy,Ousmane Sy,Ousmane Sy,male,politician,Ousmane Sy,,,,,,,,,,,,,,,,Ousmane Sy,,,,1949-05-25,,,0000 0001 1496 8635,107624786,161894243,118973487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3461134,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,male,politician,Sadio Gassama,Sadio Gassama,,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,,,サディオ・ガサマ,,,Sadio Gassama,,,,1954,,/m/0j7lc7r,,,,,Gassama,Sadio,,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,,Sadio Gassama,,,,,,,,,,,,,,,,,,,Sadio Gassama,,Sadio Gassama,Sadio Gassama,,,,,,Sadio Gassama,,,,,Sadio Gassama,,Sadio Gassama,,,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,,,,Sadio Gassama,Sadio Gassama,,,,,,,,,,,,,,,,,,,,,,,,,Sadio Gassama,,,,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,Sadio Gassama,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3461135,Sadio Lamine Sow,,Sadio Lamine Sow,Sadio Lamine Sow,Sadio Lamine Sow,,Sadio Lamine Sow,Sadio Lamine Sow,male,politician,Sadio Lamine Sow,,,,,,,,,,,,,,,,Sadio Lamine Sow,,,,1952-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3472369,Sanoussi Touré,,Sanoussi Touré,Sanoussi Touré,Sanoussi Touré,,Sanoussi Touré,Sanoussi Touré,male,politician,Sanoussi Touré,,,,,,,,,,,,,,,,Sanoussi Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3483307,Sidibé Aminata Diallo,Sidibé Aminata Diallo,Sidibé Aminata Diallo,Sidibé Aminata Diallo,Sidibé Aminata Diallo,Sidibé Aminata Diallo,Sidibé Aminata Diallo,Sidibé Aminata Diallo,female,politician,Sidibé Aminata Diallo,,,,,,,,,,,,,,,,Sidibé Aminata Diallo,,,,,,/m/02qtfg3,,,,,,,,,,,,,,Sidibé Aminata Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3491740,Soumaïla Cissé,Soumaïla Cissé,Soumaïla Cissé,Soumaïla Cissé,Soumaïla Cissé,Soumaïla Cissé,Soumaïla Cissé,Soumaïla Cissé,male,politician,Soumaïla Cissé,,,,,,,,Soumaïla Cissé,,,,,,Soumaïla Cissé,,Soumaïla Cissé,,,,1949-12-20,,/m/06p1sp,,310521103,,,,,,,,,,,,Soumaïla Cissé,,,,,,,Soumaïla Cissé,,,,,,,,,,,,,,,,,,,,,,,,,,Soumaïla Cissé,,,,,,,,,,索馬伊拉·西塞,,,,,,,,,,Soumaïla Cissé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3530011,Tiéfing Konaté,,Tiéfing Konaté,Tiéfing Konaté,Tiéfing Konaté,,Tiéfing Konaté,Tiéfing Konaté,male,politician,Tiéfing Konaté,,,,,,,,,,,,,,,,Tiéfing Konaté,,,,1954-09-30,,,,,,,Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q372780,Dioncounda Traoré,Dioncounda Traoré,Dioncounda Traoré,Dioncounda Traoré,Dioncounda Traoré,,Dioncounda Traoré,Dioncounda Traoré,male,diplomat,Dioncounda Traoré,Dioncounda Traoré,"Траоре, Дионкунда",Dioncounda Traoré,,Dioncounda Traoré,Dioncounda Traoré,Dioncounda Traoré,Dioncounda Traoré,Dioncounda Traoré,,,,ディオンクンダ・トラオレ,Dioncounda Traoré,Dioncounda Traoré,Dioncounda Traoré,Dioncounda Traoré,,"Траоре, Дионкунда",1942-02-23,,/m/02z9bpp,,,,,Traoré,,Ντιονκουντά Τραορέ,Dioncounda Traoré,Dioncounda Traoré,Dioncounda Traoré,Dioncounda Traoré,Dioncounda Traoré,Ντιονκουντά Τραορέ,Dioncounda Traoré,Dioncounda Traoré,Dioncounda Traoré,https://upload.wikimedia.org/wikipedia/commons/0/0b/Dioncounda_Traoré_2011-10-16_(2).jpg,,,Dioncounda Traoré,Dioncounda Traoré,,,,,,,,,,,,Dioncounda Traoré,დიონკუნდა ტრაორე,,Dioncounda Traoré,,Dioncounda Traoré,დიონკუნდა ტრაორე,,Dioncounda Traoré,,Dioncounda Traoré,,,,,,,디온쿤다 트라오레,,,Dioncounda Traoré,,,Dioncounda Traoré,,,Dioncounda Traoré,Dioncounda Traoré,,,,Dioncounda Traoré,Dioncounda Traoré,,,Dioncounda Traoré,,디온쿤다 트라오레,Dioncounda Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dioncounda Traoré,,,,,,,Dioncounda Traoré,,,,,,,,,,,,,,,,,,,,,Дионкунда Траоре,,,,,,,Dioncounda Traoré,,,Дионкунда Траоре,,דיונקונדה טראורה,Діонкунда Траоре,Діонкунда Траоре,דיונקונדה טראורה,,,,Категория:Дионкунда Траоре,234310,,,
Q434377,Ousmane Issoufi Maïga,Ousmane Issoufi Maïga,Ousmane Issoufi Maïga,Ousmane Issoufi Maïga,Ousmane Issoufi Maïga,Ousmane Issoufi Maïga,Ousmane Issoufi Maïga,Ousmane Issoufi Maïga,male,politician,Ousmane Issoufi Maïga,Ousmane Issoufi Maïga,,,,Ousmane Issoufi Maïga,,Ousmane Issoufi Maïga,,Ousmane Issoufi Maïga,,奧斯曼·優素菲·馬伊加,奥斯曼·优素菲·马伊加,ウスマーヌ・イスーフィ・メガ,Ousmane Issoufi Maïga,Ousmane Issoufi Maïga,Ousmane Issoufi Maïga,Ousmane Issoufi Maïga,,,1945,,/m/02y7r4,,,,,,,Ουσμάνι Ισούφι Μαϊγκά,,,Ousmane Issoufi Maïga,,Ousmane Issoufi Maïga,Ουσμάνι Ισούφι Μαϊγκά,Ousmane Issoufi Maïga,Ousmane Issoufi Maïga,,,,,Ousmane Issoufi Maïga,,,,,,,,,,,,,Ousmane Issoufi Maïga,,,,,Ousmane Issoufi Maïga,,,,Ousmane Issoufi Maïga,Ousmane Issoufi Maïga,Ousmane Issoufi Maïga,,,Ousmane Issoufi Maïga,,,,,,,,,,奥斯曼·优素菲·马伊加,,,,,,,,,,Ousmane Issoufi Maïga,,,,,,,,奥斯曼·优素菲·马伊加,,,,奥斯曼·优素菲·马伊加,奧斯曼·優素菲·馬伊加,奥斯曼·优素菲·马伊加,奧斯曼·優素菲·馬伊加,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ousmane Issoufi Maïga,,,,,אוסמנה איסופי מאיגה,,,אוסמנה איסופי מאיגה,,Ousmane Issoufi Maïga,872/000162386,,,,,
Q445841,Modibo Sidibé,Modibo Sidibé,Modibo Sidibé,Modibo Sidibé,Modibo Sidibé,,Modibo Sidibé,Modibo Sidibé,male,diplomat,Modibo Sidibé,Modibo Sidibé,"Сидибе, Модибо",,,Modibo Sidibé,Modibo Sidibé,Modibo Sidibé,Modibo Sidibé,Modibo Sidibé,,莫迪博·西迪貝,莫迪博·西迪贝,モディボ・シディベ,Modibo Sidibé,Modibo Sidibé,Modibo Sidibé,Modibo Sidibé,,"Сидибе, Модибо",1952-11-07,,/m/03c5y2b,,73164042,,168443570,,Modibo,Μοντίμπο Σιντιμπέ,,,Modibo Sidibé,,,Μοντιμπό Σιντιμπέ,Modibo Sidibé,Modibo Sidibé,,https://upload.wikimedia.org/wikipedia/commons/2/23/Modibo_Sidibe.jpg,,モディボ・シディベ,,Modibo Sidibé,n98010699,,,,,,,,,,,Modibo Sidibé,,,,,Modibo Sidibé,,,,,,,,,Modibo Sidibé,,,모디보 시디베,,,,,,,莫迪博·西迪贝,,,,,,,,,,Modibo Sidibé,,,모디보 시디베,,,,,莫迪博·西迪贝,,,,莫迪博·西迪贝,莫迪博·西迪貝,莫迪博·西迪贝,莫迪博·西迪貝,Modibo Sidibé,Modibo Sidibé,Modibo Sidibé,Modibo Sidibé,Modibo Sidibé,Modibo Sidibé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4695781,Ahmed Diane Semega,,Ahmed Diane Semega,Ahmed Diane Semega,Ahmed Diane Semega,,Ahmed Diane Semega,Ahmed Diane Semega,male,politician,Ahmed Diane Semega,,,,,,,,,Ahmed Diane Semega,,,,,,,,,,,,,,,,,,,Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4739089,Amadou Doucoure,,Amadou Doucoure,Amadou Doucoure,Amadou Doucoure,,Amadou Doucoure,Amadou Doucoure,male,politician,Amadou Doucoure,,,,,,,,,Amadou Doucoure,,,,,,,,,,,1919,1971-11-15,,,,,,,Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senateur-4eme-republique/doucoure_amadou0122r4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4803981,Ascofare Oulematou Tamboura,Ascofare Oulematou Tamboura,Ascofare Oulematou Tamboura,Ascofare Oulematou Tamboura,Ascofare Oulematou Tamboura,Ascofare Oulematou Tamboura,Ascofare Oulematou Tamboura,Ascofare Oulematou Tamboura,male,politician,Ascofare Oulematou Tamboura,,,,,,,,,Ascofare Oulematou Tamboura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4868032,Bassary Touré,,Bassary Touré,Bassary Touré,Bassary Touré,,Bassary Touré,Bassary Touré,male,economist,Bassary Touré,,,,,,,,,,,,,,,,,,,,1950-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q537613,Aoua Kéita,Aoua Kéita,Aoua Kéita,Aoua Kéita,Aoua Keïta,Aoua Kéita,Aoua Kéita,Aoua Kéita,female,politician,Aoua Kéita,,,,,,,,,,,,,,Aoua Kéita,,Aoua Keïta,,,,1912,1980-05-07,,0000 0001 1641 3385,51691465,11909549r,026947099,,,,,,,,Aoua Kéita,,,,,,,,,,no2015029799,,,,,,,,,,,,,,,,,,,,,Aoua Kéita,,122441303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q548003,Cheick Modibo Diarra,Cheick Modibo Diarra,Cheick Modibo Diarra,Cheick Modibo Diarra,Modibo Diarra,,Cheick Modibo Diarra,Cheick Modibo Diarra,male,astronomer,Cheick Modibo Diarra,Cheick Modibo Diarra,"Диарра, Модибо",,,Modibo Diarra,Modibo Diarra,Modibo Diarra,Modibo Diarra,Cheick Modibo Diarra,,謝赫·莫迪博·迪亞拉,谢赫·莫迪博·迪亚拉,シェイック・モディボ・ディアラ,Cheick Modibo Diarra,Cheick Modibo Diarra,Modibo Diarra,Cheick Modibo Diarra,,"Диарра, Модибо",1952-04-21,,/m/07bp7h,0000 0000 2243 381X,17402568,13750577s,055743714,,Modibo,,,,Cheick Modibo Diarra,Cheick Modibo Diarra,,,Cheick Modibo Diarra,Cheick Modibo Diarra,Cheick Modibo Diarra,https://upload.wikimedia.org/wikipedia/commons/d/da/Cheick_Modibo_Diarra.jpg,,シェイック・モディボ・ディアラ,Cheick Modibo Diarra,,n00040836,,,,450070,,,,,,شیخ مودیبو دیارا,Cheick Modibo Diarra,შეიხ მოდიბო დიარა,Cheick Modibo Diarra,Cheick Modibo Diarra,شیخ مودیبو دیارا,Cheick Modibo Diarra,შეიხ მოდიბო დიარა,Cheick Modibo Diarra,Cheick Modibo Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q549064,Demba Traoré,Demba Traoré,Demba Traoré,Demba Traoré,Demba Traoré,Demba Traoré,Demba Traoré,Demba Traoré (politician),male,politician,Demba Traoré (politician),,,,,Demba Traoré,Demba Traoré,Demba Traoré,Demba Traoré,Demba Traoré,,,,,Demba Traoré,,Demba Traoré,Demba Traoré,,,1972-08-29,,/m/0hr5wn1,,,,,Traoré,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/27/Demba_Traoré.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5521911,Garan Fabou Kouyate,Garan Fabou Kouyate,Garan Fabou Kouyate,Garan Fabou Kouyate,Garan Fabou Kouyate,,Garan Fabou Kouyate,Garan Fabou Kouyate,male,association football player,Garan Fabou Kouyate,,,,,,,,,,,,,,,,,,,,1925-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q645503,Mamadou Namory Traoré,,Mamadou Namory Traoré,Mamadou Namory Traoré,Mamadou Namory Traoré,,Mamadou Namory Traoré,Mamadou Namory Traoré,male,politician,Mamadou Namory Traoré,,,,,,,,,,,,,,,,Mamadou Namory Traoré,,,,,,,,,,,Traoré,Mamadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6493863,Lassana Traoré,,Lassana Traoré,Lassana Traoré,Lassana Traoré,,Lassana Traoré,Lassana Traoré,male,politician,Lassana Traoré,,,,,,,,,,,,,ラサナ・トラオレ,,,,,,,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6733017,Mahamane Kalil Maiga,,Mahamane Kalil Maiga,,Mahamane Kalil Maiga,,Mahamane Kalil Maiga,Mahamane Kalil Maiga,male,,Mahamane Kalil Maiga,,,,,,,,,,,,,,,,,,,,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6745294,Mama Koite Doumbia,Mama Koite Doumbia,Mama Koite Doumbia,Mama Koite Doumbia,Mama Koite Doumbia,Mama Koite Doumbia,Mama Koite Doumbia,Mama Koite Doumbia,female,politician,Mama Koite Doumbia,,,,,,,,,,,,,,,,,,,,1950,,,,,,,,,,,,,,,,Mama Koite Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6745369,Mamadou M'Bodje,Mamadou M'Bodje,Mamadou M'Bodje,Mamadou M'Bodje,Mamadou M'Bodje,Mamadou M'Bodje,Mamadou M'Bodje,Mamadou M'Bodje,male,politician,Mamadou M'Bodje,,,,,,,,,,,,,,,,Mamadou M'Bodje,,,,1910-07-19,1958-09-02,,,,,,,Mamadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senateur-4eme-republique/m_bodje_mamadou0544r4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6889310,Modibo Keita,,Modibo Keïta,Modibo Keita,Modibo Keïta,,Modibo Keita,Modibo Keita (born 1942),male,politician,Modibo Keita (born 1942),,"Кейта, Модибо",,,,,,,Modibo Keïta,,莫迪伯·凱塔,莫迪伯·凯塔,モディボ・ケイタ,"Modibo Keïta (Politiker, 1942)",,Modibo Keïta (1942),Modibo Keïta (1942),,"Кейта, Модибо (политик)",1953,,,,198968048,167025947,142972002,,Modibo,Μοντίμπο Κεϊτά,Modibo Keita,Modibo Keita,Modibo Keita,Modibo Keita,,Μοντίμπο Κεϊτά (γεννηθείς το 1943),,Modibo Keita (ur. 1942),Modibo Keita (1942 doğumlu siyasetçi),,,,,,n86020824,,,,,,,,,,,,,,,,,,,,,,,,,,,Modibo Keita,,,,Modibo Keïta,,,Modibo Keita,莫迪博·凱塔（1942年生）,,,,,,,,,,,,,,Modibo Keita (natus 1942),,,Modibo Keita,莫迪博·凱塔 (1942年生),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6922838,Sassouma Bereté,,Sassouma Bereté,,Sassouma Bereté,,Sassouma Bereté,Sassouma Bereté,female,,Sassouma Bereté,,,,,,,,,,,,,,,,Sassouma Bereté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6926183,Moussa Léo Sidibé,,Moussa Léo Sidibé,Moussa Léo Sidibé,Moussa Léo Sidibé,,Moussa Léo Sidibé,Moussa Léo Sidibé,male,politician,Moussa Léo Sidibé,,,,,,,,,,,,,,,,Moussa Léo Sidibé,,,,1949,,,,,,,,Moussa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6926202,Moussa Sinko Coulibaly,,Moussa Sinko Coulibaly,Moussa Sinko Coulibaly,Moussa Sinko Coulibaly,,Moussa Sinko Coulibaly,Moussa Sinko Coulibaly,male,politician,Moussa Sinko Coulibaly,,,,,Moussa Sinko Coulibaly,Moussa Sinko Coulibaly,Moussa Sinko Coulibaly,Moussa Sinko Coulibaly,,,,,,,,Moussa Sinko Coulibaly,,,,1972-07-14,,,,,,,Coulibaly,Moussa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q73619,Diallo Fadima Touré,,Diallo Fadima Touré,Diallo Fadima Touré,Diallo Fadima Touré,,Diallo Fadima Touré,Diallo Fadima Touré,female,politician,Diallo Fadima Touré,,,Diallo Fadima Touré,Diallo Fadima Touré,,,,,,,,,,,,Diallo Fadima Touré,,,,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7508826,Sidibe Korian Sidibe,Sidibe Korian Sidibe,Sidibe Korian Sidibe,Sidibe Korian Sidibe,Sidibe Korian Sidibe,Sidibe Korian Sidibe,Sidibe Korian Sidibe,Sidibe Korian Sidibe,female,politician,Sidibe Korian Sidibe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q770943,Mamadou Konate,Mamadou Konate,Mamadou Konate,Mamadou Konaté,Mamadou Konaté,Mamadou Konate,Mamadou Konate,Mamadou Konaté,male,politician,Mamadou Konaté,,,Mamadou Konaté,,Mamadou Konaté,Mamadou Konaté,Mamadou Konaté,Mamadou Konaté,Mamadou Konaté,,,,ママドゥ・コナテ,,,Mamadou Konaté (homme politique),,,,1897-01-01,1956-05-11,,,51535110,,,Konaté,Mamadou,,,,Mamadou Konaté,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/41/Monument-Mamadou-Konate.jpg,,,,,nr89008149,,,,253131,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mamadou Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mamadou Konaté,,,,,,,Mamadou Konaté,,Mamadou Konaté,,,Mamadou Konaté,,,,,,,,,,,,,,,,,,,,,,,,4151,,,,,,,,,,,,,,,,,,,,,,,,,,,
