id,name__fr,name__en,name__ro,name,wikipedia__ro,gender,birth_date,given_name,name__nl,name__de,name__it,wikipedia__en,name__ru,name__mo,wikipedia__ru,wikipedia__commons,name__es,name__uk,wikipedia__fr,wikipedia__uk,death_date,name__pl,wikipedia__pl,image,identifier__freebase,name__az,name__tr,wikipedia__az,wikipedia__de,wikipedia__nl,wikipedia__tr,name__et,name__sv,name__cs,name__lmo,name__de_ch,name__en_ca,name__en_gb,name__lb,name__oc,name__ca,name__hu,name__fi,name__he,name__sr,name__la,name__sk,name__nb,name__da,name__nn,name__zh,name__mk,wikipedia__cs,wikipedia__da,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__sr,wikipedia__sv,wikipedia__zh,name__el,wikipedia__el,identifier__ISNI,identifier__VIAF,identifier__NTA,name__pt,wikipedia__pt,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gd,name__be,name__ko,name__gl,name__id,name__ja,name__sh,name__eo,name__sr_el,name__sr_ec,name__be_tarask,name__cy,name__bg,name__io,name__ka,name__lt,name__jv,name__eu,name__ar,name__lv,name__sco,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cy,wikipedia__eo,wikipedia__eu,wikipedia__gd,wikipedia__gl,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__ko,wikipedia__lt,wikipedia__lv,wikipedia__mo,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__sco,wikipedia__sh,identifier__GND,identifier__LCAuth,identifier__SUDOC,name__pt_br,name__yo,name__vi,name__is,wikipedia__is,wikipedia__plwikiquote,wikipedia__vi,wikipedia__yo,identifier__BNF,wikipedia__nds,name__nds,original_wikiname,wikipedia__fa,name__fa,identifier__Britannica,name__ady,identifier__FAST,last_seen,wikipedia__hy,name__hy,facebook,identifier__PACE,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gsw,name__hr,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,occupation,wikipedia__gag,name__gag,name__xmf,wikipedia__ruwikinews,wikipedia__xmf,name__tt,wikipedia__tt,website,name__sl,name__ceb,wikipedia__uz,twitter,name__uz
Q21746912,Ghenadi Mitriuc,,Ghenadi Mitriuc,Ghenadi Mitriuc,Ghenadi Mitriuc,male,1968-08-05,,Ghenadi Mitriuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghenadi Mitriuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746915,Radu Mudreac,,Radu Mudreac,Radu Mudreac,Radu Mudreac,male,1973-05-01,,Radu Mudreac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radu Mudreac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746916,Alexandr Nesterovschi,,Alexandr Nesterovschi,Alexandr Nesterovschi,Alexandr Nesterovschi,male,1981-01-11,Alexandr,Alexandr Nesterovschi,,,,Александр Леонидович Нестеровский,,"Нестеровский, Александр Леонидович",,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8a/Нестеровский_Александр.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexandr Nesterovschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746917,Grigore Novac,Grigore Novac,Grigore Novac,Grigore Novac,Grigore Novac,male,1983-02-06,,Grigore Novac,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3c/Grigore_Novac_(decembrie_2015).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grigore Novac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746919,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,male,1984,Vladimir,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,,,,,,Vladimir Odnostalco,,,,,Vladimir Odnostalco,,https://upload.wikimedia.org/wikipedia/commons/b/b2/Vladimir_Odnostalco_(2015-11-19).png,,,Vladimir Odnostalco,,,,,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,,Vladimir Odnostalco,,,,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,,,,,,,,,,,,,,,,,,,,,,Vladimir Odnostalco,,,,,,,,Vladimir Odnostalco,,,Vladimir Odnostalco,Vladimir Odnostalco,,,,Vladimir Odnostalco,,,Vladimir Odnostalco,,Vladimir Odnostalco,,,,Vladimir Odnostalco,,,Vladimir Odnostalco,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vladimir Odnostalco,,Vladimir Odnostalco,Vladimir Odnostalco,,,,,,,Vladimir Odnostalco,Vladimir Odnostalco,,,,,,,,,,,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,,,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,,Vladimir Odnostalco,Vladimir Odnostalco,,,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,Vladimir Odnostalco,politician,,,,,,,,,Vladimir Odnostalco,Vladimir Odnostalco,,,
Q21746921,Oleg Savva,,Oleg Savva,Oleg Savva,Oleg Savva,male,1966-12-10,Oleg,Oleg Savva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oleg Savva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746922,Oleg Sîrbu,,Oleg Sîrbu,Oleg Sîrbu,Oleg Sîrbu,male,1967-08-26,Oleg,Oleg Sîrbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oleg Sîrbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746924,Victor Sorocean,,Victor Sorocean,Victor Sorocean,Victor Sorocean,male,1948-08-12,Victor,Victor Sorocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Sorocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746925,Mihaela Spatari,Mihaela Spatari,Mihaela Spatari,Mihaela Spatari,Mihaela Spatari,female,1989,,Mihaela Spatari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mihaela Spatari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q2273236,Sergiu Sîrbu,Sergiu Sîrbu,Sergiu Sîrbu,Sergiu Sîrbu,Sergiu Sîrbu,male,1960-09-15,Sergiu,Sergiu Sîrbu,Sergiu Sîrbu,,Sergiu Sîrbu,,,,,,,,,,Sergiu Sîrbu,Sergiu Sîrbu,,,,,,Sergiu Sîrbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serghei Sîrbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,association football player,,,,,,,,,,,,,
Q28864943,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,,female,,Irina,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,,,,,,Irina Mîzdrenco,,,,,Irina Mîzdrenco,,,,,Irina Mîzdrenco,,,,,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,,Irina Mîzdrenco,,,,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,,,,,,,,,,,,,,,,,,,,,,Irina Mîzdrenco,,,,,,,,Irina Mîzdrenco,,,Irina Mîzdrenco,Irina Mîzdrenco,,,,Irina Mîzdrenco,,,Irina Mîzdrenco,,Irina Mîzdrenco,,,,Irina Mîzdrenco,,,Irina Mîzdrenco,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irina Mîzdrenco,,Irina Mîzdrenco,Irina Mîzdrenco,,,,,,,Irina Mîzdrenco,,,,,,,,,,,,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,,,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,,Irina Mîzdrenco,Irina Mîzdrenco,,,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,Irina Mîzdrenco,politician,,,,,,,,,Irina Mîzdrenco,Irina Mîzdrenco,,,
Q29051936,,Alexandru Barbăroșie,Alexandru Barbăroșie,Alexandru Barbăroșie,,male,,,Alexandru Barbăroșie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q294473,Mihai Ghimpu,Mihai Ghimpu,Mihai Ghimpu,Mihai Ghimpu,Mihai Ghimpu,male,1951-11-19,Mihai,Mihai Ghimpu,Mihai Ghimpu,Mihai Ghimpu,Mihai Ghimpu,Михай Гимпу,,"Гимпу, Михай",,Mihai Ghimpu,Міхай Ґімпу,Mihai Ghimpu,Міхай Гімпу,,Mihai Ghimpu,Mihai Ghimpu,https://upload.wikimedia.org/wikipedia/commons/b/b5/Mihai_Ghimpu_Imagine.jpg,/m/03wdzph,Mixay Gimpu,,Mixay Gimpu,Mihai Ghimpu,,,Mihai Ghimpu,Mihai Ghimpu,Mihai Ghimpu,,,,,,Mihai Ghimpu,,Mihai Ghimpu,Mihai Ghimpu,,Михај Гимпу,,,Mihai Ghimpu,Mihai Ghimpu,Mihai Ghimpu,米哈伊·金普,,Mihai Ghimpu,,Mihai Ghimpu,Mihai Ghimpu,Mihai Ghimpu,,Mihai Ghimpu,Mihai Ghimpu,,,,Михај Гимпу,Mihai Ghimpu,米哈伊·金普,Μιχάι Γκίμπου,Μιχάι Γκίμπου,,,,Mihai Ghimpu,Mihai Ghimpu,米哈伊·金普,米哈伊·金普,米哈伊·金普,米哈伊·金普,米哈伊·金普,米哈伊·金普,,Міхай Гімпу,미하이 김푸,,Mihai Ghimpu,ミハイ・ギンプ,,Mihai Ghimpu,Mihaj Gimpu,Михај Гимпу,Міхай Гімпу,,Михай Гимпу,,მიჰაი გიმპუ,Mihai Ghimpu,,,,,,,Міхай Гімпу,Міхай Гімпу,Михай Гимпу,,,Mihai Ghimpu,,,,Mihai Ghimpu,,ミハイ・ギンプ,,მიჰაი გიმპუ,미하이 김푸,Mihai Ghimpu,,,,,Mihai Ghimpu,,,,,,,Mihai Ghimpu,,Mihai Ghimpu,Mihai Ghimpu,,,Mihai Ghimpu,,,,Mihai Ghimpu,میهای گیمپو,میهای گیمپو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q30045704,,Eugen Bodarev,Eugen Bodarev,Eugen Bodarev,,male,,Eugen,Eugen Bodarev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q312340,Marian Lupu,Marian Lupu,Marian Lupu,Marian Lupu,Marian Lupu,male,1966-06-20,Marian,Marian Lupu,Marian Lupu,Marian Lupu,Marian Lupu,"Лупу, Мариан Ильич",Marian Lupu,"Лупу, Мариан Ильич",,Marian Lupu,Маріан Лупу,Marian Lupu,Маріан Лупу,,Marian Lupu,Marian Lupu,https://upload.wikimedia.org/wikipedia/commons/2/25/Marian_Lupu_Senate_of_Poland.JPG,/m/05sxrz0,,Marian Lupu,,Marian Lupu,,Marian Lupu,Marian Lupu,Marian Lupu,Marian Lupu,,,,,,,Marian Lupu,Marian Lupu,Marian Lupu,,Маријан Лупу,,,Marian Lupu,Marian Lupu,Marian Lupu,马里安·卢普,,Marian Lupu,,Marian Lupu,Marian Lupu,Marian Lupu,,Marian Lupu,Marian Lupu,,,,Маријан Лупу,Marian Lupu,马里安·卢普,,,,,,,,马里安·卢普,馬里安·盧普,馬里安·盧普,马里安·卢普,马里安·卢普,馬里安·盧普,,,마리안 루푸,,,マリアン・ルプ,,Marian Lupu,Marijan Lupu,Маријан Лупу,,,Мариан Лупу,,მარიან ლუპუ,Marian Lupu,,,ماريان لوبو,,,ماريان لوبو,,,Мариан Лупу,Marian Lupu,,Marian Lupu,,,,,,マリアン・ルプ,,მარიან ლუპუ,마리안 루푸,Marian Lupu,,,,,,,,,,,,Marian Lupu,,,,,,Marian Lupu,,,,Marian Lupu,ماریان لوپو,ماریان لوپو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,http://www.marianlupu.md/,,,,,
Q4164146,Igor Dodon,Igor Dodon,Igor Dodon,Igor Dodon,Igor Dodon,male,1975-02-18,Igor,Igor Dodon,Igor Dodon,Igor Dodon,Igor Dodon,Игорь Николаевич Додон,,"Додон, Игорь Николаевич",Category:Igor Dodon,Igor Dodon,Ігор Додон,Igor Dodon,Ігор Додон,,Igor Dodon,Igor Dodon,https://upload.wikimedia.org/wikipedia/commons/f/f8/Igor_Dodon_MoscowTass_01-2017.jpg,/m/0gx2j18,İqor Dodon,Igor Dodon,İqor Dodon,Igor Dodon,,Igor Dodon,Igor Dodon,,Igor Dodon,,,,,Igor Dodon,Igor Dodon,Igor Dodon,Igor Dodon,Igor Dodon,איגור דודון,Игор Додон,Inguarus Dodon,,,Igor Dodon,,伊戈尔·多东,,Igor Dodon,Igor Dodon,Igor Dodon,Igor Dodon,Igor Dodon,איגור דודון,Igor Dodon,Igor Dodon,Inguarus Dodon,Igor Dodon,,Игор Додон,,伊戈尔·多东,,,,315984435,,,,,,,,,,,Ігар Дадон,‎이고르 도돈,,,イーゴリ・ドドン,Igor Dodon,,,,,,Игор Додон,,იგორ დოდონი,,,,,Igors Dodons,,,,Ігар Дадон,Игор Додон,Igor Dodon,,,,,,,,イゴル・ドドン,,იგორ დოდონი,이고르 도돈,,Igors Dodons,,,,Igor Dodon,,Igor Dodon,,n2015030370,,,,,,,,,,,,,Igor Dodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,იგორ დოდონი,Категория:Игорь Додон,იგორ დოდონი,Игорь Додон,Игорь Додон,http://dodon.md,,,Igor Dodon,,Igor Dodon
Q4171809,Dumitru Diacov,Dumitru Diacov,Dumitru Diacov,Dumitru Diacov,Dumitru Diacov,male,1952-02-10,Dumitru,Dumitru Diacov,Dumitru Diacov,,Dumitru Diacov,"Дьяков, Дмитрий Георгиевич",Dumitru Diacov,"Дьяков, Думитру Георгиевич",,Dumitru Diacov,Думитру Дьяков,Dumitru Diacov,Думитру Дьяков,,Dumitru Diacov,Dumitru Diacov,https://upload.wikimedia.org/wikipedia/commons/a/a9/Dumitru_Diacov_(cropped).jpg,/m/0b77dc4,,,,,,,,,,,,,,,,,Dumitru Diacov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dumitru Diacov,,,,,,,,,,5601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q4214191,,Demian Caraseni,Demian Caraseni,Demian Caraseni,Demian Caraseni,male,1966-06-20,Damian,Demian Caraseni,,,,"Карасени, Демьян Николаевич",,"Карасени, Демьян Николаевич",,,Дем'ян Карасені,,Дем'ян Карасені,,,,https://upload.wikimedia.org/wikipedia/commons/d/d4/Demian_Karaseni.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Demian Caraseni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q4342644,Liliana Palihovici,Liliana Palihovici,Liliana Palihovici,Liliana Palihovici,Liliana Palihovici,female,1971-11-26,Liliana,Liliana Palihovici,,,Liliana Palihovici,"Палихович, Лилиана",,"Палихович, Лилиана",,Liliana Palihovici,Ліліяна Паліхович,,Ліліяна Паліхович,,,,https://upload.wikimedia.org/wikipedia/commons/6/6a/Liliana_Palihovici_and_Inese_Lībiņa-Egnere_(cropped).jpg,/m/0bbvv2x,,,,,,,,,,,,,,,,,Liliana Palihovici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liliana Palihovici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q4344488,Vasile Panciuc,Vasili Panciuc,Vasile Panciuc,Vasile Panciuc,Vasili Panciuc,male,1949-09-14,Vasily,Vasili Panciuc,Vasili Panciuc,,,"Панчук, Василий Тарасович",,"Панчук, Василий Тарасович",,,Панчук Василь Тарасович,,Панчук Василь Тарасович,,,,,,,,,Vasili Panciuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vasili Panciuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,
Q4364752,Vladimir Plahotniuc,Vlad Plahotniuc,Vlad Plahotniuc,Vlad Plahotniuc,Vladimir Plahotniuc,male,1966-01-01,Vladimir,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,"Плахотнюк, Владимир Георгиевич",,"Плахотнюк, Владимир Георгиевич",,Vladimir Plahotniuc,Влад Плахотнюк,Vladimir Plahotniuc,Влад Плахотнюк,,Vladimir Plahotniuc,,https://upload.wikimedia.org/wikipedia/commons/6/66/Vlad_Plahotniuc.jpg,,,Vladimir Plahotniuc,,,,,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,,,,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,,,,,,,,,,,,,,,,,,,,,,Vladimir Plahotniuc,,,,,,,,Vladimir Plahotniuc,Уладзімір Георгіевіч Плахатнюк,,Vladimir Plahotniuc,Vladimir Plahotniuc,,,Vladimir Plahotniuc,Vladimir Plahotniuc,,,Vladimir Plahotniuc,,Vladimir Plahotniuc,,Vladimir Plahotniuc,,Vladimir Plahotniuc,,Vladimir Plahotniuc,Vladimir Plahotniuc,,,Уладзімір Георгіевіч Плахатнюк,,,,,,,,,,,,,,,,,,,,,,,,,Vladimir Plahotniuc,,Vladimir Plahotniuc,,,,,,,,Vladimir Plahotniuc,Vladimir Plahotniuc,,,,,,,,,,,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,Vladimir Plahotniuc,politician,,,,,,,,,,,,,
Q4394076,Artur Reșetnicov,Artur Reșetnicov,Artur Reșetnicov,Artur Reșetnicov,Artur Reșetnicov,male,1975-11-11,Artur,Artur Reșetnicov,,,,"Решетников, Артур",Artur Reșetnicov,"Решетников, Артур Валентинович",,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/dc/Artur_Reșetnicov_(2015).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artur Reșetnicov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q4476013,Veaceslav Untilă,Veaceslav Untilă,Veaceslav Untilă,Veaceslav Untilă,Veaceslav Untilă,male,1956-06-15,Veaceslav,Veaceslav Untilă,Veaceslav Untilă,,Veaceslav Untilă,"Унтилэ, Вячеслав",Veaceslav Untilă,"Унтилэ, Вячеслав",,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/84/Veaceslav_Untilă_(2015-09-08).png,/m/0bbtrd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 3266 6780,15062348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15078338r,,,Veaceslav Untilă,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,http://untila.md/,,,,,
Q4503092,Iurie Țap,Iurie Țap,Iurie Țap,Iurie Țap,Iurie Țap,male,1956-11-26,Iurie,Iurie Țap,Iurie Țap,,Iurie Țap,"Цап, Юрие",,"Цап, Юрие",,,Юріе Цап,,Юріе Цап,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iurie Țap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian,,,,,,,,,,,,,
Q4506204,Vladimir Ţurcan,Vladimir Ţurcan,Vladimir Țurcan,Vladimir Țurcan,Vladimir Țurcan,male,1954-10-14,Vladimir,Vladimir Țurcan,Vladimir Ţurcan,,Vladimir Țurcan,"Цуркан, Владимир Иванович",,"Цуркан, Владимир Иванович",,,Владимир Цуркан,,Владимир Цуркан,,Vladimir Turcan,Vladimir Turcan,"https://upload.wikimedia.org/wikipedia/commons/6/6e/Vladimir_Țurcan_(Accent_TV,_16_Oct_2015).png",/m/0bhc6fs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vladimir Țurcan,,,,,,,,,,5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
