id,name__en,name__de,name__nl,name__fr,name,wikipedia__en,gender,occupation,original_wikiname,name__it,birth_date,given_name,death_date,name__so,wikipedia__so,name__id,wikipedia__id,name__hr,name__pt,name__sv,name__es,name__hu,name__hy,wikipedia__hy,name__cy,wikipedia__de,identifier__freebase,wikipedia__simple,image,name__tr,name__ru,wikipedia__ru,name__pl,name__ku_arab,name__ku_latn,name__fi,name__et,name__ja,name__el,name__ar,name__ku,name__th,name__zh,wikipedia__ar,wikipedia__el,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__ku,wikipedia__nl,wikipedia__pl,wikipedia__sv,wikipedia__th,wikipedia__tr,wikipedia__zh,identifier__VIAF,identifier__SUDOC,name__nb,wikipedia__commons,wikipedia__no,wikipedia__pt,facebook,name__zh_hant,name__zh_cn,name__ca,wikipedia__ca,name__be,name__he,name__oc,name__bg,name__fa,name__ka,name__da,name__lt,name__mg,name__ko,name__vi,name__la,wikipedia__arwikinews,wikipedia__be,wikipedia__bg,wikipedia__da,wikipedia__fa,wikipedia__he,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__mg,wikipedia__oc,wikipedia__ruwikinews,wikipedia__vi,name__uk,wikipedia__uk,identifier__BNF,identifier__leonore,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__yo,name__bcl,name__sk,name__cs,name__mwl,name__az,wikipedia__az,wikipedia__bcl,wikipedia__cs,wikipedia__mwl,wikipedia__plwikiquote,wikipedia__sk,wikipedia__srwikinews,wikipedia__yo,name__bn,wikipedia__bn,identifier__LCAuth,identifier__NTA,identifier__Oxforddnb,name__de_at,name__de_ch,name__en_ca,name__en_gb,identifier__GND,name__fo,name__kl,wikipedia__hr,website,identifier__ISNI,name__nn,name__sl,name__uz,wikipedia__uz,twitter,wikipedia__cy,name__sr,identifier__SELIBR,linkedin,family_name,pseudonym,identifier__FAST,identifier__OLID,identifier__Britannica,identifier__Munzinger,wikipedia__azb,name__azb,name__ast,name__sq
Q270783,Sharif Sheikh Ahmed,Sharif Sheikh Ahmed,Sharif Sheikh Ahmed,Sharif Sheikh Ahmed,Sharif Sheikh Ahmed,Sharif Sheikh Ahmed,male,politician,Sharif Sheikh Ahmed,Sheikh Sharif Sheikh Ahmed,1964-07-25,,,Sheekh Shariif Axmed,Sheekh Shariif Axmed,Sharif Sheikh Ahmed,Sharif Sheikh Ahmed,,Sharif Ahmed,Sharif Sheikh Ahmed,Sharif Sheid Ahmed,Sharif Sheid Ahmed,,,,Sharif Sheikh Ahmed,/m/0dm1ts,,"https://upload.wikimedia.org/wikipedia/commons/c/c6/Sharif_Sheikh_Ahmed,_12th_AU_Summit,_090202-N-0506A-337-2.jpg",Şerif Şeyh Ahmed,Шейх Шариф Ахмед,"Ахмед, Шейх Шариф",Szarif Szajh Ahmed,شەریف شێخئە همەد,Şerîf Şêx Ehmed,Sharif Sheikh Ahmed,Shariif Shiikh Axmed,シェイク・シャリフ・シェイク・アフマド,Σαρίφ Αχμέτ,شريف شيخ أحمد,Şerîf Şêx Ehmed,ชารีฟ ชีค อาห์เหม็ด,谢里夫·艾哈迈德,شريف شيخ أحمد,Σαρίφ Αχμέτ,Sharif Sheid Ahmed,Shariif Shiikh Axmed,Sharif Sheikh Ahmed,Sharif Sheikh Ahmed,Sharif Sheikh Ahmed,シェイク・シャリフ・シェイク・アフマド,Şerîf Şêx Ehmed,Sharif Sheikh Ahmed,Szarif Szajh Ahmed,Sharif Sheikh Ahmed,ชารีฟ ชีค อาห์เหม็ด,Şerif Şeyh Ahmed,谢里夫·艾哈迈德,,,Sharif Sheikh Ahmed,Category:Sharif Sheikh Ahmed,Sharif Sheikh Ahmed,Sharif Ahmed,,謝里夫·艾哈邁德,谢里夫·艾哈迈德,Sharif Sheikh Ahmed,Sharif Sheikh Ahmed,Шэйх Шарыф Ахмед,,,,شریف شیخ احمد,შარიფ შეიხ აჰმედი,,,,샤리프 셰이크 아흐메드,,Sharif Sheikh Ahmed,,Шэйх Шарыф Ахмед,,,شریف شیخ احمد,,შარიფ შეიხ აჰმედი,샤리프 셰이크 아흐마드,Shariif Sheekh Axmed,,,,,,,,,,谢里夫·艾哈迈德,謝里夫·艾哈邁德,谢里夫·艾哈迈德,謝里夫·艾哈邁德,Sharif Ahmed,Sharif Sheikh Ahmed,Shariif Sheekh Axmed,Šarif Ahmed,Sharif Ahmed,Şeyx Şərif Əhməd,Şeyx Şərif Əhməd,Sharif Sheikh Ahmed,Šarif Ahmed,Sharif Ahmed,Szarif Szajh Ahmed,Shariif Sheekh Axmed,Категорија:Шеик Шариф Шеик Ахмед,Sharif Ahmed,,,,,,,,,,,,,,,,,Sharif Sheikh Ahmed,,,,,Категорија:Шеик Шариф Шеик Ахмед,,,,,,,,,,,,
Q272126,Asha Haji Elmi,Asha Haji Elmi,Asha Haji Elmi,Asha Hagi Elmi,Asha Haji Elmi,Asha Haji Elmi,female,politician,Asha Haji Elmi,Asha Haji Elmi,1962-01-01,Asha,,,,,,,Asha Haji Elmi,Asha Haji Elmi,Asha Haji Elmi,Asha Haji Elmi,,,,Asha Haji Elmi,/m/0fmtrz,,https://upload.wikimedia.org/wikipedia/commons/5/50/Asha_Haji_Elmi_2.jpg,,,,Asha Hagi,,,Asha Haji Elmi,,アシャ・ハジ・エルミ,,عائشة حجي علمي,,,,عائشة حجي علمي,,,,Asha Haji Elmi,Asha Hagi Elmi,,,,,Asha Hagi,Asha Haji Elmi,,,,285628550,,Asha Haji Elmi,Category:Asha Haji Elmi,Asha Haji Elmi,Asha Haji Elmi,,,,,,,עיישה חאג'י מדעי,,,,,,,,,Asha Haji Elmi,,,,,,,,,,,,,,,Asha Haji Elmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0003 9176 3902,,Asha Haji Elmi,,,,,,,,,,,,,,,,,
Q28113018,Abdirizak Jurile,,Abdirizak Jurile,,Abdirizak Jurile,Abdirizak Jurile,male,politician,Abdirizak Jurile,,1942-07-03,,,,,,,,,,Abdirizak Jurile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdirizak Jurile,,,,,,,,,,,,,,,,Abdirizak Jurile,
Q2821318,Abdi Shakur Sheikh Hassan,Abdi Shakur Sheikh Hassan,Abdi Shakur Sheikh Hassan,Abdi Shakur Sheikh Hassan,Abdi Shakur Sheikh Hassan,Abdi Shakur Sheikh Hassan,male,politician,Abdi Shakur Sheikh Hassan,,"",Abdi,2011-06-10,Cabdi Shakuur Sheekh Xassan Farax,,,,,,,Abdi Shakur Sheikh Hassan,Abdi Shakur Sheikh Hassan,,,Abdi Shakur Sheikh Hassan,,/m/0gw_wjt,,,,Абди Шакур Шейх Хасан,Абди Шакур Шейх Хасан,,,,,,,,,,,,,,Abdi Shakur Sheikh Hassan,,,Abdi Shakur Sheikh Hassan,,,,,,,,,,,,Abdi Shakur Sheikh Hassan,,Abdi Shakur Sheikh Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdi Shakur Sheikh Hassan,,,,,,,,,,,,,,,,Abdi Shakur Sheikh Hassan,
Q2825130,Adrien Jules Jean Bonhoure,Adrien Jules Jean Bonhoure,Adrien Jules Jean Bonhoure,Adrien Bonhoure,Adrien Jules Jean Bonhoure,Adrien Jules Jean Bonhoure,male,colonial administrator,Adrien Jules Jean Bonhoure,,1860-08-26,Adrien,1929,,,,,,,,Adrien Jules Jean Bonhoure,Adrien Bonhoure,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/54/Adrien_Bonhoure.jpg,,,,,,,,,,,,,,,,,,,,Adrien Bonhoure,,,,,,,,,,305926160,,,Category:Adrien Bonhoure,,,,,,Adrien Bonhoure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045979368,,,,,,,Adrien Bonhoure,,,,,,,,,,,,,,,,,
Q29075390,Haji Ibrahim Nur,,,,Haji Ibrahim Nur,Haji Ibrahim Nur,male,politician,Haji Ibrahim Nur,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Haji_Ibrahim_Nur.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29075392,Abdi Hassan Buni,,,,Abdi Hassan Buni,Abdi Hassan Buni,male,politician,Abdi Hassan Buni,,,,,Cabdi Xasan Buuni,Cabdi Xasan Buuni,,,,,,Abdi Hassan Buni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdi Hassan Buni,
Q29311083,Jama Abdullahi Qalib,,Jama Abdullahi Qalib,,Jama Abdullahi Qalib,Jama Abdullahi Qalib,male,politician,Jama Abdullahi Qalib,,1925,,,,,,,,,,Jama Abdullahi Qalib,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/58/Jama.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jama Abdullahi Qalib,,,,,,,,,,,,,,,,Jama Abdullahi Qalib,
Q29452535,Abdirashid Abdullahi Mohamed,,Abdirashid Abdullahi Mohamed,,Abdirashid Abdullahi Mohamed,Abdirashid Abdullahi Mohamed,male,politician,Abdirashid Abdullahi Mohamed,,,,,,,,,,,,Abdirashid Abdullahi Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdirashid Abdullahi Mohamed,
Q30069813,Ali Mohamed Ahmed,,Ali Mohamed Ahmed,,Ali Mohamed Ahmed,Ali Moalim Mohamed,male,politician,Ali Moalim Mohamed,,1965,,,,,,,,,,Ali Mohamed Ahmed,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6b/Ali_mohamed_ahmed.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Mohamed Ahmed,,,,,,,,,,,,,,,,Ali Mohamed Ahmed,
Q30250561,Djama Rabile Ghod,,Djama Rabile Ghod,,Djama Rabile Ghod,Djama Rabile Ghod,male,politician,Djama Rabile Ghod,,1942,,,,,,,,,,Djama Rabile Ghod,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/49/Djama_Rabile_God.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Djama Rabile Ghod,,,,,,,,,,,,,,,,Djama Rabile Ghod,
Q30250949,Aden Isaq Ahmed,,Aden Isaq Ahmed,,Aden Isaq Ahmed,Aden Isaq Ahmed,male,politician,Aden Isaq Ahmed,,1923,,,,,,,,,,Aden Isaq Ahmed,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e7/Aden_Isaq_Ahmed.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aden Isaq Ahmed,,,,,,,,,,,,,,,,Aden Isaq Ahmed,
Q30590655,Abdirahman Haji Aden Ibbi,,,,Abdirahman Haji Aden Ibbi,Abdirahman Haji Aden Ibbi,male,politician,Abdirahman Haji Aden Ibbi,,,,,,,,,,,,Abdirahman Haji Aden Ibbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdirahman Haji Aden Ibbi,
Q30640887,Thabit Abdi Mohammed,,,,Thabit Abdi Mohammed,Thabit Abdi Mohammed,male,politician,Thabit Abdi Mohammed,,,,,,,,,,,,Thabit Abdi Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thabit Abdi Mohammed,
Q30643786,Abdirahman Aw Ali Farrah,,,,Abdirahman Aw Ali Farrah,Abdirahman Aw Ali Farrah,male,politician,Abdirahman Aw Ali Farrah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿巴迪拉曼·胡阿里·法拉赫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdirahman Aw Ali Farrah,
Q30674194,Sadik Warfa,,,,Sadik Warfa,Sadik Warfa,male,politician,Sadik Warfa,,,,,,,,,,,,Sadik Warfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sadik Warfa,
Q307114,Abdirahman Ahmed Ali Tuur,Abd-ar-Rahman Ahmad Ali Tur,Abdirahman Ahmed Ali Tuur,Abdirahman Ahmed Ali Tuur,Abdirahman Ahmed Ali Tuur,Abdirahman Ahmed Ali Tuur,male,politician,Abdirahman Ahmed Ali Tuur,Abdirahman Ahmed Ali Tur,1931,Abd al-Rahman,2003-11-08,Cabdiraxmaan Axmed Cali Tuur,Cabdiraxmaan Axmed Cali Tuur,,,Abdirahman Ahmed Ali Tuur,,,Abdirahman Ahmed Ali Tuur,Abdirahman Ahmed Ali Tuur,,,Abdirahman Ahmed Ali Tuur,Abd-ar-Rahman Ahmad Ali Tur,/m/04n2m6j,,https://upload.wikimedia.org/wikipedia/commons/1/1f/Tuur.jpg,,Абдирахман Ахмед Али Туур,Абдирахман Ахмед Али Туур,Abdurahman Ahmed Ali Tur,,,,,アブドゥラフマン・アリ・トゥール,,عبد الرحمن أحمد علي الطور,,อับดิเราะห์มาน อาห์เมด อาลี ตูร์,,عبد الرحمن أحمد علي الطور,,,,,,Abdirahman Ahmed Ali Tur,アブドゥラフマン・アフメド・アリ・トゥール,,,Abdurahman Ahmed Ali Tur,,อับดิเราะห์มาน อาห์เมด อาลี ตูร์,,,,,,,,,,阿卜杜拉赫曼·艾哈邁德·阿里·圖爾,,Abdirahman Ahmed Ali Tur,Abdirahman Ahmed Ali Tur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿卜杜拉赫曼·艾哈迈德·阿里·图尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdirahman Ahmed Ali Tuur,,,,Abdirahman Ahmed Ali Tuur,,,,,,,,,,,,,,,,,
Q3155411,Ismail Mahmud Hurre,Ismail Mahmud Hurre,Ismail Mahmud Hurre,Ismail Mahmud Hurre,Ismail Mahmud Hurre,Ismail Mahmud Hurre,male,politician,Ismail Mahmud Hurre,,,Ismail,,,,,,,,,Ismail Mahmud Hurre,Ismail Mahmud Hurre,,,,,,,,,,,,,,,,,,,,,,,,,,,Ismail Mahmud Hurre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ismail Mahmud Hurre,,,,,,,,,,,,,,,,Ismail Mahmud Hurre,
Q319153,Hassan Sheikh Mohamud,Hassan Sheikh Mohamud,Hassan Sheikh Mohamud,Hassan Sheikh Mohamoud,Hassan Sheikh Mohamud,Hassan Sheikh Mohamud,male,politician,Hassan Sheikh Mohamud,Hassan Sheikh Mohamud,1955-11-29,Hassan,,Xasan Sheekh Maxamuud,Xasan Sheekh Maxamuud,Hassan Sheikh Mohamud,Hassan Sheikh Mohamud,,Hassan Sheikh Mohamud,Hassan Sheikh Mohamud,Hassan Sheikh Mohamud,Hassan Sheikh Mohamud,,,,Hassan Sheikh Mohamud,/m/0lyz_x6,,https://upload.wikimedia.org/wikipedia/commons/3/3c/Hassan_Sheikh_Mohamud_2013.jpg,Hasan Şeyh Mahmud,Хасан Шейх Махмуд,"Махмуд, Хасан Шейх",Hassan Sheikh Mohamud,,,Hassan Sheikh Mahmoud,Xasan Shiikh Maxamuud,ハッサン・シェイク・モハムド,Χασάν Σεΐχ Μοχάμουντ,حسن شيخ محمود,,ฮัสซัน ชีค โมฮามุด,哈桑·谢赫·马哈茂德,حسن شيخ محمود,Χασάν Σεΐχ Μοχάμουντ,Hassan Sheikh Mohamud,Xasan Shiikh Maxamuud,Hassan Sheikh Mahmoud,Hassan Sheikh Mohamoud,Hassan Sheikh Mohamud,ハッサン・シェイク・モハムド,,Hassan Sheikh Mohamud,Hassan Sheikh Mohamud,Hassan Sheikh Mohamud,ฮัสซัน ชีค โมฮามุด,Hasan Şeyh Mahmud,哈桑·谢赫·马哈茂德,,,Xasan Sheekh Maxamuud,Category:Hassan Sheikh Mohamud,Xasan Sheekh Maxamuud,Hassan Sheikh Mohamud,,,,Xasan Sheekh Maxamuud,Xasan Sheekh Maxamuud,Хасан Шэйх Махмуд,חסן שייח' מחמוד,Xasan Sheekh Maxamuud,Хасан Шейх Мохамуд,حسن شیخ محمود,ჰასან შეიხ მუჰამადი,Hassan Sheikh Mohamud,Hasanas Mohamudas,Hassan Sheikh Mohamoud,하산 셰흐 마하무드,Hassan Sheikh Mohamud,Xasan Sheekh Maxamuud,تصنيف:حسن شيخ محمود,Хасан Шэйх Махмуд,Хасан Шейх Мохамуд,Hassan Sheikh Mohamud,حسن شیخ محمود,חסן שייח' מחמוד,ჰასან შეიხ მუჰამადი,하산 셰흐 마하무드,Xasan Sheekh Maxamuud,Hasanas Mohamudas,Hassan Sheikh Mohamoud,Xasan Sheekh Maxamuud,Категория:Хасан Шейх Махмуд,Hassan Sheikh Mohamud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hassan Sheikh Mohamud,,,,,,,,,,,,,,,,,
Q33190013,Ahmed Duale Gelle,,,,Ahmed Duale Gelle,Ahmed Duale Gelle,male,politician,Ahmed Duale Gelle,,1949-07-08,,,,,,,,,,Ahmed Duale Gelle,,,,,,,,,,,,,,,,,アフメド・ドゥアレ・ゲーレ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmed Duale Gelle,,,,,,,,,,,,,,,,Ahmed Duale Gelle,
Q3563291,Mohamoud Mohamed Guled,Mohamoud Mohamed Guled,Mohamoud Mohamed Guled,Mohamoud Mohamed Guled,Mohamoud Mohamed Guled,Mohamoud Mohamed Guled,male,politician,Mohamoud Mohamed Guled,,1954,Mohamed,,,,,,,,,Mohamoud Mohamed Guled,,,,,,,,,,,,Mohamed Mohamud Guled,,,,,,Μοχάμουντ Μοχάμετ Γκακμοντέρ,,,,,,Μοχάμουντ Μοχάμετ Γκακμοντέρ,,,,,,,,,Mohamed Mohamud Guled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamoud Mohamed Guled,,,,,,,,,,,,,,,,Mohamoud Mohamed Guled,
Q37993281,Saleban Essa Ahmed,,Saleban Essa Ahmed,,Saleban Essa Ahmed,Suleiman Haglotosiye,male,politician,Suleiman Haglotosiye,,,,,,,,,,,,Saleban Essa Ahmed,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/ba/Xaglatoosiye.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saleban Essa Ahmed,,,,,,,,,,,,,,,,Saleban Essa Ahmed,
Q38013932,Omar Ismail Waberi,,,,Omar Ismail Waberi,Omar Ismail Waberi,male,politician,Omar Ismail Waberi,,,,,,,,,,,,Omar Ismail Waberi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omar Ismail Waberi,,,,,,,,,,,,,,,,Omar Ismail Waberi,
Q380187,Muuse Biixi  Cabdi,Ahmed Mohammed Mahamoud Silanyo,Ahmed Silanyo,Ahmed M. Mahamoud Silanyo,Muuse Biixi  Cabdi,Ahmed Mohamed Mohamoud,male,politician,Ahmed Mohamed Mohamoud,Ahmed Mohamed Mahamoud Silanyo,1936,Ahmed,,Axmed Maxamed Maxamuud,Axmed Maxamed Maxamuud (Siilaanyo),Ahmed Mahamoud Silanyo,Ahmed Mahamoud Silanyo,,,Ahmed Mahamoud Silanyo,Ahmed Mohamed Mahamoud Silanyo,Ahmed Mohamed Mahamoud Silanyo,,,,Ahmed Mohammed Mahamoud Silanyo,/m/08gm3g,Ahmed Mohamed Silanyo,https://upload.wikimedia.org/wikipedia/commons/8/89/Ahmed_Mohamed_Mohamoud_Silanyo_-_Chatham_House_2010.jpg,Ahmed Mahmud Silanyo,Ахмед Силаньо,"Силаньо, Ахмед",Ahmed M. Mahamoud Silanyo,ئاهمەد م. ماهمود سلانیۆ,Ahmed M. Mahmud Silanyo,Ahmed Mohamud Silanyo,Axmed Maxamed Maxamuud,アフメッド・シランヨ,Αχμέτ Μ. Μαχαμούντ Σιλάνγιο,أحمد محمد محمود سيلانيو,Ahmed M. Mahmud Silanyo,อาห์เมด โมฮัมเหม็ด โมฮามุด,艾哈迈德·穆罕默德·马哈茂德,أحمد محمد محمود سيلانيو,Αχμέτ Μ. Μαχαμούντ Σιλάνγιο,Ahmed Mohamed Mahamoud Silanyo,Axmed Maxamed Maxamuud,Ahmed Mohamud Silanyo,Ahmed Mahamoud Silanyo,Ahmed Mohamed Mahamoud Silanyo,アフメッド・シランヨ,Ahmed M. Mahmud Silanyo,Ahmed Silanyo,Ahmed M. Mahamoud Silanyo,Ahmed Mahamoud Silanyo,อาห์เมด โมฮัมเหม็ด โมฮามุด,Ahmed Mahmud Silanyo,艾哈迈德·穆罕默德·马哈茂德,,,,Category:Ahmed Mohamed Mohamoud,,,,,,,,,,,,,,Ahmed Mohammed Mahamoud Silanyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmed Mohammed Mahamoud Silanyo,Ahmed Mohammed Mahamoud Silanyo,,,,,Ahmed Silanyo,,,,,,,,,,,,,,,,,
Q3860089,Mohamed Aden Sheikh,Mohamed Aden Sheikh,Mohamed Aden Sheikh,Mohamed Aden Sheikh,Mohamed Aden Sheikh,Mohamed Aden Sheikh,male,writer,Mohamed Aden Sheikh,Mohamed Aden Sheikh,1936,Mohamed,2010-10-01,,,,,,,,Mohamed Aden Sheikh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Aden Sheikh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Aden Sheikh,,,,,,,,,,,,,,,,Mohamed Aden Sheikh,
Q39926581,Yasin Mire Mohamud,,Yasin Mire Mohamud,,Yasin Mire Mohamud,Yasin Mire Mohamud,male,politician,Yasin Mire Mohamud,,,,,,,,,,,,Yasin Mire Mohamud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yasin Mire Mohamud,
Q4055181,Ismail Ali Abokor,Ismail Ali Abokor,Ismail Ali Abokor,,Ismail Ali Abokor,Ismail Ali Abokor,male,politician,Ismail Ali Abokor,,1937,Ismail,,Ismail Ali Abokor,,,,,,,Ismail Ali Abokor,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c6/Ismail.png,,"Абукар, Исмаил Али","Абукар, Исмаил Али",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ismail Ali Abokor,,,,,,,,,,,,,,,,Ismail Ali Abokor,
Q41058378,Muna Khalif,Muna Khalif,,Muna Khalif,Muna Khalif,Muna Khalif,female,politician,Muna Khalif,,1995,,,,,,,,,,Muna Khalif,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3b/Munaaaa.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.munakay.com/,,,Muna Khalif,,,,,,,,,,,,,,مونا خلیف,مونا خلیف,Muna Khalif,
Q4115398,Aden Hashi Farah,Aden Hashi Farah,Aden Hashi Farah,Aden Hashi Farah,Aden Hashi Farah,Aden Hashi Farah Aero,male,politician,Aden Hashi Farah Aero,,"",Aden,2008-05-01,,,,,,Aden Hashi Farah,,Aden Hashi Farah,Aden Hashi Farah,,,,,/m/027h681,,,,,,,,,,,アデン・ハシ・ファラー,,آدم حاشى عيرو,,,,آدم حاشى عيرو,,,,,Aden Hashi Farah,,,,,,,,,,,,,,,Aden Hashi Farah,,,,,,,,,,,,,,,,Aden Hashi Farah,,,,,,,,,,,,,,,Aden Hashi Farah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aden Hashi Farah,,,,,,,,,,,,,,,,Aden Hashi Farah,
Q4117417,Abdullahi Ahmed Addow,Abdullahi Ahmed Addow,Abdullahi Ahmed Addow,Abdullahi Ahmed Addow,Abdullahi Ahmed Addow,Abdullahi Ahmed Addow,male,politician,Abdullahi Ahmed Addow,,1936-05-15,Abdullahi,,Cabdullaahi Axmed Caddoow,Cabdullaahi Axmed Caddoow,,,,,,Abdullahi Ahmed Addow,Abdullahi Ahmed Addow,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/cf/Abdullahi_Ahmed_Addow.jpg,,,,,,,,,,,عبد الله أحمد أدو,,,,عبد الله أحمد أدو,,,,,,,,,,,,,,,,,,Category:Abdullahi Ahmed Addow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdullahi Ahmed Addow,,,,,,,,,,,,,,,,Abdullahi Ahmed Addow,
