id,name__fr,name__ru,name__en,name__sv,name__es,name__nl,name__nb,name__da,name__nn,name__de,name__fi,name__fit,name,wikipedia__en,wikipedia__fr,wikipedia__ru,wikipedia__sv,image,gender,birth_date,identifier__freebase,given_name,website,original_wikiname,identifier__VIAF,name__uk,name__he,wikipedia__uk,name__zh,wikipedia__zh,identifier__BNF,identifier__SUDOC,identifier__ISNI,twitter,name__ta,name__en_ca,name__it,name__en_gb,name__af,name__ar,name__az,name__be,name__bg,name__br,name__ca,name__cs,name__cy,name__el,name__eo,name__et,name__eu,name__fa,name__ga,name__gd,name__hi,name__hr,name__hu,name__id,name__ie,name__io,name__is,name__iu,name__ja,name__ka,name__ko,name__kw,name__la,name__lb,name__lv,name__mn,name__mr,name__ms,name__my,name__oc,name__pdc,name__pl,name__pnb,name__pt,name__pt_br,name__qu,name__ro,name__sh,name__sk,name__sr,name__tl,name__tr,name__ur,name__uz,name__vi,name__yi,name__yo,name__zh_hans,name__pam,name__war,name__zh_hant,name__sq,name__sco,name__an,name__bs,name__gl,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sl,name__vec,name__wa,name__fo,name__kl,name__gsw,name__be_tarask,name__ne,name__pa,name__th,name__mg,name__hy,name__ast,wikipedia__af,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__cy,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__ga,wikipedia__gd,wikipedia__gl,wikipedia__he,wikipedia__hewikiquote,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__iu,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__kw,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__mg,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__my,wikipedia__ne,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pam,wikipedia__pa,wikipedia__pdc,wikipedia__pl,wikipedia__pnb,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tl,wikipedia__tr,wikipedia__ur,wikipedia__uz,wikipedia__vi,wikipedia__war,wikipedia__yi,wikipedia__yo,wikipedia__zhwikiquote,identifier__GND,identifier__LCAuth,identifier__IMDB,identifier__NLA,family_name,identifier__Munzinger,identifier__FAST,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,identifier__NNDB,name__ceb,identifier__MusicBrainz,identifier__discogs,identifier__NTA,name__yue,wikipedia__zh_yue,death_date,name__vmf,facebook,name__mk,name__de_ch,name__zh_yue,name__azb,name__xmf,name__bcl,name__ckb,wikipedia__azb,wikipedia__bcl,wikipedia__ckb,wikipedia__lt,wikipedia__ukwikiquote,wikipedia__xmf,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sr_el,name__sw,name__vls,name__vo,name__wo,name__zu,name__ml,wikipedia__ml,name__ty,identifier__AlloCine,identifier__SFDb,identifier__Britannica,identifier__TED,identifier__CSPAN,identifier__LAC,identifier__elonet,identifier__PORT,last_seen,instagram,identifier__allmovie,identifier__SCOPE,identifier__kinopoisk,wikipedia__frwikinews,identifier__filmportal_de,identifier__CSFD,identifier__senate_nl,honorific_prefix,wikipedia__trwikiquote,name__kn,identifier__PACE,wikipedia__sl,identifier__wikitree,identifier__politifact,identifier__google_knowledge,occupation,wikipedia__bi,name__bi,wikipedia__mai,wikipedia__plwikiquote,name__mai,wikipedia__lmo,identifier__snac,wikipedia__eowikinews,identifier__quora,wikipedia__lad,wikipedia__itwikiquote,name__lad,identifier__youtube,identifier__persee,name__ext,email
Q3101057,Geoff Regan,,Geoff Regan,Geoff Regan,Geoff Regan,Geoff Regan,Geoff Regan,Geoff Regan,Geoff Regan,Geoff Regan,,,Geoff Regan,Geoff Regan,Geoff Regan,,,https://upload.wikimedia.org/wikipedia/commons/9/9a/Geoff_Regan_MP.jpg,male,1959-11-22,/m/02trfn,Geoff,http://www.geoffregan.ca,Geoff Regan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geoff Regan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,傑夫·里根,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,杰夫·里根,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3103893,Gerald Keddy,,Gerald Keddy,Gerald Keddy,Gerald Keddy,Gerald Keddy,Gerald Keddy,Gerald Keddy,Gerald Keddy,Gerald Keddy,,,Gerald Keddy,Gerald Keddy,Gerald Keddy,,,,male,1953-02-15,,Gerald,,Gerald Keddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerald Keddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5730,,,,,politician,,,,,,,,,,,,,,,,
Q3104325,Gerry Byrne,,Gerry Byrne,Gerry Byrne,Gerry Byrne,Gerry Byrne,Gerry Byrne,Gerry Byrne,Gerry Byrne,Gerry Byrne,,,Gerry Byrne,Gerry Byrne (politician),Gerry Byrne (homme politique),,,https://upload.wikimedia.org/wikipedia/commons/b/bc/Gerry_Byrne_-_Canadian_MP.jpg,male,1966-09-27,,Gerry,,Gerry Byrne (politician),70740835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerry Byrne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2001102253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3104348,Gerry Ritz,"Ритц, Джерри",Gerry Ritz,Gerry Ritz,Gerry Ritz,Gerry Ritz,Gerry Ritz,Gerry Ritz,Gerry Ritz,Gerry Ritz,,,Gerry Ritz,Gerry Ritz,Gerry Ritz,"Ритц, Джерри",,https://upload.wikimedia.org/wikipedia/commons/c/cf/Gerry_Ritz_2013-04-09.jpg,male,1951-08-19,,Gerry,,Gerry Ritz,106479625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerry Ritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3110844,Gord Brown,,Gord Brown,Gord Brown,Gord Brown,Gord Brown,Gord Brown,Gord Brown,Gord Brown,Gord Brown,,,Gord Brown,Gord Brown,Gord Brown,,,https://upload.wikimedia.org/wikipedia/commons/d/d2/BrownMP.jpg,male,1960-08-31,,,,Gord Brown,78310448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gord Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3116246,Greg Kerr,,Greg Kerr,Greg Kerr,,Greg Kerr,Greg Kerr,Greg Kerr,Greg Kerr,Greg Kerr,,,Greg Kerr,Greg Kerr,Greg Kerr,,,,male,1947-10-08,,Greg,,Greg Kerr,232242707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3121631,Guy Caron,,Guy Caron,Guy Caron,Guy Caron,Guy Caron,Guy Caron,Guy Caron,Guy Caron,Guy Caron,,,Guy Caron,Guy Caron,Guy Caron,,,https://upload.wikimedia.org/wikipedia/commons/a/aa/Guy_Caron.jpg,male,1967-05-13,,Guy,,Guy Caron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guy Caron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3121921,Guy Lauzon,,Guy Lauzon,Guy Lauzon,Guy Lauzon,Guy Lauzon,Guy Lauzon,Guy Lauzon,Guy Lauzon,Guy Lauzon,,,Guy Lauzon,Guy Lauzon,Guy Lauzon,,,,male,1944-04-06,,Guy,,Guy Lauzon,9300454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guy Lauzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3123899,Gérard Deltell,,Gérard Deltell,,Gérard Deltell,Gérard Deltell,,,,Gérard Deltell,,,Gérard Deltell,Gérard Deltell,Gérard Deltell,,,https://upload.wikimedia.org/wikipedia/commons/5/5c/Gérard_Deltell01.jpg,male,1964-08-08,/m/0521l10,Gérard,,Gérard Deltell,317273773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gérard Deltell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gérard Deltell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,
Q3129348,Hedy Fry,,Hedy Fry,Hedy Fry,Hedy Fry,Hedy Fry,Hedy Fry,Hedy Fry,Hedy Fry,Hedy Fry,,,Hedy Fry,Hedy Fry,Hedy Fry,,,https://upload.wikimedia.org/wikipedia/commons/8/8f/Hedy_Fry.jpg,female,1941-08-06,,Hedy,,Hedy Fry,,,,,費海迪,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hedy Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Hedy Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3138868,Hoang Mai,,Hoang Mai,Hoang Mai,,Hoang Mai,Hoang Mai,Hoang Mai,Hoang Mai,Hoang Mai,,,Hoang Mai,Hoang Mai (politician),Hoang Mai,,,,male,1973-06-14,,,,Hoang Mai (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3144797,Hélène Laverdière,,Hélène Laverdière,Hélène Laverdière,Hélène Laverdière,Hélène Laverdière,Hélène Laverdière,Hélène Laverdière,Hélène Laverdière,Hélène Laverdière,,,Hélène Laverdière,Hélène Laverdière,Hélène Laverdière,,,,female,1955-04-13,,Hélène,http://helenelaverdiere.ndp.ca/,Hélène Laverdière,104970936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hélène Laverdière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3144799,Hélène LeBlanc,,Hélène LeBlanc,Hélène LeBlanc,Hélène LeBlanc,Hélène LeBlanc,Hélène LeBlanc,Hélène LeBlanc,Hélène LeBlanc,Hélène LeBlanc,,,Hélène LeBlanc,Hélène LeBlanc,Hélène LeBlanc,,,,female,1958-03-27,,Hélène,,Hélène LeBlanc,307170096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hélène LeBlanc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3154320,Irene Mathyssen,,Irene Mathyssen,Irene Mathyssen,Irene Mathyssen,Irene Mathyssen,Irene Mathyssen,Irene Mathyssen,Irene Mathyssen,Irene Mathyssen,,,Irene Mathyssen,Irene Mathyssen,Irene Mathyssen,,,https://upload.wikimedia.org/wikipedia/commons/e/e5/Irene_Mathyssen_in_2014.jpg,female,1951-08-16,,Irene,,Irene Mathyssen,232402121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene Mathyssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918/000165423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3154992,Isabelle Morin,,Isabelle Morin,Isabelle Morin,Isabelle Morin,Isabelle Morin,Isabelle Morin,Isabelle Morin,Isabelle Morin,Isabelle Morin,,,Isabelle Morin,Isabelle Morin,Isabelle Morin,,,,female,1985-02-14,,Isabelle,,Isabelle Morin,,,,,,,,,,,,,Isabelle Morin,,,,,,,,,,,,,,,,,,,,Isabelle Morin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isabelle Morin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3160939,James Bezan,"Безан, Джеймс",James Bezan,James Bezan,James Bezan,James Bezan,James Bezan,James Bezan,James Bezan,James Bezan,,,James Bezan,James Bezan,James Bezan,"Безан, Джеймс",,https://upload.wikimedia.org/wikipedia/commons/6/67/James_Bezan_2014.jpg,male,1965-05-19,,James,,James Bezan,9377335,Джеймс Безан,,Джеймс Безан,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Bezan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Bezan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nb2008005431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6548,,,,,politician,,,,,,,,,,,,,,,,
Q3161231,James Lunney,,James Lunney,James Lunney,James Lunney,James Lunney,James Lunney,James Lunney,James Lunney,James Lunney,,,James Lunney,James Lunney,James Lunney,,,,male,1951-09-05,,James,,James Lunney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Lunney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3161289,James Moore,,James Moore,James Moore,James Moore,James Moore,James Moore,James Moore,James Moore,James Moore,,,James Moore,James Moore (Canadian politician),James Moore (homme politique canadien),,,https://upload.wikimedia.org/wikipedia/commons/1/1a/James_Moore_2014.jpg,male,1976-06-10,,James,,James Moore (Canadian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Moore,,,,,,ジェームズ・ムーア,,,,,,,,,,,,,,,James Moore,,,,,,,,,,,,דזשעימס מאר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Moore,,,,,,,,,,,,,,,,,,,דזשעימס מאר,,,,,,,,,,,,,,919/000165424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3161357,James Rajotte,,James Rajotte,James Rajotte,James Rajotte,James Rajotte,James Rajotte,James Rajotte,James Rajotte,James Rajotte,,,James Rajotte,James Rajotte,James Rajotte,,,https://upload.wikimedia.org/wikipedia/commons/1/1d/James_Rajotte_2015.jpg,male,1970-08-19,,James,,James Rajotte,9622700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Rajotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3161549,Jamie Nicholls,,Jamie Nicholls,Jamie Nicholls,Jamie Nicholls,Jamie Nicholls,Jamie Nicholls,Jamie Nicholls,Jamie Nicholls,Jamie Nicholls,,,Jamie Nicholls,Jamie Nicholls,Jamie Nicholls,,,,male,1971-10-15,,Jamie,,Jamie Nicholls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamie Nicholls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3162827,Jasbir Sandhu,,Jasbir Sandhu,Jasbir Sandhu,Jasbir Sandhu,Jasbir Sandhu,Jasbir Sandhu,Jasbir Sandhu,Jasbir Sandhu,Jasbir Sandhu,,,Jasbir Sandhu,Jasbir Sandhu,Jasbir Sandhu,,,,male,1966-04-21,,,,Jasbir Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jasbir Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3162959,Jason Kenney,"Кенни, Джейсон",Jason Kenney,Jason Kenney,Jason Kenney,Jason Kenney,Jason Kenney,Jason Kenney,Jason Kenney,Jason Kenney,,,Jason Kenney,Jason Kenney,Jason Kenney,"Кенни, Джейсон",,https://upload.wikimedia.org/wikipedia/commons/2/26/Jason_Kenney_(cropped).jpg,male,1968-05-30,,Jason,,Jason Kenney,,,,,贾森·康尼,贾森·康尼,,,,,,,,,,,,,,,,,,,,,,,,,,,Jason Kenney,,,,,,ジェイソン・ケニー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3165606,Jean-François Fortin,,Jean-François Fortin,Jean-François Fortin,,Jean-François Fortin,Jean-François Fortin,Jean-François Fortin,Jean-François Fortin,,,,Jean-François Fortin,Jean-François Fortin (politician),Jean-François Fortin (homme politique),,,,male,1973-09-12,,Jean-François,,Jean-François Fortin (politician),,,,,让-弗朗索瓦·福尔廷,让-弗朗索瓦·福尔廷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jean-François Fortin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jean-François Fortin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3165724,Jean-François Larose,,Jean-François Larose,Jean-François Larose,,Jean-François Larose,Jean-François Larose,Jean-François Larose,Jean-François Larose,,,,Jean-François Larose,Jean-François Larose,Jean-François Larose,,,https://upload.wikimedia.org/wikipedia/commons/c/c0/PhotoJF_fb.jpg,male,1972-04-15,,Jean-François,,Jean-François Larose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q3171497,Jean Crowder,,Jean Crowder,Jean Crowder,Jean Crowder,Jean Crowder,Jean Crowder,Jean Crowder,Jean Crowder,Jean Crowder,,,Jean Crowder,Jean Crowder,Jean Crowder,,,,female,1952-07-07,,Jean,,Jean Crowder,249663862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jean Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
