id,name__lb,name__en,name__de,name__fr,name__nds,name__nl,name,wikipedia__lb,gender,birth_date,given_name,original_wikiname,name__it,wikipedia__nl,name__nb,name__da,name__nn,name__sv,wikipedia__de,image,identifier__VIAF,identifier__BNF,name__es,name__hu,identifier__GND,family_name,wikipedia__en,wikipedia__fr,identifier__SUDOC,name__pl,name__ca,name__zh,wikipedia__ca,wikipedia__es,wikipedia__pl,wikipedia__zh,identifier__freebase,name__az,wikipedia__az,wikipedia__commons,wikipedia__it,name__cs,wikipedia__cs,name__ru,name__uk,wikipedia__ru,wikipedia__uk,name__af,name__an,name__ast,name__bar,name__br,name__co,name__cy,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__fi,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pcd,name__pms,name__pt,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__PACE,wikipedia__no,website,name__zh_cn,name__he,name__el,name__la,name__tr,name__ko,name__ja,name__fa,name__ar,wikipedia__ar,wikipedia__ast,wikipedia__el,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__sv,wikipedia__tr,wikipedia__vi,identifier__parlement,twitter,identifier__LCAuth,identifier__EuroparlMEP,name__be,name__yo,name__sr,name__be_tarask,name__sah,name__mr,name__bg,name__ka,name__lt,name__lmo,name__pam,name__lv,name__ta,name__mk,wikipedia__af,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bgwikiquote,wikipedia__br,wikipedia__cswikiquote,wikipedia__da,wikipedia__dewikinews,wikipedia__dewikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__frwikinews,wikipedia__frwikiquote,wikipedia__gl,wikipedia__ie,wikipedia__itwikiquote,wikipedia__ka,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__ms,wikipedia__nds,wikipedia__nn,wikipedia__oc,wikipedia__pam,wikipedia__sah,wikipedia__sco,wikipedia__simple,wikipedia__sk,wikipedia__sl,wikipedia__sr,wikipedia__ta,wikipedia__ukwikiquote,wikipedia__vec,wikipedia__yo,identifier__ISNI,identifier__NTA,identifier__Munzinger,identifier__GNC,identifier__FAST,identifier__Britannica,identifier__GTAA,wikipedia__hsb,name__hsb,wikipedia__eswikiquote,wikipedia__fawikiquote,wikipedia__hr,occupation,wikipedia__rowikinews,identifier__IMDB,wikipedia__ga,wikipedia__fiwikiquote,identifier__quora,wikipedia__ruwikinews,identifier__ne_se,name__hy,wikipedia__hy,identifier__ioc_athlete,name__hi,identifier__whoswho_france,facebook,weblog,linkedin,pseudonym,wikipedia__tl,name__tl,wikipedia__nlwikinews,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__vmf,instagram,wikipedia__is,identifier__NLI,identifier__youtube,wikipedia__uz,death_date,name__uz,wikipedia__enwikisource
Q204094,Mars Di Bartolomeo,Mars Di Bartolomeo,Mars Di Bartolomeo,Mars Di Bartolomeo,,Mars Di Bartolomeo,Mars Di Bartolomeo,Mars Di Bartolomeo,male,1952-06-27,Mars,Mars di Bartolomeo,Mars Di Bartolomeo,,Mars Di Bartolomeo,Mars Di Bartolomeo,Mars Di Bartolomeo,Mars Di Bartolomeo,Mars Di Bartolomeo,https://upload.wikimedia.org/wikipedia/commons/0/01/Mars_Di_Bartolomeo_2014-07.JPG,,,Mars Di Bartolomeo,Mars Di Bartolomeo,,,Mars Di Bartolomeo,Mars Di Bartolomeo,,Mars Di Bartolomeo,Mars Di Bartolomeo,,Mars Di Bartolomeo,,Mars Di Bartolomeo,,/m/075kky,Mars Di Bartolomeo,Mars Di Bartolomeo,Category:Mars Di Bartolomeo,Mars Di Bartolomeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マルス・ディ・バルトロメオ,,,,,,,,,,,,,,,,,,,,,,,Mars_Bartolomeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,mars.bartolomeo,,,,,,,,,,,,,,,,,,,,,,
Q2977816,Claude Meisch,Claude Meisch,Claude Meisch,Claude Meisch,,Claude Meisch,Claude Meisch,Claude Meisch (Politiker),male,1971-11-27,Claude,Claude Meisch (Politiker),,,,,,,Claude Meisch (Politiker),"https://upload.wikimedia.org/wikipedia/commons/9/94/Claude_Meisch,_Jukowo_Jugendkonschtwoch_2014.jpg",77145003842961340836,,Claude Meisch,,,,Claude Meisch,Claude Meisch,,Claude Meisch,Claude Meisch,克勞德·邁施,Claude Meisch,Claude Meisch,Claude Meisch,克勞德·邁施,/m/0gwd2g,,,Category:Claude Meisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MeischClaude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2978289,Claude Wiseler,Claude Wiseler,Claude Wiseler,Claude Wiseler,,Claude Wiseler,Claude Wiseler,Claude Wiseler,male,1960-01-30,Claude,Claude Wiseler,Claude Wiseler,,Claude Wiseler,Claude Wiseler,Claude Wiseler,Claude Wiseler,Claude Wiseler,https://upload.wikimedia.org/wikipedia/commons/b/b4/Claude_Wiseler_arrival_TK_IST-LUX.jpg,201083551,,Claude Wiseler,Claude Wiseler,,,Claude Wiseler,Claude Wiseler,104065753,Claude Wiseler,,,,,Claude Wiseler,,,,,Category:Claude Wiseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClaudeWiseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0003 5779 1889,,,,,,,,,,,,politician,,,,,,,,,,,,,wiseler.claude.7,,,,,,,,,,,,,,,claude.wiseler,,,,,,,
Q3083923,François Bausch,François Bausch,François Bausch,François Bausch,,François Bausch,François Bausch,François Bausch,male,1956-10-16,François,François Bausch,François Bausch,,François Bausch,François Bausch,François Bausch,François Bausch,François Bausch,https://upload.wikimedia.org/wikipedia/commons/4/49/François-Bausch--w.jpg,,,François Bausch,,,Bausch,François Bausch,François Bausch,,François Bausch,François Bausch,,François Bausch,,François Bausch,,,,,Category:François Bausch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fbausch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,bausch.francois,,,,,,,,,,,,,,,francois.bausch,,,,,,,
Q3247154,Romain Schneider,Romain Schneider,Romain Schneider,Romain Schneider,,Romain Schneider,Romain Schneider,Romain Schneider,male,1962-04-15,Romain,Romain Schneider,Romain Schneider,,Romain Schneider,Romain Schneider,Romain Schneider,Romain Schneider,Romain Schneider,https://upload.wikimedia.org/wikipedia/commons/f/f1/Informal_meeting_of_ministers_responsible_for_development_(FAC)._Handshake_Sven_Mikser_and_Romain_Schneider_(36349968873)_CROP_SCHNEIDER.jpg,,,Romain Schneider,,,Schneider,Romain Schneider,Romain Schneider,,Romain Schneider,Romain Schneider,,Romain Schneider,,Romain Schneider,,,,,Category:Romain Schneider,,,,Ромен Шнайдер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,romain.schneider.9659,,,,,,,,,,,,,,,,,,,,,,
Q337129,Marco Schank,Marco Schank,Marco Schank,Marco Schank,,Marco Schank,Marco Schank,Marco Schank,male,1954-10-10,Marco,Marco Schank,,,Marco Schank,Marco Schank,Marco Schank,Marco Schank,Marco Schank,https://upload.wikimedia.org/wikipedia/commons/4/48/Marco-Schank-mat-Krimi--w.jpg,80677443,,Marco Schank,Marco Schank,136310834,Schank,Marco Schank,Marco Schank,,Marco Schank,,,,,Marco Schank,,/m/03hgbrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 5624 7783,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3866853,Marcel Oberweis,Marcel Oberweis,Marcel Oberweis,Marcel Oberweis,,Marcel Oberweis,Marcel Oberweis,Marcel Oberweis,male,1949-04-09,Marcel,Marcel Oberweis,,Marcel Oberweis,Marcel Oberweis,Marcel Oberweis,Marcel Oberweis,Marcel Oberweis,,https://upload.wikimedia.org/wikipedia/commons/9/98/Marcel_Oberweis_Portrait.jpg,,,,,,,,Marcel Oberweis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,marcel.oberweis,,,,,,,,,,,,,,,,,,,,,,
Q451696,Lydie Polfer,Lydie Polfer,Lydie Polfer,Lydie Polfer,,Lydie Polfer,Lydie Polfer,Lydie Polfer,female,1952-11-22,Lydie,Lydie Polfer,,Lydie Polfer,Lydie Polfer,Lydie Polfer,Lydie Polfer,Lydie Polfer,Lydie Polfer,https://upload.wikimedia.org/wikipedia/commons/f/f5/Lydie_Polfer_(03-2018).jpg,24207496,,Lydie Polfer,Lydie Polfer,,Polfer,Lydie Polfer,Lydie Polfer,,Lydie Polfer,Lydie Polfer,,Lydie Polfer,Lydie Polfer,Lydie Polfer,,/m/03jkpk,,,Category:Lydie Polfer,,,,Лиди Польфер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lydie Polfer,,,,,,,,,,,,,,,2825,,,,,Λίντι Πόλφερ,,,,,,,,,,,,,,,,,,,,,,Lydie Polfer,,,,,,no97050860,28862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lydie Polfer,,,,,,,,0000 0000 4582 7109,,,,,,,,,,,,politician,,,,,,,,,,,,,lydie.polfer.7,,,,,,,,,,,,,,,,,,,,,,
Q470807,Jean-Marie Halsdorf,Jean-Marie Halsdorf,Jean-Marie Halsdorf,Jean-Marie Halsdorf,,Jean-Marie Halsdorf,Jean-Marie Halsdorf,Jean-Marie Halsdorf,male,1957-02-01,Jean-Marie,Jean-Marie Halsdorf,,,Jean-Marie Halsdorf,Jean-Marie Halsdorf,Jean-Marie Halsdorf,Jean-Marie Halsdorf,Jean-Marie Halsdorf,"https://upload.wikimedia.org/wikipedia/commons/8/8d/Jean-Marie_Halsdorf,_Bridges_not_Walls.jpg",,,Jean-Marie Halsdorf,Jean-Marie Halsdorf,,Halsdorf,Jean-Marie Halsdorf,Jean-Marie Halsdorf,,Jean-Marie Halsdorf,Jean-Marie Halsdorf,,Jean-Marie Halsdorf,,Jean-Marie Halsdorf,,/m/075mf5,,,Category:Jean-Marie Halsdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jmhalsdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4717326,Alexandre Krieps,Alex Krieps,Alex Krieps,Alex Krieps,,Alex Krieps,Alexandre Krieps,Alexandre Krieps,male,1946-06-25,Alexandre,Alexandre Krieps,,,Alexandre Krieps,Alexandre Krieps,Alexandre Krieps,Alexandre Krieps,,,,,,,,,Alex Krieps,Alexandre Krieps,,,Alex Krieps,,Alex Krieps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4724923,Ali Kaes,Ali Kaes,Ali Kaes,Ali Kaes,,Ali Kaes,Ali Kaes,Ali Kaes,male,1955-04-04,Ali,Ali Kaes,,,Ali Kaes,Ali Kaes,Ali Kaes,Ali Kaes,,https://upload.wikimedia.org/wikipedia/commons/7/71/Ali_Kaes_Ourdall_Bibliothéik.jpg,,,,,,,Ali Kaes,Ali Kaes,,,Ali Kaes,,Ali Kaes,,,,/m/03hgbjt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47456186,Frank Colabianchi,Frank Colabianchi,,Frank Colabianchi,,,Frank Colabianchi,Frank Colabianchi,male,1962-10-27,Frank,Frank Colabianchi,,,,,,,,,,,,,,,,Frank Colabianchi,,,,,,,,,,,,,,,,Франк Колабьянки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5026643,Camille Gira,Camille Gira,Camille Gira,Camille Gira,,Camille Gira,Camille Gira,Camille Gira,male,1958-06-02,Camille,Camille Gira,,,Camille Gira,Camille Gira,Camille Gira,Camille Gira,Camille Gira,https://upload.wikimedia.org/wikipedia/commons/6/6d/Camille-Gira--w.jpg,,,,,,Gira,Camille Gira,Camille Gira,,,,,,,,,,,,Category:Camille Gira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,138470542844474,,,,,,,,,,,,,,,,,,,,2018-05-16,,
Q51919412,Simone Asselborn-Bintz,Simone Asselborn-Bintz,Simone Asselborn-Bintz,Simone Asselborn-Bintz,,Simone Asselborn-Bintz,Simone Asselborn-Bintz,Simone Asselborn-Bintz,female,1966,Simone,Simone Asselborn-Bintz,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/2/25/Simone_Asselborn-Bintz,_Pos_Stolperstee_Siegmund_Koppel-101.jpg",,,,,,Asselborn-Bintz,,Simone Asselborn-Bintz,,,,,,,,,,,,Category:Simone Asselborn-Bintz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AsselbornBintz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,simone.asselbornbintz,,,,,,,,,,,,,,,,,,,,,,
Q534798,Alex Bodry,Alex Bodry,Alex Bodry,Alex Bodry,,Alex Bodry,Alex Bodry,Alex Bodry,male,1958-10-03,Alex,Alex Bodry,,,Alex Bodry,Alex Bodry,Alex Bodry,Alex Bodry,Alex Bodry,https://upload.wikimedia.org/wikipedia/commons/5/5d/Bodry_Gretsch.jpg,315939950,,Alex Bodry,Alex Bodry,1069571156,,Alex Bodry,Alex Bodry,,Alex Bodry,Alex Bodry,,Alex Bodry,,Alex Bodry,,/m/0753z4,,,Category:Alex Bodry,,Alex Bodry,Alex Bodry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlexBodry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,alex.bodry,,,,,,,,,,,,,,,,,,,,,,
Q539770,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,female,1950-05-19,Anne,Anne Brasseur,Anne Brasseur,,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,https://upload.wikimedia.org/wikipedia/commons/4/40/Anne_Brasseur_par_Claude_Truong-Ngoc_mars_2015.jpg,,,Anne Brasseur,Anne Brasseur,,Brasseur,Anne Brasseur,Anne Brasseur,,Anne Brasseur,Anne Brasseur,,,,Anne Brasseur,,/m/075hqd,,,Category:Anne Brasseur,Anne Brasseur,Anne Brasseur,,"Брассёр, Анн",Анн Брассер,"Брассёр, Анн",Анн Брассер,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,Anne Brasseur,5406,,,,,,,Anne Brasseur,,,,,,,,,,,,,,,,,,,,,,Anne Brasseur,,,Anne_Brasseur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5408535,Eugène Berger,Eugène Berger,Eugène Berger,Eugène Berger,,Eugène Berger,Eugène Berger,Eugène Berger,male,1960-12-04,Eugène,Eugène Berger,Eugène Berger,,Eugène Berger,Eugène Berger,Eugène Berger,Eugène Berger,,"https://upload.wikimedia.org/wikipedia/commons/7/70/Journée_de_la_commémoration_nationale_2016,_Eugène_Berger-101.jpg",,,Eugène Berger,Eugène Berger,,Berger,Eugène Berger,Eugène Berger,,,Eugène Berger,,Eugène Berger,,,,,,,Category:Eugène Berger,,,,Эжен Бергер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أوجين بيرغر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q561213,Xavier Bettel,Xavier Bettel,Xavier Bettel,Xavier Bettel,,Xavier Bettel,Xavier Bettel,Xavier Bettel,male,1973-03-03,Xavier,Xavier Bettel,Xavier Bettel,Xavier Bettel,Xavier Bettel,Xavier Bettel,Xavier Bettel,Xavier Bettel,Xavier Bettel,https://upload.wikimedia.org/wikipedia/commons/8/82/Tallinn_Digital_Summit._Handshake_Xavier_Bettel_and_Jüri_Ratas_(36718144533)_CROP_BETTEL.jpg,17146030659135862730,,Xavier Bettel,Xavier Bettel,1106451392,,Xavier Bettel,Xavier Bettel,19213163X,Xavier Bettel,Xavier Bettel,泽维尔·贝特,Xavier Bettel,Xavier Bettel,Xavier Bettel,格扎维埃·贝泰尔,/m/05s_htf,,,Category:Xavier Bettel,Xavier Bettel,Xavier Bettel,Xavier Bettel,Ксавье Беттель,Ксав'є Бетель,"Беттель, Ксавье",Ксав'є Бетель,Xavier Bettel,,Xavier Bettel,,,,,,Xavier Bettel,Xavier Bettel,Xavier Bettel,,Xavier Bettel,,Xavier Bettel,,,,,Xavier Bettel,,,,Xavier Bettel,Xavier Bettel,Xavier Bettel,,,,,,,,,,,,,,Xavier Bettel,Xavier Bettel,,Xavier Bettel,,,,,,,,,Xavier Bettel,,,,,,,Xavier Bettel,,泽维尔·贝特,קסאבייה בטל,Ξαβιέ Μπέτελ,Xaverius Bettel,Xavier Bettel,그자비에 베텔,グザヴィエ・ベッテル,زاویه بتل,كزافييه بيتل,كزافييه بيتل,Xavier Bettel,Σαβιέ Μπετέλ,Xavier Bettel,اگزاویه بتل,Xavier Bettel,קסאבייה בטל,Xavier Bettel,Xavier Bettel,Xavier Bettel,グザヴィエ・ベッテル,그자비에 베텔,Xaverius Bettel,Xavier Bettel,Xavier Bettel,Xavier Bettel,Xavier Bettel,Xavier Bettel,Xavier Bettel,vjf8cl6dqpj1,Xavier_Bettel,,,Ксаўе Бетэль,,,,,,Ксавие Бетел,,,,,,,,Xavier Bettel,,Ксаўе Бетэль,Ксавие Бетел,,,,,,,,,,,,Xavier Bettel,Xavier Bettel,Xavier Bettel,,,,,,,,,,,,,Xavier Bettel,,,,,,,,,,,,,biography/Xavier-Bettel,,Xavier Bettel,Xavier Bettel,,,,politician,,,,,,,,,,,,,Xavier-Bettel-76714151717,,,,,,Categorie:Xavier Bettel,,,,,,,,,xavier.bettel,,,,,,,
