id,name__es,name__en,name__de,name__fr,name__cy,name__nl,name,wikipedia__en,wikipedia__es,gender,birth_date,death_date,given_name,original_wikiname,name__hu,image,identifier__VIAF,name__pt,name__ja,wikipedia__nl,wikipedia__pt,identifier__freebase,name__nb,name__da,name__nn,name__sv,name__ar,wikipedia__ar,wikipedia__de,identifier__britishmuseum,identifier__FAST,name__eu,name__hr,name__it,name__pl,name__ru,name__sl,name__war,name__bn,name__qu,name__ga,name__zh,name__ca,name__uk,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fr,wikipedia__ga,wikipedia__hr,wikipedia__it,wikipedia__pl,wikipedia__qu,wikipedia__ru,wikipedia__sl,wikipedia__uk,wikipedia__war,wikipedia__zh,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__OLID,family_name,identifier__BNE,identifier__GNC,second_surname,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__gl,name__id,name__io,name__mr,name__an,name__hy,wikipedia__an,wikipedia__cy,wikipedia__da,wikipedia__gl,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__ko,wikipedia__mr,wikipedia__no,wikipedia__plwikiquote,wikipedia__simple,wikipedia__sv,identifier__NTA,identifier__CANTIC,identifier__Britannica,name__fi,wikipedia__fi,facebook,name__et,name__ast,name__mg,name__eo,name__oc,name__tr,wikipedia__ast,wikipedia__eo,wikipedia__et,wikipedia__mg,wikipedia__oc,wikipedia__tr,twitter,website,identifier__catholic_hierarchy,identifier__MusicBrainz,name__nds,name__en_ca,name__en_gb,name__la,wikipedia__la,name__yo,wikipedia__yo,name__lb,name__he,name__el,name__pap,name__sr_el,name__sr_ec,name__bg,name__ka,name__ksh,name__pt_br,name__sr,name__be,name__fa,wikipedia__be,wikipedia__bg,wikipedia__el,wikipedia__fa,wikipedia__he,wikipedia__ka,wikipedia__ksh,wikipedia__lb,wikipedia__pap,wikipedia__sr,identifier__NNDB,identifier__CSPAN,identifier__NLI,name__ms,name__cs,wikipedia__cs,wikipedia__ms,name__mk,wikipedia__mk,identifier__Munzinger,identifier__N6I,identifier__BVMC,identifier__bigenc_ru,name__az,wikipedia__az,name__bs,name__br,name__vi,name__sk,name__ro,name__fy,name__lt,name__de_ch,name__ml,name__sh,wikipedia__br,wikipedia__bs,wikipedia__cswikiquote,wikipedia__fy,wikipedia__hu,wikipedia__lt,wikipedia__ml,wikipedia__ro,wikipedia__sh,wikipedia__sk,wikipedia__vi,identifier__NDL,identifier__IMDB,name__af,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__min,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__eswikisource,occupation,identifier__google_knowledge,identifier__snac,wikipedia__eswikinews,identifier__quora,identifier__GTAA,wikipedia__sco,identifier__wikitree,wikipedia__mwl,name__mwl,identifier__ne_se,identifier__songkick,identifier__bna,linkedin,identifier__google_plus,identifier__ORCID,identifier__google_scholar,identifier__youtube,name__ceb,name__ty,identifier__BIBSYS,identifier__BAV,identifier__discogs,identifier__SELIBR,identifier__PTBNP,instagram,wikipedia__uz,name__uz
Q372442,Ulises Espaillat,Ulises Francisco Espaillat,Ulises Francisco Espaillat,Ulises Espaillat,,Ulises Francisco Espaillat,Ulises Francisco Espaillat,Ulises Francisco Espaillat,Ulises Espaillat,male,1823-02-09,1878-04-25,Ulises,Ulises Espaillat,Ulises Espaillat,https://upload.wikimedia.org/wikipedia/commons/9/9c/Ulises_espaillat.jpg,51830151,,ウリセス・フランシスコ・エスパイヤ,Ulises Francisco Espaillat,,/m/02qxg8v,Ulises Espaillat,Ulises Espaillat,Ulises Espaillat,Ulises Espaillat,أوليسيس فرانسيسكو إسبايلات,أوليسيس فرانسيسكو إسبايلات,Ulises Francisco Espaillat,,118998,,,,,,Ulises Francisco Espaillat,,,,,,,Улісес Франсіско Еспаят,,,,,,,,,,,,,Ulises Francisco Espaillat,Улісес Франсіско Еспаят,,,0000 0000 2712 1882,,n83188269,13176298r,150372817,OL6100446A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3818268,Emilio Prud’Homme,Emilio Prud’Homme,Emilio Prud’Homme,emilio prud homme,,Emilio Prud’Homme,Emilio Prud’Homme,Emilio Prud’Homme,Emilio Prud’Homme,male,1856-07-21,1932-08-21,Emilio,Emilio Prud’Homme,,https://upload.wikimedia.org/wikipedia/commons/e/e1/Himno_clip_image037_0001.jpg,45765234,,,,,,,,,,إميليو برودوم,إميليو برودوم,,211764,170298,,,,,,Emilio Prud’Homme,,,,,,,,,,,,,,,,,,,,,,,,,,n85369930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3845570,Margarita Cedeño,Margarita Cedeño de Fernández,Margarita Cedeño de Fernández,Margarita Cedeño de Fernández,,Margarita Cedeño de Fernández,Margarita Cedeño de Fernández,Margarita Cedeño de Fernández,Margarita Cedeño,female,1965-05-01,,Margarita María,Margarita Cedeño,,"https://upload.wikimedia.org/wikipedia/commons/7/70/Her_Excellency_Ms._Margarita_Cedeño_de_Fernández,_Vice-President_of_the_Dominican_Republic_(8957848699)-edit.jpg",90530245,,マルガリータ・セデーニョ,,,/m/0265jwx,Margarita Cedeño,Margarita Cedeño,Margarita Cedeño,Margarita Cedeño,,,,,,,,,,,Margarita Cedeño,,,,,,,,,,Category:Margarita Cedeño,,,Margarita Cedeño de Fernández,,,,,,,,,,,0000 0000 6179 7536,138157448,no2009089379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margarita Cedeño,,Margarita Cedeño de Fernández,,Margarita Cedeño,,,,Margarita Cedeño de Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marqarita Fernandez,Marqarita Fernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3963507,José Núñez de Cáceres,José Núñez de Cáceres,José Núñez de Cáceres,José Núñez de Cáceres,,José Núñez de Cáceres,José Núñez de Cáceres,José Núñez de Cáceres,José Núñez de Cáceres,male,1772-03-14,1846-09-11,José,José Núñez de Cáceres,José Núñez de Cáceres,https://upload.wikimedia.org/wikipedia/commons/e/e0/Nunezcaceres.jpg,55590260,,ホセ・ヌニェス・デ・カセレス,José Núñez de Cáceres,,/m/0crc8mr,,,,José Núñez de Cáceres,خوسيه نونيز دي كاسيريس,خوسيه نونيز دي كاسيريس,,,,,,,,,José Núñez de Cáceres,,,,,,,,,,,,,José Núñez de Cáceres,,,,,,,,,,,,,n85187785,,,,,XX5283217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Núñez de Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autor:José Núñez de Cáceres,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41013889,Juan Vicente Moscoso,Juan Vicente Moscoso,,,,,Juan Vicente Moscoso,Juan Vicente Moscoso,Juan Vicente Moscoso,male,1777-06-03,1837-09-29,Juan,Juan Vicente Moscoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4203482,Narciso Isa Conde,Narciso Isa Conde,,Narciso Isa Conde,,Narciso Isa Conde,Narciso Isa Conde,,Narciso Isa Conde,male,1942-11-28,,Narciso,Narciso Isa Conde,,https://upload.wikimedia.org/wikipedia/commons/f/fd/Narciso_Isa_Conde.png,,,,,,,,,,,,,,,,,,,,"Иса Конде, Нарсисо",Narciso Isa Conde,,,,,,,,,,,,,,,,,,,"Иса Конде, Нарсисо",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://isaconde.info/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q436078,Manuel de Jesús Troncoso,Manuel de Jesús Troncoso de la Concha,Manuel de Jesus Troncoso de la Concha,Manuel de Jesús Troncoso,,Manuel de Jesús Troncoso de la Concha,Manuel de Jesús Troncoso de la Concha,Manuel de Jesús Troncoso de la Concha,Manuel de Jesús Troncoso,male,1878-04-03,1955-05-30,Manuel de Jesús,Manuel de Jesús Troncoso,Manuel de Jesús Troncoso,https://upload.wikimedia.org/wikipedia/commons/e/ee/Manuel_de_Jesús_Troncoso_de_la_Concha.jpg,28406304,,マヌエル・デ・ヘスス・トロンコソ・デ・ラ・コンチャ,,,/m/05p9bm7,,,,,مانويل دي خيسوس ترونكوسو دي لا كونشا,مانويل دي خيسوس ترونكوسو دي لا كونشا,Manuel de Jesus Troncoso de la Concha,,,,,,Manuel de Jesús Troncoso de la Concha,,Manuel de Jesús Troncoso,,,,,,,Мануель Тронкосо де ла Конча,,,,,,Manuel de Jesús Troncoso,,,,Manuel de Jesús Troncoso de la Concha,,,,Мануель Тронкосо де ла Конча,,,0000 0000 7139 0019,1057533521,n81149702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q436216,Francisco Gregorio Billini,Francisco Gregorio Billini,Francesco Gregorio Billini,Francisco Gregorio Billini,,Francisco Gregorio Billini,Francisco Gregorio Billini,Francisco Gregorio Billini,Francisco Gregorio Billini,male,1844-04-25,1898-11-28,Francisco,Francisco Gregorio Billini,Francisco Gregorio Billini,https://upload.wikimedia.org/wikipedia/commons/8/8d/Francisco_Billini.jpg,15919040,Francisco Gregorio Billini,フランシスコ・グレゴリオ・ビリーニ,Francisco Gregorio Billini,Francisco Gregorio Billini,/m/0b77y15,Francisco Gregorio Billini,Francisco Gregorio Billini,Francisco Gregorio Billini,Francisco Gregorio Billini,,,Francesco Gregorio Billini,,164584,,,Francisco Gregorio Billini,,,Francisco Gregorio Billini,,,,,,Francisco Gregorio Billini,Франсіско Грегоріо Білліні,,Francisco Gregorio Billini,,,,,,,Francisco Gregorio Billini,,,,,Франсіско Грегоріо Білліні,,,0000 0000 2825 840X,132002825,n85187961,,11619149X,OL992133A,,XX1586007,,,,,,,,,,,,Francisco Gregorio Billini,,,,,,,,,,Francisco Gregorio Billini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q437144,Fernando Arturo de Meriño,Fernando Arturo de Meriño,Fernando Arturo de Meriño,Fernando Arturo de Meriño,,Fernando Arturo de Meriño,Fernando Arturo de Meriño,Fernando Arturo de Meriño,Fernando Arturo de Meriño,male,1833-01-09,1906-08-20,Fernando,Fernando Arturo de Meriño,Fernando Arturo de Meriño,https://upload.wikimedia.org/wikipedia/commons/5/57/Fernando_Arturo_Meriño.jpg,40523327,Fernando Arturo de Meriño,フェルナンド・アルトゥーロ・デ・メリノ,Fernando Arturo de Meriño,Fernando Arturo de Meriño,/m/0b782kd,,,,Fernando Arturo de Meriño,فرناندو ارتورو ميرينو دي,فرناندو ارتورو ميرينو دي,Fernando Arturo de Meriño,,119386,,,,,,Fernando Arturo de Meriño,,,,,,,Фернандо Артуро де Меріньйо,,,Category:Fernando Arturo de Meriño,,,,,,,,,,,Фернандо Артуро де Меріньйо,,,0000 0000 6152 6920,131980076,n83194084,,,OL6735039A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Arturo de Meriño,,,,,,,,,,,,,,,,,,,,,demerino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q439980,Juan Bosch,Juan Bosch,Juan Bosch,Juan Bosch,Juan Bosch,Juan Bosch,Juan Bosch,Juan Bosch (politician),Juan Bosch,male,1909-06-30,2001-11-01,Juan,Juan Bosch,Juan Bosch,https://upload.wikimedia.org/wikipedia/commons/c/cf/Juan_Bosch_(1963).jpg,114640772,Juan Bosch,フアン・ボッシュ,Juan Bosch,Juan Bosch,/m/01wzrh,Juan Bosch,Juan Bosch,Juan Bosch,Juan Bosch,خوان بوش,خوان بوش,Juan Bosch,,99358,Juan Bosch,,Juan Bosch,Juan Bosch,Хуан Бош,Juan Bosch,,,Juan Bosch,,,Juan Bosch,Хуан Бош,,Juan Bosch,Category:Juan Bosch,Juan Bosch,Juan Bosch,Juan Bosch (1909-2001),,,Juan Bosch,Juan Bosch,Juan Bosch,"Бош, Хуан",,Хуан Бош,,,0000 0001 2148 3708,118935615,n82128027,12038132w,028572408,OL119354A,Bosch,XX834973,0011617,,,,,,,,,Juan Bosch,,Juan Bosch,हुआन बोश,Juan Bosch,,Juan Bosch,,,Juan Bosch,,,Juan Bosch,,,हुआन बोश,Juan Bosch,,Juan Bosch,Juan Bosch,071490736,a1045360x,biography/Juan-Bosch,,,,,Juan Bosch,,Juan Bosch,,,Juan Bosch,Juan Bosch,,,,,,,,,,,,,,,,,חואן בוש,,,,,,,,,,,,,,,,,,,,,,,,000023250,,,,,Хуан Бош,Хуан Бош,00000010095,vtls000062790,73790,1880740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,w63b8n6s,,,84728,,,,,juan-bosch,,000021757,,,,,,,,,,,178758,,,,
Q458504,Elías Wessin y Wessin,Elías Wessin y Wessin,Elías Wessin y Wessin,Elías Wessin y Wessin,Elías Wessin y Wessin,Elías Wessin y Wessin,Elías Wessin y Wessin,Elías Wessin y Wessin,Elías Wessin y Wessin,male,1924-07-22,2009-04-18,Elías,Elías Wessin y Wessin,Elías Wessin y Wessin,,,Elías Wessin y Wessin,エリアス・ウェッシン・イ・ウェッシン,,Elías Wessin y Wessin,/m/07sb1gq,,,,,,,Elías Wessin y Wessin,,,,,,,,Elías Wessin y Wessin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,169295,,,,,,,,,,,,,,,,,,,,,,
Q4887981,Benigno Filomeno de Rojas,Benigno Filomeno de Rojas,Benigno Filomeno de Rojas,Benigno Filomeno de Rojas,,Benigno Filomeno de Rojas,Benigno Filomeno de Rojas,Benigno Filomeno de Rojas,Benigno Filomeno de Rojas,male,1811-02-13,1865-10-30,Benigno,Benigno Filomeno de Rojas,Benigno Filomeno de Rojas,https://upload.wikimedia.org/wikipedia/commons/8/8c/Benigni_Filomeno_de_Rojas.jpg,70633783,,ベニグノ・フィロメノ・デ・ロハス,Benigno Filomeno de Rojas,,/m/0ds2zs3,,,,,بنينو فيلومينو دي روخاس,بنينو فيلومينو دي روخاس,,,351836,,,,,,Benigno Filomeno de Rojas,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 3201 6307,,n95015995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q52767909,José Rafael Vargas,José Rafael Vargas Pantaleón,José Rafael Vargas Pantaleón,José Rafael Vargas Pantaleón,,José Rafael Vargas Pantaleón,José Rafael Vargas Pantaleón,,José Rafael Vargas,male,,,José Rafael,José Rafael Vargas,,,,José Rafael Vargas Pantaleón,,,,,José Rafael Vargas Pantaleón,José Rafael Vargas Pantaleón,José Rafael Vargas Pantaleón,José Rafael Vargas Pantaleón,,,,,,José Rafael Vargas Pantaleón,,José Rafael Vargas Pantaleón,,,,,,,,,José Rafael Vargas Pantaleón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Rafael Vargas Pantaleón,,,,José Rafael Vargas Pantaleón,,,,,,,,,,,,,,,,,,,,,,,José Rafael Vargas Pantaleón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5353054,Eladio Pérez,Eladio Perez,Eladio Perez,Eladio Perez,,Eladio Perez,Eladio Perez,Eladio Perez,Eladio Pérez,male,1956-02-18,2008-11-05,,Eladio Pérez,,https://upload.wikimedia.org/wikipedia/commons/2/20/EladioPerez.jpg,,,,,,,,,,,,,,,,,,,,,Eladio Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5483324,Francisco Domínguez Brito,Francisco Domínguez Brito,Francisco Domínguez Brito,,,Francisco Domínguez Brito,Francisco Domínguez Brito,Francisco Domínguez Brito,Francisco Domínguez Brito,male,1965-10-28,,Francisco,Francisco Domínguez Brito,,https://upload.wikimedia.org/wikipedia/commons/2/2b/FDB2010.jpg,,,フランシスコ・ドミンゲス・ブリトー,,,,,,,,,,,,,,,,,,Francisco Domínguez Brito,,,,,,,,,,Category:Francisco Domínguez Brito,Francisco Domínguez Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54862602,Elías Wessin Chávez,Elías Wessin Chávez,,,,Elías Wessin Chávez,Elías Wessin Chávez,,Elías Wessin Chávez,male,1960-10-19,,Elías,Elías Wessin Chávez,Elías Wessin Chávez,https://upload.wikimedia.org/wikipedia/commons/d/dd/EliasWC.jpg,,,,,,,,,,,,,,,,,,,,,Elías Wessin Chávez,,,,,埃利亞斯・韋辛·查韋斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5511573,Félix Bautista,Félix Bautista,Félix Bautista,Félix Bautista,,Félix Bautista,Félix Bautista,Félix Bautista,Félix Bautista,male,1963-06-16,,Félix,Félix Bautista,Félix Bautista,https://upload.wikimedia.org/wikipedia/commons/4/4d/Felix_Bautista_Wikipedia.png,,,,,,,,,,,,,,,,,,,,,Félix Bautista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SenadorSanJuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5548325,Cesar Dargam,Cesar Dargam,,Cesar Dargam,,Cesar Dargam,Cesar Dargam,,César Dargam,male,1977-11-10,,Cesar,César Dargam,Cesar Dargam,,,,,,,,,,,,,,,,,,,Cesar Dargam,,,Cesar Dargam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5557999,Manuel García Arévalo,Manuel García Arévalo,,,,Manuel García Arévalo,Manuel García Arévalo,,Manuel García Arévalo,male,1948,,Manuel,Manuel García Arévalo,,,,,,,,,,,,,مانويل غارسيا,,,,,,,,,,Manuel García Arévalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,businessperson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5616212,Guillermo Moreno García,Guillermo Moreno García,Guillermo Moreno García,,,Guillermo Moreno García,Guillermo Moreno García,Guillermo Moreno García,Guillermo Moreno García,male,1956-08-15,,Guillermo,Guillermo Moreno García,Guillermo Moreno García,https://upload.wikimedia.org/wikipedia/commons/b/b6/Guillermo_Moreno_García_2010-07-06_2.jpg,,,,,,/m/04181tv,,,,,,,,,,,,,,,Guillermo Moreno García,,,,,吉列爾莫·莫雷諾·加西亞,,,,,Category:Guillermo Moreno García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MorenoGuillermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q562002,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,male,1926-07-05,2010-12-26,José Salvador,Salvador Jorge Blanco,Salvador Jorge Blanco,https://upload.wikimedia.org/wikipedia/commons/d/db/Salvador_Jorge_Blanco_1982.jpg,165547203,Salvador Jorge Blanco,サルバドール・ホルヘ・ブランコ,Salvador Jorge Blanco,Salvador Jorge Blanco,/m/08nztz,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,سلفادور خورخي بلانكو,سلفادور خورخي بلانكو,Salvador Jorge Blanco,,1757258,,,Salvador Jorge Blanco,Salvador Jorge Blanco,Сальвадор Хорхе Бланко,Salvador Jorge Blanco,,,Salvador Jorge,Salvador Jorge Blanco,,Salvador Jorge Blanco,Сальвадор Хорхе Бланко,,Salvador Jorge Blanco,,,,Salvador Jorge Blanco,Salvador Jorge Blanco,,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge,"Бланко, Сальвадор Хорхе",,Сальвадор Хорхе Бланко,,,0000 0001 1483 4928,1056373989,n81087514,,,,Jorge,,,Blanco,,,,,,,살바도르 호르헤 블랑코,Salvador Jorge Blanco,,Salvador Jorge Blanco,,,,,,Salvador Jorge Blanco,Salvador Jorge Blanco,,,Salvador Jorge Blanco,,살바도르 호르헤 블랑코,,Salvador Jorge Blanco,,Salvador Jorge Blanco,Salvador Jorge Blanco,,,biography/Salvador-Jorge-Blanco,,,,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,Salvador Jorge Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489/000263697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,Salvador Jorge Blanco,Salvador Jorge Blanco,salvador-jorge-blanco,,,,,,,,,,,,,,,,,
Q5641309,Gil Paulino Guzmán,Gil Paulino Guzmán,,,,Gil Paulino Guzmán,Gil Paulino Guzmán,,Gil Paulino Guzmán,male,1942,2009,Gil,Gil Paulino Guzmán,Gil Paulino Guzmán,https://upload.wikimedia.org/wikipedia/commons/a/a3/Papi.jpg,,,,,,,,,,,,,,,,,,,,,Gil Paulino Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
