id,name__uk,name,wikipedia__uk,gender,birth_date,original_wikiname,wikipedia__ukwikiquote,name__sk,name__pl,name__ru,name__en,name__hu,name__es,name__nl,name__fr,name__de,name__be,wikipedia__be,wikipedia__commons,wikipedia__en,wikipedia__hu,wikipedia__pl,wikipedia__ru,wikipedia__sk,image,identifier__freebase,given_name,name__ja,name__ca,name__lv,name__it,name__cs,wikipedia__ca,wikipedia__cs,wikipedia__de,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__lv,name__eo,name__fi,name__be_tarask,name__et,name__lt,name__nb,name__ar,wikipedia__ar,wikipedia__be_x_old,wikipedia__eo,wikipedia__et,wikipedia__fi,wikipedia__lt,wikipedia__nl,wikipedia__no,wikipedia__ruwikiquote,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__FAST,website,name__hy,name__vi,name__oc,name__sv,wikipedia__oc,wikipedia__sv,wikipedia__vi,twitter,name__nov,name__pih,name__sco,name__hr,name__ro,name__az,name__sh,wikipedia__az,wikipedia__es,wikipedia__hr,wikipedia__ro,wikipedia__ruwikinews,wikipedia__sh,identifier__IMDB,name__zh,wikipedia__zh,identifier__MusicBrainz,name__da,name__id,wikipedia__da,wikipedia__id,death_date,wikipedia__sco,facebook,name__he,wikipedia__he,name__el,identifier__BNF,identifier__NTA,identifier__ISNI,name__tr,name__crh_latn,name__de_ch,name__en_ca,name__en_gb,name__tt,wikipedia__crh,wikipedia__tr,wikipedia__trwikiquote,wikipedia__tt,wikipedia__plwikiquote,wikipedia__el,name__nn,family_name,name__ie,wikipedia__ie,name__fa,wikipedia__fa,name__cy,wikipedia__hy,wikipedia__hywikiquote,wikipedia__itwikiquote,name__gl,wikipedia__gl,name__ky,name__sr,name__bg,name__kk,name__lb,name__ko,name__pt,name__pt_br,wikipedia__bg,wikipedia__cy,wikipedia__kk,wikipedia__ko,wikipedia__ky,wikipedia__lb,wikipedia__nn,wikipedia__pt,wikipedia__sr,name__sgs,name__bn,wikipedia__bat_smg,wikipedia__bn,wikipedia__cswikiquote,wikipedia__ukwikinews,identifier__Munzinger,name__jv,name__eu,name__bs,name__vo,name__ta,name__ms,name__ckb,name__mk,name__io,name__vec,name__yo,name__scn,name__mn,name__fy,name__th,name__la,name__mr,name__ka,name__hi,name__sah,name__fo,name__ml,name__ne,name__af,wikipedia__af,wikipedia__bgwikiquote,wikipedia__bs,wikipedia__ckb,wikipedia__enwikinews,wikipedia__eu,wikipedia__fo,wikipedia__frwikinews,wikipedia__fy,wikipedia__hi,wikipedia__io,wikipedia__jv,wikipedia__ka,wikipedia__la,wikipedia__mk,wikipedia__ml,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__sah,wikipedia__scn,wikipedia__simple,wikipedia__svwikiquote,wikipedia__ta,wikipedia__th,wikipedia__vec,wikipedia__vo,wikipedia__yo,identifier__NKC,name__is,name__mg,wikipedia__is,wikipedia__mg,name__uz,name__zh_hans,name__zh_hant,name__zh_hk,wikipedia__uz,identifier__NUKAT,last_seen,name__lad,wikipedia__xmf,name__xmf,name__zh_cn,name__crh,identifier__PACE,identifier__Britannica,instagram,occupation,identifier__livejournal,identifier__vkontakte,wikipedia__ukwikisource,identifier__flickr,wikipedia__dewikinews,wikipedia__elwikinews,wikipedia__eswikinews,wikipedia__srwikinews,identifier__quora,wikipedia__trwikinews,identifier__verkhovna_rada,name__an,name__ast,name__ext,identifier__youtube,identifier__google_plus,identifier__google_knowledge,wikipedia__fawikiquote,identifier__NNDB,wikipedia__bewikiquote,wikipedia__azb,name__azb,identifier__BIBSYS,wikipedia__br,name__br,name__bar,identifier__NLP,name__sl,identifier__google_scholar,identifier__ORCID,noble_title,identifier__GTAA,wikipedia__ast,name__kl,name__ht,name__zu,wikipedia__os,name__os,wikipedia__sq,name__sq
Q20065733,Бабій Юрій Юрійович,Бабій Юрій Юрійович,Бабій Юрій Юрійович,male,1977-11-18,Бабій Юрій Юрійович,,,,"Бабий, Юрий Юрьевич",,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/76/Бабій_Юрій_Юрійович.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20065987,Бойко Олена Петрівна,Бойко Олена Петрівна,Бойко Олена Петрівна,female,1972-08-07,Бойко Олена Петрівна,,,,"Бойко, Елена Петровна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,16698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066005,Бондар Михайло Леонтійович,Бондар Михайло Леонтійович,Бондар Михайло Леонтійович,male,1973-11-17,Бондар Михайло Леонтійович,,,,"Бондарь, Михаил Леонтьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066056,Брензович Василь Іванович,Брензович Василь Іванович,Брензович Василь Іванович,male,1964-04-25,Брензович Василь Іванович,,,,"Брензович, Василий Иванович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,17998,,,,,,,,,,,,,,,,,,,,Doctor of Philosophy,,,,,,,,,
Q20066134,Вадатурський Андрій Олексійович,Вадатурський Андрій Олексійович,Вадатурський Андрій Олексійович,male,1973-04-11,Вадатурський Андрій Олексійович,,,,"Вадатурский, Андрей Алексеевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066140,Валентиров Сергій Васильович,Валентиров Сергій Васильович,Валентиров Сергій Васильович,male,1978-08-07,Валентиров Сергій Васильович,,,,"Валентиров, Сергей Васильевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066145,Ванат Петро Михайлович,Ванат Петро Михайлович,Ванат Петро Михайлович,male,1938-01-28,,,,,,Petro Vanat,,,,,,,,,,,,,,,,Petro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,17964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066246,Висоцький Сергій Віталійович,Висоцький Сергій Віталійович,Висоцький Сергій Віталійович,male,1985-07-10,Висоцький Сергій Віталійович,,,,Сергей Витальевич Высоцкий,,,,,,,,,,,,,"Высоцкий, Сергей Витальевич",,,,Sergey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sergey.vysotsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,17963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066267,Вінник Іван Юлійович,Вінник Іван Юлійович,Вінник Іван Юлійович,male,1979-01-03,Вінник Іван Юлійович,,,,"Винник, Иван Юльевич",,,,,,,,,,,,,"Винник, Иван Юльевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066294,Вовк Віктор Іванович,Вовк Віктор Іванович,Вовк Віктор Іванович,male,1962-05-20,Вовк Віктор Іванович,,,,"Вовк, Виктор Иванович",,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3b/ВОВК_ВІКТОР_ІВАНОВИЧ_VADIM_CHUPRINA_©_19.jpg,,Viktor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,8132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066313,Войцеховська Світлана Михайлівна,Войцеховська Світлана Михайлівна,Войцеховська Світлана Михайлівна,female,1959-09-12,Войцеховська Світлана Михайлівна,,,,"Войцеховская, Светлана Михайловна",,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/71/Voitsekhovska_Svitlana.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Категория:Светлана Войцеховская,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,11596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066420,Гальченко Андрій Володимирович,Гальченко Андрій Володимирович,Гальченко Андрій Володимирович,male,1971-07-13,Гальченко Андрій Володимирович,,,,"Гальченко, Андрей Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066438,Гарбуз Юрій Григорійович,Гарбуз Юрій Григорійович,Гарбуз Юрій Григорійович,male,1971-11-18,,,,,,Yuriy Harbuz,,,,,,,,,Yuriy Harbuz,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e0/Юрій_Гарбуз.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066454,Гвоздьов Михайло Олексійович,Гвоздьов Михайло Олексійович,Гвоздьов Михайло Олексійович,male,1973-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,17992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066471,Герасимов Артур Володимирович,Герасимов Артур Володимирович,Герасимов Артур Володимирович,male,1972-08-23,Герасимов Артур Володимирович,,,,"Герасимов, Артур Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerasimov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,17985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066546,Голуб Владислав Володимирович,Голуб Владислав Володимирович,Голуб Владислав Володимирович,male,1983-04-22,Голуб Владислав Володимирович,,,,"Голуб, Владислав Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,8238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066572,Горбунов Олександр Володимирович,Горбунов Олександр Володимирович,Горбунов Олександр Володимирович,male,1969-02-13,Горбунов Олександр Володимирович,,,,"Горбунов, Александр Владимирович",Alexander Vladimirovich Gorbunov,,,,,,,,,,,,"Горбунов, Александр Владимирович (политик)",,https://upload.wikimedia.org/wikipedia/commons/9/96/Фото_Олександра_Горбунова.jpeg,,Oleksandr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gorbunov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,17962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066576,Гордєєв Андрій Анатолійович,Гордєєв Андрій Анатолійович,Гордєєв Андрій Анатолійович,male,1983-06-13,,,,,,Andriy Hordeyev,,,,,,,,Category:Andriy Hordeyev,Andrii Gordieiev,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6c/ГОРДЄЄВ_АНДРІЙ_АНАТОЛІЙОВИЧ_VADIM_CHUPRINA_©.jpg,,Andriy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,15953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066619,Грановський Олександр Михайлович,Грановський Олександр Михайлович,Грановський Олександр Михайлович,male,1979-12-25,Грановський Олександр Михайлович,,,,"Грановский, Александр Михайлович",,,,,,,,,,,,,"Грановский, Александр Михайлович (политик)",,"https://upload.wikimedia.org/wikipedia/commons/6/63/Грановський_Олександр_Михайлович,_Народний_депутат_України.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100009753732483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,17995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066676,Гудзенко Віталій Іванович,Гудзенко Віталій Іванович,Гудзенко Віталій Іванович,male,1971-07-15,Гудзенко Віталій Іванович,,,,"Гудзенко, Виталий Иванович",,,,,,,,,,,,,"Гудзенко, Виталий Иванович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066713,Давиденко Валерій Миколайович,Давиденко Валерій Миколайович,Давиденко Валерій Миколайович,male,1973-03-16,Давиденко Валерій Миколайович,,,,"Давиденко, Валерий Николаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066733,Данченко Олександр Іванович,Данченко Олександр Іванович,Данченко Олександр Іванович,male,1974-11-14,Данченко Олександр Іванович,,,,"Данченко, Александр Иванович",Oleksandr Danchenko,,,Oleksandr Danchenko,,,,,,Oleksandr Danchenko,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2e/Samopomich's_presentation._Oleksandr_Danchenko.JPG,,Oleksandr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066751,Дейдей Євген Сергійович,Дейдей Євген Сергійович,Дейдей Євген Сергійович,male,1987-07-12,Дейдей Євген Сергійович,,,,"Дейдей, Евгений Сергеевич",Yevhen Deidei,,,,,,,,,Yevhen Deidei,,,"Дейдей, Евгений Сергеевич",,,,Yevgeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,17956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066776,Денисенко Андрій Сергійович,Денисенко Андрій Сергійович,Денисенко Андрій Сергійович,male,1973-01-01,Денисенко Андрій Сергійович,,,,"Денисенко, Андрей Сергеевич",,,,,,,,,,,,,"Денисенко, Андрей Сергеевич",,https://upload.wikimedia.org/wikipedia/commons/3/36/Андрій_Денисенко.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066777,Денисенко Вадим Ігорович,Денисенко Вадим Ігорович,Денисенко Вадим Ігорович,male,1974-04-07,Денисенко Вадим Ігорович,,,,"Денисенко, Вадим Игоревич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,Автор:Вадим Денисенко,,,,,,,,17986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066801,Дехтярчук Олександр Володимирович,Дехтярчук Олександр Володимирович,Дехтярчук Олександр Володимирович,male,1971-08-17,Дехтярчук Олександр Володимирович,,,,"Дехтярчук, Александр Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,6130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066827,Дзюблик Павло Володимирович,Дзюблик Павло Володимирович,Дзюблик Павло Володимирович,male,1979-09-18,Дзюблик Павло Володимирович,,,,"Дзюблик, Павел Владимирович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066845,Діденко Ігор Анатолійович,Діденко Ігор Анатолійович,Діденко Ігор Анатолійович,male,1967-02-08,Діденко Ігор Анатолійович,,,,"Диденко, Игорь Анатольевич",Ihor Didenko,,,Ihor Didenko,Ihor Didenko,,,,,Ihor Didenko (politician),,,,,,,Ihor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066848,Дідич Валентин Володимирович,Дідич Валентин Володимирович,Дідич Валентин Володимирович,male,1957-10-11,Дідич Валентин Володимирович,,,,"Дидыч, Валентин Владимирович",Valentin Didych,,,,,,,,Category:Valentin Didych,Valentyn Didych,,,"Дидыч, Валентин Владимирович",,https://upload.wikimedia.org/wikipedia/commons/b/b6/Дідич_Валентин_Володимирович_VADIM_CHUPRINA_©.jpg,,Valentin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Didych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066858,Дмитренко Олег Миколайович,Дмитренко Олег Миколайович,Дмитренко Олег Миколайович,male,1973-10-17,Дмитренко Олег Миколайович,,,,"Дмитренко, Олег Николаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20066880,Добродомов Дмитро Євгенович,Добродомов Дмитро Євгенович,Добродомов Дмитро Євгенович,male,1977-01-13,Добродомов Дмитро Євгенович,,,,"Добромодов, Дмитрий Евгеньевич",,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/25/Добродомов_Дмитро_Євгенович.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,18085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
