id,name__en,name__de,name__it,name__nl,name__fr,name,wikipedia__en,gender,occupation,death_date,original_wikiname,name__yo,wikipedia__yo,birth_date,given_name,name__new,wikipedia__new,identifier__VIAF,image,identifier__LCAuth,identifier__FAST,identifier__freebase,name__es,name__nb,name__tr,name__ru,name__da,name__nn,name__sv,name__hu,wikipedia__de,wikipedia__no,wikipedia__ru,wikipedia__tr,name__zh_hant,name__zh_cn,name__cy,name__gl,wikipedia__it,wikipedia__sv,wikipedia__fr,identifier__NPG,identifier__hansard,name__ca,wikipedia__ca,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__NTA,website,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pl,name__pms,name__prg,name__pt,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__simple,wikipedia__commons,identifier__nass,wikipedia__ha,name__ha,wikipedia__ig,name__ig,name__sl,identifier__rush,family_name,wikipedia__vi,identifier__GTAA,wikipedia__id,twitter,identifier__google_knowledge,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__fi,name__ja,name__zh_hans,name__zh,name__he,name__ar,wikipedia__ar,identifier__PACE
Q35536386,Albert Adeogun,,,,,Albert Adeogun,,male,politician,,,,,,Albert,,,,,,,,Albert Adeogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934,,,,,,,,,,,,,,,,,,,,,,
Q35536398,Ngoro Agibe,,,,,Ngoro Agibe,,,politician,,,,,,,,,,,,,,Ngoro Agibe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599,,,,,,,,,,,,,,,,,,,,,,
Q35536408,Henry Archibong,,,,,Henry Archibong,,male,politician,,,,,,Henry,,,,,,,,Henry Archibong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,,,,,,,Archibong,,,,,,,,,,,,,,,
Q35536416,Omar Tata,,,,,Omar Tata,,,politician,,,,,,,,,,,,,,Omar Tata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,,,,,,,,,,,,,,,,,,,,,,
Q35536424,Abdullahi Mohammed,,,,,Abdullahi Mohammed,,,politician,,,,,,,,,,,,,,Abdullahi Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921,,,,,,,,,,,,,,,,,,,,,,
Q35536436,Yusuf Buba,,,,,Yusuf Buba,,,politician,,,,,,,,,,,,,,Yusuf Buba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,,,,,,,,,,,,,,,,,,,,,,
Q35536446,Tasir Raji,,,,,Tasir Raji,,,politician,,,,,,,,,,,,,,Tasir Raji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,,,,,,,,,,,,,,,,,,,,,,
Q35536456,Ibrahim Danmazari,,,,,Ibrahim Danmazari,,male,politician,,,,,,,,,,,,,,Ibrahim Danmazari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728,,,,,,,,,,,,,,,,,,,,,,
Q35536465,Nwokolo Victor,,,,,Nwokolo Victor,,,politician,,,,,,,,,,,,,,Nwokolo Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798,,,,,,,,,,,,,,,,,,,,,,
Q35536478,Eucharia Okwunna,,,,,Eucharia Okwunna,,,politician,,,,,,,,,,,,,,Eucharia Okwunna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,,,,,,,,,,,,,,,,,,,,,,
Q35536492,Chukwuma Nwazunku,,,,,Chukwuma Nwazunku,,,politician,,,,,,,,,,,,,,Chukwuma Nwazunku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951,,,,,,,,,,,,,,,,,,,,,,
Q35536498,Khamisu Ahm Ahmed,,,,,Khamisu Ahm Ahmed,,,politician,,,,,,,,,,,,,,Khamisu Ahm Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729,,,,,,,,,,,,,,,,,,,,,,
Q35536512,Kehinde Agboola,,,,,Kehinde Agboola,,,politician,,,,,,,,,,,,,,Kehinde Agboola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,,,,,,,,,,,,,,,,,,,,,,
Q35536524,Bello Sani,,,,,Bello Sani,,,politician,,,,,,,,,,,,,,Bello Sani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853,,,,,,,,,,,,,,,,,,,,,,
Q35536539,Bello Abdullahi,,,,,Bello Abdullahi,,,politician,,,,,,,,,,,,,,Bello Abdullahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,,,,,,,,,,,,,,,,,,,,,,
Q35536547,Ohiozojeh Akpatason,,,,,Ohiozojeh Akpatason,,,politician,,,,,,,,,,,,,,Ohiozojeh Akpatason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765,,,,,,,,,,,,,,,,,,,,,,
Q35536561,Jerome Eke,,,,,Jerome Eke,,male,politician,,,,,,Jerome,,,,,,,,Jerome Eke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,,,,,,,,,,,,,,,,,,,,,,
Q35536570,Suleiman Salisu,,,,,Suleiman Salisu,,,politician,,,,,,,,,,,,,,Suleiman Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914,,,,,,,,,,,,,,,,,,,,,,
Q35536581,Ahmed Rufai,,,,,Ahmed Rufai,,male,politician,,,,,,,,,,,,,,Ahmed Rufai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,
Q35536601,Okafor John,,,,,Okafor John,,male,politician,,,,,,,,,,,,,,Okafor John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,,,,,,,,,,,,,,,,,,,,,,
Q35536614,Herman Hembe,,,,,Herman Hembe,,male,politician,,,,,,Herman,,,,,,,,Herman Hembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551,,,,,,,,,,,,,,,,,,,,,,
Q35536630,Rita Orji,,,,,Rita Orji,,female,politician,,,,,,Rita,,,,,,,,Rita Orji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,,,,,,,,,,,,,,,,,,,,,,
Q35536640,Adeyemi Adepoju,,,,,Adeyemi Adepoju,,,politician,,,,,,,,,,,,,,Adeyemi Adepoju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,,,,,,,,,,,,,,,,,,,,,,
Q35536657,Betty Apiafi,,,,,Betty Apiafi,Betty Apiafi,female,politician,,Betty Apiafi,,,1962-02-16,,,,,,,,,Betty Apiafi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betty Apiafi,,,,,,,,,675,,,,,,,,Betty Apiafi,,,,,,,,,,,,,,
Q35536670,Ossy Prestige,,,,Ossy Prestige,Ossy Prestige,Ossy Prestige,male,politician,,Ossy Prestige,,,1965-01-24,,,,,,,,,Ossy Prestige,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ossyprestige.com/,,,Ossy Prestige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824,,,,,Ossy Prestige,,,,,,,,,,,,,,,,,
Q35536681,Olajide Olatubosun,,,,,Olajide Olatubosun,,,politician,,,,,,,,,,,,,,Olajide Olatubosun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916,,,,,,,,,,,,,,,,,,,,,,
Q35536692,Onyewuchi Ezenwa,,,,,Onyewuchi Ezenwa,,,politician,,,,,,,,,,,,,,Onyewuchi Ezenwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,,,,,,,,,,,,,,,,,,,,,,
Q35536706,Sunday Oladimeji,,,,,Sunday Oladimeji,,,politician,,,,,,,,,,,,,,Sunday Oladimeji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,,,,,,,,,,,,,,,,,,,,,,
Q35536718,Emmanuel Ukoete,,,,,Emmanuel Ukoete,,,politician,,,,,,Emmanuel,,,,,,,,Emmanuel Ukoete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,,,,,,,,,,,,,,,,,,,,,,
Q35536730,Rimamnde Kwewum,,,,,Rimamnde Kwewum,,,politician,,,,,,,,,,,,,,Rimamnde Kwewum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779,,,,,,,,,,,,,,,,,,,,,,
Q35536740,Ofongo Henry,,,,,Ofongo Henry,,,politician,,,,,,,,,,,,,,Ofongo Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,,,,,,,Henry,,,,,,,,,,,,,,,
Q35536754,Isah Murtala,,,,,Isah Murtala,,,politician,,,,,,,,,,,,,,Isah Murtala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,,,,,,,,,,,,,,,,,,,,,,
Q35536761,Asabe Bashir,,,,Asabe Bashir,Asabe Bashir,Asabe Vilita Bashir,female,politician,,Asabe Vilita Bashir,,,1965-02-19,,,,,,,,,Asabe Bashir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asabe Bashir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692,,,Asabe Vilita Bashir,Asabe Vilita Bashir,Asabe Bashir,,,,,,,,,,,,,,,,,
Q35536774,Gafaru Akintayo,,,,,Gafaru Akintayo,,,politician,,,,,,,,,,,,,,Gafaru Akintayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793,,,,,,,,,,,,,,,,,,,,,,
Q35536789,Ajayi Adeyinka,,,,,Ajayi Adeyinka,,,politician,,,,,,,,,,,,,,Ajayi Adeyinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,,,,,,,,,,,,,,,,,,,,,,
Q35536800,Aliyu Danladi,,,,,Aliyu Danladi,,,politician,,,,,,,,,,,,,,Aliyu Danladi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,,,,,,,,,,,,,,,,,,,,,,
Q35536806,Hassan Omale,,,,,Hassan Omale,,,politician,,,,,,,,,,,,,,Hassan Omale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,,,,,,,,,,,,,,,,,,,,,,
Q35536820,Umar Yakubu,,,,,Umar Yakubu,,male,politician,,,,,,,,,,,,,,Umar Yakubu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,,,,,,,,,,,,,,,,,,,,,,
Q35536833,Oyewole Diya,,,,,Oyewole Diya,,,politician,,,,,,,,,,,,,,Oyewole Diya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,,,,,,,,,,,,,,,,,,,,,
Q35536848,Nse Ekpenyong,,,,,Nse Ekpenyong,,,politician,,,,,,,,,,,,,,Nse Ekpenyong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697,,,,,,,,,,,,,,,,,,,,,,
Q35536858,Aliyu Ahman-pategi,,,,,Aliyu Ahman-pategi,,,politician,,,,,,,,,,,,,,Aliyu Ahman-pategi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,,,,,,,,,,,,,,,,,,,,,,
Q35536874,Bulus Solomon,,,,,Bulus Solomon,,,politician,,,,,,,,,,,,,,Bulus Solomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,,,,,,,Solomon,,,,,,,,,,,,,,,
Q35536888,Aminu Ashiru,,,,,Aminu Ashiru,,,politician,,,,,,,,,,,,,,Aminu Ashiru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,,,,,,,,,,,,,,,,,,,,,,
Q35536916,Garba Ahmed,,,,,Garba Ahmed,,,politician,,,,,,,,,,,,,,Garba Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738,,,,,,,,,,,,,,,,,,,,,,
Q35536928,Ajayi Ayantunji,,,,,Ajayi Ayantunji,,,politician,,,,,,,,,,,,,,Ajayi Ayantunji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,,,,,,,,,,,,,,,,,,,,,,
Q35536941,Yunusa Abubakar,,,,,Yunusa Abubakar,,,politician,,,,,,,,,,,,,,Yunusa Abubakar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,,,,,,,,,,,,,,,,,,,,,,
Q35536955,Gumau Yahaya,,,,,Gumau Yahaya,Lawal Yahaya Gumau,male,politician,,Lawal Yahaya Gumau,,,1968,,,,,,,,,Gumau Yahaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924,,,,,,,,,,,,,,,,,,,,,,
Q35536987,Kabir Shaibu,,,,,Kabir Shaibu,,,politician,,,,,,,,,,,,,,Kabir Shaibu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,,,,,,,,,,,,,,,,,,,,,,
Q35537062,Igbokwe Nnanna,,,,,Igbokwe Nnanna,,,politician,,,,,,,,,,,,,,Igbokwe Nnanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,,,,,,,,,,,,,,,,,,,,,,
Q35537143,Ahmad Babba,,,,,Ahmad Babba,,male,politician,,,,,,,,,,,,,,Ahmad Babba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,,,,,,,,,,,,,,,,,,,,,,
Q35537153,Talatu Yohanna,,,,,Talatu Yohanna,,,politician,,,,,,,,,,,,,,Talatu Yohanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,,,,,,,,,,,,,,,,,,,,,,
Q35537164,Iboro Ekanem,,,,,Iboro Ekanem,,,politician,,,,,,,,,,,,,,Iboro Ekanem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,,,,,,,,,,,,,,,,,,,,,,
Q35537174,Emmanuel Ekon,,,,,Emmanuel Ekon,,,politician,,,,,,Emmanuel,,,,,,,,Emmanuel Ekon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,,,,,,,,,,,,,,,,,,,,,,
Q35537188,Olugbenga Ayode,,,,,Olugbenga Ayode,,,politician,,,,,,,,,,,,,,Olugbenga Ayode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,,,,,,,,,,,,,,,,,,,,,,
Q35537204,Yusuf Tajudeen,,,,,Yusuf Tajudeen,,,politician,,,,,,,,,,,,,,Yusuf Tajudeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,,,,,,,,,,,,,,,,,,,,,,
Q35537221,Husaini Abubakar,,,,,Husaini Abubakar,,,politician,,,,,,,,,,,,,,Husaini Abubakar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,,,,,,,,,,,,,,,,,,,,,,
Q35537233,Akinlaja Joseph,,,,,Akinlaja Joseph,,,politician,,,,,,,,,,,,,,Akinlaja Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791,,,,,,,,,,,,,,,,,,,,,,
Q35537251,Mohammed Mahmud,,,,,Mohammed Mahmud,,male,politician,,,,,,Mohammed,,,,,,,,Mohammed Mahmud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789,,,,,,,,,,,,,,,,,,,,,,
Q35537263,Agbedi Yeitiemone,,,,,Agbedi Yeitiemone,,,politician,,,,,,,,,,,,,,Agbedi Yeitiemone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,,,,,,,,,,,,,,,,,,,,,,
Q35537276,Marshal Sunday,,,,,Marshal Sunday,,,politician,,,,,,,,,,,,,,Marshal Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953,,,,,,,,,,,,,,,,,,,,,,
Q35537290,Shehu Saleh,,,,,Shehu Saleh,,,politician,,,,,,,,,,,,,,Shehu Saleh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,,,,,,,,,,,,,,,,,,,,,,
Q35537300,Dauda Kako Are,,,,,Dauda Kako Are,,,politician,,,,,,,,,,,,,,Dauda Kako Are,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,,
Q35537315,Razak Atunwa,,,,,Razak Atunwa,,,politician,,,,,,,,,,,,,,Razak Atunwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,,
Q35537324,Asadu Patrick,,,,,Asadu Patrick,,male,politician,,,,,,,,,,,,,,Asadu Patrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,,,,,,,Patrick,,,,,,,,,,,,,,,
Q35537339,Oghene Emmanuel,,,,,Oghene Emmanuel,,,politician,,,,,,,,,,,,,,Oghene Emmanuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,,,,,,,,,,,,,,,,,,,,,,
Q35537352,Umaru Mohammed,,,,,Umaru Mohammed,,,politician,,,,,,,,,,,,,,Umaru Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,,,,,,,,,,,,,,,,,,,,,,
Q35537367,Abubakar Amuda-kannike,,,,,Abubakar Amuda-kannike,,,politician,,,,,,,,,,,,,,Abubakar Amuda-kannike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,,,,,,,,,,,,,,,,,,,,,,
Q35537380,Philip Ahmad,,,,,Philip Ahmad,,male,politician,,,,,,Philip,,,,,,,,Philip Ahmad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,,,,,,,,,,,,,
Q35537391,Chukwukere Austine,,,,,Chukwukere Austine,,,politician,,,,,,,,,,,,,,Chukwukere Austine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,,,,,,,,,,,,,,,,,,,,,,
Q35537404,Abubakar Lawal,,,,,Abubakar Lawal,,,politician,,,,,,,,,,,,,,Abubakar Lawal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,,,,,,,,,,,,,,,,,,,,,,
Q35537416,Abubakar Adamu,,,,,Abubakar Adamu,,,politician,,,,,,,,,,,,,,Abubakar Adamu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,,,,,,,,,,,
Q35537427,Tarkighin Dickson,,,Dickson Tarkighir,,Tarkighin Dickson,Dickson Tarkighir,male,politician,,Dickson Tarkighir,,,1969-04-12,,,,,https://upload.wikimedia.org/wikipedia/commons/3/38/Dickson_profile.jpg,,,,Tarkighin Dickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,,,,,,,Dickson,,,,,,,,,,,,,,,
